DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,SH,LE,SLE,G,TS_1_1_1,TS_1_2_1,RH,CO2,VPD,NETRAD,H2O
1,0.25,0.739825,22.588925,4.9674,4.3504,6.35139999999999,0.34595,-10.385625,1.308475,31.6755,3.380175,0.109275000000002,21.40965,21.718475,87.8091,374.50305,8.45925,-12.336625,20.763425
1,0.75,0.74075,22.466475,5.357875,7.5599,8.83249999999999,0.971200000000001,-5.68080000000003,3.6475,29.8758,2.8246,0.725175000000001,21.3819,21.731475,86.2306,374.1848,8.62175,-17.99725,21.00095
1,1.25,0.725599999999999,22.2855,5.3264,4.605675,6.164,0.806449999999999,-13.0827,2.52025,33.1478,7.61847499999999,0.872699999999996,21.24935,21.743125,86.5625,372.587275,8.261,-14.3543,20.87005
1,1.75,0.6922,22.3832,4.8187,8.9105,9.4164,0.6224,-9.21867500000001,3.68895,43.0965,4.40595,0.594699999999997,21.1859,21.715375,88.2062,374.335375,9.50799999999999,-16.3907,21.39005
1,2.25,0.70555,22.41875,5.021125,6.31395,6.493125,1.051075,-7.318625,1.6653,27.096,2.52615,0.733825000000001,21.1268,21.700275,87.98115,374.857275,9.9665,-15.721475,21.732675
1,2.75,0.66925,22.25195,4.924375,5.3777,5.6056,0.391649999999999,-12.8541,2.384275,19.2811,11.293,0.81345,21.184575,21.6919,88.21555,373.811725,8.25375,-26.4485,21.55785
1,3.25,0.7288,22.274025,4.801325,6.733625,7.237625,0.809825,-10.53405,1.957275,42.2727749999999,4.73652499999999,0.6695,21.14035,21.66095,89.955475,374.60145,7.923,-22.674875,21.222425
1,3.75,0.678525,22.30975,4.404175,5.67795,11.30655,0.284425,-13.06875,2.889325,84.95075,3.37175,0.3326,21.099025,21.63485,93.2198,373.998075,7.7325,-14.0862,20.95495
1,4.25,0.53675,22.262,3.401,6.08125,8.558375,1.434275,-9.736125,2.985125,84.790525,7.94114999999998,0.1205,20.99335,21.6161,91.8168,380.8667,7.805,-13.9987,20.737875
1,4.75,0.51125,22.13825,3.33,5.2301,6.49325,2.67559999999999,-10.56575,1.805225,62.2215,8.78687499999997,0.1408,20.8602,21.58785,88.22135,398.218725,8.07,-11.5195,21.82805
1,5.25,0.495,21.63075,3.40625,5.322125,6.2788,0.261,-16.9211,2.8876,32.590725,3.9732,0.39225,20.78095,21.571275,89.7647,374.777575,7.705,-11.14975,20.6455
1,5.75,0.5385,22.257,3.62275,5.0852,5.69075,0.389875,-19.66975,1.945925,31.77075,2.843825,0.230024999999999,20.7486,21.575375,95.257925,374.9967,8.1475,-21.923625,20.154375
1,6.25,0.63075,21.89925,3.80575,5.0956,5.7232,0.43515,-17.88345,2.3315,25.30165,3.3382,-0.0123000000000011,20.67425,21.558625,95.001125,375.7811,7.8425,-22.929525,19.7157
1,6.75,0.67745,21.766825,4.674275,5.714425,6.587125,0.642975,-22.745075,3.54362499999999,28.43125,9.59007499999997,-0.363900000000001,20.63105,21.54705,92.909325,375.425875,7.668,-28.391825,19.7142
1,7.25,0.635,21.751,3.89475,5.7233,5.8105,0.531699999999999,-23.0955,3.002575,32.3575,5.7216,-1.7566,20.563325,21.5439,91.05595,374.841725,7.96,-16.7576,20.307025
1,7.75,0.67125,22.03275,4.003,4.7655,4.7395,0.2567,-4.2445,2.07265,47.223,3.789775,-1.7368,20.46205,21.515675,94.427875,374.739625,8.3175,-5.59780000000001,19.948275
1,8.25,0.70025,22.335,4.23675,1.40535,2.304125,-0.0965500000000002,-11.510125,4.429975,40.212125,4.98015,-0.147400000000001,20.3668,21.486,94.4231,370.9178,9.415,21.5878,19.9894
1,8.75,0.761,23.028,4.6475,-3.6146,-1.08975000000002,1.50647499999999,31.0316,11.7679,173.59,10.812,0.429949999999999,20.377125,21.42575,94.1748,368.66355,11.6925,78.20595,19.3556
1,9.25,0.68575,23.664,4.66225,-7.903,-4.736,-0.00762500000000006,34.8586749999999,9.557125,107.132675,16.5987,1.6892,20.409475,21.394875,91.15795,364.1978,12.21,193.267475,19.531125
1,9.75,0.81575,24.04225,5.27125,-12.3433,-7.989,0.434599999999999,69.058675,5.796525,113.299025,8.598625,4.5625,20.447275,21.331475,88.548025,366.62205,12.79,245.0662,20.282875
1,10.25,0.8515,24.75325,5.558,-14.2182,-8.74297500000001,0.338825,94.44875,4.14652499999999,165.70815,5.97515,6.0968,20.588575,21.2274,89.469725,366.215975,13.9075,324.635,21.11005
1,10.75,0.823725,25.4404,5.60195,-16.9337,-12.4094,0.246875,132.3098,3.47655,177.072,5.967975,8.9138,20.799125,21.288175,83.467675,367.21815,14.10375,416.4924,20.80275
1,11.25,0.875625,25.519825,5.515125,-19.08225,-3.12894999999998,0.22115,162.73305,3.38285,201.52815,7.389525,15.516425,21.204975,21.274175,80.1785,366.589625,14.31475,485.6334,20.703075
1,11.75,0.924525,26.048,5.776575,-19.8203,-14.822,0.2825,188.011,3.4325,230.8666,6.2337,22.972425,21.49795,21.153525,77.377675,367.7991,15.835,558.302175,21.1265
1,12.25,0.896475,26.151625,5.7312,-19.9919,-16.623575,0.1377,198.179175,2.6382,233.23295,7.4395,29.287,21.863975,21.167275,73.852775,367.784125,16.82525,576.687125,21.702475
