DOY2,HR2,T_SONIC_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,G_1_1_1,G_2_1_1,TS_1_1_1,TS_2_1_1,WS_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,LE_1_1_1,H_1_1_1,USTAR_1_1_1
1,0.25,14.6376625,101.81275,13.3429,99.9985,1.084825,3.63287499999999,370.09875,365.89375,4.13775499999998,6.2947,45.1645,8.06178,7.43041,3.88316775,1.4798065,1.535368,0.5894804,602.9864,12.0690125,11.21974,60.731175,8.9887575,0.4534382
1,0.75,14.625775,101.7125,13.3068375,99.9980875,0.422825,3.28575,369.36,364.83,4.9845375,6.3756075,45.1544124999999,8.0865575,7.328755,3.8926775,1.6197875,1.71866125,0.62506125,468.3729,12.145755,2.649002,52.0657499999998,7.9014775,0.48531475
1,1.25,15.323775,101.4845,12.9358125,99.9985,0.438875,3.228375,368.8725,363.93125,5.53508999999999,6.2551725,45.6231875,7.6687775,7.2521275,4.064535,1.42462,1.6235225,0.62055825,469.2574,29.2899625,2.630184,19.91617,8.481075,0.416
1,1.75,12.9748,101.474,13.2326,99.9981375,0.3035625,3.34035,368.09875,363.9225,5.02889,6.3244575,45.7405,7.542385,7.15082375,3.53429,1.2779325,1.5756725,0.50972725,473.2869,10.545189,4.547348,25.8857125,8.9889875,0.413018
1,2.25,14.4037625,101.47,13.80225,99.9985625,0.5031875,3.1965625,365.9975,369.0675,5.6076125,6.36470625,45.4659,7.56642,7.90243624999999,3.54550225,1.30580875,1.48825275,0.568442425,464.710675,10.655584,4.7863095,158.467639999999,4.50404099999999,0.38930425
1,2.75,14.7059,101.477,11.0027,99.998,0.4555375,3.4630625,358.1875,360.72625,5.85157875,6.4399375,45.6755499999999,7.3555825,6.7405575,3.734887,1.26589675,1.6160625,0.59875835,639.573299999999,10.2392155,5.6668025,58.551975,7.427613,0.431530525
1,3.25,11.78025,101.48625,9.938225,99.9985,0.3928,3.1811,354.70625,353.6175,5.938275,6.515075,46.4284375,6.84593499999999,6.563505,3.64612574999999,1.2544815,1.57460475,0.57567255,524.5066,26.2622075,3.570348,31.12582,15.9513549999998,0.45260185
1,3.75,12.7067375,101.4925,13.6519,99.999,0.2448625,3.1831,365.325,362.415,5.81392999999999,6.50830125,46.6675,7.21078,7.02159,3.75903025,1.198461,1.498352,0.5642615,467.74625,12.7771525,7.88708299999999,14.52396,3.39206649999996,0.4051789
1,4.25,15.22535,101.493,15.1986875,99.9980625,0.779699999999999,3.36815,376.4275,369.3125,3.91715,6.694775,46.3687,7.0582575,8.03440874999999,3.4251455,1.112651,1.371492,0.495982675,467.5791,7.740808,26.963627,19.4134,16.33551,0.346558275
1,4.75,15.9633,101.52425,15.7261,99.9966,0.713887499999999,3.3996875,376.75625,369.1375,3.83542624999999,6.9749375,46.8823749999999,6.9576425,8.04829749999999,3.34314425,1.18292625,1.5194145,0.51742465,627.028,13.930575,1.968859,15.3464625,8.37498324999999,0.40150705
1,5.25,16.426,101.52925,16.24865,99.998,0.596987499999998,3.5273625,374.6,370.2125,3.88572375,7.17196875,47.37785,7.56869375,7.99925625,3.59637775,1.23877925,1.44715775,0.545888175,474.493625,15.410455,13.44885125,54.88386,11.20783,0.41632615
1,5.75,16.821525,101.52125,16.5575,99.9986,0.451,3.2815,375.5475,370.59375,3.8992,7.33326125,47.3909,6.8076,7.462915,3.681207,1.4012965,1.369557,0.52830125,482.019,10.41323375,3.649905,25.2542375,14.25775,0.46231665
1,6.25,16.659775,101.532625,16.48755,99.9985875,0.5782625,3.4505375,369.38,369.54,3.475075,7.4442625,48.44625,6.73022,7.6458275,3.3763795,1.4098245,1.488923,0.569100975,538.2291,14.5489625,4.49888349999999,18.41558,14.33792,0.454704749999999
1,6.75,15.9291625,101.554,16.4673375,99.9926125,0.5366125,3.555225,372.4875,371.2,3.656965,7.4623,51.839,6.70895,7.79869375,3.4576035,1.22791,1.4763675,0.51161855,637.802,23.118825,11.03351175,23.661935,9.09134625,0.4268997
1,7.25,14.748375,101.575375,14.5157875,99.9955625,0.449125,3.45375,363.8625,364.0375,3.71964,7.35309,50.5289125,6.7245125,7.08876875,3.5246855,1.2808895,1.4639445,0.5507085,569.8449,14.44109,4.39756399999999,20.047925,4.72691625,0.425424
1,7.75,15.005875,101.58375,14.423,99.9977,0.6882375,3.5328,364.43,364.64375,3.71892125,7.21278,48.0861,6.7349275,7.1301175,3.405686,1.359136,1.3874755,0.5270126,493.4753,16.0327625,2.16174225,35.1384,10.9674,0.451918899999999
1,8.25,15.3337625,101.59625,14.3054125,99.9985875,4.8434,5.3572,366.04,366.57,15.51242,9.07614,46.48565,7.14872,7.70166625,3.2433405,1.19546,1.3964985,0.5164331,478.49405,14.1338975,1.84194,28.9876849999999,11.25002,0.37464255
1,8.75,15.5954,101.6065,14.0596875,99.998625,34.0575,19.035,367.5925,367.75,74.0765625,9.2537575,45.823325,8.00175875,7.5804375,3.15876,1.195502,1.396899,0.4983827,484.6746,15.013025,2.846896,17.237185,11.190845,0.3717472
1,9.25,15.685,102.45625,14.49055,99.99905,150.95,75.426,368.87,369.45,222.116,9.093865,46.816,7.7079625,7.6602375,3.45765,1.137385,1.3584075,0.52289575,477.0124,12.96077,2.672624,23.9783475,25.8413299999999,0.40617075
1,9.75,17.5825,102.407875,14.71485,99.999,268.05,136.4,369.39,369.805,415.42,8.09775,47.2806875,8.0042875,8.3842375,3.65223475,1.15250025,1.38419825,0.5227227,482.4886,13.07406,6.689192,40.41932,56.5612325,0.38671905
1,10.25,17.852775,102.358125,14.79905,99.9985,340.66,169.875,373.245,373.24,546.492,6.3716875,45.9607625,8.2948625,8.6087375,3.664121,1.23235075,1.45186225,0.540965699999999,493.87225,13.127975,3.69041525,52.81185,72.207705,0.402692725
1,10.75,16.25665,102.351875,14.6711,99.999,408.8325,216.55,373.0275,376.33,723.275,4.657455,42.4739625,8.27328,8.88302999999999,3.55697675,1.300317,1.52725275,0.545775425,491.817575,14.877825,0.62578,65.34864,103.430225,0.4184614
1,11.25,17.45085,102.315125,14.126675,99.998575,472.25,259.92,375.7875,380.355,812.06375,3.500735,40.2191375,8.15237,9.55405999999999,3.727328,1.432668,1.701326,0.5421272,455.0326,10.4343,0.94329605,81.3905199999999,105.183725,0.4199348
1,11.75,16.5915,102.27225,14.80945,99.99525,517.205,287.19,375.285,383.82,948.995,3.103115,39.61475,7.86439,9.54735999999999,3.80171925,1.38175,1.57221,0.5893118,439.8236,14.026725,2.142109,75.6963,136.9194,0.37857425
1,12.25,17.0667,102.2125,15.137,99.9635625,545.96,314.73,374.305,383.875,988.917875,2.819275,38.7733249999999,8.2236625,9.5114625,3.67019125,1.4544625,1.5750435,0.583412125,440.56735,14.913025,3.18308574999999,97.5204875,137.368875,0.436406625
1,12.75,16.847225,102.145,15.2422,99.89285,566.6475,336.33875,375.06375,383.11125,1027.95,2.76058625,38.1504249999999,8.45120625,9.20652125,3.816034,1.480474,1.61136375,0.552462399999999,435.33025,12.97813,3.19488875,105.3998,144.7302,0.4386958
1,13.25,16.7338875,102.08725,15.2575,99.65575,582.495,360.76,373.555,386.925,1065.4,2.62435,37.6907875,8.538025,9.256825,4.145853,1.593523,1.724774,0.6266252,436.46875,13.1486375,1.4456935,113.338,134.3441,0.4949596
1,13.75,16.689875,102.028,15.415475,98.7808,565.5925,332.6475,374.16,390.2175,1013.9905,2.17307,40.3774875,8.519,9.256155,4.2879605,1.522877,1.77893225,0.653191325,440.704,13.14254,1.1032192,125.8386,147.30935,0.4780096
1,14.25,17.6404375,101.972375,15.376825,99.181375,540.15,301.15,373.19,392.125,958.9045,1.77944000000001,40.97325,8.745705,9.210125,3.9352175,1.625977,1.816239,0.67685025,442.522175,13.1136125,1.57256,97.6468425,120.571925,0.454870975
1,14.75,17.05285,101.929,15.28105,98.8655,510.30875,264.61375,369.98,389.86875,909.856875,1.73463,39.9211,8.73608,9.524025,3.74300375,1.4551375,1.6650725,0.549700875,443.227875,12.810425,1.036573,82.3263625,132.714,0.42284125
