DOY2,HR2,CO2,FC,CH4,FCH4,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,RH_1_1_1,RH_1_2_1,RH_1_3_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TAU,T_SONIC,USTAR,WS,VPD,U_SIGMA,V_SIGMA,W_SIGMA,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,TS_1_1_1,TS_1_3_1,PPFD_IN,NEE,SC,SH,SLE
1,0.25,413.387,1.02948,2027.82,-0.581,-12.0237,6.50033,10.6037,295.335613333334,349.880473333333,-52.6422333333334,102.137,89.8774588333333,63.809,88.0234371666667,7.98524876666667,9.90900000000005,7.84608761666667,-0.0412,9.90900000000005,0.184953,1.54779,3.52565709,0.524986064576956,0.444767354917152,0.235372045918796,1.23082499,0,2.2002105,0,11.576964,11.150673,0,1.11615,0.00206,-0.244295,-0.166571
1,0.75,414.5915,1.009011463,2035.79,-0.872,-12.2098,6.45056,8.84574,295.045636666667,348.78963,-54.08273,102.113,89.8394593333333,63.48255,87.945303,7.86887533333333,9.87000000000002,7.60021623333333,-0.0427,9.87000000000002,0.186168984,1.60134,3.54277,0.536204977709446,0.440007942269747,0.223474554954304,1.20385054,0,2.27493718333333,0,11.5047163333334,11.1818031666667,0,0.9153785,-0.00901,-0.193654,-0.0855
1,1.25,414.77929155,0.797735435,2037.17,-1.39,-11.6055,6.56154,10.7199,297.09076,349.21361,-52.4482049999999,102.106,89.6464726666667,64.9031,88.4400346666667,7.6330894,9.91900000000004,7.4995842,-0.044,9.91900000000004,0.1891515,1.599265,3.447105,0.581904112288689,0.441971716118364,0.234733505301648,1.1461942,0,2.31843681666667,0,11.5063026666666,11.164113,0,0.725862,0.0169,-0.230396,-0.162484992
1,1.75,415.962,0.979305,2041.08,-0.889,-11.8682,6.60375,10.5361,300.394873333333,349.645413333333,-48.6178050000001,102.114,89.1019336666667,65.12005,88.611506,7.5073911,9.63400000000001,7.0994828,-0.0426,9.63400000000001,0.184161,1.6309,3.391315,0.529120969155447,0.477190737546319,0.228473193175917,1.206692225,0,2.33432783333333,0,11.5050563333333,11.1412731666667,0,0.98957,0.0218,-0.286694,-0.165305341
1,2.25,415.3335,0.8750225,2042.495,-1.23,-11.03035,6.32311,11.2569,300.41683,348.479576666667,-44.8991650000001,102.095,88.057871,65.5907,88.5264843333333,7.3045661,9.38750000000002,7.15735626666667,-0.04525,9.38750000000002,0.1876455,1.67179037,3.499554687,0.545125151890102,0.44528994218198,0.244233301782879,1.22150166,0,2.3798894,0,11.5209896666667,11.1414351666666,0,0.733059,-0.00941,-0.385348,-0.153747794
1,2.75,416.2425,0.835664645,2050.175,-0.093,-10.48925,6.2753621,12.0149,299.056036666667,348.182783333333,-48.4731166666668,102.088,87.3151063333334,66.5189,88.1472506666667,7.38005493333333,9.27300000000002,7.07255383333333,-0.0476,9.27300000000002,0.1962855,1.699596016,3.50783,0.543680608710922,0.469779685445826,0.237801300330062,1.285846795,0,2.4248078,0,11.5073003333333,11.065074,0,0.822604,0.00658,-0.306226,-0.119933
1,3.25,417.8184469,0.928128,2049.96,-0.895,-11.5475,6.270798367,11.1769,299.26144,346.27262,-49.8301399999999,102.089,88.8743426666667,65.6929,87.916151,7.1398007,9.37400000000002,6.86247086666667,-0.0482,9.37400000000002,0.195493,1.8621,3.41458,0.564459918860498,0.49470395187425,0.256320112359526,1.27468489166667,0,2.371926105,0,11.4516788333333,11.0353365,0,0.9282725,0.01385,-0.3434465,-0.304175
1,3.75,415.0156056,1.05244,2046.195,-0.712,-11.4765,6.2169281515,9.76107,296.294206666667,345.263946666667,-51.5776433333334,102.053,88.8990126666666,64.768,87.0778415,7.11529328333333,9.41800000000001,6.84535886666667,-0.0482,9.41800000000001,0.192657,1.76496,3.376443392,0.570543600437337,0.486766823027207,0.254361946839538,1.20720159166666,0,2.31025758333333,0,11.3300713333333,11.0614106666667,0,1.03414,-0.00374,-0.301658,-0.140717
1,4.25,416.035,0.9638,2056.3,-0.498,-10.826101445,6.10011,10.6165,295.866941666667,344.86844,-49.8612699999999,102.045,87.9027691666666,65.49315,87.527936,6.98596675,9.10100000000002,6.62137111666666,-0.05215,9.10100000000002,0.203109,1.80991,3.4936758665,0.610607166685831,0.479298036950187,0.246568221552936,1.14266261666667,0,2.364869,0,11.278496,11.0567706666667,0,0.9886065,0.00487,-0.4497657465,-0.159655
1,4.75,416.132,0.94776,2055.93,-1.02,-10.90880605,6.00326,9.19651,296.095991666666,344.38522,-46.5915716666667,102.043,87.8575026666667,63.6739,87.8973366666667,6.8188368,8.77300000000002,6.29794648333333,-0.0494,8.77300000000002,0.198897,1.82436,3.576775708,0.627026220344891,0.47985831242149,0.254165300542777,1.24457238,0,2.37316936666666,0,11.1916503333333,11.0154166666667,0,0.742304,0.00769,-0.348322,-0.252930897
1,5.25,416.04036985,0.948618,2061.85,-0.874,-11.3315,5.95711,10.0466,295.751226666667,343.907833333333,-45.4528066666666,102.0465,88.2127955,63.40525,88.1062663333334,6.637676,8.44600000000003,6.07800406666667,-0.04775,8.44600000000003,0.1938355,1.70515,3.45505,0.585600680477308,0.483047058550391,0.240621945243055,1.39330781833333,0,2.63115138333333,0,11.177428,11.025722,0,0.891113,0.0117,-0.474923667,-0.139598
1,5.75,416.989,0.8304050495,2058.5,-0.749,-10.7555,5.69585,11.3559,297.082793333333,343.381696666667,-42.7622966666665,102.0695,88.916944,63.5089,88.3953906666666,6.4228979,8.20800000000003,5.925582,-0.0501,8.20800000000003,0.1984675,1.724532177,3.4597,0.575916849232994,0.496896480852865,0.250499481116906,1.37856543833334,0,2.50069463333333,0,11.0975493333334,10.995114,0,0.601137726,0.00443,-0.311104,-0.0922
1,6.25,417.9344499,0.864756,2064.71,-0.9255,-10.511009885,5.66734,10.32190934,296.734636666667,343.023358333333,-43.34182,102.098,89.1282598333333,63.09275,88.5617148333333,6.29942605,8.12800000000004,6.04310113333334,-0.0501,8.12800000000004,0.19785152,1.79545,3.42914,0.590328721984624,0.506381279274817,0.241660919471891,1.35182086,0,2.52721966666666,0,11.0485753333333,11.0259233333333,0,0.765488,0.01215,-0.3112280715,-0.09445
1,6.75,417.1961159,0.911199,2065.5,-0.979,-9.0608,5.69727,11.1817,294.270396666667,343.134916666667,-47.9743633333334,102.128,87.9622176666666,63.3668,88.6590105,6.32200355,7.97500000000002,6.07019966666667,-0.04335,7.97500000000002,0.1861815,1.67928,3.2091580545,0.533586138117671,0.461657011415624,0.239374184071716,1.38181752166667,0,2.56584176666667,0,11.0170253333333,11.0304386666667,0,0.765557,0.0168,-0.4040825,-0.03415
1,7.25,416.044,0.6518855,2067.58,-0.3345,-5.90953,5.668281344,9.999643611,291.953823333333,342.252461666666,-44.2392045766667,102.151,88.2893085,64.2848,88.5050301666666,6.158202,7.67100000000002,5.96374893333333,-0.05195,7.67100000000002,0.2026415,1.77024,3.21782,0.559505982630063,0.486172327288988,0.243926132226876,4.59901358333333,1.3844198,5.9865237,0,11.0164935,11.0231666666667,0.825,0.483367,0.0189,-0.251111,0.0283
1,7.75,416.0615,0.5025087455,2067.99,0.028,-4.74724,5.907375,15.7195,290.692495,344.449238333333,-20.2085042666668,102.1795774,88.6854211666667,64.229175845,88.1786836666666,6.18545261666667,7.92200000000003,6.13836955000001,-0.0572,7.92200000000003,0.210517,1.97629,3.37331,0.611746679598672,0.479990624908446,0.256709953059869,21.8687424166666,36.8550733333334,40.5935631666667,5.43016591666667,11.0066618333334,10.943504,27.725,0.3787725,0.0218,0.6099030505,0.314799
1,8.25,415.4305,0.129181623,2063.42,1.75,4.52743,6.27356,29.3809,292.016683333334,348.121611666666,30.3731197833334,102.241,86.6520281666667,63.20509396,86.9825178333333,6.76426011666666,9.22500000000002,6.71836108333333,-0.0678,9.22500000000002,0.231656,2.108604264,3.68837,0.681022760265764,0.5890449897928,0.27712812921102,40.014889,110.105334166666,125.160723166667,13.8590642166667,11.0061493333333,10.8882815,132.225,0.05255,-0.0302,1.40092,0.7237925
1,8.75,415.4405,-0.283108,2056.37,2.22,19.17774034,6.36421,37.545,292.130425,353.730668333333,113.682767666667,102.2805,82.6157908333333,61.3387,84.3092793333334,7.79301678703703,10.257,7.85697825,-0.091,10.257,0.268192701,2.40821,4.02963,0.78008909747541,0.710489971780039,0.3178175577277,50.5845511666667,211.197821166667,226.831426666667,21.4723743333333,10.9810978333333,10.795886,261.425,-0.501668,-0.0755,1.769885,0.48329
1,9.25,415.3215,-0.6189075385,2049.41,2.28,25.9645,6.527265,49.8808,295.65596,359.67419,190.772348333333,102.316,77.9962921666666,58.6942,79.7815261666667,8.75439545,11.0805,8.7390303,-0.09675,11.0805,0.275603,2.660035,4.374707593,0.843534100020145,0.786133191750612,0.351496036715513,69.8408278333333,301.568343333333,319.956355,28.6637306666667,10.9774103333333,10.7772766666667,422.775,-0.81795724,-0.0547,1.85412,0.235459
1,9.75,411.2337322,-0.9596576295,2043.135,5.23,33.8482,6.43106,55.44110345,296.301493333333,364.512306666667,274.485734833333,102.354,73.4266608333334,56.0944005,73.9771381666667,9.65250073333333,11.9674449,9.88861176666667,-0.1189702645,11.9674449,0.305599,2.77754,5.040255,0.994885923108775,0.904128508565016,0.390010256275396,89.079651,396.85712,400.590073333334,34.264377,10.9210358333333,10.7571116666667,559.375,-1.10986,-0.0639,1.91903,0.207984
