DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,H2O_1_5_2,H2O_1_5_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_5_1
1,0.25,2.5250646346361,4.566323067746,0.205025057005267,1.05006590403041,-0.093970376293159,1.27524189154214,0.117570686301737,0.0933804304855024,0.213099561391055,-13.7694026519252,-2.90598789323275,0.571498712888041,2.05,1.38,0.43,0.16,4.9453,4.547,4.24855,3.9168,2.3719,0.3769,98.89572,65.09,2.8672,2.565,2.59,3.295,2.92,0.6,-3.12,1.6,-1.16,0.285,276.85,327,311.55,325.65,-0.26,-0.04,-0.06,-0.04,-0.05,0.055,0.17,-0.27,-0.07,6.9765,7.646,8.6875,9.3525,10.3465,11.007,11.976,12.6935,14.828,5.0625,6.5665,7.8105,8.6315,9.5485,10.465,11.1415,12.754,6.716,7.776,8.881,9.529,10.6305,11.265,11.822,12.843,13.7185,5.3695,5.29,7.849,8.489,9.7185,10.842,11.526,12.3305,13.588,6.4095,7.1805,8.221,8.717,9.819,9.7145,10.909,12.575,-13.248,-9.678,-10.5665,-61.13,4.28730969237909,5.70416252571981,6.05613555221917,4.63149206385578,5.23656250762584,5.82767639264272,5.19950664412548,4.64781929314347,5.21115375108753,5.26923414813101,5.59096841630629,422.235392682843,424.674621844611,427.047814966379,424.223660647628,430.993456618075,427.493663088119,426.63407076589,428.678835576949,430.687556381979,432.723414780218,431.830561521195,2144.13384209609,2126.70631039668,2115.84460151208,2146.17225223546
1,0.75,2.54804243127504,4.12008277512427,0.201518133579864,0.823311853711919,0.0706632583462755,0.786500044485245,0.304115746377197,-1.29523607864676,0.24185339961032,-11.5006209586052,-2.85275726624974,0.557689340464705,1.98,1.36,0.43,0.16,4.5686,4.309,4.185,3.6594,2.018,0.26295,98.89753,66.06,2.6788,2.065,2.25,3.02,2.735,0.5,-3.28,1.4,-1.17,0.27,271.6,326.25,308.55,324.85,-0.26,-0.04,-0.05,-0.04,-0.055,0.06,0.17,-0.27,-0.07,6.9435,7.572,8.614,9.341,10.352,11.0055,11.977,12.6925,14.8265,4.963,6.519,7.741,8.6115,9.548,10.4615,11.1425,12.7505,6.634,7.6745,8.835,9.5155,10.6335,11.261,11.8205,12.8395,13.708,5.292,5.141,7.7835,8.4575,9.7175,10.8435,11.528,12.329,13.5865,6.3285,7.1025,8.1835,8.6895,9.829,9.7055,10.906,12.5755,-11.834,-9.963,-11.097,-60.07,3.82682391717017,5.60900362175729,6.01394750437677,4.94945860641007,5.8922302159253,5.40047469935439,5.54091232420965,5.15342696963658,5.5937594318357,5.04118585685107,5.69287403426934,422.518390035354,425.436639619718,428.448715224102,424.785653862941,426.544575124278,427.164607214457,427.6918725389,427.261282900019,430.838801053354,430.826066532986,445.07619211865,2132.31070699888,2141.7753870677,2210.5599474997,2239.32639487824
1,1.25,2.44695146573449,3.97925751398014,0.195652745467655,0.746819478085924,0.23529689298571,1.29413701880914,0.160744275286796,-2.68385258777902,0.215118140203853,-10.9205236225738,-2.07600661162733,0.539841778040202,1.91,1.31,0.4,0.17,4.0839,3.909,3.9502,3.5359,1.4735,-0.08915,98.8765,68.02,2.5241,2.13,2.23,2.955,2.68,0.5,-3.27,1.5,-1.185,0.33,268.2,325.05,307.45,323.95,-0.26,-0.045,-0.05,-0.04,-0.05,0.065,0.17,-0.27,-0.065,6.8955,7.473,8.5425,9.329,10.358,11.006,11.974,12.6915,14.825,4.879,6.482,7.6975,8.582,9.547,10.4585,11.1435,12.747,6.5615,7.637,8.817,9.5115,10.6385,11.253,11.819,12.8365,13.706,5.2615,5.0105,7.71,8.415,9.715,10.8455,11.532,12.3285,13.5855,6.295,7.115,8.1745,8.6615,9.827,9.6965,10.903,12.5765,-14.196,-10.4055,-11.6425,-62.925,4.20594241717422,5.56965339894276,5.77241792485531,5.56650120892877,5.29685172464102,5.65487183248772,5.94035425259782,5.39776794950524,5.81513806827368,5.33065580377736,5.60000025121984,423.535935350471,423.752644096753,426.988512503884,426.48249812297,427.296066660024,426.111905010744,429.828411989323,426.72735744215,427.234598646284,426.783051928292,433.077932241458,2120.48757190166,2156.84446373872,2246.90331965372,2270.53879917983
1,1.75,2.46975393374284,3.97210077387683,0.207031688960266,0.752562681210276,0.132611135633103,1.35962542301408,0.155478541046478,-0.856867973038295,0.199309145056057,-9.71070325704258,-0.915398859637153,0.535941161876076,1.84,1.245,0.4,0.18,4.0593,3.859,3.4349,3.1252,1.5691,0.1216,98.89192,68.6,2.4034,2.69,2.49,3.315,3.105,0.5,-3.04,1.5,-1.14,0.355,270.15,325.25,308.85,325.25,-0.26,-0.04,-0.055,-0.04,-0.045,0.06,0.17,-0.27,-0.07,6.887,7.441,8.474,9.315,10.3635,11.007,11.97,12.6905,14.824,4.7995,6.408,7.6585,8.547,9.545,10.455,11.143,12.743,6.5415,7.5915,8.811,9.5075,10.6435,11.228,11.818,12.8325,13.705,5.1955,4.886,7.639,8.3775,9.7135,10.8465,11.536,12.328,13.585,6.2235,7.0705,8.1175,8.634,9.828,9.687,10.9,12.577,-12.6275,-9.814,-11.6525,-59.935,4.30986743800607,5.6842473677603,6.15074021794903,4.32669193622856,6.11920044435179,5.66962080246572,5.68325012532868,5.23957445638772,5.54352178543484,5.24815104454487,5.75650650425619,423.62581370734,425.085483249011,427.99446207484,427.649625245528,430.086163648187,425.87178095742,427.199151634634,427.511852268161,428.668293779025,429.925225866442,431.218014004004,2167.4820660757,2331.85461061746,2277.13014391807,2102.66069397898
1,2.25,2.46103127912336,4.08405179170524,0.229909084369445,0.801684861276943,0.0388127346725282,0.546805918779963,0.338204333955912,-0.297983182860423,0.182378218576341,-9.53483839589016,-0.919635844529829,0.500069425348449,1.97,1.36,0.43,0.17,3.9808,3.717,3.454,3.13435,1.5164,0.4378,98.88766,70.795,2.2628,2.77,2.4,3.11,2.955,0.6,-3,1.6,-1.12,0.27,272.4,325.2,307.7,325.8,-0.26,-0.045,-0.055,-0.04,-0.045,0.065,0.17,-0.27,-0.06,6.8335,7.399,8.426,9.288,10.3675,11.0085,11.9665,12.6895,14.823,4.6145,6.4015,7.647,8.5165,9.5395,10.381,11.141,12.739,6.5285,7.5615,8.7955,9.4965,10.646,11.2245,11.816,12.8295,13.7115,5.122,4.7605,7.581,8.3605,9.71,10.849,11.539,12.3255,13.5845,6.1685,7.003,8.0605,8.6055,9.8295,9.6785,10.898,12.5775,-12.4925,-9.599,-11.824,-59.45,4.18640488519139,6.05469036385166,5.83250010837881,5.3718444895551,4.93785791305447,5.92463608555903,4.92852076270162,5.00266821278602,5.53810371757602,5.007266265336,5.71849074035834,422.979596853836,424.517932800654,426.104642237981,425.392598155736,426.806437163139,424.240888418071,427.127747980356,427.496994074879,428.617558169038,430.507587765487,429.157966824209,2258.94449496238,2184.51621819626,2347.73669346814,2114.57419240552
1,2.75,2.34422168042718,3.58737363932698,0.204279036391399,0.818427471632009,0.554476518114381,0.818167430005312,0.249872077224754,0.0341750718584203,0.198144301013397,-11.8970148125647,-1.90068446689535,0.538877706377023,1.92,1.265,0.38,0.18,3.2258,3.025,2.9059,2.7841,1.2871,0.19015,98.88453,73.065,2.0361,2.355,2.34,2.935,2.69,0.5,-3.095,1.5,-1.04,0.25,272.05,324.75,306.05,324.75,-0.26,-0.05,-0.06,-0.04,-0.04,0.06,0.17,-0.27,-0.07,6.7385,7.34,8.4125,9.256,10.3715,11.0095,11.963,12.6885,14.8215,4.3865,6.305,7.6415,8.4645,9.5305,10.377,11.14,12.737,6.4325,7.508,8.7375,9.4685,10.645,11.223,11.8155,12.826,13.71,5.127,4.6445,7.52,8.3455,9.7145,10.8525,11.541,12.3245,13.5845,6.111,6.927,8.006,8.583,9.8295,9.671,10.8945,12.5785,-12.311,-9.9865,-12.053,-57.085,4.26151796373118,5.39472132859899,5.83428669998431,4.88006339629658,5.70843746184828,5.40804714564644,5.30263212641164,4.33285290224763,4.78233039601404,4.61406268956281,5.56837022837762,424.537604566448,425.662263452077,428.237579697116,424.9551605224,427.780453470081,426.73049145948,429.139466800328,428.493527685378,429.881355500097,430.822289343103,434.932448635814,2251.44704127203,2236.86820597496,2266.28513562198,2124.67729120641
1,3.25,2.50145852040851,3.26202513255578,0.191668440513654,1.0159041233714,0.0109782326754678,1.02562657037129,0.108097335353623,-0.244613674310835,0.209406564493107,-10.0771604971011,-1.78292497301998,0.555334151908245,1.925,1.245,0.4,0.18,3.1628,2.868,3.11675,2.8036,1.3713,-0.066,98.87944,73.29,2.07375,2.355,2.38,2.995,2.625,0.5,-2.965,1.5,-1.09,0.275,269.2,325.9,306.1,324.7,-0.26,-0.05,-0.05,-0.04,-0.04,0.055,0.17,-0.27,-0.07,6.66,7.295,8.393,9.2385,10.3745,11.0105,11.959,12.687,14.82,4.186,6.2125,7.6385,8.41,9.522,10.373,11.1385,12.735,6.309,7.4355,8.693,9.4385,10.6435,11.2205,11.814,12.8225,13.709,5.0945,4.5425,7.469,8.335,9.718,10.856,11.538,12.324,13.582,6.094,6.896,7.9435,8.5665,9.829,9.668,10.892,12.579,-17.137,-10.256,-12.689,-57.835,3.97146953525712,6.03110972258054,6.37539521029094,4.13963751450348,6.27075433315078,5.95887197589055,6.44425980824743,5.32021834450399,6.10989007212065,5.21816173723001,5.63143306186975,423.672217003509,425.176403615113,428.316188662989,428.828624541311,425.002200624223,426.505553612757,428.810224463838,429.63201444612,430.35793147184,430.627114222635,438.955592954149,2202.84443298982,2281.87047367211,2184.83357777582,2309.61182592659
1,3.75,2.5188851938675,3.32995939683389,0.208720804544022,0.909684726337257,0.27248496155229,1.26115382447413,1.0930071169959,-0.404093983574223,0.226027478669851,-9.2550232016965,-0.879476943913884,0.560085378949785,1.96,1.25,0.41,0.17,3.2148,2.974,3.006,2.6868,1.1809,0.30285,98.85855,72.89,2.0155,2.48,2.42,2.85,2.69,0.6,-3.085,1.5,-1.12,0.27,272.2,324,305.7,323.95,-0.26,-0.04,-0.05,-0.04,-0.04,0.055,0.17,-0.27,-0.07,6.5875,7.221,8.3375,9.2075,10.3775,11.0115,11.956,12.6855,14.819,4.0175,6.1365,7.63,8.3725,9.5135,10.433,11.1385,12.733,6.2445,7.41,8.653,9.4075,10.6425,11.217,11.812,12.819,13.7075,5.0085,4.442,7.463,8.3355,9.721,10.858,11.536,12.323,13.581,5.974,6.848,7.9035,8.5315,9.836,9.6685,10.8895,12.579,-13.746,-10.255,-12.2,-59.02,3.95152397191921,5.00953410583937,6.1780367137218,4.46129771589827,5.53429496349325,5.25971829976117,6.31200967975239,4.33000536992633,5.91756771411487,4.46243640994743,6.02096103823567,424.067494412105,426.292611412023,426.670400781959,429.050082129585,427.826638196514,428.677356283262,427.162809210777,430.068133089376,428.395884616039,432.111662720528,431.971995291666,2154.24182470761,2165.67202217846,2229.53017094061,2149.0944771796
1,4.25,2.47821001678745,2.98701519427269,0.203063582113402,1.13216798095648,-0.0660498454495663,0.935414062717137,0.509890871174685,-0.649213258288325,0.180339703151396,-11.9874839636986,-2.05259793686964,0.556763309438407,1.89,1.26,0.41,0.18,2.8929,2.5875,2.6549,2.3169,1.1357,0.09635,98.83693,73.79,1.9673,2.33,2.31,2.79,2.78,0.6,-3.11,1.6,-1.115,0.25,270.85,322.9,305.05,324.5,-0.26,-0.04,-0.06,-0.04,-0.04,0.06,0.17,-0.27,-0.08,6.557,7.125,8.2825,9.1775,10.3795,11.0125,11.9525,12.6835,14.8175,3.852,6.0435,7.6165,8.3695,9.512,10.428,11.137,12.731,6.189,7.3765,8.6105,9.3765,10.641,11.216,11.8105,12.8155,13.706,4.978,4.356,7.421,8.3345,9.724,10.8595,11.533,12.3225,13.58,5.8665,6.7605,7.888,8.488,9.842,9.669,10.887,12.578,-16.189,-10.717,-12.716,-59.08,3.97866441100849,5.88489191376279,6.10182268629349,5.04730781488513,4.79803129385209,5.89481322994133,5.40533309186791,4.61641070910299,5.37327358703167,4.69594970050045,5.61397845817841,424.229408042359,426.667570181841,427.624394253127,426.915937083594,428.02508478903,427.101772887608,428.005485972912,430.409092557418,429.115240553421,430.850895026209,428.952453322092,2195.34757060971,2209.45007194303,2203.98099983085,2174.0893412458
1,4.75,2.39121601194302,2.44071041235185,0.196136854491758,0.981355148449083,-0.0464662894483,0.904253501975396,0.509875438933983,-0.454852888070428,0.229085606806772,-12.2511492332014,-2.44441560904517,0.56654232058307,1.84,1.24,0.41,0.18,2.4292,2.362,2.403,2.0234,0.9048,0.1272,98.82832,75.95,1.7587,2.335,2.22,2.61,2.67,0.4,-2.96,1.4,-1.03,0.24,269.6,322.05,305.1,324.95,-0.26,-0.05,-0.05,-0.04,-0.04,0.06,0.17,-0.27,-0.07,6.508,7.049,8.236,9.1475,10.384,11.0135,11.949,12.6815,14.8165,3.783,5.9555,7.548,8.3745,9.5145,10.421,11.135,12.729,6.143,7.3095,8.5675,9.3615,10.639,11.214,11.809,12.812,13.705,4.96,4.289,7.355,8.3315,9.7225,10.8605,11.53,12.3225,13.5805,5.834,6.666,7.8565,8.4805,9.847,9.67,10.884,12.576,-17.073,-10.619,-12.8845,-56.45,3.85331432977077,5.69846246755391,5.63887809052749,4.4727230052947,5.13275568634872,5.48364944548496,5.22428915121323,4.65700616155558,5.19739001757529,4.56704631735905,6.15421079619417,424.06600473082,427.096954123929,428.667779455713,428.100946966005,428.749016138414,428.435474325902,429.521881548244,429.516499634776,430.360276067659,431.524494590391,431.158716199733,2212.35950173374,2225.88760338576,2224.19868159941,2507.38551039626
