DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1
1,23.25,-29.78595,-26.4967,0.404777,-0.562092,0.379061,0.150335,382.336,8.34599,7.1111025,88.374,4.3757725,87.7481,1.09349,0,0,6.0145,6.547875,8.5375,9.0575,9.1675,10.2
1,23.75,-26.51235,-23.93175,0.7951645,1.04555,0.304415,0.144796,381.309,8.3873,7.04151,88.3748,4.392495,89.459525,0.976002,0,0,5.7763075,6.307375,8.43,9.03,9.2075,10.1475
2,0.25,-32.051475,-26.64985,1.370205,-0.379304,0.20326675,0.16279475,382.379,8.49106,7.3959875,88.24705,5.4843825,84.6718,1.055845,0.0122801,0,8.6481375,9.18125,11.015,11.18,10.5,10.7225
2,0.75,-32.992325,-28.999125,0.99692275,-0.575729,0.3988525,0.148344,382.45125,8.50126,7.176875,88.238925,5.3014,84.18285,1.2720675,0.013927925,0,8.3137175,8.85875,10.84375,11.1375,10.5225,10.73
2,1.25,-32.3315,-29.573175,0.928667,-0.248623,0.3050365,0.153111,381.778,8.43427,6.3090275,88.2494,4.4827425,84.403375,1.07393,0.014091225,0,8.0290725,8.58875,10.6775,11.105,10.5525,10.755
2,1.75,-32.312925,-31.80555,0.7357825,-1.1619375,0.310922,0.17330975,383.2325,8.51864,6.108585,88.271975,4.414565,87.32675,1.29906,0.014222325,0,7.7498575,8.35375,10.505,11.085,10.585,10.7425
2,2.25,-30.82185,-29.687825,0.927517,-1.0973075,0.423063,0.156261,383.31875,8.462625,6.4108275,88.270125,4.41048,89.82985,1.17584,0.0129759,0,7.6540275,8.2425,10.3375,10.995,10.59,10.715
2,2.75,-29.451375,-29.950975,0.87124575,-0.7149495,0.3443015,0.13958275,382.9475,8.3104175,6.5468,88.2699,4.85147,90.163275,1.1254475,0.01357135,0,7.360725,7.97125,10.1875,10.885,10.63,10.74
2,3.25,-28.5901,-30.512475,0.96450175,-0.5532375,0.29981375,0.1465,382.48075,8.142065,5.8152275,88.26355,4.5977675,90.844875,0.923671,0.013606725,0,7.1165575,7.7125,10.0575,10.845,10.62,10.745
2,3.75,-27.71725,-30.817925,0.8003745,-1.0036,0.282022,0.1495325,382.105,7.98937,5.92914,88.2637,4.4418025,92.237825,1.0643075,0.0126824,0,6.876555,7.55625,9.91875,10.755,10.625,10.76
2,4.25,-24.561625,-29.506125,1.17142,-0.03899295,0.3021935,0.148445,383.059,7.498005,5.9906275,88.259475,4.14988,93.8216,1.06733,0.012559675,0,6.666225,7.36875,9.7075,10.6625,10.5925,10.7725
2,4.75,-23.4594,-26.488375,1.76746,-0.127124,0.5712015,0.140681,383.104,7.413345,6.077485,88.26055,4.6508425,94.144675,1.0196575,0.011273075,0,6.5498125,7.1435,9.62375,10.61,10.64,10.7275
2,5.25,-22.66765,-27.5506,0.88038925,-0.082422225,0.251541,0.138504,383.111,7.622955,6.5413525,88.268675,4.2759425,94.677875,1.0053825,0.011982675,0,6.2578075,6.97225,9.495,10.535,10.635,10.76
2,5.75,-21.864075,-27.5215,1.0458915,0.078015225,0.33680375,0.14826825,384.1225,7.33709,6.3415325,88.2841,4.1186725,94.554075,1.080845,0.01322745,0,5.9748525,6.79225,9.375,10.4225,10.625,10.78
2,6.25,-21.84425,-28.948375,1.199265,-0.4311725,0.427943,0.1529,384.60925,7.408115,6.1398525,88.3138,4.1541025,94.8693,1.164595,0.016567675,0,5.7671475,6.540375,9.2375,10.315,10.6475,10.825
2,6.75,-19.9777,-29.50215,0.836199,-0.47810275,0.239284,0.141342,384.0295,7.203,5.2718075,88.31555,3.73398,95.3639,1.027915,0.71845675,0,5.60178,6.416125,9.08875,10.2225,10.6525,10.865
2,7.25,-10.12769,-27.66575,0.814446,-0.344963,0.267754,0.158536,384.503,7.260655,4.8231775,88.327825,3.15256,96.003125,0.975031,19.850775,61.202,5.5398875,6.367625,8.92375,10.17,10.635,10.8425
2,7.75,47.1421,-18.17645,2.960235,9.65679,0.210238,0.1459905,385.58,7.311105,5.20765,88.3425,4.11764,97.379175,0.887622,110.082,243.6185,5.263125,6.077625,8.85375,10.08,10.6775,10.8225
2,8.25,135.73075,-1.45328075,10.0691875,39.8443,0.13991,0.2147115,387.2255,7.7152775,6.57438,88.369575,5.78249,95.638125,1.30003,220.71375,445.1915,5.3758075,6.078375,8.945,10.205,10.8925,11.02
2,8.75,222.272,15.4985,21.2728,79.662725,0.0561198,0.277069,387.247,8.68019,8.86614,88.3766,8.21008,82.4786,1.5121,319.68175,585.166,5.7309325,6.26775,8.90875,10.2375,11.0625,11.2025
2,9.25,293.142,48.771975,33.88335,132.648,0.0591507,0.29063475,386.63675,8.8673725,11.04105,88.3832,11.028175,71.374725,1.7873875,423.69575,791.42675,6.2160725,6.506375,8.85625,10.2325,11.175,11.34
2,9.75,366.239,89.1973,41.2671,182.789,0.0514261,0.377542,386.132,8.921415,12.9094,88.3842,13.3958,59.2117,2.17404,521.39325,975.688,6.86563,6.887875,8.89,10.25,11.255,11.32
2,10.25,426.523,101.288,53.424575,222.325,0.146872,0.479122,385.8975,8.519165,14.4193,88.3691,15.3863,52.5655,2.65819,611.63425,1180.45,7.74381,7.4335,8.87375,10.245,11.2475,11.39
2,10.75,483.05925,109.41625,50.8852,258.1545,-0.0737512,0.51796025,385.01025,8.2886475,15.565075,88.353575,16.958925,48.7758,3.018565,680.42475,1343.995,9.001025,8.17875,8.81625,10.085,11.16,11.3625
2,11.25,519.7365,115.92575,46.4335,294.521,0.0744375,0.586742,384.336,7.968345,16.6192,88.3406,17.847475,44.6716,3.5171675,719.6655,1472.5725,10.28235,8.8725,8.66375,9.9325,11.105,11.2875
2,11.75,547.68875,121.97675,53.52735,305.816,0.00667863,0.61085475,384.23975,7.4424325,17.55855,88.314,19.2798,40.653425,3.4312425,775.309,1528.6025,11.132275,9.665,8.71375,9.8325,11.0425,11.25
2,12.25,554.221,122.7675,50.8127,327.769,0.060058325,0.624189,384.11025,7.3865825,18.10325,88.2659,20.0035,39.34345,3.76396,792.89225,1591.305,12.2709,10.63375,8.78125,9.66,11.03,11.29
2,12.75,565.038,133.837,47.838575,354.863,-0.13828925,0.599354,384.094,7.34363,18.7531,88.22205,21.16145,36.2511,3.513205,801.5625,1595.475,13.541225,11.66875,8.8875,9.575,10.9525,11.225
2,13.25,536.637,136.709,46.3275,352.4455,0.13117125,0.593403,384.177,6.81372,19.0221,88.1713,21.57435,34.65875,3.72468,778.1185,1559.43,14.608625,12.8025,9.09875,9.61,10.8375,11.225
2,13.75,498.9595,124.639,46.0257,350.807,0.239596,0.615427,383.572,6.7142375,19.52515,88.118,21.69905,32.381,3.66025,750.6455,1497.06,15.16,13.7675,9.38,9.4425,10.83,11.1125
2,14.25,461.5985,115.22425,38.48905,317.383,0.201151,0.63798375,383.63025,6.361305,19.998425,88.075,22.000775,31.92245,3.6123675,698.46275,1384.62,15.7819,14.77375,9.71125,9.53,10.765,11.0575
2,14.75,416.044,85.53655,32.285875,295.67475,0.333426,0.6609225,383.452,6.26859,20.13585,88.056275,22.136325,31.553475,3.73729,635.04125,1268.8475,15.902925,15.33375,10.05125,9.555,10.6975,11.1175
2,15.25,348.7255,49.38805,28.30355,258.08525,0.315012,0.6469285,383.2275,6.203445,20.3183,88.0405,22.155625,31.747125,3.6650825,554.526,1109.09,16.39165,15.80875,10.3875,9.6725,10.6975,11.105
2,15.75,278.113,22.595875,28.939,217.8465,0.372004,0.655386,382.861,6.56733,19.98295,88.02795,21.7118,31.688275,3.63535,469.754,918.6515,16.62245,15.9725,10.685,9.755,10.6725,11.0675
2,16.25,199.25175,3.403905,24.3631,167.363,0.389719,0.61129875,382.627,6.3943,19.852225,88.03405,21.3318,32.134225,3.525685,370.38225,719.63625,16.5879,16.15,11.07125,9.905,10.6275,11.055
2,16.75,118.488,-5.0649425,17.8659,95.1013,0.530815,0.61196925,382.383,6.38248,19.7096,88.0357,20.915525,33.926075,3.5355875,272.2045,516.079,16.22285,15.90125,11.2325,9.9375,10.5675,11.01
2,17.25,48.692275,-10.900375,13.2346,39.765,0.6298345,0.556782,381.815,6.6040725,19.12065,88.03165,19.9522,37.0935,3.525995,162.99125,296.464,15.385325,15.20125,11.33125,10.0875,10.4525,10.965
2,17.75,-13.55935,-19.15085,6.9646475,-1.23491,0.65400925,0.491239,381.258,6.73364,18.34765,88.04065,18.42545,38.0179,3.143635,60.14425,99.25585,14.60865,14.46125,11.3725,10.1025,10.245,10.7875
2,18.25,-37.4098,-27.2128,3.9727425,-8.45051,0.4957955,0.3728705,381.086,7.08139,17.08215,88.05235,16.0486,43.78715,2.4936,7.883205,11.80405,14.029875,13.895,11.56625,10.255,10.245,10.795
2,18.75,-47.05655,-31.2151,3.0754,-12.65995,0.507784,0.346631,380.776,7.06294,15.4437,88.0768,13.9159,47.53715,2.190175,0.0412768,0,13.28485,13.22125,11.59625,10.4325,10.3025,10.82
2,19.25,-44.8455,-30.9005,1.9569875,-8.604955,0.4183865,0.285053,380.333,7.24497,14.3045,88.1045,12.4486,51.8776,2.02273,0,0,12.487825,12.64,11.72375,10.75,10.315,10.8025
2,19.75,-46.24065,-30.809225,1.396855,-3.0134525,0.439496,0.2852995,379.985,7.447455,13.54125,88.14365,11.40885,54.64985,1.8037325,0.00160247,0,11.874325,12.2175,11.8375,10.935,10.32,10.8725
2,20.25,-41.371675,-28.524175,0.83571675,-5.72788,0.3117435,0.25443225,380.36375,7.55161,12.93445,88.1719,10.22235,56.869475,1.67864,0.003298725,0,11.3734,11.78,11.85375,11.0425,10.38,10.865
2,20.75,-40.1497,-29.0325,1.51518,-4.57407,0.30134625,0.225172,380.389,7.91608,11.991025,88.2017,10.044925,61.5521,1.6954575,0.0023139425,0,10.80795,11.2825,11.87625,11.115,10.4125,10.895
2,21.25,-40.5499,-28.3382,2.6057,-1.068436,0.41366,0.2383415,380.90075,8.04349,11.252825,88.224575,9.14453,66.0392,1.6835125,0.0070427925,0,10.40915,10.87625,11.81375,11.23,10.4025,10.9175
2,21.75,-40.6843,-26.6262,1.723295,-1.23885,0.29974875,0.20515,380.38775,8.0556975,10.5646,88.247,8.42016,68.8863,1.54249,0.00655564,0,10.1153,10.545,11.73125,11.28,10.44,10.89
2,22.25,-39.56405,-28.781875,2.03429,-1.79212,0.3918395,0.18265975,381.202,8.16455,9.303685,88.272,7.44299,72.424375,1.33719,0.009064365,0,9.8025525,10.24125,11.64625,11.2775,10.4225,10.87
2,22.75,-38.972525,-27.6263,1.13592,-3.78031,0.344269,0.165402,381.578,8.232085,9.00822,88.26655,6.6733575,75.2585,1.2695575,0.010440025,0,9.5024425,9.9225,11.53125,11.2675,10.4575,10.9175
2,23.25,-35.984875,-29.065525,1.36892,-0.84501075,0.4175875,0.185436,381.2925,8.439755,8.6300075,88.266225,6.5797975,78.503825,1.2673125,0.0121299,0,9.293175,9.71625,11.35375,11.2725,10.47,10.9125
2,23.75,-35.3835,-27.870175,0.7183575,-1.016505,0.351071,0.161053,381.493,8.58129,7.7620575,88.24785,5.584815,81.746575,1.2324775,0.00946568,0,9.1119475,9.51125,11.235,11.3075,10.49,10.905
3,0.25,-43.308975,-33.251525,1.08948,0.168173,0.492163,0.178428,380.75675,7.5859225,11.456825,88.1663,8.9398725,70.817875,1.0865025,0,0,13.6587,14.17625,16.44,15.7075,14.3425,14.0575
3,0.75,-44.878025,-34.864625,1.0583325,0.6782175,0.3888205,0.170541,381.169,7.52621,10.7074,88.1556,8.61472,73.2618,1.24754,0,0,13.174825,13.80125,16.19125,15.675,14.4075,14.045
3,1.25,-40.52975,-34.582875,0.806662,0.58645775,0.38493525,0.1993785,380.749,7.52113,10.2837,88.14615,8.0501725,75.316625,1.24046,7.4475e-05,0,12.764725,13.43,15.9325,15.6175,14.45,14.02
3,1.75,-40.7486,-31.994275,0.7116705,-0.484485,0.2878385,0.183093,381.009,7.77817,10.0158,88.1406,8.060315,78.152325,1.14314,0.00034755,0,12.372725,13.06,15.85625,15.57,14.5325,13.9975
3,2.25,-38.639325,-32.692875,1.37352,-0.328188,0.32057175,0.158447,381.358,7.53544,9.43917,88.1331,7.1547075,78.64655,1.15802,0.00417471,0,12.13085,12.82625,15.6475,15.5425,14.51,14.05
3,2.75,-39.39565,-32.48385,0.780653,0.01292705,0.3174235,0.15460225,381.331,7.47806,9.0966,88.1195,6.82998,81.177375,1.18451,0.007574415,0,11.885975,12.6525,15.44625,15.485,14.5275,14.09
3,3.25,-40.0689,-33.968,1.49625,0.143984,0.22271725,0.181574,381.96975,7.5984075,8.48016,88.1085,5.8865325,81.36775,1.18855,0.0073759075,0,11.5928,12.41875,15.235,15.4025,14.5375,14.0625
3,3.75,-38.7097,-34.051975,1.06358,-0.450357,0.2634295,0.167728,382.625,7.47066,8.19346,88.105675,5.7375525,82.802225,1.13365,0.001199078,0,11.2816,12.06125,15.01625,15.2625,14.5325,14.0625
3,4.25,-38.4839,-33.860875,0.591379,-1.6675275,0.327011,0.165629,382.8765,7.4583075,7.41854,88.129,5.494105,84.428675,1.0914,0.0099735525,0,10.9602,11.79,14.785,15.1425,14.5725,14.065
3,4.75,-38.1283,-34.6821,0.68621,-0.5550775,0.3136225,0.16521,382.95875,7.3700625,7.59501,88.133,5.422655,86.38425,1.13482,0.0111053,0,10.7561,11.62125,14.565,15.07,14.5925,14.085
3,5.25,-36.36535,-33.692375,0.391822,-0.118025,0.2510365,0.160557,383.01075,7.27265,7.10641,88.1502,4.8293725,86.532125,0.958847,0.0132573,0,10.522125,11.37125,14.3975,15.01,14.59,14.0975
3,5.75,-37.263375,-34.213,1.06903,1.04437,0.357735,0.152236,383.588,7.202795,6.75183,88.1693,4.1388925,88.40615,1.13711,0.0230255,0,10.22425,11.0925,14.24625,14.9425,14.62,14.105
3,6.25,-31.624025,-34.447425,0.60408775,-0.2878514,0.225372,0.143228,383.447,7.1267025,6.52373,88.1849,4.4169675,89.3966,1.22073,3.641775,6.12809,9.991175,10.955,14.105,14.77,14.65,14.11
3,6.75,-7.9342925,-31.45265,0.4763155,-0.0053927,0.29025775,0.163986,383.775,7.26403,6.32999,88.1944,4.2914225,90.471175,1.0768,52.08135,84.45915,9.76853,10.70625,14.0475,14.8075,14.6,14.15
3,7.25,61.590775,-17.949425,2.941465,9.459005,0.3145565,0.176749,386.3065,7.410135,7.7588,88.224825,6.621555,85.08365,1.03468,150.63375,284.53675,9.6255875,10.6,13.89375,14.7125,14.635,14.26
3,7.75,148.481,8.48708,12.047325,53.8213,0.39985,0.277932,388.25375,7.80435,9.89522,88.2609,9.1594,73.8361,1.68532,263.487,511.904,9.81,10.60875,13.8825,14.795,14.845,14.4675
3,8.25,238.891,29.59,22.271925,99.7331,0.0722437,0.339738,387.729,8.132185,12.1789,88.2819,12.2046,61.983,2.17858,375.757,740.057,10.325,10.93,13.8175,14.8125,15.0075,14.645
3,8.75,324.093,56.9849,25.8865,166.346,0.186038,0.428029,386.19775,8.1417625,14.6419,88.295,15.4618,52.3396,2.70285,486.462,963.135,11.015,11.26125,13.74125,14.795,15.11,14.795
3,9.25,405.796,102.97725,34.93595,214.73325,0.179632,0.51465,385.92225,7.8811875,16.8592,88.3056,18.05405,43.22185,3.11347,587.57,1157.705,11.8017,11.6975,13.7,14.82,15.16,14.755
3,9.75,468.475,111.00775,40.54895,259.087,0.1178852,0.56502125,385.42925,7.51701,18.66655,88.307525,20.511825,37.5121,3.383285,676.76175,1315.6575,12.78925,12.22625,13.5775,14.675,15.13,14.7825
3,10.25,534.23575,108.75675,41.7842,305.72925,0.28012875,0.6400195,384.995,7.272505,20.322575,88.302425,22.203225,33.68115,3.62154,755.68975,1497.9625,13.682125,12.88125,13.4375,14.525,15.0475,14.7275
3,10.75,572.863,123.73175,45.210075,348.6535,0.29924225,0.64581025,384.67575,6.9644875,21.31615,88.2799,23.3727,31.17535,3.853605,816.89125,1630.2925,14.717075,13.56625,13.375,14.3325,15.01,14.7
3,11.25,612.66,129.91575,42.850225,381.597,0.1936755,0.66971175,384.543,6.64135,22.08645,88.253075,24.42445,28.05105,3.935715,866.9505,1750.64,16.02575,14.38875,13.2975,14.185,14.925,14.5875
3,11.75,633.547,132.967,42.6352,393.867,0.307431,0.670523,384.43525,6.1029125,22.7059,88.2329,25.1127,26.3726,3.84419,902.376,1832.2,17.67305,15.17875,13.37,14.1025,14.795,14.525
3,12.25,639.9665,132.4025,47.4922,418.508,0.4799765,0.6773715,383.509,6.14068,23.317725,88.209725,25.923275,25.4081,3.7038125,912.3935,1864.975,19.251225,16.545,13.5075,13.9625,14.67,14.5075
3,12.75,631.64,138.98,43.930525,433.09975,0.58766475,0.66409725,383.906,5.915995,23.8485,88.1715,26.47855,24.072325,3.81423,915.07125,1864.5175,20.536025,17.83875,13.69125,13.905,14.5925,14.3375
3,13.25,615.797,152.92725,42.1063,415.537,0.505299,0.6663095,383.66825,5.8570175,24.2654,88.131575,26.73855,22.706775,3.7291925,902.442,1818.77,21.948775,19.28,13.9525,13.8775,14.5525,14.4075
3,13.75,586.511,147.49975,37.0893,412.16825,0.5406155,0.69778375,383.72725,5.8391375,24.67575,88.088275,27.077525,22.2957,3.8645225,862.0765,1750.97,22.9241,20.41875,14.24,13.74,14.465,14.3975
