DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_3_1,CH4_1_4_1
1,0.25,11.163867226613,11.5170594674946,0.731581656595033,1.0770680979401,0.38177483215436,0.444104408442199,17.9924680324266,2.13364012147424,0.738481854711664,25.3803675952132,4.76469536068804,1.51405370304716,8.42225,8.285,3.331,11.1926475,11.14195,11.001135,10.7950375,10.24078,97.515114,96.48025,6.2274,9.24375,10.16825,9.692,2.0275,-0.215249999999999,3.5,0.824000000000001,352.385,375.1975,351.8225,368.2925,0.25,0.23,0.17,0.14,2.554,0.0510000000000002,0.06,-0.01,7.912225,8.333325,8.1466,8.760825,9.4746,8.06535,8.09005,8.30975,8.40515,8.1524,8.67325,8.9773,8.58485,9.01535,9.286975,8.998525,9.005125,9.004475,9.207375,9.694975,7.92465,8.5452,9.6559,8.835225,8.28425,-0.410100000000011,0.963799999999998,1.0282,-3.309,12.3981196164005,12.3011614014373,12.3613395256183,12.3629099613558,12.348377839333,427.177373229717,453.065824892819,426.683263358976,436.513235000147,428.12327761953,453.013023303038,428.325910656175,453.03962959772,430.682944688876,3320.8197679802,3260.22893675498,3412.88725956467
1,0.75,11.5177106467107,11.3281403916477,0.688179476412437,0.834868877610974,0.178457585663626,0.502876594364253,17.8594500537709,0.938260138540319,0.770599011587181,20.690456458564,5.11078841440108,1.56494770487971,8.04825,8.35,3.41375,10.834185,10.91845,10.6148875,10.5345625,10.30225,97.52165,97.83,6.15044,9.805,10.21025,9.8455,2,-0.318,3.4,1.05925,349.98,374.625,346.1225,368.1975,0.26,0.23275,0.16,0.14,2.591,0.0682500000000002,0.06,-0.02,7.768075,8.239575,8.12845,8.752825,9.476175,7.955575,8.000125,8.299575,8.407275,8.17515,8.542625,8.896375,8.55435,8.97735,9.289375,8.86285,8.74285,8.92515,9.191225,9.70715,7.7624,8.35275,9.61379999999999,8.830825,8.303475,-1.33185,-0.0237999999999973,0.269800000000002,-3.90324999999999,12.1176341476182,11.9877247017535,12.0453652860519,12.0432680060606,11.9575169366931,426.783025108006,453.038366437174,428.326007287876,437.259772649406,429.876530515677,453.238410116931,431.205176666642,453.359304541466,432.353668009655,3144.58072382481,3136.88518234717,3206.54489513417
1,1.25,11.7549107561602,11.342684730927,0.797771180171946,0.704833059897982,0.169076820210069,0.452480079389792,11.8752656846743,2.4812633314563,0.832528759142234,31.3352848590947,6.00158705237913,2.06100073993567,7.82675,8.6,3.41825,10.5241125,10.3514,10.289355,10.1832125,9.83411999999999,97.521851,97.2125,6.020085,9.8675,10.11,9.89975,2.055,-0.2635,3.5275,0.97275,348.0325,373.9225,344.8175,367.8825,0.26,0.23,0.15,0.14,2.6225,0.0482500000000002,0.05,-0.01,7.691525,8.0079,8.108375,8.741725,9.477475,7.85765,7.734,8.2875,8.38755,8.1816,8.4421,8.775375,8.52485,8.951125,9.2915,8.757475,8.661825,8.847825,9.170175,9.721225,7.73865,8.127525,9.57097499999999,8.823425,8.319925,-1.43325,0.589000000000001,0.5896,-4.50524999999999,12.0190091426297,11.820377817905,11.8733779795607,11.8387814726103,11.8506726130818,426.520264559243,452.489213697913,428.833599703484,437.900820719915,430.331078028178,452.645682520039,430.882094940867,452.434032381674,432.514251961954,3094.02073560075,3090.92195143115,3124.69986926359
1,1.75,11.7165510027002,11.7479503724131,1.06317234073446,0.728575094649939,0.264916275407792,0.7889213321881,11.431494971946,0.784495372153402,0.771463493921626,23.1526536271108,4.09145262272664,1.73582334250726,8.1945,7.955,3.481,10.6565525,10.6255,10.3924875,10.2752125,9.89581,97.50473225,96.6075,5.847125,9.76275,10.12575,9.95125,2.1275,-0.179749999999999,3.6,0.9065,353.745,375.71,352.14,366.9925,0.26,0.23,0.15275,0.13275,2.6325,0.0727500000000001,0.0542499999999998,-0.00724999999999994,7.740075,7.7712,8.084725,8.729525,9.47705,7.9067,7.63555,8.2823,8.3732,8.194,8.45725,8.5435,8.485225,8.94075,9.292175,8.7908,8.648875,8.7772,9.1454,9.7333,7.800275,7.91285,9.52324999999999,8.813925,8.320975,1.77875,1.42024999999999,1.98527499999999,-3.66224999999998,11.7671774715789,11.6127101605677,11.854111614088,11.5412160794903,11.4391432912127,426.119450714739,450.997527273517,428.323788600596,437.769694942913,432.760996598143,451.567977976343,428.68108288863,451.54582135731,431.17801774331,3150.00477422407,3155.02940288946,3119.90093390709
1,2.25,10.8632134345875,11.8587477926487,0.932797914194001,1.05088525864046,0.47676341949327,0.811425614981801,17.2831502567874,0.503851325306824,0.773820572081446,16.1233386537916,5.03490396027619,1.59187307195626,8.24975,7.805,3.34225,10.323325,10.677,10.070095,9.83485,9.50761,97.503322,97.7605,5.4931,9.5995,10.23275,9.735,2.1,-0.168,3.6,0.874750000000001,356.285,373.8625,350.9075,366.2025,0.26,0.23,0.16,0.13275,2.6245,0.0582500000000002,0.06,-0.01,7.66935,7.706875,8.02425,8.715225,9.4758,7.90445,7.61515,8.20285,8.3557,8.2046,8.381125,8.50105,8.39855,8.926725,9.291025,8.681075,8.601125,8.711675,9.11645,9.7421,7.821275,7.808375,9.45994999999999,8.795575,8.3156,1.38737499999999,0.884199999999992,1.37409999999999,-3.96149999999999,11.3358672615975,11.1224059215415,11.3547228805509,11.0862662695332,11.07337789505,425.39337553087,451.801775776492,428.857465284879,438.350396449762,428.430125602306,451.781894585829,433.586639761513,451.765237207993,431.700055494327,3174.18028381306,3126.3811480854,3188.49661274272
1,2.75,10.6851405997084,11.1075299856683,0.766753534442657,0.826768342698388,0.494075269285686,2.48439587970912,14.683071745671,1.34798961105382,0.765578632254657,23.9316521172266,4.74424440391356,1.70130267199051,9.01225,8.0175,3.29675,9.7310325,9.74032499999999,9.68814,9.7048975,9.52813,97.50822275,98.26775,5.338565,9.23475,9.892,9.65574999999999,2.1275,-0.179749999999999,3.5,0.939,353.885,371.685,353.3825,367.11,0.26,0.23,0.16275,0.14,2.6745,0.06,0.05,-0.00724999999999994,7.6878,7.6697,7.94395,8.6992,9.47355,7.97995,7.581,8.08545,8.33605,8.2174,8.31995,8.44515,8.3087,8.911325,9.2896,8.6304,8.544425,8.678975,9.084325,9.749625,7.821025,7.762675,9.38767499999999,8.7719,8.30745,0.514,0.360000000000002,1.0878,-3.22000000000001,11.0857404641052,10.5531345455235,11.1657278150697,10.5943553529719,10.546610006733,425.992391049543,451.605555118051,428.864362506799,439.984578808995,428.25212869403,451.662922790035,428.52120137062,451.869450258508,429.33400891101,3028.37010206769,3026.1540586475,3068.5681568666
1,3.25,11.1345728884251,10.7159778494675,0.758067800659023,1.43647896329049,1.04094442407401,1.56796520363072,19.76029863702,1.60352406195575,0.755723051028227,27.6023651187349,4.79727153817938,1.65970140242266,9.33825,7.771,3.41475,9.8513625,9.975,9.86128,9.76913,9.34657999999999,97.508046,100.49225,5.1460975,9.44775,10.22125,10.00125,2.1275,-0.23725,3.555,0.93,350.3975,369.4075,355.1275,366.0375,0.25275,0.23,0.16,0.13,2.7445,0.05,0.05,0,7.588025,7.6636,7.950375,8.683525,9.4703,8.07345,7.5883,7.9635,8.31435,8.2292,8.281875,8.416225,8.268325,8.89665,9.286175,8.422,8.529175,8.637025,9.049575,9.75515,7.564825,7.7493,9.30512499999999,8.746325,8.2973,1.04625,1.802125,1.810125,-4.00800000000004,10.4621343916914,10.1167504073212,10.8768929940772,10.1176632355546,10.1367588193113,425.598523956096,452.555329431701,431.857675193745,439.134622543862,432.528152895074,452.503000569535,433.309965555542,452.678950540619,429.350996065396,2960.21770486403,2923.69156149098,2994.11764944117
1,3.75,11.2797072655299,10.3507470738124,1.12076213593812,1.06697132087743,0.153393507483883,1.02055899134065,15.6771309546051,1.31968096794976,0.693030661455059,18.4346086433372,6.65045004663688,1.75477971355439,8.80825,8.07499999999998,3.34375,9.88787,10.075475,9.7149425,9.694545,9.62277,97.501803,101.08,5.21676,9.606,10.36225,10.248,2.1,-0.238749999999999,3.5,0.76825,345.1275,369.29,347.87,366.355,0.26,0.23,0.16,0.14,2.9435,0.0355000000000001,0.05,-0.01,7.714475,7.615675,7.9567,8.66775,9.46695,7.9526,7.62845,7.90625,8.29055,8.2216,8.008675,8.392125,8.268725,8.879325,9.282925,8.349725,8.37355,8.579775,9.01165,9.758675,7.706675,7.678175,9.19679999999999,8.7173,8.285375,-0.083625,-0.228924999999993,0.195950000000006,-3.01724999999999,10.4970111730694,9.76100484174128,10.7617562782688,9.71750930393035,9.71314249521111,425.352485484349,452.096083417105,427.908972525422,438.86476016868,427.355003208818,452.113006561604,426.019688425874,452.554208503672,429.979369321602,2842.99188829797,2827.10579304704,2862.24729482179
1,4.25,11.0231894796027,10.570266492597,0.706408505783907,1.34031210665466,0.189419315095482,0.672543644240755,15.6941723400064,0.930451990487401,0.719362454866717,24.9569657162402,5.1017623632824,1.46937781133873,8.79975,7.7855,3.53275,9.85317,9.990425,9.7306425,9.65961,9.57447,97.47163575,97.462,4.88546,8.67675000000001,9.58625000000001,9.87674999999999,2,-0.0872499999999999,3.5,0.831,347.9575,366.315,347.14,366.3125,0.26,0.23,0.15275,0.13,2.9475,0.0327500000000001,0.05,-0.01,7.79125,7.62185,7.9584,8.650875,9.4655,7.9791,7.62815,7.8992,8.26665,8.2116,8.024325,8.196475,8.26205,8.858725,9.277225,8.2755,8.222225,8.5017,8.970725,9.760925,7.898675,7.7024,9.07442499999999,8.68655,8.271675,0.496824999999999,0.743600000000001,-0.0747999999999958,-2.94075,10.5817575578325,9.55551516751621,10.3343186612034,9.57398903938767,9.22202523838306,426.354383472654,453.445771610997,429.061495854463,438.40631655982,429.424604534858,453.600016276961,431.742645860621,453.646379914524,428.123545005975,2788.21795178198,2813.19957780805,2796.00184795462
1,4.75,11.1164995010579,9.98124242018242,0.802401872791339,1.37225461025088,0.256133372091252,0.841028909607489,16.5891620956845,0.996231642088002,0.750398369605883,29.2732963569202,10.6231001932493,1.54987467979837,9.1515,7.88,3.60575,9.82603,9.878525,9.7095075,9.6081175,9.42975,97.455444,98.10425,5.3147425,8.587,9.02950000000001,9.797,2.0275,-0.0734999999999997,3.5275,0.91275,349.855,365.225,353.1225,365.6275,0.25,0.23,0.16,0.13,2.705,0.0427500000000001,0.05,-0.01,7.57775,7.6751,7.952025,8.63245,9.464225,7.756675,7.651025,7.883675,8.258725,8.20595,7.967975,8.000175,8.24135,8.837575,9.271425,8.004775,8.20085,8.3727,8.927625,9.760625,7.9319,7.800875,8.95067499999999,8.653075,8.255975,1.5826,2.35369999999999,1.793575,-2.85175,10.6595387767621,9.45552685389677,9.00019181653987,9.38040726610263,9.24396592111953,428.499352267731,453.576814292395,428.188942466091,439.301671909806,428.827024063236,453.621510804623,429.535814539019,453.525156035331,430.033617336011,2829.79695373945,2814.17984730795,2823.34519497304
