DOY2,HR2,FC,H,LE,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,VPD,RH,PA,TA,TS_1,TS_2,G_1,G_2,WS
1,0.25,1.22005549825,1.8706,2.40595,0.137885,0,0.75619,257.8375,273.33,-2.263675,0.006230075,0.560535,87.0505,100.04,-5.5414,-0.39096,-0.28632,-4.4645,-4.6676,1.854025
1,0.75,1.49053521525,2.3537,1.7484,0.14704,0,0.795675,258.92,274.7525,-1.71705,0.00847915,0.7563375,86.65025,100.045,-5.612425,-0.4421625,-0.32923,-3.9818,-4.7747,1.607475
1,1.25,1.31825939025,2.477475,0.90972,0.1189775,0,0.8513575,259.565,271.7875,-2.4621,0.00777775,0.694265,86.775,100.055,-5.575725,-0.4303325,-0.318705,-4.2583,-5.308275,1.2519
1,1.75,0.946095411,0.6187375,0.8446075,0.1275925,0,0.9497675,263.065,272.53,-1.92315,0.0091498,0.60158,87.1645,100.06,-5.844425,-0.4410275,-0.32707,-4.593325,-5.4149,1.301775
1,2.25,1.1964864665,0.34609,1.2504075,0.1352925,0,0.8525625,264.085,272.955,-1.31575,0.009083875,0.5354725,87.62925,100.06,-6.007925,-0.437535,-0.3409925,-4.67195,-5.585625,1.239925
1,2.75,0.9085496165,0.61937,1.6367,0.11476,0,0.8337225,260.28,271.0525,-1.268075,0.005008125,0.50799,88.152,100.08,-6.505575,-0.4502475,-0.35213,-4.689375,-5.600025,1.497425
1,3.25,1.28862594325,0.422435,4.00315,0.12729,0,0.8663775,261.37,271.845,-1.454975,0.007289225,0.476255,87.22,100.075,-6.836,-0.4513025,-0.35071,-4.713025,-5.633,1.41745
1,3.75,1.59485802275,-0.281955,0.68897,0.14876,0,0.8937925,261.19,273.63,-1.603725,0.00678805,0.51517,87.817,100.071,-6.55425,-0.4607375,-0.3449475,-4.723925,-5.64265,1.132075
1,4.25,1.20268946525,0.5462775,1.23983,0.13755,0,0.8304,260.725,274.5,-1.472425,0.00552815,0.54768,87.794,100.07,-6.6609,-0.440235,-0.316775,-4.8044,-5.663,1.5989
1,4.75,1.06465498,-0.36561,1.6068,0.13408,0,0.97161,262.65,273.45,-1.5051,0.0066161,0.53,88.438,99.90575,-6.3325,-0.43922,-0.3230225,-4.785475,-5.6548,1.290375
1,5.25,0.9791998975,-0.55271,2.4192,0.141565,0,0.905495,262.4875,273.505,-1.3729,0.005911675,0.5596,87.884,99.89125,-6.27005,-0.4373425,-0.3177275,-4.780275,-5.61075,1.35925
1,5.75,1.321429358,-0.055255,2.20225,0.1259,0,0.9516725,257.56,271.6525,-1.0063,0.0048517,0.65652,87.434,99.88325,-6.7122,-0.4448775,-0.3332925,-4.7572,-5.56705,1.011625
1,6.25,1.18589402125,1.17835,1.619275,0.127425,0,0.91632,257.84,272.875,-1.0266,0.0063329,0.5471675,87.39375,99.8815,-6.840625,-0.4297625,-0.3386425,-4.772475,-5.56805,1.485525
1,6.75,1.5579701505,0.7945225,1.7689,0.1380575,0,0.783535,258.13,275.39,-1.5185,0.0067436,0.5037,87.362,99.87675,-6.714475,-0.4761775,-0.3628125,-4.759025,-5.630425,1.577425
1,7.25,1.91149969,1.049835,0.6429525,0.12979,0,0.9415025,256.86,273.89,-1.253725,0.0101675,0.49214,87.591,99.887,-7.173725,-0.45998,-0.35629,-4.761725,-5.65265,1.426525
1,7.75,1.767575751,0.76045,0.373335,0.15222,0,0.7119625,256.57,273.68,-1.1294,0.0077543,0.501265,87.948,99.88825,-7.5532,-0.4709,-0.369735,-4.753775,-5.642,1.27085
1,8.25,1.4515121265,0.939225,1.1861025,0.124825,0,0.8054525,259.34,271.58,-0.982885,0.0084116,0.54329,87.282,99.885,-7.277825,-0.4949425,-0.3647875,-4.7442,-5.6076,1.48085
1,8.75,1.557166228,-1.397,0.897585,0.1519025,0,0.7854925,257.04,269.08,-0.55672,0.0234215,0.5264025,87.90775,99.889,-6.57825,-0.4872,-0.3795775,-4.763925,-5.569125,1.456025
1,9.25,1.1427204255,-1.2678,1.921475,0.1382925,0.21533,1.0936,257.545,271.1875,-0.99062,0.1984325,0.56816,88.21875,99.92075,-6.757825,-0.4743725,-0.3895925,-4.7634,-5.645825,1.4965
1,9.75,1.45495269825,2.42105,2.777,0.13311,0.9774225,1.929575,256.0825,270.8525,-0.38784315,2.5335,0.5468125,88.786,99.95725,-6.76245,-0.4960825,-0.4096025,-4.73595,-5.62005,1.222725
1,10.25,0.861664496,0.5268,1.84765,0.14893,3.50735,5.461725,259.04,273.3825,0.43489,11.0545,0.578705,88.49,99.99,-6.841025,-0.4400375,-0.4044425,-4.754075,-5.579225,1.32225
1,10.75,1.45441018275,1.74125,0.94005,0.1364,12.733,12.657,258.7,272.0475,1.1428,25.799,0.57865,88.113,100.03,-6.4825,-0.4466075,-0.4012875,-4.7626,-5.4289,1.462375
1,11.25,1.155046356,1.1258125,0.9531925,0.13904,25.771,21.6265,260.21,275.2325,2.9244,46.693,0.58836,87.40675,100.04,-6.216275,-0.43882,-0.376875,-4.7775,-5.4025,1.4631
1,11.75,1.13329579,0.7365475,1.68295,0.1165225,50.46925,41.75575,263.6575,274.4325,2.815675,76.24425,0.57089,86.498,100.105,-6.166625,-0.465335,-0.36823,-4.7747,-5.36975,1.352025
1,12.25,0.578521101,1.090625,3.3945,0.12553,69.669,56.367,261.9675,275.715,4.111525,92.5135,0.8388775,85.55825,100.12,-5.548075,-0.431565,-0.35069,-4.832,-5.424875,1.3723
1,12.75,1.7004056575,2.75145,1.852,0.14722,77.01525,56.792,264.06,280.3725,6.326525,109.865,0.8401325,85.894,100.135,-5.160775,-0.4475875,-0.3698875,-4.829625,-5.453525,1.794
1,13.25,0.9627480415,2.4068,2.7849,0.1470225,82.06625,64.86275,262.385,281.0125,5.76725,116.5675,0.96805,85.70125,100.1425,-4.55335,-0.472055,-0.38663,-4.843275,-5.373025,1.8262
1,13.75,0.58140771575,0.470785,1.70855,0.1295075,73.07425,58.87875,262.62,282.2775,2.981275,103.7,0.9557375,85.06625,100.1475,-4.9023,-0.4854175,-0.39373,-4.84245,-5.387,1.6768
1,14.25,0.7753664325,0.4634375,1.4046,0.1487,57.7315,44.9105,262.75,280.9925,2.9292,82.7025,0.9213825,85.44525,100.135,-4.6041,-0.479525,-0.3858475,-4.84985,-5.3998,1.6507
1,14.75,0.67142125,-0.5945125,2.309875,0.124,38.10325,30.753,263.8525,280.265,1.70305,61.78925,0.80561,86.2365,100.07,-4.609525,-0.4402125,-0.3460275,-4.839575,-5.442975,1.369975
1,15.25,1.058684075,-1.0031,2.5366,0.125755,19.78075,16.83825,264.2625,277.5575,0.4777975,37.06375,0.8136925,87.17925,100.16,-5.13255,-0.4219625,-0.324025,-4.833325,-5.4393,1.233025
1,15.75,1.5315693025,-2.5116,2.0292,0.15092,7.07235,7.00395,263.22,279.395,-0.66301,15.266,0.7488,87.788,100.15,-5.341775,-0.3950725,-0.3014525,-4.865925,-5.378825,1.502075
