DOY2,HR2,USTAR,TA,WS,FC,H,LE,G,TS_1_1_1,TS_1_2_1,RH,PA,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT
1,7.75,0.028875,-27.085,1.035,-1.74745,-37.5,-5,-37.475,-10.724,-9.20275,69.885,95.46245,0.1435,-65.2,1,-2,0,0,152.85,195.7
1,8.25,0.04875,-26.88,0.503,-1.291575,-28.1,-39.95,-38.2,-10.83175,-9.3695,67.915,95.4575,0.149,-60.65,16.45,7,4.45,2.45,153.3,197.9
1,8.75,0.0432,-26.455,0.7315,-3.360175,-34.575,-0.874999999999999,-37.925,-10.46625,-9.025,66.335,95.4575,0.1535,-51,62.35,28.35,17.45,10,153.3,202.35
1,9.25,0.078775,-25.3,0.819,-2.722525,-28.45,-0.175,-37.925,-10.592,-8.92975,63.945,95.481,0.15,-48.95,108.45,50.05,29,16.45,155.3,210.35
1,9.75,0.0504,-23.905,0.638,-2.65755,-11.5,-1.6,-37.925,-10.589,-9.31475,62.94,95.48705,0.138,-36.55,110.4,49.75,32.95,18.15,157.85,218.45
1,10.25,0.09165,-22.575,0.694,-4.6685,-12.05,0.85,-37.2,-9.817,-8.5785,61.13,95.502,0.1435,-30.1,169.5,72.85,43.9,24.35,160.95,224.25
1,10.75,0.03725,-21.57,0.572,-1.740225,-11.625,1.65,-34.925,-9.75725,-9.0295,59.325,95.5065,0.1635,-26.9,191.75,85.15,44.45,24.45,163.5,228.8
1,11.25,0.0645,-20.51,0.7145,-3.089425,-10.8,2.65,-33.65,-8.8425,-7.97125,58.175,95.4665,0.189,-17.25,199.75,87.7,46.6,25.15,166.05,232.35
1,11.75,0.093075,-20.055,1.0245,-2.0575,-11.275,-17.9,-31.375,-8.69475,-7.7325,57.07,95.42255,0.21,-11.4,266.3,110.7,69.05,38.05,166.7,234.9
1,12.25,0.07955,-20,1.306,-5.47535,-44.5,3.2,-29.1,-7.95975,-7.24625,54.94,95.384,0.22,-4.85,263.55,109.75,60.6,35.15,166.45,235.45
1,12.75,0.086675,-19.955,1.0895,-3.5415,-15.575,-6.47499999999999,-28.275,-7.57725,-6.96025,53.82,95.334,0.2445,4.45,258.1,104.95,72.8,38.05,166.9,234.9
1,13.25,0.11205,-19.775,1.549,-2.59865,-14.4,3.475,-26.275,-7.46475,-7.227,52.085,95.29545,0.279,-1.75,196.75,83.15,69.4,36.15,166.7,235.8
1,13.75,0.0668,-19.995,1.364,-3.84415,-24.75,2.85,-24.825,-6.94925,-6.429,50.5,95.2935,0.3045,-6.95,239.55,96.75,84.35,48.85,162.25,234.25
1,14.25,0.0844,-19.97,1.484,-3.1038,-28.2,3.8,-23.375,-6.77,-6.21925,49.52,95.27505,0.349,-7.6,222.45,83.25,67.4,35.6,160.15,233.7
1,14.75,0.108075,-20.175,0.819,-2.5304,-23.175,-0.499999999999996,-21.925,-6.6755,-6.09025,48.645,95.2735,0.3535,-11.4,180,76,53.25,30.6,158.15,231.5
1,15.25,0.1034,-20.34,0.8645,-2.1418,-26.75,2,-20.475,-6.95375,-6.18925,47.885,95.275,0.3245,-19.65,167.15,69.45,48.8,28.35,157.05,230.95
1,15.75,0.0673,-20.36,1.3405,-2.57355,-39,1.85,-21.75,-6.9335,-6.003,48.465,95.30805,0.2925,-25.55,101.2,42.85,30.1,15.95,155.95,228.3
1,16.25,0.064175,-20.6,1.4935,-1.704975,-28.95,-12.3,-22.75,-7.12925,-6.18275,49.265,95.3355,0.309,-41.2,60.4,26.35,15.8,7.9,153.4,225.2
1,16.75,0.017625,-20.985,1.5075,-2.4358,-43.1,-8.4,-23.75,-7.815,-6.57875,52.37,95.38245,0.2835,-53,27,11.9,7,4,152.4,219.75
1,17.25,0.02655,-21.85,1.1205,-1.428375,-42.25,-1.125,-24.025,-7.625,-6.50125,53.845,95.40795,0.2635,-70.85,3,-1,1,1,150.4,214.2
1,17.75,0.0484,-22.875,1.138,-1.8425,-63.7,-2.2,-24.75,-7.847,-6.6705,57.515,95.4,0.2245,-74,0,-4,0,0,149.4,209.4
1,18.25,0.0349,-23.965,1.198,-1.2221,-53.1,-2,-26.475,-7.9655,-6.79975,59.39,95.398,0.2,-73.55,0,-4.55,0,-1,148.95,204.95
1,18.75,0.02,-24.375,0.7145,-1.5357,-46.6,-3,-27.925,-7.958,-6.8465,59.62,95.397,0.1845,-72,0,-4,0,-0.55,149.05,201.05
1,19.25,0.0224,-24.61,0.445,-1.283125,-37,-3,-29.65,-8.2195,-6.82975,60.42,95.4245,0.179,-71.55,0,-4,0,-1,154.9,198.8
1,19.75,0.039475,-24.895,0.88,-1.3435,-30.375,-3.25,-30.375,-8.50925,-7.0305,61.39,95.40855,0.159,-70.65,0,-4,0,0,154.9,195.8
1,20.25,0.022125,-24,0.638,-1.17025,-33,-2.125,-31.375,-8.832,-7.34125,62.935,95.41505,0.1845,-66.1,0,-4,0,0,155.9,197.45
1,20.75,0.0249,-24.045,0.6995,-1.096125,-62.375,-4.125,-31.925,-8.994,-7.436,62.79,95.40745,0.17,-68.2,0,-3,0,-0.55,155,199.25
1,21.25,0.032,-23.835,0.879,-1.115875,-57.5,-2.125,-32.925,-9.232,-7.63775,62.845,95.37745,0.17,-68.3,0,-3.55,0,-0.55,153.9,198.15
1,21.75,0.039025,-23.95,0.7255,-1.050625,-36.125,-3.875,-32.925,-9.35625,-7.78575,64.3,95.389,0.16,-64.55,0,-3,0,-0.55,153.7,199.95
1,22.25,0.0264,-23.955,1.016,-1.521875,-37.25,-5.875,-33.65,-9.568,-7.932,64.035,95.37,0.16,-65.55,0,-3,0,0,152.7,199.5
1,22.75,0.037975,-25.495,0.572,-3.32625,-35,-3.45,-34.925,-9.80275,-8.113,64.13,95.36395,0.14,-65.75,0,-3,0,-0.55,152.8,195.95
1,23.25,0.03775,-25.76,0.555,-0.9712,-32.7,-5,-35.2,-9.971,-8.2785,61.985,95.368,0.1345,-68.2,0,-3,0,0,152.35,194.85
1,23.75,0.0395,-25.555,0.623,-1.7305,-38.5,-6.2,-36.4,-10.14475,-8.4195,58.48,95.37,0.1445,-69,0,-3,0,0,152.25,195.65
2,0.25,0.0479,-21.3725,0.62925,-0.72125,-44.375,-5.75,-16,-5.291,-4.74275,66.245,95.624275,0.18475,-78.575,0,-4,0,-1,165.6,215.375
2,0.75,0.02335,-21.62,0.56,-0.743375,-41.75,-6,-16,-5.351,-4.7955,65.3925,95.64225,0.16475,-78.05,0,-4,0,-0.525,165.6,215.225
2,1.25,0.034,-22.04,0.5355,-0.6674,-54.8,-3.9,-17,-5.40375,-4.83825,62.1075,95.6265,0.15425,-77.525,0,-4,0,0,165.125,212.175
2,1.75,0.028525,-22.8875,0.64175,-1.8131,-44.9,-4.9,-17,-5.441,-4.8855,62.3225,95.61325,0.15475,-77.525,0,-4,0,0,164.125,210.175
2,2.25,0.02465,-22.7975,0.40275,-0.490525,-42.625,-4.925,-17,-5.65875,-5.09875,63.285,95.646975,0.1695,-76.1,0,-4,0,0,164.65,208.175
2,2.75,0.0195,-22.9175,0.199,-0.4021,-36.4,-8.7,-17,-5.48375,-4.9355,63.6175,95.645525,0.16475,-74.575,0,-4,0,0,168.225,207.75
2,3.25,0.031475,-23.8325,0.7605,-2.0289,-34.5,-6,-17.275,-5.502,-4.9465,64.79,95.5775,0.15475,-73.525,0,-4,0,0,174.425,208.325
2,3.75,0.0207,-23.985,0.26625,-0.6408,-33,-5.9,-17.275,-5.54925,-4.9575,65.775,95.601275,0.15475,-75.525,0,-4,0,0,172.75,208.275
2,4.25,0.031125,-24.1925,0.37075,-0.49735,-38.925,-5.925,-17.275,-5.70975,-5.1315,66.865,95.644025,0.15475,-75,0,-3.525,0,0,172.175,207.275
2,4.75,0.041375,-24.3025,0.4545,-0.519125,-46.625,-4.875,-18,-5.72075,-5.1515,67.635,95.654,0.15475,-74.525,0,-4,0,0,172.325,204.8
2,5.25,0.0335,-24.0925,0.52925,-0.6314,-44.5,-4.9,-18.275,-5.642,-5.08,68.525,95.650275,0.1395,-73,0,-3.525,0,0,173.475,205.275
2,5.75,0,-23.905,0.86025,-0.7495,-58.625,-10.75,-18.275,-5.634,-5.08375,69.545,95.645975,0.13475,-71.525,0,-3.525,0,-0.525,171,208.95
2,6.25,0.0172,-23.8825,0.24375,-0.6275,-47.75,-22.875,-19,-5.64325,-5.083,70.0825,95.661725,0.13475,-72.575,0,-4,0,0,174.325,208.475
2,6.75,0.018,-23.8075,0.26175,-0.7927,-35.9,-14.6,-19,-6.17525,-5.57475,71.595,95.65325,0.14,-71.575,0,-4,0,0,170.375,208.425
2,7.25,0.023125,-23.47,0.0585,-0.7584,-38.7,-5.7,-19.275,-5.814,-5.1105,72.6225,95.6895,0.14475,-70.1,0,-3,0,0,170.8,212.8
2,7.75,0.023,-22.765,0.22575,-0.5038,-35.6,-4,-19.275,-5.903,-5.1605,71.9675,95.673225,0.13475,-66.15,6.425,2,0.475,0,172.9,214.9
2,8.25,0.027,-22.4875,0.29125,-1.06455,-36.65,-2.95,-19.275,-5.98475,-5.2105,69.2175,95.645525,0.1695,-47.05,39.75,15.475,2.475,2.475,169.8,218
2,8.75,0.02025,-21.9575,0.52925,-1.273675,-54.2,-1.925,-19.55,-6.061,-5.28225,66.145,95.5925,0.169,-54.675,90.95,34,6.425,5.95,169.475,223
2,9.25,0.026075,-21.52,0.3865,-1.14535,-21,-15.5,-19.55,-6.12275,-5.35125,63.77,95.5505,0.1595,-25.675,114.425,49.95,7,6,170.475,226.375
2,9.75,0.03045,-20.95,0.58125,-3.735625,-17.625,-5.875,-19.275,-6.141,-5.40025,60.5325,95.48575,0.18,-15.525,171.5,77.9,13.85,11.9,167.95,230.75
2,10.25,0.044,-20.47,0.17375,-3.95195,-28.9,-4.85,-19.275,-6.112,-5.41925,56.975,95.478775,0.19475,-8.675,178.225,78.65,15.75,13.8,171.475,233.275
2,10.75,0.0459,-20.0325,0.21975,-1.78615,-16,-5.775,-19,-6.04575,-5.4155,53.64,95.455975,0.23425,6.325,240.825,107.825,18.85,16.85,182.375,236.8
2,11.25,0.0451,-19.78,0.716,-2.86855,-15.35,5,-18.275,-5.92775,-5.36825,50.8025,95.4475,0.24425,15.475,298,131.65,21.95,20.475,182.75,240.425
2,11.75,0.085,-19.4325,0.39425,-1.499,-11.6,5.15,-16.55,-5.7715,-5.27475,48.4675,95.461,0.2595,18.375,310.375,136.55,34.925,33.4,188.475,242.9
2,12.25,0.0308,-19.2375,1.044,-2.3066,-4.8,7,-15.55,-5.588,-5.1485,46.155,95.44175,0.29475,20.95,317.375,140.1,37.875,35.4,193.375,246.475
2,12.75,0.0705,-18.995,0.9365,-1.59305,-24.025,2.525,-15.275,-5.379,-5.0095,43.29,95.41975,0.29425,23.8,439,199,32.85,30.95,189.95,249
2,13.25,0.0775,-18.705,0.82325,-1.56345,-33.325,7,-14.275,-5.17,-4.85325,41.9025,95.4025,0.319,20.65,361.975,162.325,29.375,26.425,193.95,251.95
2,13.75,0.04395,-18.31,0.879,-1.3298,-19.85,6,-13.275,-5.0135,-4.6915,39.5225,95.38725,0.36475,11.7,365,170.55,30,27.425,189.95,252.475
2,14.25,0.032125,-17.9625,1.04475,-1.19035,-31.05,6,-13,-4.915,-4.537,38.7925,95.390475,0.37475,6.375,292.05,136.575,28.85,25.375,189.95,253
2,14.75,0.0513,-17.62,0.6495,-1.44605,-26.125,4.175,-12,-4.85825,-4.474,37.885,95.350525,0.37475,-2.925,270.875,113.35,28.325,24.375,189.8,250.95
2,15.25,0.0789,-17.525,0.68875,-1.2302,-17.4,3,-11.275,-4.7595,-4.4455,38.365,95.31575,0.3395,-7.6,227.9,95.075,21.475,18.9,190.8,249.95
2,15.75,0.0313,-17.42,1.1445,-1.30165,-23.4,1.3,-11,-4.668,-4.373,38.45,95.30675,0.309,-19.25,184.7,81.025,15.95,14.475,186.9,248.425
2,16.25,0.0496,-17.3675,0.7785,-1.01855,-42.35,0.15,-11,-4.58725,-4.29775,38.575,95.3225,0.28475,-19.625,143.275,63.275,12.475,11,184.9,246.425
2,16.75,0.0278,-17.4625,0.399,-1.426175,-55.225,0,-11,-4.53725,-4.236,38.8925,95.332975,0.2695,-29.525,83.075,36.425,6.475,5,180.75,243.475
2,17.25,0.01605,-17.5475,0.47475,-0.6402,-52.5,-0.85,-11.275,-4.50625,-4.19875,40.14,95.34725,0.27475,-46.525,30.425,11.95,2.475,1.475,177.75,238.95
2,17.75,0.025,-17.775,0.79375,-1.120525,-54.075,-2,-11.275,-4.4925,-4.1805,43.2425,95.328725,0.2495,-71.625,6.475,0,0.475,0,175.7,234.9
2,18.25,0,-18.15,0.25075,-0.64865,-59.5,-2.85,-11.275,-4.49775,-4.1695,46.975,95.34925,0.2185,-81.575,0,-4,0,-1,173.7,232.475
2,18.75,0.010125,-18.4925,0.77475,-0.5798,-62.5,-3.7,-11.55,-4.67975,-4.338,51.9175,95.3455,0.22475,-83.05,0,-4,0,-1,171.225,231.425
2,19.25,0.023,-19.0625,0.99775,-0.9582,-41.85,-4.7,-12.275,-4.54825,-4.18825,55.82,95.3275,0.21375,-82.05,0,-4,0,-0.525,170.225,228.95
2,19.75,0.025375,-19.1575,0.52425,-0.6419,-40.85,-2,-13,-4.5485,-4.1865,58.61,95.329475,0.18,-81.05,0,-4,0,-1,167.8,226.425
2,20.25,0.03,-19.405,1.229,-0.578875,-52.05,-3,-13,-4.65475,-4.21475,60.2175,95.349975,0.1895,-80.525,0,-4,0,0,165.375,224.425
2,20.75,0.033175,-19.71,1.0985,-0.71775,-43.375,-2,-13.275,-4.75825,-4.29375,60.14,95.361,0.18475,-79.525,0,-4,0,-0.525,164,221.475
2,21.25,0.0181,-19.6575,0.939,-0.5611,-40.85,-2,-13.55,-4.85,-4.3655,61.0975,95.41375,0.13475,-79.05,0,-4,0,-0.525,170.125,220.475
2,21.75,0.023,-19.925,0.8095,-1.14265,-38.25,-3,-13.55,-4.92825,-4.43275,60.6725,95.44,0.16425,-78.625,0,-4,0,0,169.075,219.95
2,22.25,0.0231,-20.115,0.8355,-0.5407,-44,-2.85,-13.825,-5.418,-4.908,62.22,95.47525,0.14475,-79.625,0,-4,0,0,168.55,217.95
2,22.75,0.02,-20.4675,0.6525,-0.6555,-31.875,-4,-13.825,-5.0855,-4.55825,62.505,95.515225,0.14375,-79.575,0,-4,0,0,164.7,217.425
2,23.25,0.0378,-20.9575,0.38275,-0.73775,-38.125,-5.625,-13.825,-5.17,-4.6255,62.982975,95.5885,0.19,-79.05,0,-4,0,-1,166.075,215.375
2,23.75,0.03115,-21.215,0.30175,-0.451125,-43.125,-3.875,-14.55,-5.2355,-4.69,64.1475,95.609,0.18475,-79.05,0,-4,0,0,166.075,214.95
3,0.25,0.0387,-17.5475,0.261,-0.5006,-43.3,-10.125,-8.275,-1.43525,-0.08275,72.03,95.67175,0.026,-78.925,0,-4,0,0,182,237.075
3,0.75,0.037,-17.74,0.909,-1.685725,-35.125,-11.625,-9,-1.54925,-0.09375,71.3825,95.630925,0.00750000000000002,-78.925,0,-4,0,0,180.15,237.075
3,1.25,0.019,-17.8475,0.661,-9.32455,-33.15,-76.5,-9.275,-1.75375,-0.16825,70.005,95.596,0.00675000000000002,-79,0,-5,0,0,179.225,236.15
3,1.75,0.025,-18.04,0.7665,-4.229,-36.15,-8.59999999999998,-9.275,-1.687,-0.1675,68.995,95.54425,0.00600000000000001,-79,0,-4,0,0,178.375,236.15
3,2.25,0.00925,-18.1325,0.646,-1.72315,-36.025,-11.6,-9.275,-1.77975,-0.14325,71.515,95.582825,0.00525000000000001,-78.925,0,-4.925,0,0,177.525,235.3
3,2.75,0.03425,-18.325,0.694,-1.22205,-29.175,-20.3,-9.275,-1.91675,-0.167,70.75,95.5645,0.00525000000000001,-77.925,0,-4.925,0,0,176.75,235.3
3,3.25,0.022625,-18.51,1.188,-0.43625,-32.225,-5.9,-9.275,-2.14275,-0.21075,72.41,95.51825,0.00450000000000001,-79.7,0,-4.925,0,0,175.9,234.375
3,3.75,0.0226,-18.6025,0.7335,-1.818025,-32.225,-9.2,-10.275,-2.2075,-0.24725,73.5125,95.474175,0.03225,-79.775,0,-4,0,0,174.825,234.375
3,4.25,0.017925,-18.8725,0.43975,-1.742625,-45.075,-3.2,-11,-2.46425,-0.3055,74.8425,95.443325,0.0345,-78.7,0,-4.925,0,0,174.75,233.45
3,4.75,0.031325,-19.1425,1.0245,-2.367075,-42.55,-6.15,-12.925,-2.56225,-0.36375,74.3275,95.4425,0.0345,-77.775,0,-4,0,0,173.9,232.525
3,5.25,0.020125,-19.2425,0.501,-0.7458,-41.625,-15.525,-15.675,-2.692,-0.412,72.0025,95.439575,0.0345,-76,0,-4,0,0,173.05,231.6
3,5.75,0.0326,-19.32,0.602,-1.837725,-43.95,-24.25,-16.5,-2.64775,-0.46025,72.21,95.43875,0.02525,-77.7,0,-4,0,0,172.125,231.6
3,6.25,0.0302,-19.4125,0.39825,-4.0691,-50.85,-3.5,-16.775,-2.58075,-0.48675,72.015,95.465175,0.03375,-76.475,0,-4,0,0,172.05,230.675
3,6.75,0.039,-19.5975,1.18,-0.74515,-43.5,-13.2,-16.775,-2.40875,-0.4995,72.6375,95.516825,0.033,-71.325,1.075,-2,0,0,171.125,230.675
3,7.25,0.038975,-19.4675,0.318,-3.4087,-36.3,-37.225,-15.4,-1.8655,-0.442,74.0375,95.4875,0.03225,-63.475,10.525,4.225,1.075,1,171.125,231.75
3,7.75,0.0367,-19.215,0.51575,-0.820175,-32.175,-94.65,-13.75,-1.103,-0.3725,73.7,95.527,0.0515,-52.25,26.125,11.375,3,2,171.125,234.75
3,8.25,0.0575,-18.6,0.68175,-2.4948,-23.2,-27.8,-12.65,-0.65375,-0.30325,72.545,95.56,0.0615,-29.4,50.25,21.825,5.3,3.225,173.05,239.9
3,8.75,0.0435,-18.0775,1.08225,-3.144825,-8.75,-7.875,-10.55,-0.242,-0.214,67.0025,95.564075,0.08075,-13.875,84.275,36.3,7.075,5,175.05,245.2
3,9.25,0.1009,-17.5625,1.51075,-1.8903,-5.95,-6.69999999999999,-9,-0.203,-0.14925,63.105075,95.5525,0.083,-9.1,109.5,48.225,9.075,7,177.975,250.35
3,9.75,0.1279,-16.955,1.98425,-1.3172,-7.2,7,-8.275,-0.2075,-0.1155,61.96,95.53975,0.086,18,150.15,65.075,12,7.225,179.05,255.35
3,10.25,0.11625,-16.255,1.4075,-2.57465,-17.85,2.75,-7.275,-0.122,-0.09825,56.0325,95.5675,0.099,32.15,191.625,83.675,14.525,9.375,181.05,261.975
3,10.75,0.12195,-15.74,1.0265,-1.3217,-4.6,-5.35,-6.275,-0.12475,-0.08375,58.105,95.605825,0.11525,42.075,194.225,84.3,15.15,11.15,182.125,265.525
3,11.25,0.14235,-15.4,1.026,-5.388,-2.7,8.875,-5,-0.1275,-0.08375,51.44,95.6785,0.16075,44.525,245.025,107.125,19.15,13,185.05,269.075
3,11.75,0.122125,-14.675,1.779,-5.59,-4,-3,-4,-0.1275,-0.0865,52.315,95.742425,0.19075,47.75,250.75,106.375,18.075,11.375,187.125,270.375
3,12.25,0.128775,-14.4275,1.86125,-4.62755,-1,-0.824999999999998,-3.275,-0.1375,-0.0865,51.0525,95.7345,0.23525,57.075,221.15,88.675,16.525,10.6,189.125,268.75
3,12.75,0.072125,-14.095,1.554,-2.747575,-3.925,2.225,-2.275,-0.1375,-0.08925,48.1175,95.735325,0.249,42.125,270.8,117.625,25.075,18.15,188.35,271.675
3,13.25,0.104,-13.84,0.939,-2.204,-26,7,-2.275,-0.14025,-0.08925,49.465,95.813825,0.34375,40.75,246.575,105.65,21.225,14.225,194.05,272.825
3,13.75,0.107,-13.5925,0.76475,-3.427025,-21.625,8.025,-1.275,-0.143,-0.08925,47.02,95.906,0.326,35.75,248.575,92.45,24.3,20,198.825,272.9
3,14.25,0.11495,-13.5625,1.429,-3.249,-2,8,-1.275,-0.143,-0.092,46.37,95.888325,0.342,39.225,246.675,111.6,18.3,14.15,192.425,274.75
3,14.75,0.1287,-13.655,1.38775,-1.89635,-3.975,9.125,-1,-0.143,-0.092,46.0475,95.88525,0.35075,35.075,248.15,101.975,19.075,12.225,193.5,271.75
3,15.25,0.133125,-13.7475,0.719,-1.95715,-18.175,8.8,-1,-0.1375,-0.092,46.635,95.922425,0.29975,27.6,212.075,85.075,17,10,194.5,271.75
3,15.75,0.098575,-13.8325,0.90225,-1.3596,-12.95,0.125000000000002,-1,-0.10275,-0.0865,44.5125,95.886825,0.2735,16.075,175.575,71.325,14.15,8.3,187.025,267.825
3,16.25,0.06,-13.725,0.8825,-1.27965,-17.925,-0.924999999999999,-1,-0.07825,-0.08375,45.52,95.8505,0.2745,16.675,143.9,58.225,11.075,7,191.65,262.275
3,16.75,0.076,-13.5475,0.8395,-25.536575,-29.825,1,-1,-0.0855,-0.081,44.9825,95.821325,0.33125,-10.1,109.375,42.225,8,5,188.8,260.05
3,17.25,0.03755,-13.655,1.14825,-0.772,-27,0.975,-1,-0.07825,-0.07825,47.425,95.82775,0.2595,-27.625,59.9,26.15,4.15,3.075,183.825,258.675
3,17.75,0.0467,-13.8475,1.15075,-0.2737,-36.075,-7.69999999999999,-1.275,-0.07825,-0.0755,51.3825,95.853925,0.2055,-47.475,31.075,12.15,2.075,1.15,181.6,255.525
3,18.25,0.031625,-14.14,1.11875,-0.542725,-42.95,-2.975,-2.55,-0.0755,-0.0755,58.705,95.9,0.1825,-64.925,8.15,2,1,0.0750000000000002,180.675,253.3
3,18.75,0.0165,-14.725,1.2195,-0.752425,-48.075,-4.05,-6.55,-0.609,-0.07275,64.345075,95.88375,0.1705,-77.7,0,-4.925,0,-0.925,179.75,250.075
3,19.25,0.0252,-15.1325,1.10375,-0.818,-47,-2,-7.2,-0.9255,-0.07275,64.86,95.88525,0.14675,-75.85,0,-5,0,0,179.9,247.075
3,19.75,0.0184,-15.525,0.57825,-0.931,-48,-5,-7.3,-0.72025,-0.07275,65.615,95.923175,0.1475,-74.775,0,-4,0,-0.925,179.975,245.075
3,20.25,0.02775,-15.9175,0.795,-1.931,-63,-3,-7.475,-0.8925,-0.07,65.69,95.96175,0.149,-72.925,0,-4.925,0,0,188.3,245
3,20.75,0.0283,-16.24,0.7045,-3.704,-60,-33,-7.925,-0.9495,-0.07275,67.4075,95.94075,0.13525,-72.925,0,-4,0,0,192.45,243.075
3,21.25,0.015,-16.455,0.699,-1.045,-58,-9,-7.375,-1.041,-0.07,68.2,95.913175,0.15,-76.7,0,-5,0,0,180.05,243
3,21.75,0.040625,-16.755,0.47475,-1.522,-63,-7,-7.55,-1.162,-0.07,68.835,95.89075,0.09225,-78.775,0,-4.925,0,0,180.975,237.375
3,22.25,0.0265,-16.9775,0.4565,-1.249,-60,-12,-7,-1.25225,-0.07,69.4675,95.851,0.09075,-79.7,0,-4.925,0,0,180.975,236.375
3,22.75,0.041,-17.0475,0.20675,-2.8326,-54.4,-9.99999999999999,-7,-1.26175,-0.07275,66.0625,95.801,0.0545,-79.7,0,-5,0,0,181.675,238.15
3,23.25,0.03155,-17.1475,0.60675,-0.68895,-64.175,-2.05,-7.275,-1.319,-0.07,65.6675,95.743925,0.0445,-79.775,0,-4.925,0,0,181.525,239
3,23.75,0.017625,-17.34,0.2945,-1.932275,-56.575,-8.05,-8.275,-1.364,-0.07275,70.38,95.71275,0.03525,-78.925,0,-4.925,0,0,182.225,238.075
4,0.25,0.020375,-2.65,0.9025,-1.432725,-76.4,-11.4,-32.275,-1.35825,-0.000999999999999996,45.35,95.0175,0.4225,-71.5,0,-4,0,0,238.25,294.25
4,0.75,0.015,-2.35,0.8275,-1.3588,-73.6,-9.6,-31.825,-1.463,-0.0065,47.65,94.98325,0.37,-72.75,0,-4,0,-0.75,232.25,293
4,1.25,0.0421,-2.325,0.6225,-23.8176,-69.4,-8.6,-34.55,-1.444,-0.00924999999999999,48.775,95.075,0.3875,-72.5,0,-4,0,-1,227.5,293
4,1.75,0.043,-2.525,1.175,-1.18755,-63.825,-11.65,-36.1,-1.41675,-0.00924999999999999,52.275,95.16325,0.3725,-72,0,-4,0,0,225.5,291.5
4,2.25,0.0185,-2.5,0.935,-1.10415,-57.2,-16.2,-35.65,-1.48575,-0.03375,53.225,95.111,0.3325,-73.5,0,-4,0,0,223.5,289.5
4,2.75,0.018,-2.95,1.2325,-1.37985,-48.85,-7,-35.925,-1.54675,-0.04375,52.475,95.10775,0.2875,-76.25,0,-4,0,0,221.25,288.5
4,3.25,0.027,-3.075,0.7325,-4.4358,-47.4,-7.4,-34.3,-1.5325,-0.01475,55.55,95.11,0.1825,-76.25,0,-4,0,-0.75,220.5,287.5
4,3.75,0.035525,-3.225,0.705,-3.6606,-48.65,-17.8,-34.125,-1.6675,-0.02475,58,95.10075,0.135,-75.75,0,-4,0,0,220.75,287.25
