DOY2,HR2,FC_1_1_1,CO2_1_1_1,H_1_1_1,LE_1_1_1,H2O_1_1_1,NEE_1_1_1,RH_1_1_1,T_SONIC_1_1_1,TAU_1_1_1,USTAR_1_1_1,WS_1_1_1,PA_1_1_1,TA_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_4
1,0.25,-0.282384145,356.09572,-84.35406875,-8.792738825,0.90532146,-0.623495175,50.95,-22.6841875,-1.111576,0.0521668665,0.45689778,98.1,-22.49025,-101.925,0,-5.0776,-2.5558,146.55,223.45,-2.74,-2.5505,-0.8783,-4.48245
1,0.75,-0.440452605,353.62861,-113.990705,-5.7828435,0.94298916,-2.74658765,52.428,-23.10604,-1.1765714,0.05465764575,0.43619565,98.1,-22.78075,-100.1625,0,-4.7218,-2.7944,145.78,223.59,-2.7631,-2.6632,-0.9122,-4.532
1,1.25,-0.38560724,355.64302,-108.6848625,-6.579718425,0.92576681,-1.9293095,54.15,-23.338765,-1.222400275,0.0481119225,0.3408056475,98.1532,-22.635,-100.4,0,-4.6987,-2.6518,145.42,222.58,-2.7725,-2.71125,-0.9169,-4.6904
1,1.75,-0.2846514075,355.592105,-104.975,-8.0940606,0.7933245775,-1.249133375,53.954,-23.780935,-1.05099875,0.04471812675,0.4091957,98.21,-22.83075,-100.3625,0,-4.6603,-2.499,143.41,221.74,-2.7653,-2.7533,-0.91245,-4.8172
1,2.25,-0.46409247,355.44407,-101.8097175,-11.04079455,0.8881023125,-1.3407855125,54.974,-24.1403925,-1.0846787,0.046726688,0.390982725,98.2268,-23.121,-100.4125,0,-4.7797,-2.6611,144.48,220.67,-2.76375,-2.771375,-0.958,-4.854375
1,2.75,-1.0930426,355.388455,-98.046059,-6.71104565,0.9768486225,-1.4458154,53.992,-24.2954,-1.15179465,0.051669485,0.5199248025,98.209,-23.517,-99.725,0,-4.959,-2.784,144.74,219.28,-2.76615,-2.781875,-0.968,-4.94275
1,3.25,-0.472219765,355.47671,-98.07005675,-6.526194725,0.83902671,-0.94143808,51.176,-23.14148,-1.08288425,0.039903026,0.305300635,98.184,-23.647,-98.975,0,-4.782,-2.6606,144.77,217.99,-2.771875,-2.79775,-0.969,-4.99875
1,3.75,-1.059559085,357.0456325,-99.39608125,-9.789634125,0.91217544,-0.949618505,52.602,-24.55726,-1.096436975,0.04777598825,0.4559179625,98.22,-23.625,-99.3,0,-4.6971,-2.6606,144.64,217.26,-2.78475,-2.813925,-0.9777,-5.1113
1,4.25,-0.251750295,355.1207475,-93.50180225,-6.324552975,0.9141567575,-1.26319255,55.058,-24.757185,-1.226269675,0.050449279,0.5364970875,98.22,-23.94425,-100,0,-4.8114,-2.7227,144.16,217.1,-2.8017,-2.834,-0.994625,-5.167
1,4.75,-0.449858625,353.593715,-93.29094,-5.916248,0.96317651,-1.1470639,55.384,-24.3553,-1.12999265,0.046072096,0.3930164,98.22,-24.044,-100.1375,0,-4.7507,-2.6507,144.87,215.81,-2.804,-2.857,-0.9964,-5.2115
1,5.25,-1.0731345825,353.0304,-105.8455175,-8.238412325,0.9276337375,-2.10825705,55.89,-24.80947,-1.18472115,0.045473035,0.5300537525,98.22,-24.332,-98.125,0,-4.6007,-2.7903,143.16,214.94,-2.819925,-2.886,-1.06825,-5.2795
1,5.75,-0.49707495,353.92683,-121.95374,-6.6118312,0.9441161125,-2.177859,54.95,-24.73227,-1.0898095,0.0483012785,0.31002256,98.2808,-24.407,-98.4125,0,-4.5,-2.6543,142.98,214.73,-2.82705,-2.911125,-1.096125,-5.344625
1,6.25,-0.189214925,355.32476,-93.7353235,-9.179889575,0.903370695,-1.333436,53.22,-25.13396,-1.1609611,0.04827097225,0.404815725,98.3,-24.609,-97.7125,0,-4.7749,-2.7286,143.35,214.71,-2.832,-2.9343,-1.1127,-5.4247
1,6.75,-0.39244046,353.80907,-95.9811,-7.37611505,0.9111521725,-1.758500575,53.118,-25.17762,-1.19471,0.04719014,0.4764638,98.3,-24.85825,-98.35,0,-4.1868,-2.8554,140.94,214.24,-2.836,-2.9619,-1.1282,-5.59065
1,7.25,-0.5263155,355.369,-95.7792025,-6.7088884,0.764013945,-3.42599935,52.492,-24.8533725,-1.0068938,0.04945,0.42646656,98.32,-24.698,-90.475,0,-0.913875,-2.52475,139.34,213.6,-2.8338,-2.989625,-1.144875,-5.714875
1,7.75,-0.43031304,353.32673,-93.94805525,-10.6957545,0.7585718775,-1.6746295,52.194,-24.81482,-1.1769443,0.05032171,0.4219993075,98.32,-24.05,-60.87625,8.68875,3.6728,-1.5402,138.19,215.49,-2.840325,-3.061875,-1.163125,-5.854375
1,8.25,-1.415920575,354.204875,-79.68369975,-10.605180725,0.829555415,-2.1489117,51.958,-24.366315,-1.11557195,0.05438139075,0.228923715,98.3504,-23.17125,-34.11,20.37675,8.1873,-0.8073,138.43,221.34,-2.841,-3.1457,-1.1683,-5.8975
1,8.75,-0.690758065,353.9561875,-132.41052,-11.956366,0.82188118,-4.6768026,49.786,-23.2021,-1.328924275,0.066359815,0.26704599,98.4,-22.4,-8.33875,34.835976334,14.856,-0.0558,138.47,226.58,-2.8368,-3.180375,-1.160625,-5.61725
1,9.25,-1.1847794,351.92068,-50.585412,-10.1578998,0.82518403,-3.72716825,48.0915,-22.54022,-1.3841685,0.093223568,0.354134695,98.4,-21.658,11.03625,43.18,22.301,0.7908,139.3,229.94,-2.8342,-3.165125,-1.148625,-5.373
1,9.75,-1.140310825,350.03498,-57.22000875,-10.572488,0.86275056,-2.877045225,44.11175,-22.0972875,-1.41981755,0.091829798,0.375973485,98.4,-21.243,16.69375,53.80422189375,27.217,1.4989,141.57,233.32,-2.8295,-3.1338,-1.1254,-5.1065
1,10.25,-0.97810468,351.7152,-48.22177575,-11.32362675,0.7886733,-2.628358975,42.45575,-20.546405,-1.374914825,0.12766486,0.36934888,98.4,-20.221,21.086,64.699438493,27.1075,1.8545,142.775,237.5125,-2.83685,-3.104,-1.1236,-4.96205
1,10.75,-1.1074537,353.5386425,-71.00471575,-10.29602605,0.87085736,-2.6794815,41.96275,-19.7560875,-1.362565875,0.12683355,0.36101635,98.4,-19.34,23.09,63.8040998805,27.07625,2.00625,144.3375,240.175,-2.821,-3.0866,-1.0807,-4.780875
1,11.25,-1.448519,352.9891025,-52.9015215,-12.828762,0.88908025,-2.288983575,40.93125,-19.4380925,-1.311004,0.1394837075,0.447862175,98.4,-18.504,26.52625,74.584,29.69,1.8675,145.28,242.59,-2.855,-3.056375,-1.04175,-4.5845
1,11.75,-1.525174725,351.575605,-58.973239,-8.777386925,0.942131825,-3.445318125,39.29325,-18.716503,-1.3626906,0.139191435,0.44481535,98.37055,-17.85725,27.08375,65.513,34.505,2.4102,147.55,244.58,-2.873125,-3.024625,-0.99725,-4.462
1,12.25,-1.498264675,351.6641625,-61.0751825,-11.23970925,0.9449580125,-2.4351728,36.61475,-18.11435,-1.411878,0.17013229,0.59880825,98.334525,-17.47125,20.247,66.125578165,33.969,2.3791,148.09,246.96,-2.881725,-2.98,-0.942,-4.3139
1,12.75,-1.847154775,349.60139,-44.85215,-8.1666075,0.946917375,-2.73230035,35.74875,-17.94871,-1.3676778,0.1752507,0.6974172325,98.324725,-17.15125,20.35125,56.7182273725,27.238,1.5158,148.425,247.54,-2.894975,-2.9037,-0.91275,-4.115875
1,13.25,-1.6850843,349.7313875,-59.68481425,-9.24568825,0.98306264,-1.80775625,35.39225,-17.733,-1.398485825,0.1715171375,0.6180447,98.34845,-17.0045,15.85375,48.414629106,20.96375,1.398075,149.34,248.8025,-2.9025,-2.83275,-0.9123,-3.8657
1,13.75,-1.588194525,350.945185,-62.03762875,-8.7151402,1.022972,-2.329589125,35.446,-16.65003975,-1.37355005,0.144993365,0.60185193,98.3137522875,-16.72875,8.855,45.1095,20.296,0.8512,149.42,249.695,-2.904275,-2.7451,-0.9075,-3.86845
1,14.25,-1.32422215,349.446275,-74.9865075,-8.5595858,1.0384396,-2.853909375,35.08675,-16.64978,-1.38290225,0.1389542,0.599503,98.3000007625,-16.616,4.31065,34.725,14.7635,0.4934,149.685,249.995,-2.90065,-2.6619,-0.891675,-3.79495
1,14.75,-1.42771075,342.58452,-75.993784,-9.650012125,1.073228175,-2.120389025,35.481,-17.04354,-1.319573,0.0903,0.51757447,98.256,-16.5075,-14.62,21.93515244,8.767,0.0600250000000001,149.2775,249,-2.8985,-2.5886,-0.8802,-3.720025
1,15.25,-0.84349816,350.40814,-89.51514525,-6.6321904,1.0844971,-1.590959725,35.98475,-17.392535,-1.203639075,0.095652348,0.480111105,98.30375,-16.6665,-45.634,12.9281287775,5.5494,-0.78395,149.39,247.485,-2.8945,-2.5297,-0.85375,-3.668625
1,15.75,-0.9577098575,349.4633975,-77.3655735,-8.67217,1.100505,-2.1177384,36.26775,-17.4096625,-1.122951875,0.0878,0.840017705,98.30275,-17.0475,-83.26,4.4024,1.4159,-1.78625,150.195,245.47,-2.90165,-2.4804,-0.8254,-3.54635
