DOY2,HR2,CO2_1_1_1,TS_1_1_1,TS_2_1_1,G_1_2_1,G_1_2_2,NEE,NETRAD,G_1_1_1,USTAR,FC_1_1_1,FC_1_1_2,LE_1_1_1,LE_1_1_2,H_1_1_2,H_1_1_1,SLE,SH,PPFD_IN_1_1_1,PPFD_IN_1_1_2,PPFD_OUT,PPFD_IN_1_2_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,RH_1_1_1,RH_1_2_1,WS,PA,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,PPFD_IN_1_1_3
1,0.25,419.3440775,1.56364,2.67865,-1.3465,-1.6325625,1.036918,0.821225999999999,-1.4044075,0.84059775,0.89656825,1.26698725,10.5217225,3.420925,9.48251999999996,12.43425,3.0905875,11.0118825,3.501995,1.007008,0.258856249999999,0.13877125,-6.2212025,1.4911,0.733396999999992,99.76,97.045825,6.047135,99.29,1.2509425,3.016755,2.400845,2.31058,0.720825,1.17847,1.56865,1.8932425,3.501995
1,0.75,419.15544,1.37723,2.51197,-1.34578,-1.630895,1.0243,1.2712035,-1.334855,0.8533005,0.719713,0.511914,12.45328,4.2533,5.47227499999998,14.9189099999999,3.44923,10.39302,3.50671,1.60863749999999,0.462286749999998,0.167133,-6.15587,1.521475,0.735290749999991,100.04,97.0095,6.41011999999999,99.19,1.2506875,3.0170225,2.40025,2.309495,0.721541,1.17559,1.5682625,1.89267,3.50671
1,1.25,419.204645,1.43105,2.5320325,-1.3458,-1.630315,1.595387,1.94303175,-1.30361,0.857873,0.899896499999999,0.484929,15.894015,0.25639525,2.2827,6.78946,3.01848,11.71664,3.174525,1.92071699999999,0.573040499999996,0.1432505,-6.19612,1.53495,0.658854999999991,100.01,97.028825,6.62857749999999,99.19,1.2507075,3.01596,2.39998,2.309125,0.7197235,1.17572,1.5670225,1.8908875,3.174525
1,1.75,419.10584,1.489745,2.4345075,-1.34002,-1.63007,1.09048,2.369515,-1.15626,0.9045465,0.927344,0.347838,7.95108,7.99846000000001,4.44740499999999,9.22182,2.57629,9.17168999999999,3.268215,2.16159599999999,0.551021249999999,0.12107675,-6.30692500000001,1.5686,0.615091499999991,99.89,96.810925,6.80199,99.19,1.250915,3.01666,2.400715,2.31025,0.7176945,1.177015,1.5675775,1.8914875,3.268215
1,2.25,418.91006,1.26129,2.4062725,-1.33374,-1.6306875,2.3348895,2.434095,-1.3026475,0.951321,2.40116,0.529672,20.718105,0.542808,5.24957,6.18903999999998,2.32704,10.67921,3.36365,2.387155,0.449970999999999,0.123652,-6.60886500000001,1.627725,0.598215999999991,99.8,96.742175,6.72437499999999,99.19,1.250215,3.0176325,2.40361,2.309315,0.7172385,1.17444,1.56835,1.8924625,3.36365
1,2.75,419.12978,1.361655,2.6640775,-1.33008,-1.6310775,0.959595,1.7724375,-1.365585,0.9226145,0.576265,1.028632,11.22595,7.94358200000001,1.8197469999999,9.50534249999999,2.39806,9.75666999999999,3.19314,2.455135,0.4767345,0.12108625,-6.51117000000001,1.589825,0.528611249999991,99.75,96.9332,6.1672025,99.1,1.24934,3.0151875,2.39758,2.308525,0.7153985,1.173475,1.5665925,1.88957,3.19314
1,3.25,419.11096,1.551365,2.6374675,-1.3264,-1.6325175,2.6002825,1.699835,-1.3317675,0.908474499999999,3.04765,0.484724,13.877235,28.1972,2.73332999999997,36.4158524999998,2.16012,9.41028999999999,3.311235,3.63317499999999,0.2497875,0.11549,-6.54952500000001,1.571875,0.495748249999991,99.29,97.08985,5.87674,99.1,1.25026,3.0151275,2.39327,2.31134,0.712698,1.172195,1.5665125,1.8899625,3.311235
1,3.75,419.7869,1.471925,2.5637175,-1.32638,-1.630945,0.84258,2.1960875,-1.3229475,0.98696225,0.54812975,0.709652,12.6644675,0.10742,1.66322,12.14355,2.37451,8.2216,4.11831,4.82856999999998,0.2998575,0.1070455,-6.64130500000001,1.543175,0.48364474999999,99.58,97.429125,6.087755,99.19,1.250635,3.0150375,2.396055,2.3097,0.7117635,1.174475,1.5667625,1.889945,4.11831
1,4.25,419.97568,1.523445,2.5712575,-1.2832075,-1.62997,0.90796,2.0154925,-1.27343,1.1257515,0.98655,0.890792,10.89215,0.34697,1.65957999999999,24.782605,3.04646,12.69997,4.068685,2.99521,0.752808999999998,0.11785525,-7.12883000000001,1.624875,0.543762749999989,99.67,97.570125,6.1152975,99.19,1.25099,3.0155775,2.3951325,2.31,0.7110325,1.1734375,1.5667925,1.8897975,4.068685
1,4.75,419.91886,1.4750625,2.8013375,-1.2730475,-1.628745,0.516205,1.78838,-1.33344,1.10289875,0.3680025,0.512268,16.48251,15.022344,4.60092499999999,22.6233199999999,3.42751,15.54645,3.150525,2.279025,0.652657499999998,0.088871,-7.19276000000001,1.644575,0.544373499999989,99.75,97.606225,6.3083825,99.19,1.2497825,3.01554,2.397415,2.30961,0.709527,1.17391,1.56721,1.8895825,3.150525
