DOY2,HR2,CO2,FC,H,LE,TA,T_SONIC,T_SONIC_SIGMA,RH,VPD,PA,NETRAD,PPFD_IN,TS,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,396.8727,0.6523745,-18.3549,6.17213,1.61603,1.94759,0.1707807,67.37224,2.393992,93.22119,-22.197745,0.034016865,1.4,4.767926,0.3288439,0.6301536,0.8239743,0.3485166
1,0.75,397.04705,0.624132,-19.91377,6.6459635,1.565745,1.759623,0.1927568,67.36494,2.498353,93.23117,-22.08543,0.034403595,1.566667,4.743715,0.2945496,0.5528162,0.7286036,0.34396
1,1.25,396.74155,0.560616,-19.68201,5.328498,1.6278805,1.7340695,0.1749279,68.44891,2.329243,93.21866,-22.75883,0.02560215,1.55,4.720563,0.32386345,0.62939095,0.799533,0.35513425
1,1.75,396.531,0.546968,-22.01226,4.017862,1.738707,1.867367,0.1673277,65.981935,2.4883505,93.22191,-25.185275,0.02768169,1.416667,5.158544,0.3181634,0.5861467,0.7896762,0.3597456
1,2.25,396.685,0.606939,-21.69601,4.961344,1.66858,1.9008245,0.19076295,66.14037,2.522391,93.18552,-28.4073,0.02816016,1.4216665,5.3475075,0.3267763,0.6392045,0.8127654,0.38875045
1,2.75,396.8858,0.5589635,-22.85913,8.814029,1.698967,1.8078345,0.1754042,65.083085,2.516254,93.14223,-24.2933,0.03379392,1.485,5.0697095,0.32951975,0.6467116,0.81369405,0.368993
1,3.25,396.8432,0.62009,-21.753035,8.442878,1.8023825,1.849422,0.18490025,65.394865,2.473896,93.126255,-25.74224,0.03106708,1.45,4.7602825,0.33075385,0.6452664,0.8683008,0.3563997
1,3.75,397.4281,0.6178185,-25.06685,5.574296,1.5738725,1.9702565,0.18264025,68.2466,2.307351,93.10486,-22.61848,0.02457612,1.45,4.9824025,0.34272005,0.6567063,0.84694055,0.3795316
1,4.25,396.5844,0.623452,-23.09037,7.5843155,1.608541,2.030008,0.164384,67.74097,2.323202,93.08022,-28.442165,0.015092025,1.7,5.329937,0.3378166,0.670693,0.8350003,0.3934184
1,4.75,395.8596,0.53082,-23.450475,5.208579,1.6673555,1.927828,0.1911928,68.17005,2.200322,93.12454,-33.59187,0.02302628,1.955,5.321158,0.34519525,0.6769636,0.8271167,0.3868805
1,5.25,396.2522,0.6218575,-21.6895,5.4726345,1.729671,2.0147285,0.18109185,68.159265,2.31602,93.12059,-27.02544,0.023549635,2.156667,5.196195,0.347305,0.6740047,0.82422175,0.3922625
1,5.75,396.4196,0.588449,-20.41528,6.738286,1.807986,1.976356,0.17673365,66.976405,2.4891755,93.11736,-28.30452,0.031228085,2.01,5.164559,0.3484986,0.67681875,0.86174555,0.4010721
1,6.25,396.7511,0.588854,-21.65295,7.819817,1.578472,1.884468,0.179203,66.63197,2.394202,93.10144,-31.25471,0.054259255,1.9,5.1293335,0.34699895,0.6956656,0.886119,0.39647435
1,6.75,397.00215,0.5728955,-22.197315,8.333058,1.2581035,1.764275,0.188778,65.20749,2.23831,93.17529,-28.36485,1.724629,2.11,5.169169,0.3351288,0.6550688,0.8916619,0.3703259
1,7.25,396.9467,0.5686345,-20.95331,11.09367,1.057054,1.621722,0.1633434,65.5803,2.218111,93.21773,-19.27699,15.21993,1.97,4.9963125,0.32602955,0.61482595,0.8126427,0.3599782
1,7.75,396.7063,0.461385,-16.209365,10.8227,0.7424824,1.1846885,0.15712745,66.91681,2.237501,93.18562,-8.1785745,56.227335,0.75,5.0701445,0.32194855,0.60915145,0.79454265,0.37050335
1,8.25,397.0893,0.436759,-11.571835,15.17175,0.9868134,1.307181,0.1385299,63.465405,2.395781,93.15228,8.968247,135.6011,0.747826,4.551039,0.3577588,0.6624067,0.8753539,0.3903114
1,8.75,397.10475,0.3704175,-4.603582,18.21109,1.157237,1.313309,0.1517089,62.092595,2.4965665,93.12898,25.24146,181.9121,0.8933333,4.860712,0.3515269,0.6728519,0.9008799,0.4034205
1,9.25,396.3218,0.3642625,7.5922965,19.439425,1.5362375,1.524964,0.1583365,61.81179,2.497469,93.12874,43.64913,230.4651,0.8999999,4.827005,0.351519,0.6964972,0.9030019,0.3981646
1,9.75,396.68905,0.292859,12.605155,26.82827,1.899366,1.894599,0.1900384,61.91522,2.578574,93.170905,68.27629,287.9433,0.8999999,4.884655,0.3711793,0.7618189,0.9254222,0.4101914
1,10.25,396.86355,0.2225615,21.35139,32.54397,2.192407,2.0925615,0.20380395,60.857805,2.663881,93.17243,79.13954,327.3482,0.9016666,4.757207,0.36457935,0.7467819,0.92584295,0.39690125
1,10.75,395.85915,0.287358,23.51396,32.666705,2.495685,2.384342,0.1964262,61.400175,2.790599,93.12082,83.63623,344.5546,0.93333325,4.961846,0.3793381,0.7524652,0.9084686,0.4055592
1,11.25,395.2138,0.243094,24.25331,33.10094,2.694046,2.83396,0.2144188,61.10855,2.887108,93.11378,92.886995,360.84085,1,4.637955,0.3836688,0.7922745,0.928824,0.3979536
1,11.75,395.1539,0.2319135,22.513275,34.614515,2.915049,2.9662015,0.23221595,60.40589,2.931301,93.08578,78.745465,332.90685,1,4.546681,0.3902976,0.778274,0.9417375,0.4054089
1,12.25,395.37875,0.300781,19.96056,37.660645,3.083101,3.274145,0.2165185,61.20535,2.928685,93.05684,78.00003,320.0431,1,4.483326,0.3863733,0.8095662,0.9430085,0.4040698
1,12.75,395.4727,0.277259,19.758075,32.812245,3.1127055,3.2509685,0.20110035,59.6983,3.0128815,93.04211,64.462,277.67765,1.095,4.538096,0.37398875,0.7957827,0.92738875,0.4026612
1,13.25,394.9288,0.344116,13.45914,34.57818,2.96627,3.212724,0.2037667,59.24807,3.095481,93.06263,49.78263,243.6944,1.29,4.768367,0.3662728,0.7457817,0.9137135,0.3966618
1,13.75,395.1029,0.4073885,10.67492,28.673895,2.890472,3.181381,0.1781678,58.58621,3.1981095,93.05866,34.83493,204.9428,1.39,4.549077,0.3711028,0.7225522,0.9200405,0.3904522
1,14.25,394.8737,0.471813,1.930426,24.18502,2.953837,3.217035,0.1416717,59.0431,3.112574,93.05067,19.02652,142.353,1.51,4.179039,0.3235475,0.6608437,0.8786311,0.3728757
1,14.75,394.74035,0.521627,-5.30686,16.23929,2.9129105,3.079219,0.13846135,60.34795,3.112969,93.038685,4.58774,96.28246,1.5783335,4.118939,0.31721035,0.65128055,0.81722295,0.34377425
1,15.25,394.5314,0.617017,-13.34592,11.66305,2.6486895,2.83525,0.1962819,59.47574,3.0384915,93.028655,-10.3135,50.04158,1.5933335,3.88669,0.3054783,0.62930105,0.793365,0.32861645
1,15.75,394.3182,0.6716825,-18.10246,8.782544,2.348352,2.5035995,0.18100405,61.80273,2.843035,93.063,-19.368715,15.36655,1.4,3.9255425,0.3041602,0.5968192,0.784478,0.3273251
1,16.25,394.2035,0.620501,-20.37566,6.612655,1.901664,2.28419,0.2057814,61.47511,2.6879005,93.0498,-25.735965,1.3555695,1.4,3.727729,0.2752902,0.5641471,0.7722168,0.3074575
1,16.75,394.25285,0.701005,-22.72992,6.8806845,1.6898695,2.0878565,0.2199765,62.24663,2.6380355,93.078805,-28.19905,0.08420739,1.4416665,4.0610075,0.2704794,0.5912449,0.7441697,0.31298425
1,17.25,394.1375,0.759525,-22.85309,6.0735795,1.81821,1.998875,0.20789985,62.967955,2.431999,93.12265,-28.90236,0.0462179,1.55,3.8892125,0.30516875,0.59805355,0.75708075,0.3133936
1,17.75,394.504,0.715545,-20.16813,5.570122,1.831916,2.1857585,0.21734885,63.043,2.575766,93.15192,-29.058935,0.03657102,1.68,4.1766395,0.29348935,0.5747579,0.77174075,0.33507785
1,18.25,393.951,0.661291,-22.61597,5.4527325,1.6001675,1.8958105,0.1960094,61.3263,2.613618,93.15157,-28.72756,0.02874027,1.656667,4.0594545,0.28062035,0.55224835,0.7097715,0.32321095
1,18.75,394.7999,0.674124,-26.86373,6.5570205,1.6452415,1.912852,0.20298,60.97476,2.64051,93.160195,-27.45478,0.03438902,1.5,4.2648075,0.28897295,0.6164205,0.76379845,0.3268459
