DOY2,HR2,FC,LE,H,FCH4,CO2,H2O,CH4,USTAR,WS,T_SONIC,TA,RH,PA,TS_1_1_1,PPFD_IN,FCH4_1_1_1,FCH4_1_1_2,CH4_1_1_1,CH4_1_1_2,SW_IN,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,SW_OUT,LW_IN,LW_OUT,NETRAD
1,0.25,-1.6376511,-6.3539297,-35.8229148,-8.2274,388.1737005,0.6155662,1846.690725,0.021342875,0.0547792,-28.033514,-33.13,68.166,93.93184285,0.116425,0,9.09,5.833625,1766.4829,1968.948575,-3.5589,1.917425,2.890775,3.0638,3.8248,6.20045,7.3895,-0.542275,156.3002101,176.3730805,-46.81975
1,0.75,-1.7218653,-9.815818,-37.04521485,-3.9256,387.83351235,0.546533475,1847.76495,0.0241968,0.0530697,-28.4906343,-33.168,68.798,93.845220275,0.1182,0,-2.7036,6.44,1819.1307,1969.8093,-3.69915,1.915525,2.88785,3.06085,3.821875,6.2014,7.38755,-0.40445,156.3810942,181.1097974,-46.78875
1,1.25,-1.7291755,-9.0302211,-38.944702775,-19.06955,386.910391625,0.534226775,1848.68845,0.024281375,0.087363125,-28.769684125,-33.25425,69.241,93.79829415,0.1184,0,-16.75625,5.248075,1863.4959,1969.53715,-3.7054,1.9129,2.8849,3.0588,3.81895,6.2027,7.3891,-0.41635,156.9526954375,180.342032405,-47.00575
1,1.75,-1.6303375,-8.928128,-35.1749713,-20.24635,386.68912265,0.531601575,1847.3995,0.02595565,0.04929205,-28.69407595,-33.347,68.5395,93.83352155,0.1234,0,8.24565,6.933325,1823.1419,1972.4861,-4.0071,1.91195,2.88395,3.05775,3.818,6.20455,7.386675,-0.59465,157.0575000125,178.6246107775,-44.849
1,2.25,-1.59235975,-8.13641435,-34.548233,-7.566275,387.4940194,0.489652475,1845.0655,0.021703,0.06569535,-28.802769,-33.47575,68.78325,93.828314725,0.121,0,7.82025,8.1893,1829.6106,1964.939875,-3.705875,1.91095,2.882,3.0558,3.81605,6.1997,7.39,-0.697575,158.7610227375,177.651690565,-44.1845
1,2.75,-1.5979044,-7.000537625,-32.559766625,-17.01584,387.42591325,0.522969375,1845.63325,0.027523525,0.062524025,-28.68410695,-33.72025,69.1415,93.8995166,0.1118,0,8.089375,7.5682,1789.8728,1972.4764,-3.249425,1.90995,2.8801,3.0537,3.8151,6.1968,7.3954,-1.0386,157.8062470625,175.9494178225,-43.07475
1,3.25,-1.950526175,-7.52101925,-32.4431798,-9.9106375,387.70135,0.4781432,1848.3535,0.024633,0.076025,-28.972639,-33.99675,68.45225,93.9528564,0.1122,0,8.81925,7.3633,1823.1948,1977.565725,-3.3756,1.91095,2.8801,3.04985,3.8131,6.19295,7.3944,-0.626975,157.6485548875,175.8334240275,-48.73025
1,3.75,-1.566388425,-7.2060386,-35.7915154,-3.9725,387.766081075,0.57480745,1850.443525,0.0234917,0.0689179,-28.73454385,-34.346,67.568,93.905508375,0.111875,0,8.5103,8.93675,1803.2578,1974.45355,-3.281075,1.9085,2.877025,3.045,3.811,6.193475,7.388525,-0.317275,156.2384131,173.9197929,-50.3815
1,4.25,-1.7002966,-6.6443203,-34.6624048,-2.21955,387.5239015,0.5378459,1850.419875,0.0211479,0.08331745,-28.8364423,-34.496,68.512,93.93432535,0.11265,0,-63.570875,6.0615,1820.912875,1971.6042,-3.310675,1.909475,2.878875,3.043975,3.81385,6.19055,7.388475,-0.342825,156.8720384,174.2008191,-50.39175
1,4.75,-1.710066775,-7.14163115,-36.571316,-3.7316,387.7363675,0.482225,1847.70775,0.02365,0.076175675,-28.8889335,-34.69825,67.85475,94.018512,0.1138,0,10.98575,6.66125,1809.891375,1967.7822,-3.148525,1.90995,2.8825,3.04675,3.8175,6.1918,7.392225,-0.5304,156.1451370775,174.74876011,-51.18625
1,5.25,-2.323121125,-6.3819198,-39.798851125,2.37945,387.94491225,0.5505322,1851.384075,0.0266955,0.0602105,-28.994090425,-34.83,68.14,94.04008835,0.11455,0,8.86815,8.28175,1846.768125,1962.6543,-3.264925,1.91045,2.88365,3.0478,3.818675,6.1904,7.394125,-0.440125,155.1340751,173.2440751,-49.92925
1,5.75,-1.52659875,-5.585232,-35.641722875,-0.7645875,388.8420774,0.5061372,1849.726575,0.02492285,0.08255775,-29.19913495,-35.316,67.842,94.03609185,0.118875,0,9.359225,4.9219,1843.629875,1963.497175,-3.135325,1.911425,2.8836,3.04775,3.818675,6.189475,7.393225,-0.40095,155.8672989,171.300556,-48.661
1,6.25,-1.6180493,-7.759445425,-41.0047937,-1.30198,388.88931555,0.454495375,1848.402075,0.02112,0.057535,-28.9871343,-35.67,68.608,93.99211175,0.122775,0,10.5365,7.29205,1759.9725,1968.902075,-3.55595,1.910475,2.881625,3.047725,3.818675,6.19435,7.391,-1.123,156.8255319,170.7796818,-50.0665
1,6.75,-1.4716554,-5.1014752,-35.10549625,-7.364025,388.58857135,0.424314,1852.401,0.0258435,0.0563901,-29.009305,-35.89125,68.771,93.99177055,0.1235,0,8.182025,7.4918,1784.473125,1971.165375,-3.360625,1.91,2.878,3.046,3.817,6.19,7.388,-0.437875,156.01607201,169.8980205575,-51.536
1,7.25,-2.21811275,-5.3594345,-39.11976605,-4.2049775,388.683555375,0.458275225,1850.473,0.025269125,0.07586085,-28.950318,-36.13675,68.712,94.05191255,0.122,0,9.07965,6.813525,1794.163625,1963.28595,-3.4555,1.91,2.878,3.047,3.816,6.187,7.386,-0.281625,156.3922503775,169.8112826825,-50.2535
1,7.75,-1.6297456,-4.897170875,-33.2484967,-0.4775,388.81500785,0.436496325,1854.2938,0.0261838,0.0828736,-28.828640375,-36.5625,68.92775,94.04864195,0.121,0,8.9638,7.8416,1856.716875,1964.2921,-1.983475,1.91,2.876,3.047,3.813,6.187,7.386,-0.10865,156.8622327075,169.0817721525,-49.3125
1,8.25,-1.613582475,-5.0911465,-37.8125625,-0.7587,388.6983118,0.504552175,1858.894,0.0230772,0.0874784,-29.012352,-36.2725,69.3785,94.007747,0.12125,0,8.602975,6.358375,1822.005375,1967.336,1.675775,1.91,2.873,3.046,3.808,6.188,7.385475,1.5391,158.0113792775,170.238943535,-44.73275
1,8.75,-1.2788272,-7.8392296,-33.6025836,-4.2787,388.74387305,0.4996047,1859.10905,0.02547975,0.06188025,-29.145636,-35.62,69.55,94.02770265,0.1185,0,-50.34305,6.0052,1836.2075,1970.87525,5.63675,1.909,2.872,3.045,3.804,6.191,7.38745,6.092225,158.60127134,169.983013025,-46.18375
1,9.25,-1.542792025,-5.360444475,-37.4477321,-31.309725,388.58334155,0.5855555,1846.9778,0.0285434,0.0842368,-28.588565875,-33.90475,69.13825,94.0467229,0.115425,4.27375,7.5975,6.7488,1842.224,1970.376,11.38775,1.910425,2.873675,3.0467,3.805775,6.187475,7.3874,9.478,157.28677796,171.515524785,-46.0645
1,9.75,-1.407570125,-5.8920201,-34.158639275,1.91797,388.8286862,0.6489943,1841.83225,0.033442375,0.1318646,-28.130362125,-32.072,67.862,94.044868,0.104775,7.7860175,-9.44555,5.67535,1789.3683,1971.09005,17.22275,1.910475,2.873,3.047,3.77875,6.188,7.386,14.16475,158.66193468,176.3988401975,-42.835
1,10.25,-1.645049875,-7.6599014,-32.081329875,-10.487175,389.5358708,0.65411885,1850.0316,0.036513125,0.124043375,-28.023107,-28.872,63.622,94.0327944,0.1104,20.8216,4.8462,4.8073,1849.07125,1971.5992,18.95975,1.9109,2.8744,3.0474,3.8094,6.1886,7.3885,18.73925,156.5797261,183.7037614,-19.517
