DOY2,HR2,FC_1_1_1,LE_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_2,LE_1_1_2,CO2_1_1_2,H2O_1_1_2,H,USTAR,TA,RH,PA,VPD,WS,NETRAD,PPFD_IN,SW_IN,LW_IN,SW_OUT,LW_OUT
1,0.25,0.42653,0.58469802,395.194935,6.9224982,0.37492,0.02479024,408.42819,2.8155314,-16.981954,0.348438115,-3.04956,55.84843,71.965135,1.8979507,2.3961179,-79.6452215,0.29307291,0,219.67726,1.7615055,292.357165
1,0.75,0.474145,0.99427005,395.32248,6.9020557,0.3727,0.085624215,408.5193,2.78809955,-18.235993,0.32081243,-3.04205,55.10711,71.9552,1.8571697,2.4761435,-79.433239,0.27166603,0,218.84502,1.58569,292.23648
1,1.25,0.29894,0.565860725,404.043815,6.6124739,0.313125,0.38304878,408.66464,2.774487,-15.4615075,0.34214121,-3.16513,54.75055,71.92243,1.8535549,2.4461005,-79.906723,0.27743806,0,219.72421,1.6594765,292.66236
1,1.75,0.23244,0.26324432,406.44919,6.81238585,0.291995,0.17234685,408.67488,2.831522,-16.680385,0.32671014,-3.196495,52.59653,71.92688,1.8177535,2.3601335,-80.703495,0.27923591,0,218.64159,1.664044,292.40246
1,2.25,0.31072,1.4177478,399.65267,6.9186659,0.33565,0.25713936,408.72548,2.7591815,-17.4326185,0.3362408,-3.25934,53.86146,71.90788,1.6893968,2.4303735,-80.751317,0.28933403,0,218.96141,1.6555555,291.732385
1,2.75,0.27273,0.87194309,405.165555,6.7567269,0.38721,0.21084622,408.719225,2.7882103,-17.173374,0.34116609,-3.38212,54.41932,71.92635,1.69616925,2.4363724,-80.770078,0.27636744,0,219.55425,1.61217,290.66712
1,3.25,0.30981,0.749046685,401.3091,6.6190892,0.35992,0.3230123,408.62942,2.7919747,-17.217703,0.32880114,-3.56083,55.93755,71.92797,1.6385678,2.3589315,-80.993708,0.27930636,0,218.81242,1.602258,290.83979
1,3.75,0.33579,0.779024755,403.33903,6.80533945,0.406485,0.24625766,408.718065,2.7523453,-17.46972,0.353279445,-3.499475,56.50043,71.906415,1.6500615,2.481499,-81.035812,0.26253472,0,216.08153,1.6762975,290.09691
1,4.25,0.35549,0.13146987,401.98136,6.7936549,0.393985,0.20632129,408.554515,2.70006255,-17.713408,0.33912411,-3.59474,58.301065,71.90307,1.7536212,2.3668924,-80.510167,0.26260792,0,213.961435,1.652839,290.37958
1,4.75,0.27682,0.44646142,396.82916,6.94812915,0.39752,0.30840259,408.621415,2.734566,-17.239239,0.31523924,-3.71779,57.5482,71.89626,1.6890787,2.40228675,-80.812001,0.26857637,0,217.02733,1.6373915,290.07254
1,5.25,0.29682,0.91652313,404.84803,6.87649455,0.35454,0.271666805,408.655445,2.6689545,-18.304276,0.32577558,-3.73951,55.832295,71.90102,1.80341875,2.3577822,-80.268816,0.28318295,0,216.79561,1.628184,289.30832
1,5.75,0.32413,0.34646689,413.59179,6.86256045,0.32399,0.19016726,408.63283,2.6303268,-18.732022,0.34326613,-3.73559,55.329645,71.91586,1.7184808,2.28777315,-79.737972,0.268130875,0,216.767695,1.625309,289.63152
