DOY2,HR2,CO2,H2O,FC,SC,H,SH,LE,SLE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,SW_IN,SW_OUT,TAU,U_SIGMA,USTAR,W_SIGMA,V_SIGMA,WS
1,5.25,502.6725,3.71399,0.207614695,-0.00184126,-1.906636,0.01489609,3.8545983,0.0890043,99.14125,91.743,-3.78249999999997,-4.94299999999998,0.3978025,263.585,284.865,-22.1165,0.015367,-1.34185,-0.1864327,-0.01702095,0.2207365,0.115484,0.0276647,0.195653,0.9150775
1,5.75,502.691,3.712455,0.265175545,0.01023938,-3.30670045,0.05178655,2.102371,-0.00548855,99.1166,89.957,-3.48399999999998,-4.60899999999998,0.4025505,263.18,286.475,-22.1155,0.0132815,-1.4056,-0.157531,-0.01963025,0.3434395,0.1238365,0.0227462,0.1447865,1.01069
1,6.25,502.4945,3.70725,0.24385721,0.01760645,-5.07649315,0.01180563,4.36091615,-0.003533005,99.1668,91.029,-3.51849999999996,-5.00249999999997,0.368604,262.52,286.725,-20.9225,0.012782,-1.35815,-0.20102,-0.01966825,0.2185475,0.123423,0.0277957,0.1744885,1.39432
1,6.75,502.0865,3.6149,0.176045355,0.01914375,-3.276377,-0.0680594,0.788303,-0.0808894,99.21095,92.271,-4.20849999999995,-4.71199999999999,0.342218,256.75,284.05,-25.151,0.019482,-1.2455,-0.090307,-0.01705195,0.3029575,0.114941,0.0287323,0.1697535,1.34003
1,7.25,502.213,3.70652,0.121754885,0.0221897,-3.748817,-0.00985826,5.170928,-0.155046,99.2547,88.812,-3.58999999999997,-3.89249999999995,0.4691915,262.98,286.575,-20.174,1.208,-0.53695,0.45382,-0.0194179,0.243033,0.122641,0.0336648,0.165062,1.39045
1,7.75,503.141,3.83506,0.258016965,0.0158392,-2.857797,0.046476,3.21558876,-0.00927153,99.29385,87.891,-3.46799999999996,-4.07999999999998,0.54532,267.225,286.52,-17.3475,20.0545,9.45055,4.42835,-0.02075025,0.206138,0.127512,0.03417535,0.166448,1.45997
1,8.25,502.6605,3.727475,0.194717605,0.000923185,-2.221821,0.203802,3.180486,-0.0753328,99.2513,84.0485,-3.68049999999999,-4.48049999999998,0.537929,266.83,290.06,3.3464,62.451,42.5795,14.087,-0.0250784,0.227506,0.141546,0.0374666,0.165318,1.30911
1,8.75,502.8765,3.73418,0.17397725,-0.02144525,0.5462935,0.484066,5.2019775,-0.05028295,99.2677,81.924,-3.53949999999997,-3.51949999999997,0.6798905,267.82,295.99,23.9755,128.42,79.4065,30.0295,-0.0290216,0.328485,0.146559,0.0428558,0.181719,1.43085
1,9.25,501.632,3.678615,-0.0525413,-0.0285118,3.621771,0.795691,6.71460065,0.0863786,99.2595,79.1665,-2.98349999999999,-4.45299999999997,0.7428845,269.835,298.1,30.198,217.045,140.73,60.1955,-0.0280705,0.34839,0.153925,0.049693,0.283141,1.72293
1,9.75,501.0525,3.714645,-0.2958064,-0.02467945,2.967426,0.829308,8.116925,0.209055,99.3217,77.055,-2.81599999999997,-5.02499999999998,0.943248,274.795,302.055,37.6645,270.88,136.305,70.8355,-0.0405059,0.422224,0.177034,0.0626718,0.299299,2.02635
1,10.25,501.222,3.6911,-0.4298705,-0.04293625,6.8344405,0.745149,10.0905481,0.0415171,99.321,77.297,-2.59049999999999,-4.66799999999995,1.10237,276.86,307.03,55.5465,323.25,170.215,92.434,-0.0383643,0.529583,0.169219,0.0564902,0.483525,2.18972
1,10.75,503.422,3.77239,-0.33128015,-0.02117765,8.853216,0.842496,11.08617615,0.0768476,99.3009,75.664,-2.35949999999997,-2.72299999999996,1.14498,278.92,309.97,45.473,328.86,171.64,98.312,-0.03726955,0.5553235,0.1718805,0.0584862,0.480764,2.15912
1,11.25,502.2135,3.7872,-0.38810731,-0.0360115,11.6371375,0.7641175,13.034439,0.0532511,99.2885,75.318,-2.302,-2.91399999999999,1.22412,284.275,306.015,56.4195,381.775,225.905,125.65,-0.03764865,0.554932,0.173337,0.06205585,0.537691,2.227555
1,11.75,502.321,3.78469,-0.536601,-0.02029445,10.006445,0.581413,17.43154,0.226558,99.2621,71.528,-2.11599999999996,-2.78099999999995,1.2329,283.42,307.765,51.702,381.515,190.86,107.765,-0.0589822,0.7011195,0.2142515,0.07564945,0.549521,2.270605
1,12.25,502.3895,3.86691,-0.55761505,-0.0260514,11.3299905,0.566366,13.54987935,0.1049499,99.22135,71.744,-1.94399999999999,-2.83299999999997,1.22394,284.565,309.075,52.4905,374.045,177.165,81.793,-0.05475545,0.5434105,0.206618,0.0763665,0.616946,2.43327
1,12.75,502.7105,3.85683,-0.41918275,0.003234874,13.502922,0.553887,13.115818,0.2481895,99.1863,74.138,-1.80349999999999,-2.85699999999997,1.33342,288.405,309.905,53.2565,389.915,183.76,89.153,-0.05332305,0.6629975,0.2047265,0.0773446,0.541068,2.265865
1,13.25,502.623,3.97133,-0.40887845,-0.011679,14.4746365,0.5662235,12.5944649,0.0775592,99.1336,74.358,-1.654,-2.93399999999997,1.2719,291.78,309.485,43.3455,360.03,163.25,81.0645,-0.0602563,0.58055,0.218274,0.0925195,0.491208,2.48588
1,13.75,502.504,4.00933,-0.38155,-0.00721527,11.078555,0.35242,12.293428,0.0289879,99.1043,73.3325,-1.53499999999997,-2.80849999999998,1.280835,291.655,309.14,35.9775,267.78,107.66,66.3795,-0.0579281,0.693713,0.21696,0.0824024,0.552558,2.62531
1,14.25,502.817,4.01443,-0.3156586,-0.0126546,3.3898185,0.185654,13.184608,0.188488,99.0578,76.304,-1.34999999999997,-2.89400000000001,1.18429,290.915,309.025,27.302,213.52,94.5225,53.6565,-0.0573636,0.5976655,0.2148585,0.08887685,0.61838,2.28281
1,14.75,502.5585,3.9365,-0.0723288,-0.008226505,5.58192125,0.03220505,12.779401,0.140501,99.0805,73.625,-1.37149999999997,-2.91899999999998,1.42873,289.43,308.205,12.706,157.37,71.205,48.106,-0.0589253,0.6737105,0.218583,0.0823039,0.665951,2.32165
1,15.25,501.921,3.83154,-0.2315494,-0.00318101,0.719833,0.0048666,10.24186,0.0253189,99.1154,72.951,-1.50799999999998,-3.23449999999997,1.4473,288.99,307.015,6.65455,109.26,52.322,33.625,-0.0656259,0.786608,0.226726,0.0949401,0.616241,2.31961
1,15.75,501.317,3.95223,-0.10521415,0.0104104,-0.9479589,-0.1229055,8.47871355,0.05117855,99.1071,73.935,-1.22199999999998,-3.16199999999998,1.43478,289.775,306.365,0.136364,68.031,33.283,20.0045,-0.0514919,0.758271,0.204152,0.101898,0.521497,2.48141
1,16.25,500.81,3.866665,0.0073078,0.01557835,-2.9834471,-0.236907,7.9101186,0.0811985,99.0856,74.472,-1.37799999999999,-3.41799999999995,1.38715,289.6,303.95,-5.24125,27.191,13.189,9.0011,-0.0542452,0.632586,0.211844,0.0786139,0.367706,2.22623
1,16.75,501.087,3.8034,0.04641685,0.0140383,-3.5731519,-0.531924,7.5265487,0.05853935,99.0915,73.577,-1.38799999999998,-3.79599999999999,1.33705,289.085,302.09,-13.346,3.9114,0.252325,0.69671,-0.0384293,0.461476,0.173133,0.0639839,0.362315,1.90893
1,17.25,501.274,3.80029,0.2433921,0.0210597,-3.502323,-0.432119,7.5448627,-0.12789865,99.1059,75.964,-1.43399999999997,-3.91699999999997,1.23595,287.69,301.65,-12.973,0.091535,-1.44725,-0.173155,-0.0277919,0.285018,0.150844,0.0539532,0.295335,1.65783
1,17.75,501.6,3.86181,0.4237425,0.006435245,-3.2756343,-0.3483615,6.540579,-0.0947085,99.13395,75.581,-1.39349999999999,-3.47999999999996,1.17062,285.555,299.21,-16.4405,0.016141,-1.8897,-0.259045,-0.032229,0.279152,0.158364,0.0492032,0.251649,1.563745
1,18.25,502.166,3.86676,0.342967575,0.008021185,-3.170767,-0.332598,4.3429985,-0.03622595,99.1375,76.934,-1.98949999999996,-3.51799999999997,1.1035,287.01,297.21,-13.6305,0.015819,-1.90335,0.0621645,-0.03016355,0.2921465,0.1577045,0.05198195,0.222054,1.49431
1,18.75,502.479,3.831295,0.2564462,0.00313154,-3.97061,-0.307209,5.133134,-0.216976,99.1278,77.47,-1.952,-3.55199999999996,1.100135,280.11,296.26,-16.631,0.017063,-1.8691,0.0036296,-0.0280626,0.329512,0.151825,0.0444382,0.208065,1.38929
1,19.25,502.158,3.85939,0.2196867,0.0118055,-3.412598,-0.249409,4.6808352,-0.0233152,99.0999,76.923,-1.84899999999999,-3.38299999999998,1.154425,281.92,294.65,-15.469,0.017418,-1.4314,0.09353,-0.0412348,0.272215,0.183294,0.0483388,0.308969,1.88224
1,19.75,502.3655,3.865025,0.3638318,0.02650425,-3.408742,-0.1692855,4.4687661,0.0411556,99.0706,77.386,-1.91449999999997,-3.37399999999997,1.09228,279.76,295.08,-15.134,0.0159755,-1.6457,-0.14274,-0.02932215,0.4205275,0.1746505,0.05257235,0.284168,1.61667
1,20.25,502.238,3.9137,0.4162704,0.0200547,-3.7954865,-0.324771,3.529138,-0.0991537,99.1011,78.2965,-2.262,-3.91499999999997,1.02907,282.8,295.36,-14.411,0.016672,-1.6054,0.12784,-0.0385815,0.401941,0.171124,0.0789172,0.372283,1.41475
1,20.75,501.901,3.88403,0.3785621,0.0141396,-4.257269,-0.3115605,3.0886177,0.00743675,99.0776,79.002,-2.32599999999996,-3.66299999999995,1.035765,276.58,293.58,-14.34,0.013882,-1.4316,-0.0099698,-0.03724675,0.4289825,0.1691295,0.0643334,0.372313,1.4701
1,21.25,502.0865,3.89158,0.30347,-0.00751045,-5.06541,-0.134825,4.680091,0.0396775,99.1065,79.457,-2.06049999999996,-3.94299999999998,1.0330205,275.69,292.59,-13.868,0.014586,-1.6982,0.12796,-0.0263189,0.361599,0.149264,0.0619576,0.296262,1.51302
1,21.75,502.313,3.94033,0.2894374,-0.00316421,-5.158885,-0.10637095,4.9374361,-0.0568412,99.09565,79.638,-2.88799999999998,-3.834,0.980241,275.06,292.93,-13.984,0.014525,-1.4405,-0.083164,-0.0300243,0.494827,0.163026,0.06061345,0.256873,1.42814
1,22.25,502.652,3.83614,0.2852455,0.0130876,-4.148359,-0.293528,3.7558524,-0.03035925,99.12245,79.29,-2.87399999999997,-3.67599999999999,0.90022,263.08,290.87,-16.176,0.014948,-1.6574,-0.26474,-0.0258763,0.341557,0.1662145,0.05524235,0.341423,1.54749
1,22.75,503.289,3.94379,0.3591835,0.00558418,-5.154211,-0.0318822,3.63748,0.103812,99.1278,80.0515,-2.76799999999997,-3.42949999999999,0.7400425,274.67,290.87,-21.776,0.015429,-1.75695,0.1025485,-0.0357653,0.436139,0.167098,0.0453765,0.315367,1.77936
1,23.25,502.306,3.951525,0.3318258,0.0173678,-3.523389,-0.169904,4.3054921,-0.01938808,99.1814,80.7595,-2.70699999999997,-3.54549999999997,0.847853,272.105,292.055,-18.2575,0.010344,-1.48755,-0.15212,-0.0277444,0.440195,0.147278,0.045163,0.269967,1.54684
1,23.75,502.327,4.009665,0.0790807,0.002570365,-2.66951295,-0.205852,5.25588855,0.009087145,99.1707,81.401,-2.773,-3.81099999999998,0.8039665,269.8,293.06,-15.0155,0.01048,-1.49455,0.0218455,-0.032596,0.3464,0.163058,0.0466959,0.303217,1.35069
2,0.25,518.435,2.87996,0.320582,0.00683956,-3.75821,-0.32497,0.9736595,-0.052541675,99.1865,73.938,-5.548,-6.50700000000001,0.736587,240.8,275.99,-35.748,-0.0056434,-0.72452,2.0697,-0.00794976,0.133407,0.0798623,0.0130812,0.121619,0.743782
2,0.75,517.393,2.92913,0.2257013,0.0293178,-2.30488,-0.605603,2.041863725,0.000144249999999999,99.2144,77.256,-5.74899999999997,-6.95299999999997,0.648677,242.73,272.18,-37.248,-0.0014304,-0.92307,1.9945,-0.0115242,0.136401,0.0909494,0.0122694,0.101374,0.592837
2,1.25,519.519,2.642775,0.3249923,0.0103913,-2.435329,-0.35398,2.4141565,-0.0432404,99.2366,78.1985,-6.334,-7.59699999999998,0.502783,240.845,267.265,-42.154,0.000893695,-1.084135,1.81965,-0.00479396,0.1420755,0.06637395,0.007958835,0.0985827,0.72431
2,1.75,520.643,2.605805,0.335936,0.0343572,-4.18467,-0.297762,1.587203875,-0.0291117075,99.2359,77.5435,-6.02749999999997,-6.97399999999999,0.468236,235.055,268.495,-37.1505,-0.0046914,-1.16745,1.90235,-0.00472309,0.110205,0.05996355,0.008174275,0.069408,0.493572
2,2.25,522.891,2.51509,0.41446125,0.0691216,-2.291583,-0.3634015,2.07304905583333,0.00133354999999999,99.2472,79.053,-7.94199999999995,-8.339,0.420096,233.09,263.56,-32.624,-0.0082194,-0.99771,1.8853,-0.00482969,0.100613,0.0653918,0.00718696,0.101851,0.577084
2,2.75,521.921,2.46473,0.358719,0.0550163,-2.754897,-0.385141,0.495982416666667,-0.1167348,99.2433,78.053,-6.89299999999997,-7.92899999999997,0.517329,233.64,266.52,-36.194,-0.0055852,-0.93081,2.169,-0.00447282,0.144044,0.072856,0.00924222,0.102472,0.463876
2,3.25,524.6965,2.331095,0.3287876,0.0534029,-1.57897,-0.329628,0.3412339375,-0.10462571,99.26185,77.7655,-9.142,-8.61949999999998,0.4755395,235.355,263.995,-34.113,-0.0074112,-0.17478,2.0385,-0.002968445,0.0921297,0.05235935,0.004322515,0.0620537,0.4376
2,3.75,524.472,2.428105,0.3040378,0.0117212,-0.6788419,-0.0042017,1.050838785625,-0.0698917575,99.1796,79.775,-7.88199999999997,-8.73099999999996,0.540406,238.7,269.325,-25.641,-0.0052725,-0.67831,1.9854,-0.005038165,0.09708575,0.0619398,0.007138155,0.0561324,0.622706
2,4.25,522.606,2.57595,0.3150803,0.0045967,-4.633906,-0.223824,1.05451433375,-0.050888125,99.1409,82.977,-7.60499999999996,-8.375,0.373948,253.57,274.72,-19.554,-0.0040812,-0.36843,1.946,-0.00605736,0.122793,0.0718653,0.00743681,0.0793379,0.762576
2,4.75,521.5885,2.72452,0.1684279,0.00395529,-1.306125,-0.0168167,0.762234281875,-0.0224210375,99.1804,82.003,-7.77749999999997,-9.04999999999998,0.500942,247.54,270.895,-23.7865,-0.0074819,-1.1178,1.7539,-0.005777685,0.1201145,0.0661039,0.00521689,0.1030456,0.6186615
2,5.25,518.713,2.53202,0.3392254,0.0757277,-5.088645,-0.286552,1.89118793,0.08198735,99.1799,83.178,-8.86249999999998,-9.36699999999996,0.386191,253.38,272.68,-17.767,0.0016547,-0.68605,1.3794,-0.0050542,0.100516,0.0622231,0.00594989,0.0817642,0.658118
2,5.75,517.89,2.60755,0.29266215,0.056386,-3.6380875,-0.402248,1.07169318666667,0.00410819166666667,99.1826,83.65,-8.35599999999996,-8.34099999999995,0.354586,243.72,275.29,-21.879,0.0021095,-0.97646,1.811,-0.00445944,0.102915,0.0588955,0.00545585,0.0570122,0.690259
2,6.25,527.573,2.21001,0.1720872,0.0296115,-3.48834,-0.385642,2.25758466833333,-0.0255467691666667,99.1878,83.257,-9.90399999999999,-10.534,0.33431,241.27,271.06,-18.956,0.011947,-0.75264,1.8468,-0.00429166,0.0807017,0.0574475,0.00803892,0.0708981,0.750462
2,6.75,519.823,2.43591,0.2665971,0.0163987,-1.642862,-0.1484974,0.527897,-0.0948577,99.1308,84.2125,-9.03999999999996,-8.976,0.346907,247.58,272.415,-18.421,2.78735,1.09015,3.59805,-0.00591662,0.0865847,0.06784205,0.00434668,0.0784019,0.4816105
2,7.25,519.0225,2.59378,0.1998793,0.040212,-0.707763,-0.2746775,2.5135986,0.05971675,99.1366,84.08,-8.20149999999995,-8.42699999999996,0.328723,243.24,274.7,-7.9909,33.215,18.55,15.491,-0.0082279,0.130815,0.0927292,0.00833147,0.106603,0.606813
2,7.75,526.649,2.30097,0.309594485,0.003414695,-2.889282,0.0611604,2.92451938,0.190072735,99.1675,85.62,-8.84449999999998,-8.92999999999995,0.301425,244.35,276.3,3.8593,86.547,67.153,49.666,-0.00527347,0.129849,0.0632801,0.00611726,0.0744887,0.578473
2,8.25,518.2035,2.57558,0.2171554,-0.130053,-1.325326,2.1067,4.93283375,0.0301631,99.185,80.158,-7.41399999999999,-6.113,0.443695,256.22,284.23,16.086,215.13,124.7,83.912,-0.0125846,0.167368,0.0986475,0.0108391,0.0806607,0.69009
2,8.75,515.564,2.768295,0.112863,-0.204772,-0.170475,2.71618,6.379013,0.064366,99.20365,73.0055,-5.56299999999999,-5.83799999999997,0.8176455,248.645,288.39,37.5275,377.97,207.89,147.41,-0.0142327,0.270163,0.113231,0.02383065,0.147074,1.196465
2,9.25,515.024,2.89375,-0.0345114999999998,-0.178273,-1.06201,2.53542,8.649605825,0.2763558,99.2305,68.13,-5.50299999999995,-5.26499999999999,1.15148,254.27,294.26,38.343,497.4,260.5,186.08,-0.0262148,0.260467,0.144163,0.0316949,0.224503,1.86373
2,9.75,512.184,2.93807,-0.48145,-0.0987711,-0.260630000000001,1.505495,7.1616735,0.177163,99.2164,65.77,-4.70549999999997,-4.43599999999998,1.3015,246.46,301.88,60.289,660.105,335.54,221.81,-0.0262908,0.431875,0.143501,0.0402853,0.276553,1.93945
2,10.25,512.7315,2.926485,-0.384372,-0.0514949,4.729986,1.81605,10.9983013,0.13715455,99.3023,63.5885,-4.0565,-3.94849999999997,1.49528,240.085,301.435,62.624,809.35,429.295,338.515,-0.03845995,0.599202,0.173158,0.06562955,0.556357,2.266535
2,10.75,511.853,3.09654,-0.776645575,-0.04536935,5.4074005,1.0671955,14.303559075,0.2878668,99.2661,61.649,-3.52999999999997,-3.18799999999999,1.81627,247.07,307.96,72.153,930.44,464.75,358.16,-0.0574996,0.630716,0.213541,0.0764004,0.775108,2.66523
2,11.25,511.6245,3.03638,-0.619153,-0.01832195,12.46689,1.513165,17.455920975,0.10304605,99.32,59.382,-2.70999999999998,-2.43849999999998,2.06508,242.755,310.295,80.533,962.39,502.23,317.445,-0.05957795,0.813861,0.2179965,0.107134,0.891008,2.67746
2,11.75,512.024,2.96491,-0.785823615,-0.02186935,5.580159,1.161765,22.866515,0.2883205,99.3373,58.951,-1.89699999999999,-1.92899999999997,2.4362,244.41,311.72,66.422,1019.6,553.58,305.53,-0.0636187,0.689843,0.224679,0.0955896,0.713247,2.24961
2,12.25,511.602,2.88489,-1.152928,-0.019053,17.472882,0.671714,18.318456425,0.17775695,99.328,57.219,-2.06199999999995,-2.14699999999999,2.55173,253.67,312.31,78.133,1036.45,536.48,359.03,-0.0636015,0.652196,0.220182,0.0869746,0.878087,2.71075
2,12.75,511.233,2.77291,-0.98076685,-0.01407145,14.8183915,1.09456,17.508413,0.23210875,99.303,54.696,-1.47199999999998,-1.59399999999999,2.19916,253.12,312.81,53.551,1018.35,479.42,284.91,-0.0659622,0.744842,0.227621,0.0780382,0.600069,2.60991
2,13.25,510.4825,3.0876,-1.1565124,-0.0125424,14.250712,0.617232,21.450677375,0.2702911,99.2522,53.5935,-0.652999999999992,-1.04649999999998,2.648015,255.585,314.245,96.8,973.88,465.835,251.1,-0.08063205,0.7819605,0.2482985,0.09797195,0.8903805,2.70676
2,13.75,510.232,3.17166,-0.89922885,-0.01824805,4.03961,0.474037,15.66629975,-0.16790705,99.22935,53.445,-0.417999999999978,-0.894999999999953,2.40906,261.94,312.84,31.2345,914.03,458.065,205.15,-0.09381935,0.903026,0.264595,0.1197735,0.950161,2.776975
2,14.25,510.123,3.25377,-0.459426,-0.00790615,4.922405,0.324455,24.390027,0.1984905,99.1899,50.98,-0.478999999999959,-0.622500000000001,2.717945,260.58,312.16,57.421,833.84,453.115,271.705,-0.09649105,0.9486685,0.273251,0.1157205,1.0280115,3.1152
2,14.75,509.876,3.218395,-0.72477454,0.0107003,0.447753,0.566045,21.35275875,0.303957,99.19295,50.2545,-0.67749999999998,-1.17499999999998,2.74807,256.04,309.18,62.6635,600.83,333.385,208.94,-0.094899,0.91919,0.2706325,0.134261,1.261855,3.003505
2,15.25,510.375,3.30869,-0.65553492,-0.009127535,-2.9286735,0.06815095,19.056719,-0.0772863,99.195,52.311,0.615000000000009,0.140000000000043,2.55889,262.48,309.47,18.789,510.33,305.55,123.23,-0.0786407,1.04383,0.248691,0.112293,0.917129,2.97262
2,15.75,509.927,3.27511,-0.28075245,-0.01614495,-8.07107035,-0.0340644,12.667796775,0.058312675,99.1731,51.092,0.657000000000039,0.05600000000004,2.72203,263.02,308.68,9.5846,338.5,190.45,96.366,-0.073336,0.961639,0.240465,0.12896,0.872797,3.22041
2,16.25,509.0345,3.22293,-0.15989952,-0.00444543,-13.0833215,-0.0902962,13.6473853,0.20164025,99.1636,51.2485,-0.517499999999984,-1.20399999999998,2.634185,241.885,303.595,-3.23687,264.92,166.775,108.1705,-0.06492125,0.8270005,0.225932,0.1323385,0.8516105,3.10584
2,16.75,508.9445,3.33523,-0.153236045,-0.006000045,-16.0850692,-0.3270065,13.24113385,0.098588675,99.14075,52.5265,-0.452999999999975,-1.32549999999998,2.59396,253.77,300.325,-25.6735,110.82,62.9565,35.1305,-0.06867255,0.6350375,0.2349555,0.111357,0.6545035,3.07859
2,17.25,509.008,3.4373,0.1172211,0.00524627,-21.9859225,-0.763615,9.4483426,-0.208449825,99.1359,53.907,-0.754999999999995,-1.63200000000001,2.37236,247.54,295.21,-56.264,25.912,9.4009,10.725,-0.0419425,0.604293,0.182072,0.0870459,0.410586,2.62114
2,17.75,508.89,3.17967,0.17236685,0.02107835,-23.1266035,-1.440185,8.60996025,-0.1486835,99.1408,56.056,-1.01299999999998,-2.17399999999998,2.21202,246.1,292.71,-53.414,1.4869,-1.1592,1.9907,-0.0259592,0.381008,0.141999,0.0486777,0.31424,2.31175
2,18.25,509.893,3.10135,0.282713,0.0390396,-22.3802,-1.15696,3.20992925,-0.025412925,99.1435,57.841,-1.495,-2.69599999999997,1.99755,236.8,292.06,-51.304,0.0088004,-2.2265,1.3932,-0.0294887,0.31206,0.152757,0.0449595,0.224366,2.199
2,18.75,510.8065,3.18342,0.42908255,0.0166247,-15.9148775,-1.0053135,3.5854025,-0.23807975,99.1391,60.222,-1.61599999999999,-2.48599999999999,1.62486,239.79,288.265,-46.481,-0.0035598,-2.34745,1.29915,-0.0256404,0.29479,0.143482,0.04017,0.221224,1.961905
2,19.25,511.3095,3.060495,0.37350315,0.008335485,-16.0189655,-0.65775,3.00982143333333,-0.1875686,99.1618,65.375,-1.78699999999998,-2.68849999999998,1.49612,246.36,287.53,-47.281,-0.0050284,-2.12425,1.334,-0.02513115,0.213186,0.140323,0.0378388,0.180922,2.152905
2,19.75,511.575,3.19814,0.2172037,0.0169651,-12.8806675,-0.798861,2.55435521666667,-0.20165245,99.1909,67.889,-2.416,-3.92599999999999,1.52944,240.73,285.88,-49.446,-0.0081177,-1.9744,1.6315,-0.0248896,0.276675,0.153961,0.0365703,0.169027,1.54729
2,20.25,512.215,3.11228,0.3592847,0.0118775,-12.663333,-0.875121,1.7351095,-0.31812635,99.22025,65.819,-3.18599999999998,-4.22449999999998,1.317565,241.475,284.36,-44.6835,-0.0098264,-1.58835,1.51755,-0.01795445,0.2277185,0.118891,0.02745435,0.1267795,1.19579
2,20.75,512.9845,2.811515,0.34495995,0.0203325,-10.9312052,-0.878354,2.60682435,0.011510775,99.22895,66.683,-3.61049999999998,-4.23499999999999,1.36476,242.195,285.845,-45.185,-0.0067734,-1.08625,1.70465,-0.01974765,0.1708265,0.1282505,0.0308967,0.1512265,1.202325
2,21.25,511.99,3.02969,0.20779365,0.007859805,-9.78895265,-0.5307985,2.429580375,0.01653435,99.2078,68.976,-4.07999999999998,-5.10299999999995,1.25291,240.14,285.06,-40.555,-0.013028,-0.98992,1.6945,-0.0107625,0.20025,0.103,0.0261441,0.145746,1.10292
2,21.75,511.445,2.89691,0.3425785,0.00956601,-11.04672,-0.386513,2.92923855,-0.1719256,99.2129,67.545,-2.86699999999996,-4.06299999999999,1.07898,239.09,283.38,-37.176,-0.0042784,-1.3224,1.7586,-0.00944975,0.150449,0.0849527,0.0166595,0.12888,0.983476
2,22.25,512.886,2.73154,0.42859,0.0400669,-9.06102,-0.362821,2.5154402,-0.118845125,99.2035,71.969,-4.274,-5.39599999999996,0.863004,241.68,281.89,-43.044,-0.0069525,-1.1866,1.6078,-0.0125283,0.178467,0.10483,0.014386,0.139698,1.03154
2,22.75,513.162,2.92462,0.461608,0.0295609,-8.845003,-0.557843,1.655044,0.1287435,99.1979,71.882,-4.58999999999997,-6.00599999999997,0.829387,244.62,281.79,-44.526,-0.0065931,-1.4971,1.6951,-0.0133231,0.224852,0.107573,0.0205036,0.119062,0.907781
