DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,431.238081,8.9289465,2196.380814,1.222148,17.95599,-4.839717,-3.962996,8.656666,1.5140965,0.135661,-0.017636,0.45655,0.1640125,102.073,88.9,6.944,1.082378,13.7568155,0.308966,7.95,10.5525,10.89,10.92,11.345,-36.2895545,0,0,-2.6221265,1.2259775,316.4301115,350.635327
1,0.75,434.29079,8.9334065,2199.610894,1.077504,18.089719,-5.184924,-5.968452,12.505622,1.505892,0.134398,-0.018458,0.43165,0.149571,102.0665,89.3,6.907,1.07245,13.5835325,0.286553,7.669,10.4775,10.8625,10.905,11.36,-37.4019065,0,0,-2.6221265,1.2922465,317.4749555,350.521041
1,1.25,433.8812965,8.7693315,2256.827969,1.195605,21.261888,-5.513478,-4.3489185,8.4109445,1.484406,0.1330925,-0.016168,0.4392795,0.1454215,102.067,89.8,6.837,1.017507,13.7075835,0.2885695,7.58825,10.455,10.81,10.895,11.365,-38.6833465,0,0,-2.37069,1.325381,312.3374315,349.8189715
1,1.75,433.747414,8.599909,2254.3055665,1.343706,14.7134985,-5.9574215,-5.2033805,9.004681,1.514108,0.139355,-0.017723,0.4237735,0.153066,102.075,90.4,6.713,0.948653,13.6295735,0.273402,7.338,10.3975,10.79,10.91,11.365,-35.4909845,0,0,-2.442529,1.126574,314.4295845,349.7680305
1,2.25,431.916897,8.56591,2252.716179,1.450873,16.1418275,-6.220258,-4.31201,9.491772,1.3688505,0.139506,-0.014977,0.4275295,0.1364455,102.0805,91.3,6.487,0.883769,13.438839,0.285656,7.26125,10.3475,10.7325,10.915,11.365,-32.0736995,0,0,-2.298851,1.192843,316.5708085,348.6348215
1,2.75,429.280919,8.565584,2283.84565,1.2500765,20.7434005,-6.3675555,-5.947012,8.535567,1.358957,0.121836,-0.0138345,0.393143,0.135983,102.076,91.5,6.263,0.790595,13.202048,0.2858355,7.20175,10.32,10.69,10.9,11.36,-31.064154,0,0,-2.262931,1.1597085,317.228532,347.79318
1,3.25,429.529989,8.702333,2242.9593745,1.0295565,21.592527,-6.5960915,-2.863471,9.385691,1.3730695,0.123115,-0.01406,0.4318495,0.142558,102.0565,91.6,5.923,0.757234,13.221443,0.294264,6.97275,10.3075,10.66,10.9,11.3725,-27.772814,0,0,-2.155172,1.0934395,316.699162,346.9659965
1,3.75,433.856962,8.2543035,2280.701515,1.372638,16.039537,-6.73909,-6.273346,12.75262,1.3623115,0.1246215,-0.015136,0.4601455,0.135431,102.0585,92.6,5.799,0.695626,12.9137505,0.273201,7.06875,10.25,10.63,10.885,11.3725,-27.785072,0,0,-1.939655,1.060305,317.557005,346.3444005
1,4.25,432.619453,8.610618,2314.478397,1.265542,17.276571,-7.1561085,-2.215646,12.769168,1.321796,0.1173705,-0.0140585,0.414307,0.1362625,102.053,93,5.847,0.677951,12.9862705,0.2837295,6.96775,10.2025,10.6075,10.885,11.3775,-26.67382,0,0,-1.867816,1.060305,321.2230365,345.8620145
1,4.75,429.1630465,8.5104345,2321.621378,1.242862,17.456957,-7.2514195,-2.076638,13.6457055,1.386287,0.132227,-0.0149895,0.4301565,0.1393635,102.0295,93,5.838,0.646934,12.8224615,0.2748235,7.01925,10.1725,10.585,10.865,11.3825,-27.5317405,0,0,-1.9037355,1.126574,324.0069875,345.8391955
1,5.25,432.09146,8.360041,2319.1574155,1.239775,26.5894915,-7.138788,-4.0544455,11.37226,1.2602895,0.1285125,-0.01524,0.4170855,0.135015,102.026,92.6,5.764,0.659613,12.849278,0.256574,6.96525,10.1225,10.57,10.84,11.39,-25.606668,0,0,-1.6882185,1.126574,322.3003105,345.101084
1,5.75,432.264371,8.354399,2282.3173825,1.291873,16.146423,-7.256225,-4.340396,10.027662,1.291727,0.1135305,-0.0121835,0.4318975,0.1307215,102.0365,93.3,5.872,0.616688,12.6942375,0.249218,7.09925,10.0925,10.59,10.83,11.395,-21.432749,0,0,-1.795977,0.9609015,324.786808,345.2293495
1,6.25,435.989547,8.482287,2309.569806,1.769601,15.769839,-7.42421,-6.418636,10.777662,1.293851,0.1354945,-0.017962,0.435941,0.137405,102.066,93.2,5.967,0.625107,12.5939095,0.268365,7.19175,10.0675,10.5875,10.81,11.4,-17.1911945,0,0,-1.436782,0.927767,329.9940205,345.8374485
1,6.75,432.4085575,8.303861,2313.704947,1.5031505,19.487766,-7.465907,-1.281017,8.0198935,1.3927575,0.1201165,-0.012058,0.409822,0.1414625,102.0765,93.05,5.886,0.6025195,12.475965,0.2390535,7.026,10.025,10.57,10.77,11.38,-17.424328,0,0,-1.58046,0.994036,324.092248,345.721792
1,7.25,428.9305775,8.5718555,2294.790347,1.125119,33.084025,-7.522005,-1.868215,8.3750165,1.4876735,0.1339675,-0.018215,0.4009085,0.1539635,102.0635,93.3,5.676,0.611927,12.419156,0.2731345,7.234,9.9875,10.56,10.77,11.4,-15.593457,5.3571425,0.37037,0.8261495,1.2259775,328.703888,346.051731
1,7.75,434.139593,8.55762,2268.25721,0.6563205,24.283164,-7.6075605,0.2564295,11.279174,1.5239685,0.1403355,-0.01916,0.478542,0.1647455,102.089,92.95,5.602,0.640591,12.3474375,0.246543,7.5905,9.9425,10.545,10.76,11.3925,0.003166,46.25,2.592593,19.0732755,2.717031,327.471624,347.359295
1,8.25,433.932903,8.443094,2255.3265,1.040768,38.6626425,-7.5681375,-3.2972585,14.4424395,1.6280905,0.1499315,-0.02471,0.444928,0.188562,102.1125,91.8,6.011,0.768549,12.57347,0.265467,8.185,9.9,10.505,10.745,11.38,21.462722,127.6190475,7.037037,55.3520115,5.964215,330.19276,348.993643
1,8.75,435.8212005,8.522997,2209.206317,0.561588,20.7143795,-7.426591,5.9950755,23.935902,1.7391425,0.165852,-0.030705,0.468673,0.1996795,102.135,89.9,6.6955,1.067104,12.9630015,0.2750415,9.15,9.82,10.45,10.72,11.355,65.294315,245.714286,14.567901,109.41092,10.271703,331.122357,350.6069
1,9.25,434.053916,8.720286,2170.447118,0.482873,16.372344,-6.468302,12.392599,32.597673,1.840171,0.185925,-0.035926,0.513143,0.222953,102.14,87.8,7.2715,1.338236,13.3339875,0.3086585,10.3,9.805,10.4,10.68,11.355,121.562484,395,23.703704,171.83908,15.838304,329.797344,353.723837
1,9.75,429.0739795,9.0950525,2157.508959,0.195622,15.952395,-5.167825,14.907737,32.4188815,2.0903165,0.20633,-0.0466515,0.5696025,0.2470945,102.174,87.5,7.563,1.504885,13.9479505,0.3102065,11.5,9.785,10.36,10.65,11.365,168.277027,529.166667,30.493827,237.931034,21.802518,326.789785,357.130323
1,10.25,425.3050065,9.3354935,2151.752826,0.409484,24.23299,-3.7212505,13.809452,37.422046,2.0799285,0.2122625,-0.051692,0.5828525,0.258218,102.188,85.65,8.14,1.6098345,14.725253,0.276975,12.215,9.8375,10.355,10.69,11.3625,198.959888,581.3690475,33.8271605,260.6321835,21.66998,329.148141,360.850325
1,10.75,422.5884945,9.5002935,2155.035712,0.453769,15.9169705,-2.096957,18.16699,44.932986,2.101246,0.212591,-0.046779,0.606622,0.256183,102.189,82.65,8.56,2.09791,15.042062,0.2971705,13.2075,9.8675,10.33,10.67,11.365,222.2081785,643.869048,37.345679,285.9554595,24.3538765,327.855123,364.0645085
1,11.25,419.604161,9.510965,2118.7741455,0.181798,19.778283,-0.323749,27.863135,40.447921,2.129748,0.2097385,-0.047821,0.6216315,0.2656095,102.175,79.16,9.23,2.455473,15.544203,0.2990465,13.685,9.98,10.3575,10.705,11.3975,259.447227,745.297619,44.4444445,343.5704025,28.7276345,322.967902,367.846034
1,11.75,418.992799,9.658005,2111.5662305,0.409936,20.7532685,0.780506,23.7400875,49.365984,2.0640335,0.2222425,-0.04965,0.689354,0.2817545,102.1355,75.26,9.81,3.01478,15.7826975,0.318705,14.625,10.1175,10.3675,10.705,11.4,301.2013955,855.5357145,47.5308645,394.9712645,32.2067595,320.479947,370.9134115
1,12.25,417.819894,9.731981,2098.967647,0.7925255,29.09966,1.7611665,22.656914,54.06577,2.2152755,0.241272,-0.063691,0.7116345,0.290625,102.0815,73.5,9.91,3.184462,16.238593,0.3448715,14.84,10.2625,10.39,10.7,11.4125,277.8352475,783.511905,48.271605,359.4109195,31.610338,316.337504,372.4949435
1,12.75,416.000437,9.6968725,2079.886785,0.966917,19.05919,3.1418035,24.473486,63.209972,2.3548025,0.237112,-0.060237,0.7266675,0.2966145,102.049,73.12,10.22,3.42692,16.530694,0.316601,14.6775,10.4375,10.4,10.72,11.4125,298.2515255,873.630952,50.6790125,405.064655,33.068257,313.5748525,374.9200795
1,13.25,412.939962,9.751708,2043.844539,0.3922,40.285549,4.5557975,28.096385,61.4666395,2.442336,0.243089,-0.06424,0.698329,0.298258,102.025,71.44,10.55,4.036256,16.815902,0.2777585,15.4275,10.5725,10.4475,10.74,11.405,256.367006,769.345238,48.5802465,359.267241,32.438701,315.3521485,376.2042835
1,13.75,411.461337,9.816985,2039.9270025,0.542092,35.3598345,5.53577,19.55034,60.990123,2.2560025,0.2427465,-0.059918,0.6909,0.2974295,102.0105,70.265,10.825,4.1862465,17.085716,0.285653,15.03,10.62,10.46,10.76,11.405,239.547859,702.5,45.432099,328.08908,27.634195,316.722423,376.334702
1,14.25,411.432578,10.134862,2037.803629,0.342666,48.2639975,6.491331,18.455609,55.530235,2.3407795,0.237493,-0.061187,0.6637955,0.2979905,101.994,70.05,11.17,4.1384345,17.3064815,0.266746,15.2475,10.6775,10.5025,10.75,11.3975,220.571854,629.2261905,44.938272,293.211207,27.4685225,315.4081295,376.608197
1,14.75,411.090617,9.6901975,2041.81883,0.508786,30.706389,7.0433025,17.2734665,54.884061,2.2738675,0.228082,-0.055309,0.619186,0.282464,101.9665,70.15,11.12,4.2102725,17.4180935,0.248082,15.2425,10.9425,10.5725,10.745,11.3975,163.014995,545,38.580247,259.41092,26.010603,312.793983,375.8133765
1,15.25,411.5735035,9.700635,2038.926112,0.363821,30.287871,6.9427845,8.54639,41.278366,2.340873,0.222016,-0.0576015,0.56873,0.2630565,101.9735,69.52,11.35,4.254271,17.473829,0.2091875,14.9825,11.09,10.63,10.77,11.4025,109.2932085,435.7142855,35.9876545,209.0158045,22.995361,310.345057,374.3224255
1,15.75,410.913475,9.867121,2049.987448,0.516206,35.878266,7.1218315,2.9815585,43.1356635,2.044956,0.207256,-0.047016,0.551242,0.2437575,101.9725,69.87,11.26,4.061264,17.3025685,0.1832405,14.2375,11.2475,10.67,10.79,11.4025,54.7836765,291.1904765,25.5555555,144.1091955,16.865474,310.406094,372.2998205
1,16.25,410.3216485,9.8765405,2061.0761335,0.683933,32.657908,6.677558,-1.565358,43.471927,1.856195,0.175908,-0.032595,0.4436005,0.215704,101.964,70.25,11.3,3.813078,17.086742,0.193503,13.1725,11.3,10.7725,10.805,11.4075,10.869661,145.8333335,12.5925925,78.771552,8.9131875,310.824857,369.87534
1,16.75,412.980592,9.72011,2071.014407,0.663108,22.322269,5.4283135,-3.902895,23.219075,1.5552345,0.1365665,-0.016677,0.3807085,0.1648335,101.9705,73.62,10.67,3.414862,16.8153555,0.238849,11.89,11.3625,10.845,10.835,11.405,-27.8396395,47.797619,3.703704,21.9827585,3.2803185,309.993213,367.339583
1,17.25,413.993683,9.731706,2094.8440715,0.660926,14.0037575,3.9301565,-4.181805,10.714997,1.4267215,0.1186205,-0.0130885,0.403508,0.132148,101.97,76.975,10.08,3.1280795,16.7901375,0.306553,10.5325,11.365,10.9125,10.88,11.415,-54.26628,6.190476,0.37037,0.6106325,1.3585155,310.0253535,363.38367
1,17.75,418.887408,9.78295,2163.63147,1.096402,38.492011,2.609164,-6.578882,12.2656665,1.414592,0.114518,-0.013318,0.3693655,0.1363665,101.994,79.82,9.62,2.577609,16.193413,0.307993,9.57,11.35,10.975,10.9,11.43,-59.5815765,0.119048,0,-3.0531605,1.259112,306.8677455,360.8934285
1,18.25,422.89408,9.83311,2163.573501,1.091081,19.6752375,1.4630925,-4.920796,8.738986,1.448429,0.128603,-0.0164215,0.3809435,0.1426645,102.0195,81.15,9.29,2.2599785,15.851733,0.311918,9.295,11.3375,11.01,10.88,11.405,-55.050131,0,0,-3.232759,1.39165,307.944896,359.3039835
1,18.75,426.136595,9.803102,2199.104295,0.877748,17.929781,0.7540905,-3.955413,10.1199255,1.4157465,0.1276645,-0.014902,0.413532,0.1426355,102.025,82.45,8.72,1.997333,15.4800175,0.269363,9.125,11.33,11.02,10.87,11.375,-54.3334125,0,0,-3.125,1.457919,305.5005535,358.125906
1,19.25,427.26394,9.806527,2231.451191,1.1610695,18.313026,0.3702725,-3.385286,8.3708655,1.4523635,0.1342165,-0.016277,0.420767,0.1389685,102.05,84.85,8.67,1.7376205,15.070502,0.275745,8.9175,11.3275,11.015,10.88,11.3575,-57.457942,0,0,-2.801724,1.457919,301.8810895,356.636079
1,19.75,433.15238,9.845446,2246.06509,1.180098,22.37735,-0.1558145,-3.1451605,6.7778695,1.179586,0.1067595,-0.00965,0.416923,0.124925,102.0475,85.45,8.46,1.58959,15.011619,0.2813915,8.7725,11.25,11.01,10.9,11.345,-51.980186,0,0,-2.7658045,1.4247845,305.5743265,356.3938015
1,20.25,431.910014,9.663104,2257.1178665,1.135577,26.813337,-0.9450055,-4.125085,10.2217175,1.1645325,0.116938,-0.014062,0.3678335,0.126831,102.057,86,8.19,1.477045,14.864204,0.281228,8.6725,11.1775,11.03,10.92,11.335,-49.103426,0,0,-2.6939655,1.3585155,306.4270515,355.6406135
1,20.75,433.7275275,9.799673,2256.507709,1.429636,21.958252,-1.5840725,-3.80431,8.3883455,1.334933,0.1190665,-0.0094785,0.422628,0.1321495,102.059,86.55,8.16,1.399745,15.041786,0.257414,8.456,11.1175,11.03,10.925,11.3425,-51.512874,0,0,-2.658046,1.457919,302.142296,355.298343
1,21.25,435.836238,9.688848,2252.532712,1.533932,38.020558,-1.9040605,-5.344949,6.38668,1.3876835,0.126099,-0.0137875,0.4270875,0.1389055,102.088,87.6,7.827,1.312299,14.61582,0.27311,8.313,11.0075,11.025,10.93,11.3475,-53.9491725,0,0,-2.801724,1.39165,303.830916,354.056472
1,21.75,432.299218,9.552745,2287.1516835,1.145508,36.834383,-2.5217875,-5.232006,7.1091255,1.289523,0.1211355,-0.013935,0.4219685,0.141501,102.1035,88.2,7.543,1.229444,14.2140655,0.300042,8.05225,10.9475,11.01,10.95,11.3525,-44.346306,0,0,-2.801724,1.325381,309.0826305,353.2060995
1,22.25,432.432399,9.324105,2266.756209,1.165418,23.701431,-2.921704,-4.746562,6.884894,1.3656305,0.129146,-0.01489,0.4538555,0.152417,102.076,88.9,7.586,1.141064,14.1569545,0.290176,7.966,10.81,10.9675,10.955,11.3525,-44.435285,0,0,-2.658046,1.3585155,312.525138,351.9077095
1,22.75,431.3557575,9.4267195,2248.5491525,1.1811175,27.356827,-3.400959,-2.900747,8.096116,1.310133,0.1129205,-0.012397,0.392635,0.127683,102.086,89,7.627,1.175741,14.199379,0.294881,7.9495,10.735,10.975,10.96,11.355,-43.3976955,0,0,-2.729885,1.4247845,309.9028555,351.468634
1,23.25,430.113893,9.36577,2273.475694,1.221451,28.94257,-3.9813885,-2.834354,9.940562,1.3281665,0.118896,-0.013695,0.4497005,0.1329175,102.0825,88.7,7.596,1.11319,14.0956355,0.2803585,7.99825,10.7,10.96,10.965,11.355,-42.51136,0,0,-2.6221265,1.325381,310.764344,351.4652405
1,23.75,432.973182,9.3851465,2291.696606,0.693817,39.05209,-4.5148975,-5.366561,7.081665,1.309332,0.1183265,-0.014146,0.415228,0.1299345,102.085,89,7.35,1.086659,13.971283,0.2986705,8.0195,10.6925,10.95,10.96,11.365,-39.349148,0,0,-2.6939655,1.259112,311.3335565,351.316366
2,0.25,432.079822,9.397336,2192.014333,1.460195,30.937456,-5.1113955,-1.5523875,26.217626,2.1053865,0.1634005,-0.0287395,0.5224865,0.1931065,101.8315,82.2,8.775,1.9314565,13.2355165,0.2473995,8.9475,12.14,12.2675,12.29,12.3625,-78.0456065,0,0,-3.6278735,1.6235915,292.34641,356.5738745
2,0.75,426.0490975,8.939325,2171.845464,1.331424,21.116897,-5.966409,-1.625836,29.35425,2.117567,0.162416,-0.032795,0.5051805,0.2057625,101.8355,82.45,8.34,1.900057,13.026365,0.275575,8.755,12.0925,12.2075,12.305,12.365,-75.5527785,0,0,-3.4123565,1.6235915,292.227639,356.3963675
2,1.25,427.549771,8.959995,2190.556045,1.167926,22.806883,-6.328349,-2.373554,34.921434,2.088091,0.172311,-0.0329785,0.4852585,0.2044525,101.8365,83.3,8.57,1.757422,13.0879435,0.26876,8.625,11.995,12.16,12.31,12.35,-74.259751,0,0,-3.304598,1.590457,295.14174,355.775621
2,1.75,425.8757095,8.8869235,2176.845545,1.3202045,28.8917005,-7.075612,-2.186318,33.016108,2.065969,0.164685,-0.0320405,0.502813,0.2025565,101.8395,82.3,8.475,1.7459525,12.8635915,0.280326,8.5575,11.975,12.1625,12.315,12.38,-70.676949,0,0,-3.232759,1.4910535,294.3547045,354.72624
2,2.25,427.944796,8.598309,2175.544896,1.133974,25.831749,-7.4630155,-2.198891,26.012932,1.95702,0.1712215,-0.031717,0.5118665,0.1826185,101.84,83.9,8.32,1.6822225,12.733201,0.310944,8.63275,11.91,12.1575,12.305,12.39,-68.243507,0,0,-3.2686785,1.590457,296.248515,355.027678
2,2.75,425.5758685,8.610715,2152.448598,1.4068225,23.55722,-7.67192,-2.9972965,34.409855,1.9003735,0.173745,-0.0313305,0.5453115,0.1888705,101.8355,84.8,8.06,1.729191,12.4854315,0.349118,8.295,11.84,12.135,12.31,12.41,-67.707414,0,0,-3.232759,1.457919,293.659124,353.697258
2,3.25,426.3552645,8.482198,2162.0295085,1.1699165,24.7542425,-8.160919,-2.024673,28.627646,1.775367,0.1572865,-0.02535,0.488013,0.18494,101.825,85.65,7.9155,1.591554,12.615806,0.321014,8.1285,11.7025,12.0925,12.285,12.4,-69.69809,0,0,-3.304598,1.4910535,295.4428575,351.577795
2,3.75,426.97803,8.4179545,2183.8285525,1.393517,36.1643595,-8.4491645,-1.35316,27.366464,1.875053,0.1562675,-0.027695,0.481585,0.1865145,101.8195,86.2,7.8825,1.5428565,12.3605285,0.291763,8.046,11.645,12.065,12.275,12.41,-66.3631355,0,0,-3.08908,1.590457,295.451111,351.870708
2,4.25,426.4124505,8.4242155,2178.6973295,1.1813525,30.3146055,-8.4869815,-3.209084,25.905336,1.8583245,0.1590185,-0.024714,0.479365,0.1886275,101.8185,86.4,7.737,1.389269,12.1168075,0.2902285,7.65925,11.585,12.02,12.265,12.415,-65.6059,0,0,-3.08908,1.4910535,292.559029,351.160393
2,4.75,429.5112885,8.0813575,2180.889883,1.2419715,22.268337,-8.735853,-1.5509925,27.8908395,1.812083,0.1478725,-0.022167,0.481669,0.1801735,101.818,85.75,7.559,1.3483675,11.8406465,0.2817785,7.61025,11.5125,11.97,12.27,12.4075,-65.8325195,0,0,-3.1968395,1.656726,287.3883135,350.207386
2,5.25,428.4501715,8.041643,2170.384583,1.349849,20.636988,-8.6692235,-2.7611775,29.5648615,1.9023805,0.164443,-0.0256865,0.4784725,0.185048,101.8425,86.7,7.292,1.26763,11.7593885,0.348917,7.6005,11.41,11.9225,12.255,12.4,-68.1423025,0,0,-3.232759,1.4910535,289.0598935,350.013815
2,5.75,430.492824,7.876675,2177.448346,1.542141,26.1752555,-9.088581,-2.5499585,26.0767075,2.0001595,0.1628925,-0.02713,0.493615,0.194805,101.861,86.2,7.447,1.262627,11.743431,0.297698,7.523,11.385,11.875,12.24,12.415,-67.742946,0,0,-2.945402,1.590457,291.264591,350.152428
2,6.25,428.8983005,7.946015,2207.0531235,1.1026275,22.351065,-9.1598115,-0.328657,24.5705975,1.6771985,0.16061,-0.0260095,0.4515305,0.191331,101.857,86,7.356,1.36395,11.6913075,0.3076855,7.361,11.3025,11.82,12.22,12.3975,-63.456401,0,0,-3.08908,1.6235915,291.9043785,348.5311435
2,6.75,430.045882,8.357435,2216.454181,1.750133,29.3283585,-9.088581,-3.266407,22.518422,1.613069,0.1686315,-0.026494,0.4754045,0.1866645,101.856,85.5,7.248,1.387274,11.5979405,0.2791555,7.3995,11.195,11.77,12.21,12.405,-63.787639,2.97619,0.246914,-0.933908,1.988072,289.812446,348.591952
2,7.25,428.826125,8.186394,2195.040413,1.495701,30.8022275,-9.7119655,-1.157329,32.582513,1.5869655,0.161416,-0.027054,0.4809905,0.200801,101.872,84.85,7.035,1.502209,11.275605,0.331275,7.755,11.08,11.735,12.185,12.3975,-35.3809505,43.2738095,3.08642,18.390805,3.976143,289.8536355,349.225418
2,7.75,431.577644,8.47125,2181.285504,1.029074,26.49055,-9.7587705,1.123054,33.638586,1.915542,0.1892585,-0.0338445,0.4987585,0.210631,101.904,82.55,7.7435,1.735705,11.410126,0.282951,8.57,10.97,11.7075,12.14,12.3925,10.463076,164.2261905,13.3950615,79.058908,13.6845595,288.839217,351.169607
2,8.25,429.0707705,8.538131,2155.7345745,0.932092,27.7256915,-9.503891,10.404516,50.280295,2.166179,0.203753,-0.045706,0.5248435,0.2351585,101.9305,79.13,8.39,2.150666,12.1999625,0.3100405,10.485,10.88,11.715,12.11,12.395,73.422481,379.642857,40.493827,161.70977,24.784626,283.607017,354.598969
2,8.75,426.728667,8.595145,2116.272406,0.984233,36.828773,-8.634117,13.1085605,55.068004,2.421672,0.2164695,-0.056545,0.595484,0.2781465,101.9545,75.25,9.32,2.942024,12.9122565,0.2992055,11.775,10.815,11.575,12.07,12.38,151.27462,571.309524,52.716049,251.508621,26.706428,288.138005,357.959905
2,9.25,421.502341,8.34488,2064.205327,0.584614,28.797394,-7.1078045,18.3846865,55.083098,2.6283455,0.2234025,-0.0636945,0.624947,0.290041,101.961,70.63,10.06,3.6029145,13.917623,0.294916,13.1525,10.83,11.655,12.07,12.4275,231.27097,767.9166665,53.580247,344.9712645,28.2306165,287.638757,363.006284
2,9.75,418.0011015,8.597457,2044.040811,0.528695,27.023709,-4.736818,26.2317585,60.290497,2.8693155,0.240034,-0.063605,0.6700275,0.2955915,101.97,68.16,10.66,4.00513,14.434077,0.3418425,13.7,10.89,11.565,12.03,12.41,302.061796,919.404762,54.567901,422.701149,34.327369,294.82305,368.082099
