DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,H2O_1_6_2,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_5_1,CH4_1_6_1
1,0.25,4.92909797647564,19.3604558723138,1.08633240229541,3.24502738531345,4.87704681727726,4.46246419359895,48.40126660413,19.4545303854241,1.13195278882789,122.923165919355,14.1313172322166,2.50399983254035,434.163125228456,4.197,3.36625,2.12425,1.774,1.1755,17.39845,17.2223,17.3804625,17.38534,17.45946,17.36345,15.83232,96.33810975,97.8445,9.1601475,15.61175,15.52625,15.425,15.42925,15.364,2.6275,-0.102,4.0275,2.87475,391.505,404.7,401.5525,395.2925,2.58275,0.14,0.30275,0.19825,3.5955,0.31,0.22025,0.12275,0.12975,0.23,12.77885,12.3547,11.950275,13.35885,11.46335,12.099525,11.98395,10.89565,13.049175,12.885175,12.041925,11.7328,13.609975,12.52375,12.848575,11.421725,12.58255,12.431225,12.233025,11.822725,13.43645,11.7912,8.806,6.58602499999999,6.6652,9.21,17.3387072004823,13.4611782529158,13.5239021937415,13.4041227547892,13.455608757786,13.0732943697067,13.0149704251653,437.061761081657,435.371821771882,436.971381594252,434.086518239553,436.965838695296,433.215496344049,439.106708366099,436.283292889359,439.657488553722,441.642412959252,449.668324525124,447.402924525634,2170.00650307482,2055.70230675213,2136.81090085217,2158.92089841933,2154.49063721076,2211.9671340782
1,0.75,4.29497494867773,19.524134793546,1.15366757785523,6.95712207514467,2.27796226211055,6.17387891773234,20.6972492299242,13.3647866538407,1.14477080352778,42.5084116507832,27.4118200756272,2.52539794100479,433.90343670441,3.78675,2.854,1.953,1.84325,1.1955,17.5333525,17.1685,17.5710325,17.56935,17.34633,17.35836,16.05706,96.322655,97.267,9.1183425,15.53725,15.096,15.088,14.99875,15.31975,2.4275,-0.166750000000001,4,2.732,389.3925,402.2175,395.5325,395.275,2.6855,0.14,0.29825,0.1955,3.56025,0.31,0.23,0.12,0.12975,0.23,12.640825,12.29495,11.927375,13.3469,11.4454,12.0451,11.94755,10.844875,12.93935,12.7046,12.039825,11.70085,13.457825,12.45605,12.859025,11.441225,12.57405,12.2937,12.2352,11.8318,13.436,11.779725,9.39707499999999,8.548,7.2801,8.77624999999999,16.9412883779484,13.6219592682828,13.3720947627791,13.7863975816579,13.8172811661572,13.685041226188,13.5220412295148,435.19553811859,435.936037982468,434.281719861928,436.837248702984,435.499216196509,438.332188960067,435.981630223986,435.492829587577,440.046717512196,439.609391555911,448.499078332039,451.677681928135,2135.79089639647,2055.39057322727,2131.39285002473,2054.95208170587,2057.09512258938,2052.19480756366
1,1.25,4.30446888462912,18.9631448772371,1.38441576111406,2.60864256774882,2.52930260431945,2.81049756194305,10.5291361696994,25.9480431143896,1.09681443209125,15.7050009064148,30.0697776351219,2.56842354038373,432.847697575927,3.57225,3.08499999999999,2.1535,1.901,1.2055,17.0952225,16.8585,16.98269,17.01516,17.06395,17.0508225,15.75194,96.29866425,97.255,9.5009325,15.14825,15.22775,15.2255,15.093,15.05875,2.655,-0.0980000000000007,4.1275,1.854,385.1725,399.5625,396.3275,393.375,2.66025,0.14,0.3055,0.19,3.5275,0.32,0.22025,0.13275,0.12975,0.23,12.530075,12.180675,11.903975,13.333625,11.425875,11.89795,11.92385,10.795075,12.74545,12.499275,12.0385,11.668875,13.273825,12.344575,12.866375,11.459275,12.37715,12.07765,12.238375,11.839875,13.435225,11.7701,7.98445,6.005575,7.177125,7.99924999999999,17.1304911145139,13.3885801119727,13.342749944227,13.4130421217359,13.498342414977,13.4640264169808,13.1123240326998,436.009101108855,434.029394928067,436.696278061615,431.57618119265,437.008177589348,432.008909387132,439.019268750542,437.361857598131,440.381086102967,440.005936743552,446.914398356899,448.146796449969,2148.10672673822,2059.87243286081,2111.57986269169,2161.53666665086,2162.68548139403,2156.65054698546
1,1.75,4.47993832606456,19.2767242275723,1.31181099159621,3.17344853781572,2.44116601279411,3.47319581922115,33.0158271179977,21.7446715561989,1.01709534940445,24.7412099614557,46.9065415588615,2.56117055415212,431.848648331635,3.43775,3.06425,2.033,1.808,1.164,16.959185,16.5861,17.0074175,17.00538,17.584235,16.7315425,15.21829,96.2970795,97.365,8.97206,15.1095,15.0955,14.93975,15.01275,14.95925,2.6275,-0.0397500000000001,4.0275,2.0785,384.905,400.8675,396.6875,391.7725,2.6275,0.14,0.31,0.1755,3.4895,0.32,0.22025,0.13275,0.12975,0.23,12.605475,12.12735,11.8822,13.3143,11.40965,11.7816,11.926775,10.78915,12.850775,12.4008,12.04195,11.63785,13.019575,12.3292,12.81715,11.473875,12.19115,11.92645,12.248625,11.848875,13.4358,11.757475,6.726,4.886225,6.15495,8.51,17.4173974793561,13.2155060213189,13.3526917634924,13.3301613179688,11.9806011547865,12.3036970787875,12.261867340903,436.043717537108,433.780719762524,436.885018667557,433.907897995683,435.896646847958,435.229921469254,438.276683183373,436.157254272545,439.903508620244,435.721055213873,448.958734313386,445.481819669185,2147.25618161178,2063.43009795035,2182.11144073953,2172.45690992387,2104.23139467762,2108.10781312774
1,2.25,3.94308642189155,19.4526686062246,1.30896355864583,4.87271053363256,3.54216818408559,3.00557155917808,22.1197252019434,15.1168013990026,0.984150153035074,13.6694551627192,31.0756533296631,2.68762110390838,431.192261010254,3.30025,2.82825,2.05625,1.66025,1.151,16.606095,16.503,16.56429,16.63268,16.52782,16.536135,15.23681,96.30073525,97.76475,8.765905,14.99725,14.80425,14.62675,15.00325,14.87925,2.8275,-0.0585000000000005,4.3,2.28575,385.6825,397.76,395.315,392.8525,2.60925,0.14,0.31,0.1855,3.45225,0.32,0.23,0.12275,0.12,0.23,12.5719,12.1021,11.854475,13.279125,11.403775,11.57175,11.83895,10.806675,12.72765,12.228725,12.05015,11.60685,12.75535,12.235375,12.7234,11.485125,12.17575,11.833325,12.2613,11.857875,13.436925,11.74885,7.744,5.45065,6.50079999999999,9.3385,17.1742124667752,13.9152800435232,14.5415358900178,14.5464782729493,14.6149099664503,14.5079410876197,13.6071266292255,436.528184484748,434.57935935524,436.875117382269,432.816681594487,437.785322517281,431.721881600431,438.855524781249,436.480481904505,439.619908213215,437.088219295252,449.572862624783,458.770686568982,2165.62531784032,2056.15209669012,2107.37298423321,2166.88787401772,2181.23858524836,2183.43914039196
1,2.75,4.69197225536928,18.3160893040097,0.953065677024385,6.96471436575229,2.13915000057264,6.63358848444078,71.9951701501399,18.7061014932896,1.16749105993128,21.7792898798717,20.3776611632779,2.78113114895931,430.713269132828,3.7425,3.2715,2.121,1.8385,1.1575,16.53967,16.1867,16.54929,16.41867,15.469915,15.702215,14.8432,96.30577525,97.9355,8.7475675,14.2995,13.96,13.75625,14.82025,14.69175,2.5275,-0.00775000000000077,4,2.10825,382.955,396.98,384.7375,389.815,2.62275,0.14,0.31275,0.17275,3.43125,0.32,0.23025,0.13,0.12,0.23,12.505625,12.01475,11.823025,13.24295,11.397325,11.354225,11.73155,10.821225,12.575,12.139775,12.0572,11.576825,12.531525,12.1234,12.61745,11.492475,12.1287,11.71415,12.269525,11.865875,13.43425,11.740275,7.609,5.1303,6.240125,10.44575,16.6783497009848,13.8187830669416,14.2832320858898,14.158943118883,14.4016178874684,14.5975815532619,13.7317927736191,436.687712737178,434.423404701113,439.04249080039,435.593831216212,437.738554093596,435.552172325258,439.991119914959,436.68722376261,440.149539560865,437.12767360849,453.664789192816,445.998769460816,2158.74621190423,2069.65548019748,2165.49861529728,2153.80293634872,2104.80886055093,2104.04897825402
1,3.25,4.4225846539081,17.9983403851211,1.05473884289964,7.22303443683057,1.92825326453361,5.85079574257748,84.5212744634756,20.0392039034298,1.05898140412197,102.852574130092,51.2013399504472,2.78318325312628,429.872724269213,3.831,3.10825,1.9275,1.8905,1.091,16.1918925,15.5535,16.03793,15.94997,15.433255,15.428045,14.56014,96.30850575,97.41525,8.9465175,14.1305,13.92375,13.69975,14.06725,13.93325,2.6825,-0.104,4.1825,2.09275,382.25,396.0025,385.735,388.7275,2.6565,0.14,0.29825,0.17,3.3505,0.32,0.24,0.13,0.12,0.23,12.427425,11.9156,11.785875,13.193925,11.3903,11.210325,11.594975,10.8329,12.416575,12.0467,12.0622,11.576225,12.3046,11.96355,12.501175,11.496475,12.0453,11.629375,12.27035,11.87295,13.434025,11.729775,7.045375,4.8919,5.39845,8.9295,16.4083227659079,12.1804398113072,12.6597779627861,12.4207908708472,12.7396504543171,13.3073128538438,13.0373562708645,437.578133430821,433.250671131514,438.562406325897,431.537430294034,437.811939962226,431.985346987631,438.815972357627,436.440635826834,440.655189001607,441.015619467425,455.744070479855,458.124711947411,2142.45449574289,2068.86161465972,2095.54001278484,2145.1832277962,2152.48879192092,2151.67046708582
1,3.75,4.8187780344664,18.5666656042813,1.02822148224164,5.59500586302427,3.36050413405374,7.8414593266912,49.4691626123892,23.00695304578,1.19454203467433,24.3327318557811,27.6138484591366,2.43493677494968,430.013746811126,3.92975,3.47975,2.52699999999999,2.12975,1.1975,15.95999,15.3766,15.684155,15.67999,15.414085,15.442575,14.50871,96.29431925,97.324,8.7881625,14.23775,14.16025,13.68,13.84775,14.017,2.6,-0.11975,4.1,2.1155,380.965,398.575,383.25,385.84,2.66,0.14,0.3055,0.1655,3.23175,0.31,0.2415,0.12,0.12,0.23,12.37115,11.7994,11.7409,13.134425,11.3837,11.2131,11.449425,10.8426,12.370675,11.959425,12.062225,11.580325,11.97425,11.798325,12.3551,11.496575,12.01225,11.61725,12.26125,11.878075,13.433475,11.7192,6.9773,3.94305,5.836,8.22799999999999,16.3749812789095,12.5297670966292,12.525233807029,12.3821926567317,12.3824456429532,12.7960267915979,12.6967484470372,437.154949679753,433.611554234379,438.765784985828,436.693790599134,438.657389965223,438.622649774298,439.066115837774,437.453644771313,444.351125098484,438.10961233233,458.246892775711,449.042085835711,2167.29738049991,2153.62894983037,2148.95761780232,2132.90587402416,2081.4482800894,2080.77447002027
1,4.25,6.15371656164635,17.9928894569143,1.18810841630326,10.9634296927201,2.23615529520951,17.1006195757784,48.7889112117036,31.8321316777056,1.30197729676213,31.0334330967794,38.9798735824636,2.72428941161422,430.625038429614,4.50575000000001,3.89599999999999,2.77975,1.943,1.152,16.47244,15.0941,16.32823,16.19339,15.58683,15.308205,14.6008,96.2866325,97.482,8.566175,14.41125,14.09875,13.738,14.20575,14.20825,3,-0.1595,4.5,2.212,383.7925,396.3375,383.9375,387.435,2.5265,0.13,0.2955,0.1655,3.14825,0.32,0.261,0.11275,0.12,0.23,12.314275,11.6792,11.688675,13.101575,11.3771,11.227875,11.278325,10.850375,12.45125,11.876475,12.056275,11.585425,11.821675,11.686675,12.198275,11.493325,12.033225,11.658575,12.2444,11.88225,13.43415,11.7106,6.6681,4.25675,5.8821,8.93449999999999,16.8648700148581,12.6827970702231,12.7978386512164,12.7427552859328,12.8309776218663,12.9374315755825,12.5487162370395,435.963544660231,434.522894813838,438.614060904763,436.236688412564,437.931607678625,434.306663353818,441.024497247628,437.907287671349,442.019292167457,442.244275790785,455.162831835578,455.530085625746,2124.56675473789,2069.98292793295,2086.87099398509,2104.96830024881,2137.36849969869,2137.30730475225
1,4.75,5.31604877929036,18.1665216479361,1.53967830757949,9.496245180023,2.96299670928635,19.2896385593612,56.1491332461457,36.5618473867387,1.33992017890227,105.987995981324,14.27301300427,2.63396538410459,430.45343702836,3.94675000000001,3.735,2.24549999999999,1.711,1.05825,16.8806075,15.7481,16.67754,16.36572,15.449275,15.2303625,14.50419,96.284112,97.684,8.6483,14.2565,13.93975,13.515,14.18825,14.26475,2.755,-0.0697500000000001,4.31,2.389,383.155,396.0475,383.155,385.1525,2.503,0.14,0.291,0.171,3.1075,0.32,0.24075,0.14,0.12,0.23,12.12435,11.5468,11.633175,13.060625,11.369925,11.2157,11.217475,10.856225,12.53305,11.797475,12.047325,11.588575,11.85885,11.67635,12.06845,11.4879,12.036275,11.701225,12.227,11.88545,13.43405,11.70005,6.45515,3.51119999999999,5.85925,7.98,16.5845622731135,12.9960408331333,12.8871253362647,12.8916182787274,12.9350901081459,12.9693609439724,12.7486573856329,436.705990220502,433.8316887814,438.035068555988,436.269994727977,437.155804033848,436.48543405696,439.25432396671,437.819617534489,442.561525976304,437.973380705743,459.547191293713,446.846661042175,2125.66333428904,2073.86314717488,2137.96355548894,2124.78759315603,2082.47035907589,2078.5786435125
