DOY2,HR2,H,LE,WS,USTAR,VPD,SW_IN,NEE,FC,CO2,SW_OUT,LW_IN,LW_OUT,NETRAD,TA,RH,H2O,CH4,FCH4,SC,SLE,SH,SCH4,PA,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,0.01704,3.14319,1.16965,0.21837,0.3205775,0,0.4342475,0.4037725,438.4879,0.02192,281.187725,285.448425,-2.522,-6.22507,93.97665,2.4017425,2090.751,5.92062,0.0240745775,0.04646652,0.10924,0.13674,96.3951475,0.760486325,0.8126553,0.33635835
1,0.75,0.24068,3.0420375,1.085,0.205406,0.32026,0,0.581988,0.5520012,437.64455,0.02592,281.59275,284.849975,-1.591,-6.52777,93.84333,2.3880975,2083.23275,5.363075,0.05143,0.08996,0.205525,0.14761,96.393875,0.794186025,0.74567165,0.32186805
1,1.25,0.452425,2.87936,1.0649475,0.2140225,0.31861,0,0.35802,0.413155,440.10845,0.0426875,282.612575,285.71385,-1.1161275,-6.27775,93.96332,2.379525,2085.305,4.91413,0.02510699,0.05279,0.0860675,0.09942,96.40113,0.7458655,0.7360475,0.34388
1,1.75,0.358565,2.4602325,1.235805,0.250065,0.31938,0,0.2300275,0.22711,439.596475,0.05704,282.1005,286.3957,-1.22646,-6.088785,94.37833,2.371975,2075.531,5.25797,0.03498,0.077280325,0.1804675,0.184075,96.456535,0.727062425,0.789991275,0.331505
1,2.25,0.6759025,3.8476175,1.1656725,0.235015,0.32625,0,0.50121,0.44746,441.85985,0.034065,282.7375,286.0857,-1.50562,-5.3255,94.3000175,2.4321005,2077.7425,5.81884,0.02707,0.08851749,0.1951775,0.10646,96.49057,0.77211915,0.785565,0.33921505
1,2.75,0.399525,3.39447,1.11327,0.2189475,0.3189525,0,0.467525,0.5106525,441.4145,0.038085,282.2925,286.69895,-1.35475,-5.673945,94.023325,2.45145875,2089.839,4.84535,0.015222245,0.094055,0.2839375,0.1229,96.41283,0.681725,0.75687955,0.33067165
1,3.25,-0.243147125,1.833515,1.08432,0.21817,0.325835,0,0.43834,0.50366,441.70435,0.044585,281.79775,286.66835,-1.35817,-5.321055,93.6791575,2.41386825,2087.549,6.18085,0.0095925,0.105245,0.1937575,0.10522,96.394255,0.6958,0.6917642,0.3336614
1,3.75,-0.0663963,2.76734,1.18187,0.2039775,0.32261,0,0.50356,0.49942,440.9757,0.043315,281.5669,287.029,-1.0651275,-5.299555,93.803345,2.423124,2087.51475,4.83989,0.01533917,0.05588571,0.11694,0.21219,96.38509,0.70959,0.81446,0.34532
1,4.25,0.24206607,3.17748,1.075665,0.2261075,0.30796,0,0.17929,0.14127,441.6216,0.0384775,281.5941,287.1247,-1.496875,-5.6828225,93.978325,2.3507625,2094.4915,4.86031,0.04574,0.047539385,0.13784,0.08074,96.39787,0.71016,0.69285,0.3340176
1,4.75,-0.30536,3.52298,1.09725,0.200305,0.32922,0,0.44829,0.414775,443.8867825,0.03848,282.6587,286.83515,-1.192935,-5.109195,94.15,2.496122,2076.8495,4.88324,0.02435,0.080535,0.1752175,0.12196,96.4033,0.732875,0.7811525,0.341195
1,5.25,0.21572,3.31772,0.9173125,0.2111225,0.31655,0,0.1706,0.1928,443.4828,0.034,283.4717,287.605975,-0.964375,-5.11968,94.86418,2.5197625,2077.469,4.46082,0.0274325,0.049776575,0.1526,0.142515,96.38989,0.69624545,0.77233,0.299905
1,5.75,-0.49,2.6708425,0.964535,0.19312,0.29535,0,0.33009,0.278395,443.67475,0.037875,285.98215,287.5832,-1.137335,-5.19357,94.79666,2.506351,2085.472,5.19518,0.0296875,0.0501575,0.1093375,0.114575,96.4310575,0.709795,0.705,0.30654715
1,6.25,0.30864275,3.623285,0.920455,0.178415,0.287155,0,0.370751525,0.371231775,441.727925,0.0499975,285.998925,288.08865,-1.1113325,-5.73543,94.6624875,2.5112645,2087.6945,4.26915,0.02895,0.0677175,0.0790525,0.09063,96.38896,0.645231975,0.705021975,0.307185
1,6.75,0.1119126025,2.6117775,1.1468775,0.19109,0.2779275,0,0.336065,0.278285,443.32065,0.0661275,284.72265,287.76385,-1.089625,-5.92986,94.5154075,2.528457,2081.5515,5.10002,0.0266075,0.07838,0.150793725,0.08907,96.3973,0.7163075,0.717925,0.32954255
1,7.25,0.1603,2.99989,1.08606,0.20267,0.2784425,0,0.36426,0.358635,442.69445,0.5454575,285.657725,288.61775,-1.0088725,-5.978905,94.454585,2.5340675,2085.84275,5.2605,0.02359,0.07199,0.239455,0.0714,96.384495,0.853085,0.8068725,0.365735
1,7.75,0.257325,2.3833125,1.022575,0.16503,0.3011575,0,0.242025,0.18141,441.17195,5.8352275,286.509675,289.9724,0.6986225,-5.9102675,94.3500075,2.4670325,2092.257,4.1374275,0.034445,0.099815,0.30848,0.100275,96.39335,0.80615,0.742815,0.3357775
1,8.25,0.82104,3.5285825,1.06791,0.19726,0.31758,33.05725,0.2855375,0.3091875,441.84715,23.6755,287.5535,290.9317,5.0012925,-4.5859825,94.446245,2.5450225,2087.24475,4.5791275,0.027695,0.15302,0.60312,0.12982,96.6196,0.7758925,0.8041225,0.38305
1,8.75,3.14126,5.0882125,1.13785,0.217415,0.34158,97.174755,0.3437875,0.3053225,439.6343,56.309,288.8922,291.9583,17.66058,-5.23117,94.13499,2.5877,2086.109,5.03733,0.03646,0.1709075,0.76228,0.12585,96.5370875,0.90107,0.917255,0.4066625
1,9.25,6.36663,5.39449,1.28384,0.2090725,0.39805,172.21615,-0.16299,-0.16,437.65515,95.779,286.603175,293.3569,25.7145225,-4.5874725,93.7458275,2.65015,2083.241,5.86232,0.018225,0.20638,1.13256,0.050005,96.49781,0.97749,0.99531,0.45737
1,9.75,12.2331,7.14844,1.300985,0.229145,0.48145,195.3319,-0.2486775,-0.24457,436.355525,134.3933,289.05465,295.7985,30.7369175,-4.2885575,92.7734275,2.615695,2079.6485,6.1224125,0.014495,0.25511,1.2890275,0.09118,96.52079,1.00808,1.05384,0.47512
1,10.25,18.38427,8.0449125,1.3009375,0.240685,0.52686,284.61995,-0.613455,-0.6299375,436.282775,195.129025,289.568375,295.426075,38.8158475,-3.87092,92.469345,2.624195,2079.363,5.07611,0.0121375,0.2467,1.12674,0.11904,96.50188,1.065339,1.109075,0.480555
1,10.75,22.1475075,9.882405,1.44501,0.26413,0.6732975,304.5555,-0.711565,-0.65167,436.00645,203.6638,289.7003,299.4427,46.30933,-3.706135,89.9432325,2.57494,2077.5465,4.4104675,0.00851,0.212555,1.30817,0.03399,96.497245,1.16855,1.1390075,0.517785
1,11.25,25.00518,9.98712,1.42402,0.28327,0.769665,343.0257,-0.5639027,-0.527165,433.82645,220.39385,289.191,301.03275,45.07012,-3.564655,88.439645,2.6835075,2077.469,5.407575,-0.00104,0.16405135,1.0147025,0.0173125,96.486875,1.05994,1.13946,0.50993
1,11.75,26.0618425,11.8802675,1.51923,0.265425,0.8841575,387.6209,-0.642085,-0.582315,432.97465,233.587175,288.52645,300.01405,57.623995,-3.2001,89.12624,2.6988935,2076.1455,5.2653475,0.00681,0.133855,0.845655,0.06354,96.419485,1.0998825,1.1661075,0.5146375
1,12.25,28.5740725,9.8886425,1.50018,0.28453,1.038615,367.225475,-0.57873,-0.553655,432.7113,235.3653,288.5016,301.596575,64.36202,-3.15929,87.17999,2.6662025,2073.8615,5.63128,0.0052025,0.19153,0.90752,0.05366,96.3942675,1.21318,1.30298,0.528565
1,12.75,28.75909,10.34233,1.585045,0.275485,1.1100075,357.79505,-0.5587775,-0.55207,432.73745,225.5385,287.503525,301.81135,58.40341,-2.79577,87.62499,2.7032,2073.06475,5.32427,0.00366,0.14077,0.54076655,0.09908,96.37431,1.1625975,1.2425875,0.5016125
