DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,H2O_1_5_2,H2O_1_5_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CH4_1_1_1,CH4_1_3_1,CH4_1_5_1
1,0.25,3.83539954337825,7.90206459523438,0.159721671663634,0.921353661664262,0.153523510238021,1.67235304701064,3.83673614525881,0.0231003045073585,0.309737552800565,-14.168630898755,-2.97263295226142,0.60798765587343,3.515,2.89,1.345,0.71,7.00955,7.354,7.6686,6.60635,6.56315,6.2277,100.16422,65.395,2.71825,7,6.81,7.19,6.53,0.6,-2.71,1.7,-1.03,0.46,294.5,352.1,333.7,346.5,-0.04,0.06,-0.07,0.16,-0.04,-0.11,0.05,0,0.01,6.225,7.098,8.169,9.166,10.483,11.689,12.438,13.604,14.523,7.314,7.922,8.998,9.842,11.416,10.5595,13.094,13.825,14.538,9.711,10.25,11.382,11.887,12.55,13.712,13.526,13.558,8.136,8.67,9.465,9.976,11.474,12.4505,12.984,13.946,14.575,8.681,8.99,9.916,10.709,11.994,13.126,13.933,14.7635,15.151,-23.418,-9.523,-13.865,-59.7,5.4465670856808,6.21345994186494,5.60925921080883,6.53602483067296,6.4121434897485,6.32247991547849,5.66245492432842,6.60649596901924,5.67457449179188,6.44596322243807,5.69813511394436,418.695921034547,422.430135608977,423.767053327556,420.800816667965,423.144824599398,422.346185532604,424.079156034338,421.324887358222,422.963710647676,424.759045208276,425.39943650469,2037.73130186373,2039.32538001498,2045.73166485368
1,0.75,3.82769291814238,7.95121388498527,0.167462689535296,1.21551487589989,0.267389935045699,1.93701085382188,3.73278057555813,-0.476074684638209,0.323561599739857,-14.7915614738108,-4.46270718791243,0.645620247652007,3.46,2.885,1.36,0.715,7.1884,7.3905,7.64545,6.3297,6.3413,6.1465,100.14229,66.72,2.6265,6.89,6.815,7.08,6.555,0.7,-2.4,1.6,-1.015,0.475,303.2,352.15,334.2,345.45,-0.04,0.06,-0.07,0.16,-0.04,-0.11,0.045,0,-0.06,6.1095,6.977,8.126,9.156,10.4815,11.711,12.471,13.602,14.5405,7.263,7.8835,8.9725,9.788,11.4245,10.506,13.0925,13.8345,14.5285,9.7255,10.277,11.332,11.8875,12.5755,13.642,13.4875,13.5845,8.1485,8.6865,9.411,10.033,11.484,12.448,13.0005,13.955,14.5625,8.6015,8.9325,9.9005,10.7465,12.005,13.1355,13.9335,14.767,15.1525,-22.4185,-9.8345,-13.686,-45.3,5.44411345310109,6.17402915870706,5.57236516752757,6.62203059291295,5.58927317020577,6.62123464915759,5.55035771506867,6.73435281263181,6.37103453813964,6.4642968319341,5.7010552734319,418.629039180733,422.860340567801,423.548750246828,420.795458878092,422.796391628251,422.56735076,423.855811077021,421.63244223919,423.635964540431,424.713977356523,425.161667915855,2045.51646054132,2040.71514285796,2039.74313101095
1,1.25,3.93177910158165,7.88450947451798,0.169354367905976,1.30484791013145,0.277328225096279,2.01533169279732,4.02335482819016,0.460543478332874,0.314495450949399,-21.4525556595553,-3.21197504909721,0.693266033106774,3.57,2.91,1.41,0.755,7.2085,7.202,7.2528,6.1591,5.8707,6.0082,100.14628,66.165,2.5379,6.78,6.595,7.025,6.445,0.6,-2.255,1.7,-0.97,0.515,293.5,350.35,333,345.5,-0.04,0.06,-0.07,0.16,-0.04,-0.11,0.045,0,-0.06,6.1435,6.8645,8.1125,9.1265,10.456,11.7075,12.4685,13.6,14.5395,7.224,7.845,8.9475,9.765,11.4185,10.511,13.09,13.832,14.5285,9.7475,10.2695,11.3205,11.873,12.5715,13.641,13.4735,13.5835,8.0845,8.604,9.3645,10.0235,11.4795,12.446,12.9995,13.955,14.561,8.515,8.8885,9.89,10.726,11.9995,13.125,13.9315,14.7705,15.152,-22.7785,-9.5815,-15.299,-47.235,5.60058716483849,6.24523397833899,5.6247171055079,6.91688970358242,5.79320225345938,6.55297779338049,6.53592619684264,6.99035425999785,6.15380775368796,6.62512962189754,5.29810683009492,418.709682045993,423.403507370259,424.181935948302,421.176388683467,424.137443737513,423.290732005569,425.216400047357,421.952114584321,423.801450074265,425.287113830332,425.062197720898,2041.97939672061,2043.26899613464,2045.45951466489
1,1.75,3.7741539664378,7.61156658254913,0.155503145943581,1.0055077685615,0.2234923446744,1.30813114713206,3.0071212597402,0.819595126570655,0.301387893730627,-15.3411261195046,-4.85807942796682,0.647064111549546,3.685,2.835,1.345,0.72,6.953,6.836,7.2867,6.3741,5.48495,5.67,100.1574,66.875,2.4855,6.8,6.54,6.81,6.22,0.6,-2.24,1.7,-0.96,0.48,291.4,350.4,331.4,343.6,-0.05,0.05,-0.07,0.16,-0.05,-0.11,0.05,0,0.01,6,6.722,8.048,9.08,10.444,11.69,12.426,13.598,14.516,7.094,7.785,8.916,9.726,11.412,10.5585,13.083,13.814,14.535,9.677,10.204,11.29,11.861,12.564,13.575,13.439,13.563,7.985,8.473,9.253,10.001,11.461,12.438,12.983,13.942,14.568,8.447,8.871,9.79,10.682,11.988,13.1135,13.928,14.762,15.151,-23.9715,-10.379,-16.0635,-50.47,5.5229212703717,6.21873246834243,6.3206482438407,6.86626688673494,6.66445190324164,6.47750468066458,6.08209252014935,6.88990043265884,7.17000034439791,6.59313239697037,6.12981897904198,418.929391021696,423.668217018299,424.016521708732,421.518995577648,422.949863758736,423.409643177541,424.302849817625,422.222485429817,424.586729894188,426.8151096285,425.058024240323,2044.95193921868,2044.93271104717,2043.95106989212
1,2.25,3.98621195652321,7.21713105866502,0.160159922781585,1.09298644654621,0.117122311141695,1.21657220296723,3.99221690410109,-1.64178585490507,0.327610362188495,-16.7214269448507,-3.55528225653392,0.655052845206372,3.745,2.835,1.35,0.735,6.9694,6.7105,7.07615,6.3794,5.4603,5.4086,100.15951,68.16,2.3698,6.72,6.32,6.685,5.995,0.6,-2.3,1.7,-0.925,0.475,293.75,348.25,331.25,343.1,-0.04,0.055,-0.07,0.16,-0.05,-0.11,0.05,0,-0.06,5.831,6.642,8.0065,9.028,10.4535,11.695,12.4175,13.5805,14.512,6.933,7.656,8.891,9.7095,11.4055,10.558,13.073,13.796,14.5255,9.6045,10.2235,11.3215,11.86,12.5215,13.576,13.4645,13.515,7.922,8.402,9.225,9.998,11.4645,12.419,12.9665,13.9185,14.557,8.321,8.8195,9.754,10.6825,11.9845,13.102,13.9135,14.756,15.1485,-22.912,-10.673,-15.089,-52.055,5.33713699729611,6.09048738284011,5.54725434545954,6.96675090400905,5.3617859308923,6.48323649182937,5.68555882763426,6.99934104546695,5.6345686022914,6.3977398644506,5.14709323688782,419.581227918917,423.988546049944,424.630312910343,421.405611816802,423.567085368458,424.135389668921,424.972739143492,422.395291206474,424.50119300164,426.135770422296,425.601164739995,2043.63303450165,2041.56644169591,2043.2275120393
1,2.75,3.81070831809182,6.92496974145487,0.164612724530498,1.01466256806837,0.189083129948091,1.24568385104106,2.85764940387874,-0.429132248875406,0.338627268905651,-15.3858295260045,-3.6953830168745,0.651154934268294,3.59,2.81,1.29,0.74,6.4385,6.494,6.776,6.0615,5.2526,5.4998,100.180135,68.43,2.2631,6.58,6.17,6.71,6.08,0.6,-2.49,1.6,-0.955,0.495,295.1,348.65,329,343.4,-0.04,0.06,-0.07,0.16,-0.05,-0.11,0.05,0,-0.13,5.8655,6.4835,7.9245,8.9405,10.4505,11.6965,12.418,13.5775,14.5115,6.883,7.4875,8.8125,9.6815,11.4,10.5575,13.0705,13.807,14.528,9.5645,10.2345,11.3345,11.8465,12.557,13.5615,13.464,13.517,7.8275,8.3795,9.1735,9.949,11.4565,12.4165,12.965,13.9165,14.5555,8.261,8.777,9.722,10.673,11.9895,13.1115,13.9115,14.7535,15.148,-24.1685,-11.016,-15.524,-57.47,5.24866425640245,5.96832676852654,5.62672594380007,6.66228177624154,6.66586704243814,6.54330226986116,5.91401476870621,6.81241215529452,5.47732272357382,6.12057182307503,5.96370300449952,419.833750050878,424.440480808459,424.550147528573,421.604610593464,425.252996119406,424.364309932102,424.449753163747,422.601589400012,424.083822143825,426.524584050275,424.998377209724,2044.61841143835,2042.46333845082,2045.90809488581
1,3.25,3.87745829270811,6.36757842730199,0.161877611437155,0.954173418650541,0.236388708498308,2.00405021609267,2.9756132310622,-0.511889269505092,0.328625564671919,-17.8201625462844,-2.69430346970538,0.613723484777977,3.68,2.83,1.3,0.74,6.0978,6.233,6.43825,5.7833,5.2849,5.35065,100.17407,69.02,2.2348,6.39,6.18,6.55,6.14,0.6,-2.36,1.7,-0.95,0.51,291.5,347.7,328.6,343.5,-0.05,0.05,-0.07,0.16,-0.05,-0.11,0.05,0,-0.12,5.741,6.397,7.817,8.95,10.458,11.693,12.424,13.592,14.511,6.815,7.418,8.797,9.667,11.412,10.5575,13.071,13.804,14.524,9.555,10.254,11.323,11.838,12.543,13.564,13.409,13.547,7.743,8.285,9.13,9.914,11.451,12.424,12.981,13.894,14.547,8.249,8.723,9.682,10.67,12.006,13.122,13.919,14.75,15.146,-24.857,-11.123,-16.7815,-50.6,5.20875664935772,5.71634021305495,5.51280753105521,6.49893076270688,5.40490927086371,6.24953323128042,5.55542949464169,6.61869090032287,6.33175471908474,6.01584986833159,6.43568261046383,419.513411776538,424.42276859679,424.808149416666,421.668580838657,424.270199122994,424.853098264832,424.897090366425,422.336707780006,424.927199615683,426.861174868398,425.27704358453,2046.49911375957,2044.53615409232,2041.99327199562
1,3.75,3.91054842797881,5.92747675934305,0.157896315238768,1.29624495417471,0.308144106278247,1.57708390101099,3.68576671225613,-0.534206718511194,0.335838896295799,-18.7292080794834,-3.74860925936623,0.685855484052256,3.41,2.825,1.26,0.745,5.4312,5.755,6.0537,5.187,4.9708,4.87525,100.19935,68.595,2.2413,6.21,6.07,6.44,5.97,0.6,-2.91,1.7,-0.98,0.54,292.6,346.1,323.5,341.6,-0.04,0.05,-0.07,0.16,-0.04,-0.11,0.05,0,-0.13,5.539,6.32,7.768,8.923,10.449,11.693,12.428,13.589,14.512,6.732,7.422,8.799,9.665,11.405,10.5575,13.067,13.801,14.52,9.496,10.195,11.315,11.832,12.549,13.563,13.404,13.569,7.667,8.278,9.119,9.845,11.448,12.419,12.981,13.893,14.546,8.203,8.646,9.675,10.652,12.019,13.121,13.916,14.749,15.146,-24.682,-11.233,-17.6685,-62.6,5.1344845424748,5.97039550483246,5.4833911041357,6.6851640772383,5.61803592150859,6.23025464550247,5.81685401784071,6.81526622903477,5.63818227248242,6.18924259885946,5.6036390997224,420.053815558083,424.979021834651,425.142542355928,422.221001672374,424.602146176275,424.891519688133,427.440100942529,422.867581833177,425.019684246824,427.231720500397,426.640523837597,2044.77354269404,2046.62502877249,2044.61124499169
1,4.25,3.93067136309169,5.51209244021987,0.16897390692362,1.1913291451319,0.164789042861058,1.46341296779116,2.45763462804753,-0.611877274485884,0.313556812744306,-17.2314991078969,-3.85856065616572,0.698263059456429,3.505,2.81,1.29,0.73,5.3721,5.2975,5.80495,4.91865,4.87835,4.71305,100.17651,69.49,2.21055,6.05,5.795,6.445,5.94,0.6,-2.63,1.6,-0.96,0.49,289.1,344.75,326.4,341.3,-0.05,0.05,-0.075,0.16,-0.04,-0.11,0.05,0,-0.06,5.4435,6.2415,7.7145,8.8735,10.4235,11.6865,12.419,13.5695,14.509,6.668,7.436,8.744,9.646,11.3975,10.557,13.064,13.785,14.517,9.399,10.085,11.2755,11.827,12.515,13.6665,13.4815,13.4625,7.5675,8.18,9.094,9.7795,11.4335,12.4075,12.9595,13.912,14.5505,8.104,8.6515,9.665,10.622,12.004,13.109,13.905,14.749,15.147,-24.777,-11.365,-17.848,-64.885,4.85754732107707,5.78619827854705,5.90283061371431,6.42422094791375,6.34763683617218,6.18977336168133,5.85581855795559,6.82929507198651,6.68524519359388,6.24401475240778,5.880005781088,420.250106951093,425.451312403243,425.160699145841,422.380904578261,424.326008926857,425.91033502261,426.521039683847,423.153771941391,424.788616713869,427.460886730078,427.479939825189,2044.49377389689,2051.39232002381,2047.32242812275
1,4.75,3.67038317529502,5.80929146842099,0.159300138237103,1.32337856366411,0.158220177758074,1.27809253655423,2.68967248967661,0.508313439987084,0.316757388781608,-16.9593977395105,-2.86893207870567,0.675775520068613,3.3,2.7,1.245,0.67,5.31295,5.09,5.38995,4.95625,4.7883,4.56845,100.171295,69.945,2.2278,5.795,5.605,6.28,5.41,0.6,-2.79,1.7,-0.955,0.485,285.45,343.8,323.2,340.2,-0.045,0.06,-0.07,0.16,-0.04,-0.11,0.05,0,-0.06,5.3385,6.266,7.642,8.819,10.414,11.683,12.401,13.566,14.5085,6.606,7.4395,8.681,9.6015,11.3995,10.557,13.062,13.7825,14.515,9.32,10.08,11.277,11.797,12.528,13.628,13.4765,13.5055,7.462,8.1375,9.074,9.766,11.426,12.4045,12.958,13.911,14.543,7.9885,8.6195,9.641,10.6045,12.007,13.107,13.903,14.7495,15.1465,-26.396,-11.645,-18.931,-62.03,4.81446509864712,5.81330230410351,4.94880081812542,6.45799833973807,5.51491541376331,6.19367381865193,4.73203742870079,6.86817930338503,5.60223237184556,6.03990254555111,4.7316375252735,420.217056869564,425.646245318005,425.830435018204,422.093173839788,424.770681608482,425.947728325982,427.027906777779,423.207305263135,425.871303656306,427.892507737265,426.327462151889,2043.50683951168,2053.0605092728,2048.85050353374
