DOY2,HR2,FC,LE,H,G_1_1_1,G_1_1_2,G_1_1_3,CO2,H2O,PA,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_1_1_2,TA_1_1_3,RH,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,G_2_1_1,G_3_1_1,NEE
1,0.25,0.01,-12.98125,-92.6462,-26.185576,-10.3,-4,381.3631,2.803875,86.785395795,-11.8970295,0.049715,-6.665332,-14.00625,-13.8263,53.978225,0,0,0,199.738,250.1025,-73.33466475,-3.902,-1.52,-0.306025,0.1645,1.5835,3.3715,0.01972,0.15025,0.14,0.032526,0.26,-33.459533,-3.005065,0.092025
1,0.75,0.02,-13.2038,-88.124975,-29.10836125,-11.40495,-4,382.82613,2.781795,86.761952615,-12.21,0.04,-8.62310475,-13.966,-13.97735,54.168175,0,0,0,201.211145,250.05625,-75.525,-3.898,-1.389,-0.303325,0.16,1.6235,3.32185,0.0217075,0.1480925,0.16,0.04,0.17275,-34.1846425,-3.00512,0.170775
1,1.25,0.01895,-14.5566,-88.559521,-34.1192345,-12.65035,-4,382.90265,2.738445,86.7441460805,-12.27340325,0.04,-8.746842,-14.02125,-14.42,56.17055,-0.0193082475,0,0,202.00975,249.3388345,-73.02,-3.9292,-1.529,-0.26825,0.163,1.63,3.4288,0.0207875,0.1497775,0.14673,0.0394575,0.284575,-34.526288,-3.005315,0.388975
1,1.75,0.02,-11.22,-90.72727,-37.309101,-13.0561,-4,382.37345,2.49116,86.738542896,-12.40846625,0.03925,-8.97549925,-14.3159,-14.513,49.96000025,-0.00225,0,0,202.01,248.33025225,-71.33525,-3.94,-1.61,-0.314125,0.175,1.6325,3.371,0.03,0.159472244625,0.13,0.03464875,0.15925,-34.341518,-3.005655,0.3487
1,2.25,0.030775,-17.27685,-115.452352,-38.54704325,-12.1599,-4,382.66675,2.49595,86.964586103,-12.6886195,0.047,-8.91368325,-14.88585,-14.71,52.99633,0,0,0,201.49,247.82224775,-75.10699775,-3.946575,-1.66375,-0.319,0.19225,1.62225,3.4445,0.025347,0.16,0.15,0.04,0.1853076935,-35.43220425,-3.00518,0.034
1,2.75,0.01,-8.1328615,-99.7102,-35.06855225,-12.772875,-4,382.283625,2.4,86.92523331625,-13.4032985,0.04825,-7.8970215,-14.6851,-14.7789,48.69375,0,0,0,199.96,246.29241925,-75.65425,-4.126025,-1.73025,-0.3795,0.17525,1.63,3.359,0.027075,0.1821615,0.1783235,0.03825,0.211125,-35.8583945,-3.0052025,0.015075
1,3.25,0.011475,-8.2188,-96.9307629875,-30.31068525,-11.733125,-4,382.15835,2.38065,86.8984205125,-13.491722,0.05,-8.2649575,-14.6738335,-14.5378,48.6401725,-0.0112500175,0,0,199.78,245.9435,-76.02858075,-4.048425,-1.912,-0.4665,0.1635,1.61175,3.296275,0.024258,0.1565,0.1965,0.04,0.2307772802,-35.430761,-3.0052025,0.0663
1,3.75,0.00250000000000002,-19.70625,-104.16314975,-32.887744,-10.042715,-4,382.4035,2.33491,86.82599312,-13.7031725,0.05,-8.3395775,-14.68324675,-14.6275,45.325334,0,0,0,200.54225,245.364,-76.955996,-4.1213,-2.049,-0.54725,0.173,1.6215,3.3539,0.02,0.1449375,0.12,0.03885925,0.23955,-34.85412225,-3.0052025,0.145525
1,4.25,-0.54895,-12.228425,-109.264425,-34.5501425,-9.2293125,-4,382.5312,2.26854,87.15,-14.6475,0.038515,-8.49857625,-15.14333,-15.2198,49.76375,0,0,0,200.52,245.56725,-75.79792,-4.13675,-2.21525,-0.635,0.1735,1.61175,3.327525,0.02035,0.17496,0.134128018175,0.03,0.22005,-34.08698325,-3.0052025,0.308
1,4.75,-0.6512,-13.319,-108.797685,-36.3845945,-9.4286225,-4,382.524,2.5394,87.0567137305,-15.051984,0.043296667075,-8.6141725,-15.3818335,-15.086,55.90275,-0.0043333,0,0,200.914,247.06375,-74.9225,-4.34445,-2.346,-0.73325,0.171,1.601,3.334,0.02,0.163253,0.1531962305,0.036235,0.25,-33.72328,-3.005225,0.066
