DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,WS_1_7_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_1_5_1,T_CANOPY_2_5_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_IN_1_7_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,H2O_1_6_2,H2O_1_7_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_5_2,CO2_1_6_2,CO2_1_6_3,CO2_1_7_2,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_5_1,CH4_1_6_1
1,0.25,0.948611458989159,2.97537531391464,0.319561244313854,0.161403791086394,-0.0877753756125132,1.25156822954279,0.443569519121477,-2.72719306584615,0.121268322160663,-5.2450703280591,-3.28551112759637,0.46039769633737,0.96,0.59,0.35,0.31,0.23,0.175,2.8825,2.361,-0.0928,-1.2231,-2.63555,-3.148,-3.93315,-3.96,78.85621,38.51,4.6587,-1.365,-1.595,-1.925,-1.87,0.045,1.755,1,-4.31,7.9,1.02,238.15,310.55,317.7,317.85,0.15,0.105,0.21,0.1,0.15,0.14,0.23,0.11,0.04,-0.16,0.12,1.135,1.1915,1.633,2.119,2.432,2.741,3.073,3.454,0.5785,0.527,1.1175,1.599,2.058,2.4555,3.0245,3.558,0.8,0.8105,1.829,2.477,3.1595,0.581,0.678,1.566,1.727,2.1035,3.081,3.674,4.42,4.4325,0.7595,0.974,1.7145,2.182,-3.538,-5.012,-1.88,-82.785,3.15401545904257,3.44631663946104,3.79836701749258,3.95994149780985,4.40527960677434,4.7827000421247,4.89530958984387,4.80507603057378,416.46963601868,417.160125492806,415.104325660507,420.281298022282,418.89048738295,424.540024560371,421.566994235845,434.671846702685,445.534480317247,457.523761330117,453.368552771939,450.11679070106,1962.54779225545,1959.15311492198,1956.22558462328,1954.22302739057,1950.72850425018,1948.77767780609
1,0.75,0.923956225505789,2.67434700509102,0.297966939938142,0.1549175857694,-0.413834128369813,-0.52936471497374,1.24955341168742,0.317863413116054,0.114184010167717,-5.03580872137406,-2.60819734067194,0.480054819123622,0.98,0.61,0.35,0.31,0.23,0.19,2.7062,2.415,-0.1269,-1.4986,-2.6409,-3.30725,-4.11845,-3.974,78.82661,38.95,4.6542,-1.385,-1.7,-2.065,-1.99,-0.00499999999999999,1.755,1.1,-4.315,7.9,0.92,238.75,310,317.7,317.75,0.16,0.1,0.21,0.1,0.15,0.14,0.225,0.1,0.04,-0.16,0.12,1.127,1.1905,1.632,2.115,2.432,2.7405,3.0745,3.453,0.5785,0.526,1.117,1.598,2.058,2.454,3.0245,3.557,0.801,0.814,1.8155,2.476,3.1585,0.582,0.678,1.567,1.703,2.1025,3.0805,3.673,4.42,4.432,0.7585,0.974,1.7145,2.1805,-3.61,-5.073,-1.917,-79.75,3.0764746322964,3.2961529894795,3.79726520164412,3.99580318237655,4.27490875664255,4.73519713976341,4.86051138038118,4.83039902946914,416.231089674414,416.701707060998,416.642124768009,419.661710955756,420.958822045017,423.847318531852,421.144082621144,433.293495977818,444.475931612358,459.578576624118,458.539128183819,452.895782218897,1962.73407517282,1955.95995173272,1952.52059606872,1952.99140310127,1953.17774589233,1948.63300053218
1,1.25,1.0329253920201,3.2082105357708,0.273995254662435,0.173132270260775,-0.382620455252977,0.394714864830212,-0.311380386272491,-3.33666130616556,0.114416393646683,-5.42553396439415,-3.19375268099536,0.431126669381171,0.97,0.59,0.35,0.315,0.23,0.2,2.8552,2.771,-0.18685,-1.3544,-2.7795,-3.4185,-4.3221,-4.1382,78.81167,37.96,4.7267,-1.6,-1.87,-1.93,-1.985,-0.155,1.755,1.1,-4.045,7.9,1.05,240.15,309.7,317.7,317.7,0.15,0.105,0.21,0.1,0.15,0.14,0.225,0.1,0.04,-0.16,0.115,1.119,1.188,1.632,2.113,2.431,2.7405,3.074,3.4525,0.577,0.525,1.117,1.598,2.058,2.455,3.0235,3.557,0.802,0.8165,1.803,2.476,3.158,0.583,0.678,1.567,1.702,2.1015,3.08,3.673,4.42,4.4315,0.757,0.9715,1.7155,2.183,-3.574,-4.9815,-1.847,-80.43,3.01682257523023,3.20583168679638,3.55380907229677,3.84545328115319,4.28011248608686,4.51677012683757,4.7596336017095,4.63261479708813,416.246780403412,416.789009707812,414.879052025506,420.501405238725,419.965829720411,425.3339049693,421.601464555377,433.014578243448,444.714611234684,459.633452582926,454.556067114372,451.421710788967,1963.90980932262,1955.33454744478,1951.11094242595,1952.2744267665,1952.36880626896,1946.85312234775
1,1.75,0.966149160149312,3.36081300916732,0.285573468760585,0.149697776609883,-0.3955341160041,-1.09019969204627,0.617525710292952,-3.62799416134306,0.116971685106222,-4.00597958944611,-1.25890582334211,0.447249486342915,0.92,0.57,0.34,0.3,0.22,0.18,3.2775,2.5415,-0.19525,-1.39035,-2.818,-3.5024,-4.5378,-4.0588,78.820845,37.09,4.6206,-1.69,-1.925,-2.065,-2.3,-0.265,1.75,1.1,-4.345,7.9,0.98,239.65,309.95,317.7,317.4,0.145,0.1,0.21,0.1,0.15,0.14,0.24,0.1,0.04,-0.16,0.12,1.093,1.186,1.6315,2.113,2.4325,2.74,3.0735,3.4515,0.577,0.521,1.116,1.598,2.058,2.455,3.0235,3.556,0.8025,0.8175,1.789,2.475,3.1565,0.584,0.678,1.567,1.681,2.125,3.0795,3.672,4.4105,4.431,0.755,0.9695,1.7155,2.1785,-3.534,-4.9945,-1.856,-81.71,2.99095399777875,3.17221229990823,3.65156161118556,3.8884123276986,4.31383786532258,4.51274229638179,4.79447182420516,4.45801995094757,416.391756102159,416.810141286018,416.948690527473,420.96773127409,421.161628602854,425.935457311577,422.688831832408,434.440220224492,445.611609723661,460.338910976462,458.952735851863,449.866966600397,1958.51332761918,1956.20035820005,1951.2813163564,1953.24974472584,1951.06172567524,1946.74849509498
1,2.25,0.940779594713969,2.9392148069611,0.306639239453958,0.109648787624781,0.186987732405796,0.230097189529996,0.161202775766727,-5.19726146988892,0.125329259127321,-4.22297405185221,-2.49747200782208,0.474332140388382,0.98,0.61,0.35,0.31,0.23,0.18,2.776,2.7805,-0.30735,-1.4435,-2.88815,-3.66705,-4.61315,-4.05005,78.822025,37.95,4.49985,-1.735,-2.11,-2.2,-2.375,-0.47,1.75,1.1,-4.38,7.9,0.905,234.4,309.5,317.7,317.35,0.15,0.1,0.21,0.1,0.15,0.135,0.235,0.1,0.045,-0.16,0.12,1.0335,1.17,1.6315,2.112,2.43,2.7395,3.075,3.451,0.576,0.518,1.1165,1.5985,2.052,2.4655,3.023,3.556,0.8045,0.8125,1.7755,2.474,3.1555,0.592,0.675,1.5595,1.682,2.124,3.079,3.672,4.4105,4.4305,0.7485,0.9665,1.716,2.184,-3.546,-5.005,-1.854,-82.925,3.15196718753643,3.32492574652375,3.45136608934355,3.92347735576934,4.24732834853719,4.55225941460628,4.65756732004029,4.3661373427485,416.540227626576,417.122670604289,415.948734617852,421.135672812909,419.451264694611,425.555780889184,419.670918313568,433.231089196809,447.679199477867,459.750260441244,456.728431245336,451.688195944089,1960.08784935653,1956.58299789464,1953.51352408248,1954.64462514534,1952.08176074913,1944.38659294188
1,2.75,0.977005035417295,3.00468715371875,0.310387755167582,0.0892140193149318,1.71178686765806,1.4319479886995,0.0489440504312548,-1.28585971499148,0.114588241118952,-3.74134271419921,-1.84552607471967,0.464869317022681,0.95,0.62,0.36,0.31,0.24,0.17,3.0654,2.67,-0.03585,-1.4966,-2.8182,-3.8543,-4.71745,-4.1429,78.79395,38.945,4.47545,-1.85,-2.24,-2.31,-2.42,-0.61,1.75,1.1,-4.43,7.9,0.975,234.5,309.3,317.7,317.35,0.15,0.09,0.205,0.105,0.15,0.14,0.235,0.1,0.04,-0.16,0.12,0.9995,1.17,1.6305,2.111,2.429,2.738,3.075,3.45,0.578,0.518,1.1165,1.599,2.051,2.455,3.023,3.555,0.806,0.807,1.762,2.473,3.1545,0.593,0.672,1.5605,1.6995,2.123,3.0785,3.6715,4.4095,4.4305,0.737,0.965,1.708,2.184,-3.609,-5.005,-1.903,-81.05,3.12619954931613,3.09877930468362,3.37665095260264,3.71403523617569,4.3638396032882,4.6329647158045,4.80481398338592,4.45594762821109,416.340325499315,416.218493280799,415.846687553204,419.785044886784,419.590541223914,424.342188916769,421.84824920539,432.907978664531,445.742076382654,460.64087111463,455.118556347556,451.181225511675,1958.24067606726,1955.06104743003,1950.86204203281,1955.59817815259,1952.97569524427,1942.01996235573
1,3.25,1.07299328797151,2.65409781155566,0.308595676921632,0.176819810958879,0.1336005746199,-0.493493392365073,0.787778177952178,-2.02682862900656,0.117790346504413,-2.87987302812065,-0.472095715567058,0.486513742868354,0.98,0.61,0.36,0.31,0.23,0.18,2.6642,2.41,-0.2659,-1.3828,-3.0088,-3.82225,-4.6639,-3.5103,78.78273,38.09,4.5418,-1.925,-2.345,-2.34,-2.45,-0.645,1.75,1.1,-4.31,7.9,0.98,235.15,309.25,317.7,317.35,0.15,0.095,0.2,0.105,0.15,0.13,0.215,0.1,0.04,-0.17,0.12,0.9875,1.123,1.6305,2.11,2.429,2.738,3.074,3.451,0.578,0.522,1.1165,1.599,2.057,2.4645,3.0225,3.555,0.801,0.8075,1.749,2.468,3.153,0.594,0.673,1.568,1.6985,2.0975,3.0775,3.671,4.4095,4.4295,0.7235,0.966,1.708,2.1875,-3.619,-5.011,-1.914,-82.12,3.01874221666583,3.20146245922423,3.44690656417351,3.80272723125116,4.34273443334765,4.51342369124373,4.68137089155085,4.14238346183714,416.327867967919,415.81543061782,415.000403780773,420.253799424573,418.422881419984,425.568755471051,420.080879879375,433.713931402907,445.661351103001,460.861290140087,463.416020967769,459.464612358286,1963.47218100078,1961.09808592769,1956.33928760374,1957.29824976085,1952.62575355868,1947.43096750153
1,3.75,0.999098149597067,3.30692891843927,0.340706115455445,0.083774673443465,-0.401288616224955,0.484126321956525,0.705928589803701,-3.56334102690214,0.114988709670751,-5.15560093739425,-1.42578183517516,0.427208587827032,0.97,0.6,0.36,0.32,0.23,0.18,3.2711,2.729,-0.2383,-1.66735,-3.1825,-3.8406,-4.78695,-3.1865,78.76574,36.27,4.6173,-2.005,-2.48,-2.48,-2.43,-0.67,1.755,1.1,-4.245,7.9,1.015,235.25,308.5,317.7,317.35,0.14,0.1,0.21,0.1,0.15,0.135,0.21,0.1,0.04,-0.17,0.12,0.973,1.107,1.63,2.109,2.431,2.7325,3.072,3.4525,0.5735,0.5205,1.117,1.599,2.051,2.4645,3.0215,3.554,0.801,0.807,1.738,2.464,3.152,0.587,0.676,1.568,1.7665,2.0965,3.083,3.671,4.4095,4.4295,0.7135,0.966,1.709,2.1875,-3.531,-5.005,-1.912,-82.97,2.95624733024425,2.98205900211046,3.36843432905334,3.77825744970703,4.30246654116322,4.61489914064596,4.58206685598003,4.30792853498277,416.202912138549,416.5340113998,416.069186206574,420.172357308329,420.881955673966,425.679914613855,422.149258076485,432.657478292601,445.254355324464,462.398639593571,457.200351307765,456.372384529835,1960.2151046955,1957.54464910332,1954.9314420667,1954.27545740755,1954.7534363985,1946.59799351154
1,4.25,0.963932053369797,3.13470326890672,0.340069321271297,0.211000061640474,0.131738905267353,0.430184812316118,0.504850133551044,-0.688500964010062,0.119150435755151,-6.28094258393646,-3.15753297810428,0.496784814949781,0.98,0.63,0.37,0.32,0.24,0.19,3.0842,2.7715,-0.1654,-1.53165,-3.1468,-4.0552,-4.9318,-3.10735,78.765625,37.26,4.74225,-2.185,-2.57,-2.71,-2.775,-0.69,1.75,1.1,-4.37,7.9,0.965,234,307.9,317.7,317.35,0.155,0.1,0.2,0.105,0.15,0.13,0.215,0.1,0.04,-0.17,0.12,0.969,1.111,1.6295,2.1145,2.4305,2.738,3.0715,3.456,0.573,0.5205,1.117,1.599,2.0565,2.464,3.0215,3.554,0.8005,0.8075,1.735,2.4545,3.1505,0.588,0.676,1.568,1.693,2.0955,3.083,3.6705,4.4085,4.4285,0.7065,0.966,1.7175,2.1875,-3.593,-5.011,-1.8635,-82.485,2.94423648221989,2.91681660780582,3.75110442893402,4.02320162630719,4.52504381389462,4.58077667609541,4.59541948463118,4.17828330434105,416.165760244988,416.835105890545,414.947631958632,420.82215795667,421.117784515995,424.990101712833,420.071496258502,432.358694508139,445.600390987894,461.693661831643,461.435324242649,457.030064072984,1959.16945436328,1955.69196295643,1953.95847669947,1951.15954225126,1951.81806302949,1946.94250898442
1,4.75,1.05456687971333,3.05372789219888,0.338205138756062,0.13810488371435,0.483942785751013,-0.31945122050082,-0.283311559981779,-2.50167897826432,0.112494436572899,-4.96730789801883,0.213576933897157,0.471326418333909,0.98,0.61,0.37,0.32,0.245,0.19,3.0007,2.693,-0.19565,-1.49575,-3.13195,-4.1476,-5.2963,-3.0109,78.747775,37.49,4.5074,-2.295,-2.825,-2.97,-3.07,-0.685,1.75,1.05,-4.395,7.9,0.98,233.75,307.4,317.7,317.25,0.15,0.1,0.2,0.105,0.15,0.14,0.195,0.1,0.045,-0.16,0.115,0.973,1.105,1.637,2.12,2.432,2.7385,3.072,3.457,0.571,0.5215,1.1105,1.5995,2.063,2.4635,3.021,3.553,0.803,0.815,1.738,2.457,3.1495,0.596,0.6765,1.569,1.708,2.156,3.1,3.67,4.4085,4.4285,0.696,0.957,1.726,2.19,-3.585,-5.027,-1.863,-84.16,3.06865316193341,2.95957089041643,3.359470947617,3.76025266526027,4.40683174475396,4.41355416248418,4.53269140409738,4.0604641265901,416.169064700999,416.913267191052,416.527067406427,421.178896843487,420.863570345312,425.853745125429,425.333884448073,433.754770495166,446.518723235001,461.487095700757,460.222683842774,456.390725796957,1957.70055403413,1955.14201143253,1953.95583347889,1953.01198418228,1951.9746436476,1947.09404217251
