DOY2,HR2,T_CANOPY,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,G,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,SW_IN,SW_OUT,TS,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,-5.4966045,415.5495,20.3910396925,0.48315075,2.3268325,1.52670731375,-1.4091175,1.617375,5.6104,98.9555225,81.38825,-2.976,0.31109851875,-4.283425,4.0409795,283.68315,293.989775,-4.82826425,0.0010536155,-0.3639375,0.483621975,-1.2963837125,-0.014425,0.890632972,0.268721,0.66897546775,0.300565666,6.11188
1,0.75,-5.39573,414.89,20.37257961,0.526372,2.397375,1.55019644675,-1.498837,2.264,5.80965,98.93764,80.352,-3.015,0.2773968585,-4.316325,4.1337062,283.0118,293.895975,-5.9911835,0.001180681,-0.3678684,0.463832825,-1.307198025,-0.0134,0.9053348315,0.2867475,0.6240142695,0.3089823135,5.977677
1,1.25,-5.69406175,415.749,20.390984395,0.55252375,2.2246025,1.49213239275,-1.7400205,1.0412,5.478475,98.9183125,80.32815,-3.08875,0.31188597775,-4.3614,4.1563165,284.27515,292.563875,-6.10114325,0.0011409695,-0.3307027,0.506483125,-1.2877714875,-0.014986,0.84980829825,0.26740325,0.63628563275,0.30956593725,6.09007
1,1.75,-5.6959065,415.411,20.3933685575,0.51696625,1.94179,1.394836908,-2.29440225,1.4789,7.769875,98.9321475,80.938225,-3.03775,0.3010444495,-4.3215,3.9358674,283.712,292.7507,-5.12896675,0.0012521615,-0.302185525,0.4970439,-1.2878764375,-0.01155925,0.891498886,0.27258675,0.63655480875,0.318513144,6.260064
1,2.25,-5.90798575,415.64375,20.39222888,0.44196,2.023075,1.4235462035,-1.99522675,-2.413,4.6364,98.936495,81.087,-3.023,0.289482297,-4.41655,3.93143235,283.7194,291.952975,-4.506582,0.00126980175,-0.28329225,0.433038475,-1.3253312,-0.0154,0.893436623,0.272058,0.638891227,0.310161248,6.351552
1,2.75,-6.1686425,414.915,20.38011286,0.505506,2.002995,1.41669154125,-2.41675725,1.641475,4.4091,98.95036,81.39925,-3.506,0.285657137,-4.2782,4.0191346,284.32445,291.701625,-4.32748325,0.001161272,-0.30513335,0.5010371,-1.3356709,-0.0175,0.905438568,0.289153,0.64166658,0.32123356,5.999254
1,3.25,-6.3062455,415.23,20.38818251,0.540604,2.04667,1.432085891,-1.9367715,1.111,5.0272,98.97033,80.960675,-3.547,0.243101783,-4.28715,3.96005855,283.5636,291.759275,-4.6946735,0.001115387,-0.3287129,0.40775615,-1.3621651625,-0.0225015,0.881572009,0.2832075,0.624129625,0.3246339235,5.9415565
1,3.75,-6.50560225,415.63,20.397708205,0.61453,2.1123875,1.45489535575,-1.6601835,3.4915,5.56025,98.9789025,80.13225,-3.454,0.27202941,-4.41985,3.839646,281.793975,291.429725,-4.32717125,0.00122834,-0.3470719,0.478838,-1.38164515,-0.0173,0.889994382,0.274267,0.645866085,0.329338731,5.80499525
1,4.25,-6.43755775,414.95675,20.39032238,0.5992805,2.1676875,1.47389805825,-1.981888,3.84515,5.1142,98.9940925,80.09475,-3.467,0.265894716,-4.533975,4.05829525,281.301,291.214625,-4.1353955,0.001081859,-0.370492275,0.4392825,-1.4149404,-0.018281,0.881611025,0.278475,0.635558023,0.315277655,6.03144375
1,4.75,-6.39927275,415.73425,20.39881714,0.52655325,2.2107125,1.488491472,-2.371261,4.4409,3.7696,99.0136325,80.56625,-3.06375,0.305647008,-4.453525,4.201166675,282.257725,290.808,-4.2691825,0.001097733,-0.3092249,0.399805325,-1.425249375,-0.01454075,0.870172073,0.269646,0.63224648625,0.33029537475,6.10308325
