DOY2,HR2,CO2,FC,G_1_1_1,G_2_1_1,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SC,SH,SLE,SW_IN,SW_OUT,TAU,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_6_1,T_CANOPY,T_SONIC,USTAR,U_SIGMA,VPD,V_SIGMA,WS,W_SIGMA,TA_1_1_3,TA_1_1_2,TS_1_5_1
1,0.25,394.5205682,0.3670889725,-3.5835,-3.379,-9.2154689845,3.4080506335,4.565311352,259.2,289.7,-23.7,99.058341445,-0.0515,-0.015,79.015,0.001949071,-0.160106046,-0.0212239,-1.038,0.622,-0.068305507,-5.15,-0.701,-0.3995,0.591,1.7,4.5,-0.324,0.1,0.6,1.8335,4.1335,-5.651,-4.0362538905,0.254562256,0.709673552437087,0.7424555545,0.522596637515775,3.728633623,0.298068846558706,6.179,-3.6640165,1.5
1,0.75,395.039035,0.364531217,-4.26,-3.3675,-8.428527854,3.3986870195,4.375840873,258.7,288.8,-24.24,99.039392655,-0.0415,-0.011,79.96,-0.001486286,-0.2560661435,-0.05426713,-0.916,0.717,-0.062267646,-5.0365,-0.743,-0.4085,0.5755,1.7,4.5,-0.3675,0.1,0.6,1.8415,4.1165,-5.5725,-4.1491584365,0.243058048,0.659730287188862,0.781555378,0.494208113034551,3.6539901045,0.274325934557677,5.954,-3.6855,1.4825
1,1.25,395.3596327,0.346936075,-8.93992,-7.93581,-8.421583614,3.351716338,4.081721701,258.35,288.8,-28.145,99.053471465,-0.0685,-0.009,79.93,-0.0008324005,-0.2138420665,-0.043135534,-1.022,0.675,-0.063498724,-5.392,-0.7835,-0.4,0.575,1.7,4.5,-0.342,0.1085,0.6,1.85,4.133,-5.7685,-4.202824825,0.245598519,0.654099577320148,0.7183152865,0.51457911613511,3.7059428945,0.285635613457215,4.518,-3.642447,1.492
1,1.75,396.0634075,0.319824635,-8.36165,-7.96428,-8.441027807,3.2902871105,3.967860018,262.5,288,-23.52,99.075181855,-0.04,-0.008,79.435,0.001724682,-0.187433402,-0.049494731,-0.8635,0.657,-0.0692023565,-5.584,-0.8,-0.3835,0.559,1.7,4.5,-0.375,0.1085,0.6,1.8245,4.125,-5.91,-4.5191096705,0.247872551,0.650332495627294,0.732388935,0.505203189292113,3.4995744035,0.289018063146979,4.863,-3.6945065,1.483
1,2.25,395.83444655,0.323938755,-8.50819,-8.10783,-7.90801212,3.2614708875,4.052055058,261.1,288.5,-21.51,99.07476654,-0.026,-0.004,80.2,0.005511115,-0.1811485475,-0.036004797,-0.88,0.657,-0.0629811535,-5.65,-0.8,-0.3755,0.5825,1.691,4.5,-0.3745,0.1005,0.6,1.8165,4.125,-5.719,-4.632384041,0.23802241,0.628512149228176,0.767096904,0.507708064155543,3.527229608,0.277856445656739,4.793,-3.6438,1.467
1,2.75,395.05718045,0.274049146,-8.42301,-8.15362,-7.855119963,3.237139259,3.3421495295,260.8,288.1,-22.36,99.08486254,-0.046,-0.004,80.7,0.0062646185,-0.1654997255,-0.0036064925,-0.816,0.707,-0.058715768,-5.8295,-0.7915,-0.3835,0.559,1.7,4.5,-0.384,0.1085,0.6,1.8165,4.133,-5.829,-4.793647679,0.232680559,0.670529011253226,0.733027974,0.51269149013019,3.487432113,0.267999413240422,4.444,-3.9256855,1.492
1,3.25,395.1997299,0.2904410715,-8.759605,-8.26616,-7.483711218,3.236858493,3.195889866,260.8,286.7,-20.6,99.10005077,-0.048,-0.008,81.3,0.0011172175,-0.157836909,-0.0391198155,-0.784,0.618,-0.057362951,-5.923,-0.7845,-0.3755,0.583,1.6915,4.5085,-0.4165,0.1085,0.6,1.7915,4.1335,-6.0965,-4.909895274,0.234978208,0.663087427870564,0.745174486,0.498291007344102,3.474395652,0.271442747186216,4.103,-3.781608,1.4995
1,3.75,396.0676856,0.292496527,-8.871415,-8.245975,-7.174353521,3.217669248,4.051818842,261.4,285.8,-21.93,99.07679085,-0.053,-0.008,81.25,0.008799982,-0.08456253,-0.004553254,-0.9405,0.69,-0.0591125565,-5.8725,-0.8085,-0.383,0.5675,1.6995,4.5,-0.4165,0.1,0.6,1.825,4.1255,-6.183,-4.885808706,0.2311016075,0.661896832595534,0.737841195,0.515523807403693,3.47354747,0.27476982367065,3.996,-3.9949935,1.4915
1,4.25,395.5173466,0.309432729,-8.89378,-8.413715,-6.014488087,3.182708486,3.441764546,260.9,285.95,-20.57,99.07918717,-0.0575,-0.0095,81.5,0.010738743,-0.1038876875,-0.008719518,-0.8365,0.66,-0.061530813,-5.9585,-0.8,-0.384,0.567,1.6915,4.5,-0.401,0.116,0.6,1.7915,4.125,-6.4365,-4.777531305,0.237341978,0.657988890711515,0.6986868755,0.510402086215794,3.4728763175,0.280388240731552,3.451,-3.9855,1.4835
1,4.75,396.05043945,0.278791274,-9.21122,-8.38224,-5.732474484,3.184741508,4.157245898,261.2,285.1,-20.03,99.07597319,-0.0455,-0.0165,81.25,0.0044499875,-0.126448132,-0.043008366,-0.8535,0.663,-0.0582449685,-5.8685,-0.834,-0.3515,0.566,1.7,4.5,-0.4075,0.108,0.6,1.8,4.133,-6.5245,-4.907598042,0.2330769295,0.633951324629896,0.62544898,0.505286742355269,3.555482106,0.276987503328219,2.446,-4.012053,1.4915
1,5.25,396.61074155,0.2781725585,-9.28261,-8.41053,-5.7252704015,3.150307914,3.768474693,261.6,285,-18.36,99.08325414,-0.055,-0.0125,81.85,-0.0015231745,-0.139807796,-0.003168419,-0.9815,0.671,-0.0648941635,-5.8485,-0.8495,-0.407,0.567,1.6915,4.5,-0.4005,0.1165,0.6,1.792,4.1165,-6.4645,-4.940917667,0.2401681545,0.657728851427395,0.62756261,0.527202573021035,3.544386367,0.275200563226168,2.516,-3.970822,1.4755
1,5.75,396.8147505,0.267368304,-9.41175,-8.51371,-7.372892642,3.227628601,3.906280922,260.75,285.4,-18.53,99.09,-0.0485,-0.0115,81.7,0.0057325135,-0.139565045,-0.0107896775,-1.024,0.667,-0.0597049045,-6.058,-0.85,-0.401,0.575,1.684,4.5,-0.383,0.1165,0.6,1.7835,4.1335,-6.4125,-5.032167044,0.2364504655,0.657448264124258,0.659891223,0.498221917422347,3.555960811,0.270998931732212,2.79,-4.089836,1.4915
1,6.25,397.2054533,0.324246311,-9.365165,-8.56766,-7.772607686,3.284857036,4.638734606,260.1,286.1,-18.49,99.08993977,-0.0375,-0.008,81.45,0.00887726,-0.0795521055,-0.020903752,-0.9495,0.681,-0.0576243465,-6.472,-0.8585,-0.4085,0.5745,1.6915,4.5,-0.408,0.1,0.6,1.7915,4.109,-6.489,-5.175224534,0.229567394,0.670291948332963,0.641283162,0.486287715246848,3.647969835,0.276534507792427,3.117,-4.21032,1.467
1,6.75,398.2163815,0.2891706775,-9.551235,-8.525975,-7.904217416,3.2739222145,3.873255615,262.4,286.2,-19.38,99.09000279,0.1005,0.078,80.8,0.018462432,0.02989517,2.44634e-05,-0.584,0.773,-0.060193011,-6.254,-0.8415,-0.3905,0.575,1.6995,4.5,-0.4165,0.1,0.6,1.791,4.1415,-6.53,-5.3835803525,0.23186618,0.656407871447904,0.631421308,0.504773869088125,3.533353586,0.278022738880833,3.752,-4.4254645,1.4915
1,7.25,399.3091282,0.2880492825,-9.589215,-8.52042,-5.631215771,3.335265779,4.7956630235,259.45,285.2,-15.76,99.099461115,11.98,2.8825,81.2,0.0319184415,0.1194588015,0.0317875715,6.413,3.855,-0.06460105,-6.366,-0.8585,-0.4005,0.5745,1.7,4.5,-0.408,0.1,0.6,1.7835,4.117,-6.413,-5.0527907995,0.248211206,0.692168576150446,0.676861534,0.52597095808731,3.8200480885,0.279832858304855,6.129,-4.418417,1.4665
1,7.75,399.776628,0.244128315,-9.57119,-8.55042,-3.925271148,3.3800158875,6.5621812505,260.2,286.6,-0.08,99.09492439,64,15.775,79.925,0.0307235685,0.188568902,0.0807961005,43.195,17.76,-0.072318986,-5.898,-0.842,-0.4,0.575,1.692,4.5,-0.425,0.1,0.6,1.7755,4.125,-6.0405,-4.866176024,0.268296817,0.731739933309642,0.6740560955,0.553061067152625,3.953653403,0.294673926569692,6.677,-4.122443,1.4585
1,8.25,399.6108547,0.0807848405,-9.36236,-8.562165,-0.467755515,3.555753794,7.957045534,259.75,291.3,21.39,99.100550125,144.55,36.655,78.99,0.046448573,1.032921698,0.338180366,97.3,34.94,-0.071285134,-5.325,-0.8655,-0.408,0.558,1.7,4.5,-0.4415,0.1,0.6,1.7745,4.1245,-5.004,-4.5538657225,0.272153164,0.73105865124705,0.705751225,0.574208139452911,4.1925103535,0.310760566477235,6.655,-3.757972,1.475
1,8.75,400.41902525,0.090298986,-9.40346,-8.43904,4.490405082,3.690690367,13.94841456,252.2,293.8,48.445,99.11317178,253,57.785,78.075,0.032609135,1.284275728,0.388608618,161.35,51.34,-0.086394037,-4.605,-0.8585,-0.401,0.558,1.7,4.5,-0.433,0.1,0.6,1.775,4.134,-3.7885,-4.1420180945,0.286699573,0.785895255648214,0.861653241,0.62759206094119,4.3000681985,0.329281762154776,7.326,-3.5243055,1.475
1,9.25,400.392612,-0.0089426335,-9.055,-8.28852,10.605536955,3.8134492075,19.23709149,254,298.5,76.54,99.09258446,351.75,70.295,76.15,0.003963312,1.2571326985,0.3246674505,229.65,64.87,-0.102829969,-4.137,-0.7995,-0.408,0.5495,1.6915,4.5,-0.4335,0.1,0.6,1.767,4.133,-3.31,-3.6623922385,0.308236455,0.828180754849881,0.93545223,0.662902672106545,4.4842365175,0.354553540615905,7.055,-3.058039,1.4915
1,9.75,399.517377,-0.055479911,-8.61572,-8.05,20.21056891,3.86881906,25.23164061,251.8,300.6,99.95,99.13732159,457.15,86.45,75.34,-0.004875843,1.04055505,0.156400836,275.75,74.27,-0.113291631,-3.758,-0.7825,-0.4,0.517,1.683,4.5,-0.4335,0.1,0.6,1.783,4.125,-2.984,-3.296860667,0.3167746945,0.873445105604731,1.0322916845,0.700470105812979,4.6939973415,0.360570561496149,7.273,-2.7040095,1.4835
1,10.25,398.6441866,-0.124693528,-7.98139,-7.58791,25.57602385,3.887108767,26.68066235,259.75,303.3,114,99.148417885,539.05,95.7,73.24,-0.019750523,0.803069101,0.0589390845,308.75,86.2,-0.118820974,-3.3115,-0.742,-0.408,0.5,1.6915,4.5,-0.45,0.1,0.6,1.7585,4.1165,-2.448,-3.066980138,0.3195761415,0.885826067135103,1.187996473,0.735659329298655,4.696455893,0.358822245518939,8.13,-2.624958,1.492
