DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,TA,T_CANOPY,RH,PA,T_SONIC,T_SONIC_SIGMA,CO2,H2O,FC,NEE,H,LE,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,SW_DIF,PPFD_IN,PPFD_OUT,NETRAD,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_A,TS_1_2_1,TS_1_2_2,TS_1_2_A
1,0.25,6.82690000000001,1.6331,1.0682,0.648680000000001,9.5775,8.496,98.1875,99.2704125,13.457025,1.379225,426.65011,13.1857,1.69815,1.69815,7.89137499999999,23.390575,0.668519999999999,31.025,1.8332,341.875,351.75,3.336375,0,0,-0.41925,1.81925,1.80775,2.017875,2.74425,2.0973125,6.72425,6.934875,6.8295625,7.21625,7.3455,7.277375
1,0.75,7.12490499999999,2.1566625,1.1162,0.861084999999999,9.267,8.881625,98.3875,99.2802,13.586655,1.0577525,422.79496,13.758025,3.2044275,3.2044275,9.8367125,43.67169,0.740175,31.025,1.788875,348.8875,353.3,3.312625,0,0,-0.8655,2.153375,2.23625,2.386,3.082875,2.4646375,6.672625,6.88075,6.7766875,7.2095,7.339,7.26925
1,1.25,6.81812000000001,1.78388,1.0949,0.72398,9.291875,8.91725,98.6125,99.28765,13.60335,0.857525,431.7171,12.3713,1.500355,1.500355,17.26804,69.6132275000001,0.721625,31.025,1.7575,350.9125,353.75,3.419125,0,0,-0.824125,2.44725,2.590375,2.640125,3.268625,2.7366125,6.636875,6.8515,6.7441875,7.201375,7.33225,7.2619375
1,1.75,6.98940000000001,1.7376,1.1649,0.75976,9.8725,8.976625,98.8625,99.292075,14.059865,0.9192475,431.1439,12.248275,1.46517,1.46517,12.402135,75.7820799999998,0.7126,31.025,1.978525,352.2625,354.1125,3.03075,0,0,-0.981,2.764,2.896875,2.93125,3.45725,3.012375,6.62275,6.82325,6.71525,7.19,7.32025,7.252125
1,2.25,8.91466,1.8572,1.2579,0.836620000000001,9.49125,9.09525,98.9625,99.3092625,14.202275,1.91855,439.2997,12.156825,6.61434499999998,6.61434499999998,48.9604925000001,17.601035,0.902424999999999,31.025,2.0675,353.9375,354.7,3.1475,0,0,-0.402125,2.918375,3.11425,3.082875,3.44675,3.1405625,6.60875,6.798,6.695375,7.17525,7.308875,7.2418125
1,2.75,9.3302,1.99608,1.29656,0.876520000000001,9.579,9.2205,98.7125,99.3308375,14.35085,0.921594999999999,436.2052,12.114425,1.2172,1.2172,21.6361775,22.90255,0.973435,31.025,2.61105,345.5125,355.5375,3.18625,0,0,0.68725,2.963625,3.251375,3.069125,3.384875,3.16725,6.603,6.7715,6.68675,7.16425,7.295875,7.2300625
1,3.25,8.94888,1.97478,1.23088,0.867820000000001,9.76875,9.408875,98.7625,99.3593375,14.1798,0.890775,440.81692,11.9825825,1.10262,1.10262,26.3876,16.26352,1.0477,31.025,1.850125,345.825,356.6,3.16675,0,0,2.1125,3.231125,3.37375,3.155875,3.4425,3.25475,6.61925,6.76125,6.679,7.15275,7.280875,7.2168125
1,3.75,8.4312,2.25398,1.35178,0.851080000000001,10.08875,9.67775,98.425,99.314725,14.80285,0.71415,435.98214,9.876265,2.776175,2.776175,20.8452,19.57523,0.8852,31.025,1.8219,345.6,358.175,3.0685,0,0,1.52475,3.536,3.485375,3.373875,3.704625,3.5249875,6.63575,6.75325,6.6714375,7.141375,7.26425,7.2028125
1,4.25,7.25334,1.69592,1.2423,0.83608,10.17125,9.299875,98.525,99.3241375,13.7020575,1.7327175,423.89204,9.9096,1.028335,1.028335,66.7924799999999,26.51734,0.7999125,31.025,1.9702,346.3875,359.0125,2.954125,0,0,0.722375,3.945625,3.967875,3.695375,4.025,3.8809875,6.661125,6.74875,6.68375,7.1245,7.247625,7.1860625
1,4.75,6.90794,1.60762,1.310575,0.81132,10.465,9.32375,98.75,99.3222375,12.99358,2.230595,432.5989875,11.36259,4.0242125,4.0242125,24.6804375,27.381375,0.781275,31.025,1.706325,346.5,360.7625,3.072875,0,0,0.0850000000000001,4.538,4.625375,3.997625,4.667375,4.4013125,6.687375,6.747125,6.708625,7.111625,7.2315,7.1715625
1,5.25,7.53108,1.62126,1.0631175,0.7752525,10.57875,9.81,98.5,99.311225,13.823325,1.549,429.9657275,11.438425,4.828445,4.828445,19.12671,24.13635,0.8369025,31.025,1.70075,347.0375,361.15,3.221875,0,0,0.858125,5.19275,4.9035,4.58925,5.47475,5.1183875,6.6825,6.775625,6.733875,7.093125,7.210625,7.151875
1,5.75,6.69406,1.71654,1.0762475,0.83025,10.49875,9.78125,98.4875,99.2913875,13.580585,1.387305,424.60818,11.6209075,4.07437999999999,4.07437999999999,26.506465,59.3325875,0.829040000000001,31.025,2.1192,347.925,358.525,3.88475,0,0,0.68475,4.995125,4.43125,4.59,5.22725,5.1757625,6.647375,6.81325,6.7563125,7.077375,7.192,7.1346875
1,6.25,6.63644,1.6431,1.1426175,0.8070125,10.4675,9.54375,98.5875,99.280775,12.9342025,1.63393,433.9999,12.4038475,2.08438,2.08438,26.69456,12.9950025,0.8322275,31.025,1.79445,349.1125,357.3,3.11025,0,0,1.193375,4.26325,3.920875,4.4605,4.9245,4.6471375,6.609625,6.84575,6.7509375,7.059,7.172125,7.1155625
