DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,H2O_1_4_1,H2O_1_5_1,H2O_1_6_1,FC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,WS_1_2_1,WS_1_3_1,WS_1_4_1,USTAR_1_1_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,TA_1_9_1,TA_1_10_1,TA_1_11_1,VPD_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD_1_1_1,NETRAD_1_2_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_2_1_1,SC_1_1_1
1,0.25,385.2327,385.23865,385.3001,385.37195,385.7237,386.2751,385.83055,0.5698072,0.62383535,0.61309025,0.6142475,0.58831505,0.6372053,0.0911002575,-1.436667,-27.7193725,-1.13447925,1.941806,0.1867658,0,0,0.33627575,94.4463875,-15.42834,-16.07,-15.90333,-15.65667,-16.05133,-15.682,-15.62033,-15.66367,-15.69667,-14.48,0.125,0.06346333,0.53119,1.00013,1.371333,2.290334,3.323566,-52.72346,-12.9284175,0,0,0,0,0,0,0.143254,204.365875,247.1965,-14.025,-15.24,0.0611094925,0.00921938515,0.4191025,0.8046117,1.576233,1.93002,2.136145,-4.694584,-0.088383875
1,0.75,385.533025,385.566625,385.5674,385.660025,385.85325,386.2923,385.9446,0.562992,0.631681,0.61266595,0.616560375,0.5934183,0.63587255,0.1215739,-1.5599165,-28.02858,-1.08944875,1.9395625,0.246335,0,0,0.35561185,94.426605,-15.3754,-16.1415,-15.97625,-15.60675,-15.9695825,-15.5350825,-15.3955,-15.5804175,-15.628415,-14.319085,0.11933335,0.06088054,0.507718325,1.01930475,1.36683325,2.2899165,3.313042,-48.7984,-12.4287525,0,0,0,0,0,0,0.14264535,203.50745,246.8366,-13.982335,-15.046665,0.113607,0.003957397675,0.415103425,0.79674655,1.5663775,1.9292105,2.13126925,-4.6996295,-0.08843068
1,1.25,385.2121,385.157375,385.32445,385.4015,385.52345,385.9328,386.1416,0.5624537,0.6241244,0.6080936,0.6179432,0.590567075,0.64258145,0.1304632,-1.5643335,-28.33238,-1.112608,1.930693,0.2235758,0,0,0.36554425,94.4266575,-15.42575,-16.323335,-16.001,-15.64833,-16.151,-15.814165,-15.965335,-16.005335,-16.064835,-14.4775,0.1246667,0.05998251,0.47898665,0.98677335,1.368333,2.2931665,3.3374165,-46.574665,-12.173585,0,0,0,0,0,0,0.1473333,205.70785,247.8594,-14.1605,-15.298165,0.1589903,0.002681755,0.4155833,0.799314875,1.56879775,1.9293705,2.132895,-4.70086375,-0.0618811625
1,1.75,385.4962,385.4916,385.565925,385.4919,386.0118,386.61505,386.80215,0.554429475,0.6178685,0.6121159,0.6105084,0.582199,0.631502075,0.124831525,-1.66258325,-28.51073,-1.07098,1.889779,0.19287,0,0,0.3558169,94.4270175,-15.6376,-16.4414975,-16.19292,-15.90842,-16.5035,-15.7637525,-16.0598325,-16.2574175,-16.4839975,-14.5304975,0.09458333,0.0564649725,0.44512835,0.91502915,1.356808,2.26590025,3.31247475,-45.561985,-11.54085,0,0,0,0,0,0,0.1491306,206.155125,246.705925,-14.410335,-15.6475025,0.153177175,0.0001304915,0.41430355,0.7978706,1.5668605,1.9313175,2.13517,-4.69981325,-0.0618908775
1,2.25,385.5483,385.5663,385.83165,386.1473,385.949525,386.646925,386.729975,0.5411094,0.60057635,0.593404,0.5949436,0.5647325,0.6082637,0.1245849,-1.7479165,-27.39741,-0.9343819,1.962649,0.1439533,0,0,0.34757095,94.4482575,-15.87401,-16.8675025,-16.615915,-16.1910825,-16.783835,-16.32075,-16.0925,-16.3214975,-16.30758,-14.848835,0.1418892,0.0511876525,0.518583375,1.0468825,1.36399975,2.28875,3.32063275,-48.268295,-11.075,0,0,0,0,0,0,0.14900005,205.35325,246.090725,-14.511665,-15.71833,0.1624191,0.00252230625,0.41350375,0.7991534,1.566053,1.9318045,2.13322,-4.69912,-0.106362125
1,2.75,386.0588,386.1082,386.272375,386.1736,386.5448,386.695775,387.266675,0.54282915,0.597426,0.596887875,0.5927411,0.5699789,0.6122196,0.1446166,-1.793,-25.00283,-0.86452335,1.85835075,0.148414175,0,0,0.3374283,94.442145,-16.11766,-16.81267,-16.611,-16.311,-16.97333,-16.38133,-16.25867,-16.46333,-16.52767,-14.84,0.128,0.04588228,0.4998667,1.024823,1.362967,2.278,3.315866,-44.10463,-11.31042,0,0,0,0,0,0,0.1546667,205.793125,244.18275,-14.60333,-15.78333,0.1932955,0.00236285325,0.4173429,0.796745775,1.5726745,1.93002025,2.1353325,-4.6997395,-0.10636595
1,3.25,386.152,386.1732,386.2766,386.306,386.6249,386.999375,387.327225,0.5371474,0.5922096,0.590531925,0.5994017,0.5688295,0.60324415,0.126367625,-1.816,-25.39157,-0.7375166,1.9420245,0.111792475,0,0,0.3384742,94.41883,-16.3104,-16.8124975,-16.70192,-16.6085,-16.87233,-16.666585,-16.5841675,-16.69417,-16.66517,-14.96017,0.169992525,0.044257865,0.5346008,1.0451335,1.387417,2.284383,3.32249975,-44.26574,-11.79277,0,0,0,0,0,0,0.139416675,208.498075,244.692325,-14.9069175,-15.82525,0.13454355,0.00794375,0.4194224,0.8123149,1.57947,1.929696,2.128995,-4.6990195,-0.12409015
1,3.75,386.3163,386.3336,386.5946,386.5961,386.696525,387.2257,387.577925,0.536365325,0.587418725,0.587012925,0.591001825,0.5599254,0.59917655,0.162643725,-1.8221665,-25.1834475,-0.7063158,1.9781865,0.12021835,0,0,0.346802925,94.4141425,-16.56321,-17.239915,-17.1625825,-16.7195825,-17.0415825,-16.91675,-16.74,-16.90975,-17.1011675,-15.05642,0.117994175,0.044543025,0.489000025,0.9848408,1.348208,2.261425,3.3073585,-42.2507,-10.29888325,0,0,0,0,0,0,0.142576,207.925625,244.7607,-15.093665,-16.2635825,0.149794525,0.004754668,0.4194224,0.8155273,1.578174,1.928397,2.128345,-4.69893475,-0.12410145
1,4.25,386.2845,386.3938,386.6114,386.5779,386.8654,386.777825,387.847575,0.532567675,0.580799625,0.577384525,0.5753983,0.555228125,0.59678605,0.1396204,-1.834667,-27.10383,-0.93155605,1.905975,0.1241033,0,0,0.3449667,94.40836,-16.771965,-17.559,-17.43667,-16.96,-17.34633,-17.12667,-16.94367,-17.09,-17.11,-15.08333,0.1400033,0.040732145,0.5072,0.9996667,1.345667,2.273,3.310333,-39.3204,-10.03717,0,0,0,0,0,0,0.1311662,211.23225,244.7303,-15.28433,-16.22133,0.11139035,0.0060303,0.4239014,0.8135996,1.580762,1.927099,2.131595,-4.698751,-0.141451225
1,4.75,386.6942,386.7698,386.68875,386.6655,386.7248,386.95405,387.862225,0.520837375,0.578507675,0.5625042,0.5704859,0.552845775,0.5857192,0.132799775,-1.876333,-27.03936,-0.73716775,1.899834,0.155,0,0,0.3517763,94.38623,-16.8227575,-17.65,-17.59433,-17.03333,-17.49733,-17.11333,-16.717,-16.75633,-16.837,-14.946,0.132,0.0390520125,0.5003334,1.023667,1.330667,2.285,3.306334,-37.1707375,-9.63174225,0,0,0,0,0,0,0.1312063,210.881975,243.92465,-15.36333,-16.37967,0.18403475,0.01240847,0.4175029,0.8135986,1.581409,1.929047,2.130944,-4.69840525,-0.141566275
