DOY2,HR2,FC,SC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-2.30454729540112,-0.906606688038679,-7.59752616382582,0.0314408196829708,-74.6066275894981,-9.15650301505508,0.166442982478809,417.195915185975,0.9533225189477,409.952505312326,1.74672232519648,416.483775265769,409.795503570586,1.75775138542462,416.308317052172,409.607767295661,1.59253764165752,417.132038679821,409.902367931613,1.66257674674526,417.392254495565,0.346693759604992,-11.4805218283749,0.0373963168724404,0.1,0.1,0.10225,-11.75144,-11.925175,-14.622495,-12.782985,-13.12215,98.197706,40.843,0.058375,-9.254,-6.264,-7.84375,0,-4.2215,0.7,-0.4915,168.6525,264.6025,195.7675,260.5575,-0.62,-0.1,-0.48025,-0.29,-0.57,-0.09025,-0.22,-0.4,-5.615475,-4.32755,-2.78765,-1.09375,0.125175,2.16475,4.07245,5.7846,7.887175,-3.4385,-3.45835,-2.09895,-0.703175,0.02155,1.661475,3.437375,5.240775,7.35185,-3.86215,-2.811,-1.1599,0.0181,1.0404,2.5284,4.01685,5.78425,7.47035,-5.4856,-4.25515,-2.145675,-0.38165,0.27075,1.7904,3.407225,5.204725,7.22325,-5.126525,-3.948725,-1.931075,-0.255175,0.5973,2.65205,4.721025,6.2726,7.99755,-17.668825,-30.8733,-19.0586,-101.9175
1,0.75,-5.6090208565898,-2.46222276499703,-6.73574977106454,0.041635022603242,-60.7486282026912,-13.4952422998429,0.140391102863894,416.234185503325,0.908422428579781,409.339875852896,1.64901488712979,415.829209840456,409.785467397097,1.70528794679122,415.863105786539,409.485581081043,1.60839669691762,415.534367607697,409.994010102349,1.62284323721544,417.414235950599,0.338453627281591,-11.7061905186901,0.0452011549854477,0.1,0.09,0.11,-11.909345,-12.371225,-15.3246625,-12.87204,-13.210725,98.15439975,40.0035,0.1008175,-9.5825,-6.30325,-8.1515,0,-4.20725,0.6975,-0.495,170.36,262.3875,197.1675,259.35,-0.61025,-0.1,-0.48,-0.29,-0.57775,-0.09,-0.22,-0.40025,-5.71595,-4.394475,-2.821025,-1.1187,0.107175,2.16375,4.071525,5.7836,7.885175,-3.500525,-3.52025,-2.14025,-0.728175,0.011775,1.65965,3.43735,5.239775,7.349875,-3.90655,-2.8794,-1.19625,0.0038,1.0212,2.5236,4.0167,5.783275,7.47035,-5.535075,-4.306275,-2.20835,-0.4104,0.259925,1.7982,3.40625,5.203725,7.222025,-5.20505,-4.021525,-1.998625,-0.2906,0.590375,2.653075,4.720075,6.2726,7.99655,-17.59205,-31.776125,-18.9472,-102.57125
1,1.25,-3.92552833281699,-1.81855289212806,-14.0384873906865,0.027752708424932,-64.4582934771674,-11.879878297472,0.135175217528097,416.295343033235,0.914170440200809,409.732354147039,1.6753962781236,415.528941984172,409.795657484372,1.93190628346467,415.797348606419,409.446079621837,1.60784348834574,416.224401976348,410.581541246307,1.69407490691868,416.075785477122,0.368271915787218,-12.3199462773762,0.0379658128100237,0.09975,0.08975,0.10225,-12.26206,-12.734425,-15.5306,-12.8821975,-13.669535,98.1255535,41.65,0.0918175,-9.752,-6.303,-8.31125,0,-4.25275,0.7975,-0.23125,173.5775,260.1475,197.2475,258.2675,-0.61,-0.1,-0.49,-0.29,-0.57,-0.09,-0.22,-0.41,-5.80915,-4.46225,-2.842575,-1.14445,0.089125,2.161975,4.070575,5.7826,7.884175,-3.5425,-3.555825,-2.16035,-0.749775,0.00135000000000001,1.65965,3.436375,5.238775,7.348875,-3.9506,-2.9097,-1.20695,-0.01055,1.0105,2.5252,4.0167,5.78325,7.46935,-5.60065,-4.34735,-2.252325,-0.4294,0.249125,1.8005,3.406225,5.20175,7.2203,-5.238425,-4.05525,-2.058975,-0.330575,0.58255,2.653075,4.720075,6.2726,7.994575,-18.0702,-32.955175,-19.17595,-99.181
1,1.75,-4.57591816394008,-2.39935685472109,-11.7076329352977,0.0398546580508817,-67.0465179323201,-6.73796744036688,0.164474375194124,415.918800014,0.936931203648462,410.455465326424,1.57423896522993,415.613777157109,411.028521990593,1.73662304257166,416.150589374152,409.706431504191,1.53905659392434,415.940128269007,411.158914832028,1.53961232068396,416.132402610657,0.396131893560468,-12.1486688733944,0.0380892793489496,0.09975,0.09,0.11,-12.36723,-13.0319,-15.6682325,-13.6172275,-14.23791,98.114582,42.69125,0.0390225,-9.8665,-6.2475,-8.13325,0,-4.2415,0.6,-0.25225,172.8375,258.2825,196.9625,257.31,-0.61,-0.1,-0.48025,-0.29,-0.57,-0.09,-0.22,-0.4,-5.853775,-4.52195,-2.872375,-1.173125,0.071075,2.160975,4.069625,5.780625,7.882175,-3.541125,-3.567775,-2.179775,-0.76885,-0.00919999999999999,1.659,3.435375,5.237775,7.347875,-4.0249,-2.93465,-1.21815,-0.0147,1.00455,2.5266,4.01685,5.782275,7.46935,-5.659275,-4.396825,-2.291325,-0.4406,0.235425,1.80645,3.405225,5.20075,7.220175,-5.23435,-4.05965,-2.11435,-0.3643,0.57285,2.65305,4.719125,6.2716,7.99355,-18.156375,-26.994,-18.5442,-91.902
1,2.25,-3.13776769351022,-2.73389105564265,-16.0611365340549,0.0280384399656453,-58.0325432557469,-8.8190157811479,0.163849910093703,416.595058985302,0.955209146332365,409.539697355566,1.62671892469125,415.473774256513,410.268372651308,1.65480415356372,415.353212082356,410.683712217545,1.54512896799331,416.571547560882,411.284136525447,1.47735167418259,416.615473315429,0.363743606583812,-12.708854340464,0.0377359426306395,0.11,0.09,0.11225,-12.8275025,-13.165875,-15.5582425,-13.60236,-14.456875,98.10208125,42.9995,0.11162,-10.05425,-6.3495,-8.22575,0,-4.1145,0.5975,-0.31325,174.15,257.005,198.0975,256.99,-0.6,-0.1,-0.48025,-0.29,-0.57,-0.09025,-0.22,-0.40025,-5.96795,-4.567975,-2.89425,-1.2047,0.0405,2.160425,4.069675,5.77965,7.881175,-3.550175,-3.572525,-2.2003,-0.78875,-0.022175,1.65965,3.435375,5.23555,7.345875,-4.1122,-2.94155,-1.23205,-0.00364999999999999,0.9976,2.5258,4.01685,5.78055,7.46835,-5.686825,-4.422,-2.328175,-0.450975,0.21775,1.810075,3.40425,5.19975,7.22015,-5.22605,-4.05155,-2.15615,-0.399,0.568875,2.652075,4.718175,6.2716,7.99255,-18.29445,-27.8086,-18.66875,-92.409
1,2.75,-9.60242406216837,-1.97566456315851,-8.52608360657571,0.0264402942694049,-62.4853449323404,-8.14541599128154,0.139371802562139,417.469948817405,0.966159617061571,410.188295854402,1.96366900075065,415.381111272363,409.994212430139,1.76267914260998,416.166835254151,410.165320949077,1.63488131586003,416.024650340011,411.795860195645,1.56899510860138,416.15912036652,0.380640701919723,-12.7733628577962,0.0383377840073475,0.11,0.08975,0.11,-12.7865575,-13.6177,-15.9538625,-13.98039,-14.7892325,98.1186595,42.67375,0.12387,-10.23375,-6.42175,-8.64625,0,-4.2635,0.5,-0.5445,171.8675,254.645,197.4225,256.3825,-0.60025,-0.1,-0.48025,-0.29,-0.57,-0.09,-0.22025,-0.4,-6.021,-4.628625,-2.884425,-1.2322,0.01385,2.15965,4.068725,5.77865,7.879175,-3.579275,-3.5962,-2.2052,-0.8043,-0.034025,1.6603,3.434375,5.23455,7.344875,-4.1679,-2.968,-1.2255,0.00175000000000001,0.97155,2.525,4.01785,5.7805,7.467375,-5.72245,-4.45225,-2.338925,-0.473125,0.20265,1.809075,3.40325,5.198725,7.21915,-5.258675,-4.0766,-2.2111,-0.434725,0.5686,2.651125,4.7182,6.271125,7.99155,-18.42315,-27.502975,-18.7359,-98.4595
1,3.25,-1.44784862389631,-1.44097623051902,-8.7471172667808,0.0341201710830874,-55.2097083050261,-7.25811359704818,0.147872290836421,417.706287250158,0.910142735323184,409.593801075061,1.84916450641034,416.422002757937,409.651113553653,1.69518897848201,416.462111314836,409.24307235894,1.63182846012147,416.456207784552,409.951597305076,1.68375059810026,416.417637083378,0.335788764066392,-13.0456185132269,0.042706480848908,0.09975,0.09,0.10225,-13.11248,-13.822825,-16.2046,-14.02693,-15.05118,98.18545775,42.844,0.17472,-10.118,-6.52175,-8.37975,0,-4.3405,0.7975,-0.29025,168.6575,253.26,194.395,255.3875,-0.6005,-0.1,-0.48025,-0.29,-0.57,-0.09,-0.21025,-0.40025,-6.113375,-4.680325,-2.8384,-1.2553,-0.00954999999999997,2.1581,4.067775,5.777625,7.878175,-3.62075,-3.635675,-2.158,-0.81895,-0.043575,1.6593,3.4334,5.23355,7.343875,-4.19385,-2.99945,-1.1913,0.00465000000000001,0.9369,2.524,4.01785,5.77955,7.46735,-5.79285,-4.508025,-2.304725,-0.495125,0.18845,1.808075,3.403225,5.198725,7.21815,-5.323425,-4.125025,-2.222775,-0.468575,0.5615,2.650175,4.71725,6.2706,7.989575,-18.8364,-34.203375,-19.1221,-97.79
1,3.75,-3.97334031507149,-1.86480127655581,-5.89852922472515,0.0261780236943819,-64.8989695522016,-6.7962850362958,0.164626302845746,416.203593770085,0.907081802937378,410.344332676608,1.58696399002642,416.84701677343,410.713119747204,1.58546685528721,417.791188080929,410.977936841457,1.64301260193606,417.771919048178,411.057154929391,1.35299191225633,418.836032421165,0.340421934161054,-13.0212746988969,0.0489089109592839,0.11,0.08,0.11,-12.9590375,-13.491875,-16.9067625,-14.25315,-15.2558775,98.1037955,44.53825,0.137185,-10.3045,-6.5985,-9.41075,0,-4.3745,0.7,-0.341,167.8525,254.2325,192.855,252.2575,-0.60025,-0.11,-0.48,-0.29,-0.57775,-0.09,-0.22,-0.41,-6.15375,-4.73315,-2.837175,-1.2805,-0.027075,2.157875,4.066825,5.776625,7.8762,-3.6789,-3.690125,-2.181225,-0.828,-0.05505,1.65895,3.4334,5.233775,7.3419,-4.27625,-3.03815,-1.22115,-0.0174,0.92865,2.524,4.01785,5.779275,7.466375,-5.866175,-4.564275,-2.284,-0.51385,0.17495,1.80735,3.40225,5.197725,7.21615,-5.403175,-4.193875,-2.21135,-0.475225,0.53965,2.647275,4.7156,6.2706,7.988575,-18.982875,-32.8133,-19.005875,-101.1635
1,4.25,-3.12731280961983,-1.26378997437581,-8.9587474968617,0.0267424211449531,-61.097606975011,-9.68576377518982,0.157411165421682,417.456261860843,0.912121764170203,410.579522034025,1.63471209078916,416.767787951202,410.791921964479,1.58617323301877,416.871554324018,409.962032511598,1.44289118070974,418.204031998649,411.485690336638,1.31755146275559,417.311384490991,0.297965232610765,-13.3330286897267,0.048783539875994,0.10975,0.08,0.11,-13.3142625,-13.76695,-17.142825,-14.87599,-14.8751175,98.016327,43.482,0.101185,-10.34,-6.7045,-9.28675,0,-4.295,0.6975,-0.0945,167.3775,256.6325,194.0125,247.66,-0.60025,-0.1,-0.49,-0.29,-0.58,-0.09,-0.22,-0.4,-6.218925,-4.7735,-2.86005,-1.318775,-0.04185,2.156875,4.0659,5.77465,7.875175,-3.739175,-3.740275,-2.2149,-0.84025,-0.072875,1.65795,3.4319,5.232775,7.3408,-4.36165,-3.068475,-1.243025,-0.03065,0.9209,2.522575,4.018825,5.779275,7.465375,-5.85815,-4.5673,-2.29825,-0.529525,0.162,1.807075,3.40125,5.196725,7.216125,-5.485625,-4.26205,-2.2339,-0.5047,0.510825,2.6424,4.7147,6.270125,7.987575,-18.9725,-32.859825,-18.9291,-102.175
1,4.75,-1.68743802104861,-1.34206071112983,-7.54331470547724,0.0306222592850621,-94.9542859582648,-7.58274807099214,0.187645156135964,418.670227707693,0.918307849869683,410.761179701424,1.93342577619012,417.0695145522,411.256875766811,1.74014508978788,418.370742748907,411.213470948194,1.67572091661792,418.49031400226,411.880127577606,1.4761576429868,417.559658520969,0.361986982294422,-13.4376349285348,0.0600681497321488,0.11,0.1,0.11,-13.449875,-13.648525,-17.5498525,-14.544125,-15.187845,97.982456,44.0035,0.099425,-10.541,-6.6425,-8.90075,0,-4.441,0.6,-0.5765,163.6925,255.415,193.32,249.025,-0.6005,-0.10025,-0.49,-0.29,-0.57,-0.09025,-0.22,-0.41,-6.256525,-4.816875,-2.828075,-1.364525,-0.050675,2.156875,4.065925,5.77365,7.87415,-3.7856,-3.788175,-2.2588,-0.855175,-0.09835,1.65695,3.431,5.231775,7.339925,-4.335325,-3.0624,-1.2736,-0.0471,0.9117,2.5219,4.018825,5.778275,7.4644,-5.72935,-4.601825,-2.27355,-0.54405,0.150925,1.80635,3.40125,5.195725,7.2161,-5.601525,-4.361975,-2.212325,-0.52895,0.49715,2.638525,4.7147,6.2696,7.985575,-18.1478,-29.4764,-18.64375,-103.453
