DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,PA_1_1_2,VPD,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,LW_IN,LW_OUT,PPFD_IN,RH,G_1_1_1,G_2_1_1,G_3_1_1,SW_IN,SW_OUT,TA
1,0.25,-0.0252,-17.8434,0.456665,0.130139,1.69945,0.140586,-1.35496,99.9432,0.0396310125,429.474,3.54863,0.553378,0.463663,0.198937,0.295836,267.967,296.873,0.0658,74.815,-0.256567,-0.852067,-2.534924,0,0.0895,-6.7339666665
1,0.75,-0.0204,-8.22481,0.379586,0.0701659,1.3197,0.126687,-2.31348,99.9635,0.036155863,429.647,3.66877,0.609226,0.501444,0.19167,0.270752,271.89,296.623,0.0798,82.0933,-0.256733,-0.858133,-2.534924,0,0.133833,-6.7157666665
1,1.25,-0.0215,-7.11139,0.136115,0.0477,1.49938,0.128108,-3.32855,99.9844,0.0362576795,430.372,3.69668,0.444326,0.655676,0.172675,0.293586,279.533,297.683,0.0705,84.2933,-0.2572,-0.8636,-2.534924,0,-0.011,-6.61725
1,1.75,-0.018,-21.9375,0.851107,0.206174,1.54523,0.120036,-2.24936,99.9917,0.0417587125,429.977,3.72959,0.508354,0.528995,0.201492,0.286901,269.147,297.983,0.0868,84.17,-0.2564,-0.867667,-2.534924,0,0.229433,-6.6851833335
1,2.25,-0.0206,-16.8039,0.91348,0.234258,1.7034,0.128246,-1.21707,99.9918,0.042691195,430.017,3.63566,0.618437,0.566351,0.205927,0.294229,269.963,299.507,0.106767,75.047,-0.2552,-0.875667,-2.534924,0,0.106867,-6.7785
1,2.75,-0.0195,-16.4165,1.14908,0.196531,1.40544,0.123729,-1.54568,99.9428,0.0403357535,430.469,3.80238,0.734415,0.765614,0.211736,0.339896,269.077,298.847,0.0732667,74.9843,-0.256267,-0.8792,-2.534924,0,0.1134,-7.135785
1,3.25,-0.0232,-16.4757,1.29851,0.314109,1.6628,0.13453,-2.66367,99.9545,0.0388360645,433.023,3.83964,0.772902,0.559721,0.207014,0.261975,267.667,297.673,0.081,86.6733,-0.256467,-0.886,-2.534924,0,0.0574,-7.5725
1,3.75,-0.033,-1.02603,0.123414,0.109078,2.08349,0.160831,-3.79022,99.9297,0.0330348415,433.174,3.87355,0.750231,0.875488,0.240752,0.25744,267.43,298.06,0.0826,86.7533,-0.255933,-0.891733,-2.534924,0,0.0740667,-8.295
1,4.25,-0.03115,-1.282821,0.1760259,0.10340935,2.031144,0.1571047,-4.054596,99.88507,0.0351735625,432.7942,3.803004,0.7584448,0.8637025,0.2330132,0.2457624,267.4667,297.0793,1.25019,86.4733,-0.2930364,-0.8963864,-2.534924,0,0.46859303,-8.205
1,4.75,-0.0293,-1.539612,0.2286378,0.0977407,1.978798,0.1533784,-4.318972,99.84044,0.0317879965,432.4144,3.732458,0.7666586,0.851917,0.2252744,0.2340848,267.5034,296.0986,2.41778,86.1933,-0.3301398,-0.9010398,-2.534924,0,0.86311936,-7.9775
1,5.25,-0.02745,-1.796403,0.2812497,0.09207205,1.926452,0.1496521,-4.583348,99.79581,0.0320452595,432.0346,3.661912,0.7748724,0.8401315,0.2175356,0.2224072,267.5401,295.1179,3.58537,85.9133,-0.3672432,-0.9056932,-2.534924,0,1.25764569,-7.968
1,5.75,-0.0256,-2.053194,0.3338616,0.0864034,1.874106,0.1459258,-4.847724,99.75118,0.0317242835,431.6548,3.591366,0.7830862,0.828346,0.2097968,0.2107296,267.5768,294.1372,4.75296,85.6333,-0.4043466,-0.9103466,-2.534924,0,1.65217202,-8.205
1,6.25,-0.02375,-2.309985,0.3864735,0.08073475,1.82176,0.1421995,-5.1121,99.70655,0.0315417755,431.275,3.52082,0.7913,0.8165605,0.202058,0.199052,267.6135,293.1565,5.92055,85.3533,-0.44145,-0.915,-2.534924,0,2.04669835,-7.970315
1,6.75,-0.0219,-2.566776,0.4390854,0.0750661,1.769414,0.1384732,-5.376476,99.66192,0.0326248435,430.8952,3.450274,0.7995138,0.804775,0.1943192,0.1873744,267.6502,292.1758,7.08814,85.0733,-0.4785534,-0.9196534,-2.534924,0,2.44122468,-7.5706
1,7.25,-0.02005,-2.823567,0.4916973,0.06939745,1.717068,0.1347469,-5.640852,99.61729,0.0326315295,430.5154,3.379728,0.8077276,0.7929895,0.1865804,0.1756968,267.6869,291.1951,8.25573,84.7933,-0.5156568,-0.9243068,-2.534924,0,2.83575101,-7.2795
1,7.75,-0.05445,-11.9754,-0.1874185,0.121486,3.2355,0.250792,-2.487655,98.23085,0.0316561615,416.5955,5.04781,0.9863055,0.8543575,0.3540965,0.2071615,289.21,304.027,0.2385835,75.5833,-0.77045,-1.216335,-2.534924,0,0.1567165,-7.9305
1,8.25,-0.0805,-29.0542,0.187504,0.220653,3.39109,0.25489,-3.23548,98.0738,0.0311082425,416.777,4.86861,0.982798,0.940843,0.393535,0.259736,289.437,300.94,0.239567,78.598,-0.927867,-1.2155,-2.785677,0,0.131467,-7.8745
1,8.75,-0.0655,-12.6957,-0.0588,0.05035,3.31203,0.2277375,-2.57901,98.13255,0.032554884,419.685,4.957085,0.9908315,0.9818155,0.3761105,0.198298,284.61,301.377,0.2575,78.623,-0.56535,-1.2213,-3.03643,0,0.1947165,-8.1
1,9.25,-0.0556,-11.3319,0.573727,0.0236,2.79177,0.209908,-3.79847,98.1585,0.031870455,419.414,4.52946,0.939092,0.887474,0.32797,0.235926,280.737,299.43,0.5022,81.2003,-0.5431,-1.22543,-4.96765,0,0.291933,-8.268665
1,9.75,-0.0522,-13.19965,0.2139345,0.096265,2.81084,0.214042,-3.483535,98.3338,0.031269335,419.044,4.540795,0.86709,0.843861,0.299074,0.231619,281.2215,297.957,2.901785,77.48685,-0.47565,-1.222385,-4.96422,0.3993665,1.785185,-8.23
1,10.25,-0.0525,-10.231625,0.7541975,0.252129,2.953795,0.220027,-3.574765,98.5615,0.0323507555,421.8075,4.243605,0.8874825,0.84507,0.33874,0.2175295,282.42,297.6785,12.41235,78.687,-0.3755,-1.2211,-4.67917,5.15475,6.193,-7.5076
1,10.75,-0.05465,-11.22195,-0.142976,0.07900645,2.89235,0.20722,-3.5828,98.5035,0.033967946,425.3005,4.21778,0.8846505,0.839359,0.317137,0.198248,282.878,297.5285,28.74665,78.17515,-0.29445,-1.23315,-4.72023,13.985,13.835,-7.2595
1,11.25,-0.0492,-8.153325,0.0615415,0.1414355,3.046925,0.1974165,-3.490025,98.5348,0.03739124,426.224,4.28281,0.8374405,0.7974615,0.29174,0.1539775,283.995,297.188,46.60485,77.83085,-0.148517,-1.234765,-4.7541,25.815,23.0365,-6.809
