DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,FC_1_1_1,SC_1_1_1,H_1_1_1,LE_1_1_1,G_1_1_1,TS_1_1_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1
1,5.25,0.0636,-14.6045,0.433375,0.10135,-0.0572,-1.0094,-68.61825,-6.138075,-9.562125,0.73875,51.38825,99.650875,380.42445,0.26925,-79.3075,-0.7082,-5.186325
1,5.75,0.05345,-14.53325,0.45835,-0.1597,-0.313525,-1.88685,-55.2714,-15.9455,-9.58845,0.7285,51.78975,99.64585,380.5526,0.26925,-79.2075,-0.70505,-4.9091
1,6.25,0.0357,-14.49575,0.5074,-0.5274,-0.37375,-1.94355,-60.927875,-10.922625,-9.799275,0.709,47.99025,99.635825,380.6633,0.279,-77.415,-0.509575,-4.475225
1,6.75,0.0642,-14.12625,0.58615,-0.6732,-0.7805,-1.60685,-60.7045,-5.610925,-10.030325,0.7095,45.374,99.618325,381.2402,0.279,-77.81,-0.46805,-4.4633
1,7.25,0.07375,-13.54725,0.4776,-1.9908,-0.7376,-1.58245,-50.08655,-3.9835,-10.24365,0.709,44.05275,99.618325,381.087275,0.279,-73.185,0.09085,-4.181325
1,7.75,0.09125,-13.011,0.471025,-1.63325,-0.48225,-2.142375,-45.18865,-3.723,-10.430325,0.7085,43.16,99.61585,382.56625,0.28,-55.38375,1.738125,-2.6189
1,8.25,0.118375,-12.4585,0.4576,-2.753675,-0.8144,-3.155125,-34.71675,-2.3928,-10.381175,0.7385,43.70625,99.745,382.7123,0.30925,-24.61825,6.457775,-0.58865
1,8.75,0.155275,-11.552,0.5571,-3.49095,-1.379925,-2.4684,-32.795375,-1.92575,-10.306225,0.7785,40.971,99.8125,383.2612,0.3295,-7.171,11.91475,1.3865
1,9.25,0.205,-10.43375,0.600025,-4.67025,-3.6478,-2.9934,-40.3082,-5.31055,-10.195975,0.838,38.4975,99.8125,384.09315,0.33,-2.6238,16.55425,1.8009
1,9.75,0.2025,-10.08075,0.61225,-7.632,-4.497625,-3.4786,-33.661875,-20.0847,-10.047675,0.9275,36.81575,99.9,384.8696,0.34925,-1.87085,24.01525,2.101425
1,10.25,0.1992,-9.62925,0.7838,-6.584,-4.9554,-2.999,-31.7398,-45.980925,-9.546075,0.93975,33.73575,99.9025,383.5693,0.35975,-4.635175,27.66125,2.48335
1,10.75,0.2376,-9.2135,0.7488,-4.911,-3.84465,-2.4715,-9.0087,-14.4736,-8.889825,1.039,31.68525,100,383.140375,0.4285,4.13565,32.945525,2.77785
1,11.25,0.25505,-8.59475,0.6646,-3.67215,-3.08945,-1.920725,6.730575,0.0799500000000001,-8.613275,1.078,29.89075,99.9975,383.170025,0.4285,-0.9199,38.203,2.85285
1,11.75,0.17745,-7.83225,0.8438,-3.6758,-3.0555,-1.57725,4.82415,2.7645,-8.56715,1.098,28.5025,99.9975,382.57965,0.38975,-8.7605,30.99375,3.129675
1,12.25,0.319,-6.845125,0.8308,-3.777,-3.76275,-1.641625,-3.26839999999999,-0.651,-8.535,1.108,26.8955,99.9,380.1723,0.3795,-7.1545,32.33175,4.457175
1,12.75,0.274875,-6.35485,0.9243,-3.9629,-3.702375,-1.2465,4.375125,2.952475,-8.53605,1.135,25.959,99.9,379.7132,0.36,-2.9355,37.1855,3.1638
1,13.25,0.181,-5.9994,0.7034,-2.81045,-2.8675,-1.409375,-10.82625,1.05685,-8.492,1.256,25.6655,99.9,379.7829,0.3695,-1.73495,28.887,3.20135
1,13.75,0.14035,-5.988775,0.657,-3.157,-2.0624,-1.25965,-17.87295,-15.19585,-9.104075,1.307625,24.4725,99.9925,379.813325,0.37,-2.541,22.5815,1.994
1,14.25,0.159,-6.490525,0.485,-2.733,-2.192875,-1.281625,-25.3695,1.843525,-9.19675,1.266725,22.703,99.9925,379.828075,0.36975,-21.218,11.05275,0.812725
1,14.75,0.15145,-6.34245,0.589,-2.446125,-1.74465,-0.987875,-36.513325,-2.0049,-9.09875,1.16835,23.7625,99.9925,380.19455,0.3895,-61.053,5.76375,-1.769
1,15.25,0.1196,-6.8191,0.327,-0.97355,-1.2176,-0.984,-49.5086,-5.465525,-8.42665,1.13835,23.97525,100.085,380.62235,0.37,-68.56225,-0.06405,-3.795425
1,15.75,0.06,-7.0815,0.5362,-0.473,-0.3718,-0.652,-44.7742,-3.304675,-8.289975,1.07975,23.168,100.1775,380.3065,0.3795,-77.435,-0.735225,-3.87485
1,16.25,0.041475,-7.356,0.3104,0.047,-0.2949,-0.5837,-54.545525,-2.3671,-8.2702,1.07825,23.61425,100.185,380.90185,0.3695,-78.1125,-0.76715,-4.41015
1,16.75,0.02635,-7.817,0.3214,0.500825,-0.29665,-0.170725,-54.77485,-2.67325,-8.27675,1.058,25.01325,100.2,381.61375,0.35975,-80.485,-0.83365,-4.291125
1,17.25,0.01965,-8.67275,0.3276,0.486775,-0.2407,-0.1703,-61.368625,-2.85535,-8.326275,1.038,28.04425,100.205,381.7704,0.34975,-86.3125,-0.86465,-5.44065
1,17.75,0.046125,-9.25075,0.5886,0.369,-0.8575,-0.3565,-68.2656,-4.509875,-8.517175,0.998025,30.3055,100.3,382.0684,0.34975,-86.6175,-0.8996,-5.394725
1,18.25,0.03535,-9.745,0.5304,0.560875,-0.2463,-0.98815,-76.081125,-1.78455,-8.505125,0.98845,31.88225,100.3,382.35445,0.3495,-85.3225,-0.915125,-5.495775
1,18.75,0.055,-10.34825,0.5098,0.2375,-0.0445,-0.593125,-57.8198,-4.69705,-8.6262,0.9599,32.8975,100.21,382.17865,0.33975,-85.7075,-0.914275,-4.906475
1,19.25,0.04135,-10.55575,0.526,0.484125,-0.5892,-0.39125,-61.923125,-3.39265,-8.7537,0.979,34.8,100.3,383.13585,0.33975,-84.72,-0.9064,-4.792725
1,19.75,0.0388,-10.75025,0.3558,-0.0507999999999999,-1.08805,-0.8433,-64.97,-8.2051,-8.883,0.98925,36.78375,100.21,383.824075,0.32975,-85.105,-0.923,-4.982175
1,20.25,0.0587,-11.186,0.3844,-0.0684000000000001,-0.6127,-1.0502,-65.07035,-4.334825,-9.1631,0.97975,37.3235,100.21,383.0761,0.31975,-84.2025,-0.9035,-5.40625
1,20.75,0.0494,-11.45475,0.5238,0.30435,-0.3414,-0.8106,-75.3696,-1.68705,-9.1879,0.97,38.16475,100.21,382.2255,0.30975,-82.9075,-0.919175,-4.89195
1,21.25,0.05345,-11.57825,0.4736,-0.00897499999999997,-0.1562,-1.3417,-56.9821,-1.745,-9.287425,0.9795,39.031,100.21,382.0944,0.3,-82.89,-0.905475,-5.5553
1,21.75,0.058875,-11.97025,0.438,0.182,-0.15975,-1.2768,-55.752,-5.420725,-9.411975,0.95975,40.22575,100.2,382.406525,0.29975,-82.4875,-0.91625,-5.374225
1,22.25,0.044,-12.59475,0.5232,0.264125,-0.2662,-1.0962,-55.6092,-6.888475,-9.5244,0.94975,41.769,100.1,382.5195,0.29,-83.77,-0.916125,-5.269725
1,22.75,0.0479,-13.378,0.4918,0.33565,-1.54875,-1.756725,-71.831725,-12.254,-9.6153,0.92925,42.39475,100,385.932325,0.29,-81.7625,-0.922025,-5.0311
1,23.25,0.071925,-13.62025,0.444,0.0267,-0.634175,-2.10265,-62.6409,-5.00155,-9.66815,0.91875,42.71475,100.0125,384.2089,0.28,-86.2125,-0.914175,-4.8731
1,23.75,0.05255,-13.7565,0.3774,-0.85825,-0.3042,-1.6809,-67.21725,-3.547825,-9.63955,0.908,42.92475,99.925,381.77075,0.27975,-84.4,-0.919075,-4.9742
2,0.25,0.02925,-10.2925,0.2518,-0.963599999999999,-0.3356,-1.99035,-62.420875,-4.648,-7.286625,-0.668625,35.8675,99.14595,380.7699,0.28875,-87.925,-0.92425,-5.979
2,0.75,0.02335,-10.195,0.25245,-0.182125,-1.2959,-1.8525,-63.395275,-7.071,-7.406625,-0.67375,37.8575,99.14595,380.7698,0.28875,-88.95,-0.926,-5.998325
2,1.25,0.031,-10.274,0.3756,-1.392825,-1.1538,-1.192075,-58.735725,-9.051,-7.53865,-0.63225,39.0265,99.33095,382.595025,0.2785,-86.02,-0.926,-5.06315
2,1.75,0.0315,-10.566,0.2705,-0.739,-0.354,-1.68475,-70.243775,-30.043,-7.6545,-0.5938,39.777,99.52,384.324075,0.2685,-83.205,-0.926,-5.567925
2,2.25,0.02295,-10.4125,0.3745,-0.705425,-0.2892,-1.4689,-61.69075,-11.96325,-7.75885,-0.56355,39.9145,99.61095,384.7121,0.2755,-83.38,-0.926,-5.53435
2,2.75,0.047,-10.4525,0.4406,-0.02545,-0.408875,-1.10025,-63.1395,-3.51135,-7.78515,-0.53835,41.259,99.7,384.042,0.277,-82.33,-0.926,-6.0462
2,3.25,0.0537,-10.595,0.5069,-0.24155,-0.58625,-1.040875,-56.53995,-3.81045,-7.7344,-0.5304,41.941,99.7,383.8985,0.2685,-81.12,-0.92515,-6.39705
2,3.75,0.03675,-10.716,0.3596,-0.8864,-0.419375,-1.392125,-55.95615,-6.5186,-7.7283,-0.51195,42.4885,99.61005,383.64225,0.2585,-81.235,-0.92515,-5.861
2,4.25,0.0496,-10.897,0.5304,-0.38375,-0.69045,-1.54685,-57.07,-4.638775,-7.800375,-0.4981,43.2515,99.61005,383.59775,0.2565,-81.9,-0.91115,-5.468425
2,4.75,0.048,-10.96725,0.416575,-0.69685,-0.48735,-1.50225,-68.6885,-2.65555,-7.82155,-0.49165,41.95425,99.61,383.68685,0.25,-81.835,-0.625225,-5.314675
2,5.25,0.0302,-11.3075,0.4352,-0.23675,-0.7912,-1.834125,-66.5975,-8.3392,-8.31425,-0.6502,41.5855,99.605,383.5026,0.2695,-79.805,-0.4976,-5.6961
2,5.75,0.050525,-11.59025,0.5432,-0.5416,-1.050875,-3.1813,-59.1278,-6.385425,-8.39985,-0.622175,42.874,99.5,383.57735,0.27925,-78.615,-0.548225,-6.087
2,6.25,0.0402,-11.06275,0.4196,-1.68825,-0.5161,-2.50925,-67.2555,-4.3075,-8.3384,-0.582025,41.358,99.405,383.59235,0.2695,-78.7,-0.494225,-5.7889
2,6.75,0.0536,-10.863,0.4866,-5.1985,-1.29715,-2.745125,-71.841,-5.7745,-8.161175,-0.49025,39.765,99.41,382.773,0.25975,-75.625,-0.32515,-5.333625
2,7.25,0.050375,-10.5235,0.4,-4.6666,-2.57095,-3.352125,-51.488275,-5.5656,-8.20565,-0.411725,38.37325,99.41,382.529,0.24975,-65.6425,1.038725,-4.3983
2,7.75,0.1324,-9.37525,0.448,-3.55175,-1.9714,-2.57265,-51.5124,-11.1563,-8.201925,-0.292325,32.25175,99.41,382.1856,0.27975,-27.80225,4.90395,-2.58955
2,8.25,0.1152,-8.56475,0.5416,-1.6504,-0.663725,-2.549575,-42.55505,-2.45885,-8.125275,-0.17155,29.77375,99.505,380.7503,0.28975,-25.7765,8.51575,-0.461375
2,8.75,0.144375,-7.89925,0.349,-3.64885,-1.4763,-3.0393,-41.5808,-8.87885,-8.063275,-0.109675,28.77675,99.505,382.156,0.329,-37.00325,15.7175,1.745175
2,9.25,0.121,-7.31425,0.4816,-2.8526,-1.2566,-3.0757,-30.052,-5.42525,-7.7746,-0.044475,27.8035,99.7,380.949525,0.3395,-31.3625,18.5565,1.7681
2,9.75,0.0975,-6.8274,0.5414,-3.532375,-2.5375,-2.9735,-23.42705,-1.513125,-7.6758,-0.021175,26.74725,99.687625,380.28875,0.34975,-39.9325,22.33225,2.1792
2,10.25,0.229375,-6.33055,0.8916,-4.09555,-2.317375,-2.8578,4.9336,-6.3438,-7.53905,0.0526,26.46225,99.69505,380.389175,0.41925,7.801225,35.9795,3.144225
2,10.75,0.17105,-5.931225,0.9664,-3.016525,-2.08585,-2.7017,1.5608,-3.4919,-6.753025,0.13205,25.77675,99.68,379.366325,0.42,9.0491,43.3595,3.7384
2,11.25,0.1042,-5.898125,1.053,-3.4932,-2.460125,-1.98925,4.0506,-1.760625,-6.661975,0.217075,25.8225,99.67,378.9985,0.4395,14.6905,42.2305,3.465225
2,11.75,0.29505,-5.864125,0.934625,-3.4588,-2.592275,-1.60775,-1.66575,-4.7885,-6.513275,0.300475,24.7495,99.675,378.966925,0.489,17.488,64.11375,4.8975
2,12.25,0.2402,-5.8515,1.007275,-2.359025,-1.6874,-1.23315,2.8281,-0.502875,-6.323,0.315975,24.4765,99.5,378.5896,0.47925,6.594175,30.30475,3.5888
2,12.75,0.3018,-5.744775,0.990575,-2.793875,-2.5294,-1.5486,-9.6448,-13.18675,-6.151425,0.322575,24.0165,99.49,378.3752,0.46875,6.7812,32.863,3.324025
2,13.25,0.23105,-5.7246,0.97205,-2.367975,-1.7582,-1.4372,-7.182475,-1.18675,-6.1256,0.347875,23.74925,99.485,377.9225,0.45975,13.882,35.9,3.423575
2,13.75,0.234,-5.577625,0.830025,-2.19785,-1.915325,-1.15065,4.8534,-2.859125,-5.63675,0.2388,23.7625,99.39,377.65,0.44,7.181625,30.62675,3.53175
2,14.25,0.2385,-5.62185,1.086275,-1.528,-1.90315,-1.2996,0.13375,-11.93745,-5.307225,0.187725,23.43075,99.4,377.622825,0.43975,1.8501,20.44575,2.226225
2,14.75,0.260675,-5.8727,1.086575,-3.01995,-3.3284,-1.009625,-14.5733,-10.6815,-4.92135,0.13995,22.99925,99.397525,377.657575,0.42975,-41.02875,16.678,1.69565
2,15.25,0.105,-6.068825,0.71275,-2.683625,-1.44795,-1.19705,-30.373,-5.634,-5.339875,0.085725,22.9785,99.301,377.67205,0.41975,-74.83,2.830075,-2.57525
2,15.75,0.1136,-6.720275,0.747125,-1.98885,-1.51095,-0.53,-39.762,-4.056875,-5.14535,0.024725,21.915,99.397525,377.76765,0.41925,-84.91,-0.6302,-3.179475
2,16.25,0.1142,-7.189,0.774675,-0.656775,-0.803225,-0.4173,-45.7634,-4.641625,-5.461675,-0.032,23.00425,99.4,377.94515,0.4095,-84.4025,-0.741025,-3.3915
2,16.75,0.0954,-7.885,0.6397,-0.836,-0.955875,-0.47045,-59.2278,-1.657,-5.365275,-0.08805,24.74925,99.5,377.879175,0.3895,-83.52,-0.83035,-3.43195
2,17.25,0.0608,-8.3245,0.3849,-0.5347,-0.49485,-0.211625,-71.9068,-8.584375,-5.332225,-0.150025,27.19225,99.600025,378.04025,0.36975,-83.1275,-0.8743,-3.979075
2,17.75,0.0158,-8.3515,0.2244,0.135875,-0.27415,-0.73915,-60.380825,-18.234125,-4.9111,-0.1798,29.29575,99.6,378.11025,0.36975,-84.0125,-0.8948,-4.948475
2,18.25,0.0246,-8.20175,0.265825,0.3292,-0.41275,-0.225625,-63.30505,-7.9826,-5.192225,-0.237825,31.44675,99.598475,377.984375,0.36,-85.955,-0.91425,-5.308225
2,18.75,0.018225,-8.2085,0.312125,0.0132,-0.4144,-0.826875,-63.508575,-4.995875,-5.476025,-0.291775,31.60625,99.598475,377.96545,0.35,-88.11,-0.9221,-5.136525
2,19.25,0.0492,-8.42375,0.361875,-1.022,-1.11605,-0.72675,-63.993725,-17.730875,-5.8679,-0.345525,29.87825,99.601,377.71865,0.34975,-85.0125,-0.921025,-5.075575
2,19.75,0.0414,-8.6415,0.4984,-0.0227,-1.2833,-1.184125,-89.0283,-13.444125,-6.11455,-0.396225,29.56475,99.5,377.731225,0.34975,-85.4325,-0.925,-4.861375
2,20.25,0.0548,-8.48025,0.34925,-0.128425,-0.5494,-0.755875,-75.4735,-12.23025,-6.40325,-0.432275,30.0675,99.5,379.561925,0.32975,-85.545,-0.925025,-4.7147
2,20.75,0.0442,-8.70725,0.43025,-0.38625,-1.0785,-1.1155,-59.416975,-3.944375,-6.645425,-0.44865,28.6765,99.5,383.137625,0.32,-85.72,-0.926,-4.916425
2,21.25,0.0364,-8.744,0.3956,-0.3801,-1.0115,-0.814,-59.0262,-3.44405,-6.8037,-0.4691,29.637,99.4,382.7712,0.3195,-85.74,-0.92405,-5.01495
2,21.75,0.0736,-8.819,0.5518,-1.181025,-1.0762,-1.103125,-59.9104,-12.1313,-6.9279,-0.4794,30.0545,99.301,382.2372,0.2995,-86.325,-0.926,-5.32485
2,22.25,0.044025,-9.18,0.4502,-0.360875,-0.617625,-1.1659,-66.1273,-3.9801,-7.0182,-0.50235,31.2915,99.301,382.6886,0.3095,-85.185,-0.9241,-5.291825
2,22.75,0.058,-9.46475,0.2612,-0.31815,-0.2608,-1.614475,-61.11435,-3.91675,-7.0951,-0.54275,34.96525,99.2,382.5056,0.3,-84.6,-0.926,-5.0787
2,23.25,0.0375,-9.85825,0.5462,-1.01925,-0.8609,-0.9973,-64.65025,-5.31825,-7.150725,-0.574925,34.93425,99.2,381.2224,0.28925,-84.8525,-0.925075,-5.45565
2,23.75,0.04125,-10.127,0.394775,-1.089825,-1.059725,-1.2309,-64.2214,-7.2504,-7.2215,-0.6158,35.341,99.2,380.67125,0.29,-84.025,-0.926,-5.521675
3,0.25,0.0461,-7.3155,0.5324,-0.6276,-0.23065,-0.9857,-68.639,-4.17675,-6.4035,0.5566,29.1585,99.955225,379.76055,0.399,-81.115,-0.92495,-5.299075
3,0.75,0.0406,-7.6295,0.4552,-0.3125,-0.099325,-0.9387,-62.6436,-2.3632,-6.50205,0.55095,28.48,99.9325,379.3726,0.3795,-82.795,-0.9233,-5.2972
3,1.25,0.0576,-7.986,0.5162,0.4485,-0.286775,-0.859125,-71.033125,-8.259025,-6.52895,0.53955,27.0205,99.855,377.88845,0.389,-82.915,-0.9278,-5.623875
3,1.75,0.036275,-8.6015,0.4542,0.40315,-0.0527,-0.333825,-69.59985,-2.435,-6.618,0.53405,28.2105,99.7,377.4222,0.3795,-81.065,-0.9277,-5.8195
3,2.25,0.04405,-9.63,0.3099,0.0962,-0.7267,-0.551975,-62.675175,-2.1864,-6.6821,0.526,27.5835,99.677725,376.807675,0.368,-80.925,-0.92405,-5.836525
3,2.75,0.053,-9.173,0.41055,0.0278,-0.1588,-0.965275,-57.185,-3.959,-6.74135,0.51925,29.236,99.6325,378.6664,0.339,-82.11,-0.919,-5.77425
3,3.25,0.049075,-9.081,0.44805,-0.018625,-0.434,-0.707,-61.74385,-1.78975,-6.7694,0.5068,31.571,99.6325,380.44305,0.358,-88.875,-0.9133,-5.36205
3,3.75,0.05895,-9.33,0.4228,0.084725,-0.4166,-0.6801,-58.424625,-3.191675,-6.8749,0.4995,34.2125,99.600775,380.2569,0.3385,-81.665,-0.9105,-5.888275
3,4.25,0.04705,-9.644,0.45225,0.25045,-0.188,-1.076,-66.8147,-6.12655,-6.9471,0.49885,34.5845,99.655,380.13915,0.339,-81.675,-0.70605,-5.822725
3,4.75,0.034,-9.8175,0.54375,0.048,-0.491825,-0.346325,-61.216875,-5.474,-6.894,0.5106,36.721,99.555775,379.7075,0.329,-80.605,-0.7051,-5.92805
3,5.25,0.048,-9.62325,0.687975,0.0296,-0.21665,-0.9651,-53.065025,-2.63875,-6.93575,0.5769,39.90525,99.4775,379.428,0.33925,-80.6775,-0.697075,-5.51835
3,5.75,0.06675,-9.34275,0.64385,-0.51775,-0.54725,-1.2707,-65.23435,-5.473675,-7.03955,0.695925,40.185,99.4775,378.8735,0.30975,-80.54,-0.475975,-5.0852
3,6.25,0.062,-8.95275,0.69265,-1.1732,-0.860225,-1.871375,-49.355925,-4.478,-7.1278,0.8718,40.2385,99.555775,377.3469,0.29975,-73.0475,0.2027,-4.59065
3,6.75,0.0559,-8.6475,0.639275,-2.41085,-1.601525,-1.826125,-39.621475,-2.3025,-7.087925,0.988175,40.99125,99.655,377.1558,0.31,-56.39425,4.587625,-2.276825
3,7.25,0.090825,-7.93075,0.555,-7.3424,-4.3029,-3.402625,-13.32065,-4.79275,-6.7419,0.969075,36.0525,99.655,376.761225,0.3395,-21.102,11.47125,1.585075
3,7.75,0.19275,-6.1467,0.50565,-6.0125,-3.915975,-3.479525,-6.608675,-5.63875,-6.5887,1.084,32.5655,99.733275,377.5596,0.38925,-10.9765,11.75925,1.742475
3,8.25,0.19075,-4.616025,0.7223,-6.198075,-3.46715,-3.36845,-10.2961,-15.99,-6.15755,1.166475,30.04475,99.81,378.31965,0.42825,-6.1087,24.273,2.3722
3,8.75,0.1709,-4.26565,0.79655,-6.9626,-4.31205,-2.47835,-5.032,-1.85175,-5.940025,1.3232,23.8725,99.855,377.92525,0.458,-11.4955,28.87225,2.595525
3,9.25,0.185475,-3.68,0.65085,-6.342125,-4.701975,-2.19175,18.486925,-1.37025,-5.73955,1.277775,21.724,99.87525,377.875025,0.46825,-4.6894,32.75975,2.9564
3,9.75,0.202975,-3.253,1.0687,-5.69575,-4.80445,-1.7438,3.208225,1.6715,-5.334875,1.2125,21.1855,99.88,377.231,0.45925,1.74325,41.02525,3.606325
3,10.25,0.23165,-2.796075,1.03735,-7.3677,-6.99995,-1.95815,12.00875,-2.6228,-4.6682,1.379475,20.581,99.8008,376.264175,0.509,13.48,46.17925,6.857425
3,10.75,0.2905,-2.587525,1.111575,-7.52465,-6.503225,-2.587275,10.664375,-0.7291,-4.403275,1.2545,21.516,99.765175,375.94835,0.53975,29.3475,56.70575,5.441075
3,11.25,0.266,-2.095975,1.05815,-7.287825,-5.9212,-1.455,4.33745,-5.35935,-4.27925,1.518325,21.2595,99.68515,375.597625,0.56875,19.608,61.043,7.20675
3,11.75,0.311,-1.582125,1.3444,-5.175975,-6.18,-1.473375,18.5145,0.164475,-4.19115,1.373325,17.79425,99.67,375.3608,0.6475,25.91325,69.16825,7.09895
3,12.25,0.273,-1.893325,1.38425,-5.151325,-4.74,-0.862775,2.632,1.16065,-4.0928,1.399875,17.3265,99.655,374.9974,0.5495,27.446,60.58925,6.7096
3,12.75,0.386,-2.336375,1.3132,-5.994475,-5.536,-0.89,-1.1367,2.132,-3.980925,1.256525,17,99.655,376.63795,0.5095,7.038275,45.94125,5.29215
3,13.25,0.308,-2.25365,1.1306,-5.79895,-5.63375,-0.927325,12.565775,-1.8471,-3.86675,1.289,16.79,99.7475,376.827,0.52925,27.759,61.102,5.660625
3,13.75,0.313,-1.411975,1.38985,-5.194075,-4.927,-0.98715,2.43795,-7.1539,-3.76745,1.37475,16.815,99.84,374.52065,0.49925,22.73125,51.64025,4.73365
3,14.25,0.34245,-1.634675,1.302575,-5.8183,-6.052075,-0.59205,9.84144999999999,1.8522,-3.6822,1.031125,16.719,99.84,374.1341,0.489,9.33895,59.3525,6.034225
3,14.75,0.2903,-1.13295,1.2815,-4.3305,-4.38015,-0.686,3.48210000000001,-3.5039,-3.585,1.00255,15.8545,99.855,373.58085,0.48925,6.148625,46.381,3.57505
3,15.25,0.325225,-1.12895,1.102875,-4.823375,-4.9789,-0.819525,-5.66425,-3.0475,-3.496375,0.930275,14.89325,99.865,373.323,0.48925,-29.425,29.1515,2.579675
3,15.75,0.262,-0.96835,1.30955,-4.5813,-5.098,-0.397,-29.6388,-3.5628,-3.422475,0.865725,14.31925,99.86,373.6118,0.50875,-63.8035,13.38575,0.421075
3,16.25,0.282425,-1.05475,0.984875,-3.9049,-3.39,-0.643675,-47.94035,-0.999550000000001,-3.35665,0.831775,16.219,99.8775,374.12785,0.47975,-78.2875,-0.204375,-1.994525
3,16.75,0.2499,-1.742,0.999925,-2.216275,-4.00325,-0.1141,-54.25115,-4.2713,-3.305825,0.802375,18.75525,99.955,374.31075,0.5185,-77.0025,-0.70305,-2.4294
3,17.25,0.153,-2.389675,0.82995,-1.2771,-1.488,-0.51,-50.9303,-4.6142,-3.283225,0.77665,18.66525,99.9,374.8811,0.56725,-74.7275,-0.706025,-2.952725
3,17.75,0.086,-2.617625,0.662225,0.23375,-0.251,-0.241,-65.1836,-7.421,-3.281,0.7471,20.32,99.98,375.6895,0.46975,-75.9575,-0.707225,-3.70335
3,18.25,0.097675,-2.933075,0.6877,0.7265,-0.07445,-0.18085,-79.1086,-9.6978,-3.2519,0.718475,20.16525,99.9602,376.7476,0.4885,-86.3075,-0.731375,-4.509175
3,18.75,0.0659,-3.319,0.656925,0.476225,-0.364475,-0.2368,-70.526875,-5.3592,-3.198125,0.704525,21.920775,100.032725,376.7693,0.48875,-87.8025,-0.7742,-4.75995
3,19.25,0.065675,-4.003175,0.48635,0.3862,-0.165125,-0.711625,-74.1224,-11.2339,-3.209425,0.676775,23.22425,100.02,376.97415,0.45975,-87.5075,-0.78145,-4.413375
3,19.75,0.054,-4.592025,0.616375,0.4908,-0.135,-0.304,-69.91305,-8.2275,-3.833625,0.65505,23.23075,99.9885,377.61055,0.47875,-86.51,-0.79165,-4.569525
3,20.25,0.055625,-5.33225,0.48745,0.7284,-0.017725,-0.421275,-69.3818,-6.43665,-4.3785,0.624,24.846,99.9885,378.07,0.4675,-84.82,-0.85785,-4.5476
3,20.75,0.055,-5.69225,0.561575,-0.0381749999999998,-0.014,-0.513,-74.29445,-6.22865,-4.880825,0.59455,26.9765,100.0335,379.09315,0.46775,-84.915,-0.86135,-4.4486
3,21.25,0.06065,-5.8927,0.4086,-0.33675,-0.1375,-0.6092,-74.880125,-5.880525,-5.2348,0.5705,27.2275,99.9775,378.83145,0.449,-83.06,-0.8679,-4.727625
3,21.75,0.072,-5.9873,0.4417,0.473,-0.236,-0.842,-66.8911,-8.2644,-5.4681,0.5472,28.22,100,379.17375,0.44,-83.41,-0.89845,-5.412625
