DOY2,HR2,FC,CO2,H,LE,G_1_1_1,G_1_2_1,G_2_1_1,G_3_1_1,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,TAU,PA,RH,VPD,TA,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,0.03882125,393.6596985,-28.530516,-0.09592,-3.46625,-4.06275,-5.68525,-5.8215,2.9395,0.1526605,0.360168,0.308644,0.192137,-0.189511,99.300003,70.4274995,0.1517875,-28.8225,-24.972565,0.016203,-4.33425,-1.16175,-0.67925,-0.35825,0.94225,2.43025,-0.24525,-0.0295,0.22925,0.7005,1.72175,2.97975,0,0.099533,147.42285575,190.4829215
1,0.75,0.034504,393.3727112,-29.755614,-0.203737,-3.458,-4.06325,-5.6845,-5.8305,2.8445,0.1240845,0.377491,0.286865,0.201993,-0.1977115,99.300003,70.489998,0.1491975,-28.91750025,-25.075928,0.01824875,-4.33,-1.1635,-0.67775,-0.3575,0.94125,2.43025,-0.246,-0.0295,0.22925,0.7005,1.721,2.979,0,0.1413555,146.37283675,188.43350625
1,1.25,0.029063,393.62551115,-29.5925835,-0.15325025,-3.45575,-4.06325,-5.68475,-5.82675,2.886,0.145513,0.400461,0.299345,0.216587,-0.188216,99.3500025,70.944998,0.1456875,-29.4325,-24.811691,0.0179825,-4.3175,-1.16625,-0.676,-0.35725,0.94125,2.43025,-0.246,-0.03025,0.2295,0.70025,1.72025,2.97875,0,0.1280375,146.346859,189.23003375
1,1.75,0.0286205,394.02163695,-24.975638,-0.160489,-3.455,-4.067,-5.6785,-5.82575,2.9365,0.14490775,0.397433,0.330562,0.207846,-0.1849405,99.2999995,71.0375005,0.145315,-29.60250025,-24.80223875,0.01804775,-4.3185,-1.1695,-0.67475,-0.35725,0.9405,2.4295,-0.246,-0.03025,0.22925,0.70025,1.72025,2.978,0,0.111215,147.0715525,187.925098
1,2.25,0.03788675,394.2170563,-29.536497,-0.12793525,-3.45225,-4.0635,-5.64675,-5.833,2.8395,0.1509835,0.378915,0.291596,0.186117,-0.1918475,99.3500025,71.3950005,0.143345,-29.86750025,-24.5154035,0.0160445,-4.31975,-1.172,-0.67625,-0.3575,0.9405,2.42925,-0.245,-0.03025,0.22925,0.70025,1.72,2.978,0,0.1378505,147.499725,186.16612225
1,2.75,0.04978325,393.96325685,-28.59656075,-0.16253025,-3.4485,-4.06625,-5.61225,-5.8305,2.94475,0.15731325,0.38181925,0.29589075,0.18854325,-0.1908205,99.3500025,71.69249725,0.140735,-29.99499925,-24.628616,0.014951,-4.318,-1.17475,-0.67775,-0.35675,0.9405,2.4285,-0.245,-0.03025,0.22925,0.70025,1.72,2.97775,0,0.116822,148.647812,186.00979625
1,3.25,0.05475175,394.0422516,-31.4095515,-0.103892,-3.4435,-4.08275,-5.61025,-5.83725,2.7545,0.139249,0.3594435,0.284432,0.1884905,-0.171174,99.3500025,71.8225005,0.14093,-29.91,-24.722412,0.014373,-4.31975,-1.1765,-0.67925,-0.35625,0.93975,2.42775,-0.245,-0.03025,0.22925,0.69925,1.72,2.977,0,0.095327,151.32679775,185.57801025
1,3.75,0.057185,394.057632475,-30.875051,-0.120186,-3.444,-4.093,-5.6075,-5.8415,2.8005,0.14938475,0.385928,0.3035145,0.1934905,-0.202562,99.300003,71.474998,0.13938,-29.899999,-24.819824,0.015012,-4.3255,-1.17675,-0.68,-0.35725,0.93975,2.4275,-0.24425,-0.031,0.2285,0.69925,1.719,2.97675,0,0.1329435,149.134071,185.67844775
1,4.25,0.058286,393.6818085,-30.157626,-0.170761,-3.44325,-4.095,-5.6055,-5.847,2.8865,0.137264,0.380011,0.2921115,0.1798145,-0.215486,99.2999995,71.4225005,0.1383675,-30.0025,-25.046604,0.015626,-4.33025,-1.17425,-0.6785,-0.358,0.93875,2.42675,-0.244,-0.03125,0.2285,0.69925,1.719,2.976,0,0.1130845,150.8954885,184.4972
1,4.75,0.04184,393.8080139,-30.309866,-0.17382375,-3.44225,-4.09425,-5.603,-5.851,2.7955,0.140682,0.36605525,0.3139095,0.1840615,-0.19077375,99.25,71.632498,0.1352225,-29.91000025,-25.1262475,0.0211095,-4.33025,-1.167,-0.678,-0.35975,0.93875,2.4265,-0.24325,-0.03125,0.2285,0.69925,1.71825,2.976,0,0.11729,152.63753925,183.40808125
