DOY2,HR2,FC,LE,H,FCH4,CO2,H2O,CH4,USTAR,WS,T_SONIC,TA,RH,PA,TS_1_1_1,PPFD_IN,FCH4_1_1_1,FCH4_1_1_2,CH4_1_1_1,CH4_1_1_2,SW_IN
1,0.25,0.0954125,1.4257285,-1.614842,17.59,417.201345,4.43739825,2004.817,0.18091375,1.84957975,-5.819611,-6.431,91.775,96.7950845,1.07125,0.008,18.396,12.745,2171.377,2055.2905,-0.21675
1,0.75,0.117093,0.95428075,-1.866712,15.6725,415.930081,4.37984,2023.892,0.190201,1.8376925,-6.3349165,-6.51775,92.2,96.770438,1.073,0.005,17.651,15.73,2167.216,2046.973,-0.063
1,1.25,0.01953825,1.103387,-2.0427035,16.2955,415.8776495,4.399658,2024.4095,0.1901365,1.796346,-6.4686215,-6.48625,92.475,96.76490025,1.07225,0.006,19.62375,14.3925,2183.374,2053.37075,-0.04475
1,1.75,0.067591,0.8740545,-1.32999,17.018,416.889509,4.4502235,2008.713,0.18384225,1.736288,-5.954373,-6.48125,92.2,96.801596,1.07275,0.01,16.56075,13.95175,2180.566,2050.9,-0.247
1,2.25,0.147602,0.5476205,-1.38186125,16.44975,417.14031675,4.44099925,2023.6655,0.186171,1.7628195,-5.6971865,-6.3885,92.45,96.806754,1.0725,0.01225,18.38625,13.44025,2208.029,2047.801,-0.07075
1,2.75,0.07867225,1.41786925,-1.4080495,15.00375,416.99075575,4.383666,2033.233,0.18401675,1.72054825,-5.76183075,-6.3895,92.4,96.791255,1.0735,0.01125,21.499,13.124,2145.417,2048.617,0.04225
1,3.25,0.0431215,1.5047745,-1.097761,16.656,416.4837105,4.466195,2017.461,0.194601,1.755234,-5.914932,-6.541,92.675,96.790114,1.072,0.0115,14.0475,14.324,2188.737,2054.716,0.112
1,3.75,0.09385325,0.9990955,-1.650734,15.969,414.453385,4.370561,2017.82825,0.18828025,1.8219565,-6.00579,-6.591,92.6,96.76423025,1.07275,0.01025,13.597,12.38875,2194.412,2052.64975,-0.1555
1,4.25,0.099319,1.12214575,-0.6021245,16.49275,414.06430225,4.31267375,2007.6935,0.1924175,1.8147175,-6.16909375,-6.638,92.875,96.7597475,1.0745,0.00925,17.74,15.59,2179.276,2057.0705,-0.3665
1,4.75,0.08680775,1.24459825,-0.47758,16.085,417.077943,4.350629,2008.611,0.185841,1.848877,-5.9564215,-6.69575,93.175,96.7952385,1.07375,0.00725,24.3005,14.372,2158.76175,2057.1265,-0.15375
1,5.25,0.035196,1.133879,0.215326,19.283,417.222251,4.304525,2011.484,0.178704,1.8173865,-6.0103635,-6.737,93.1,96.816936,1.0725,0.01,19.382,15.786,2161.68625,2057.5385,-0.129
1,5.75,0.063482,1.551996,-1.060158,17.4705,417.13022625,4.36942575,2007.565,0.1829685,1.86220975,-6.022232,-6.84025,93,96.820138,1.0715,0.012102,16.419,15.379,2146.39275,2055.8375,-0.2435
1,6.25,0.053686,1.684705,-1.08981925,14.09275,415.043155,4.365927,2010.96275,0.181873,1.743019,-6.4199815,-7.02275,93.325,96.797764,1.069,0.015,16.2185,12.523,2143.126,2064.19725,-0.3145
1,6.75,0.06922425,1.5010615,-1.2439885,17.788,414.8567875,4.39979,2018.9205,0.1827025,1.7444535,-6.356837,-6.91,93.175,96.80506125,1.06075,0.0285,17.9445,14.1385,2130.80425,2049.52325,-0.3845
1,7.25,0.1176975,1.998821,-0.8848165,16.204,417.22843475,4.330924,2011.037,0.17940725,1.75721,-6.342069,-6.97975,93.075,96.851542,1.0585,0.13425,17.486,12.03425,2144.68425,2049.10425,-0.095
1,7.75,0.0636895,1.466999,-0.0463225,17.20475,417.564526,4.267071,2005.59775,0.17991075,1.838557,-6.358594,-6.94975,92.9,96.856772,1.0585,2.90015,16.797,13.004,2153.12925,2047.078,0.94025
1,8.25,0.13286,1.548858,-0.35353625,14.32075,415.315556,4.418991,2000.00625,0.1938785,1.89381,-6.5917805,-7.19475,92.975,96.794069,1.05975,23.0525,17.1215,12.70975,2166.7705,2045.6255,10.5975
1,8.75,0.081322,1.51780175,-1.8715335,19.34525,415.6894505,4.250016,2004.548,0.19852125,2.003233,-6.86481375,-7.216,92.6,96.824868,1.05975,62.3925,17.6275,12.849,2136.90475,2044.41,25.215
1,9.25,-0.036187,2.794024,0.9838975,17.49075,416.88472625,4.318253,1990.738,0.209711,2.030481,-6.462864,-6.99225,91.775,96.867812,1.0605,105.525,16.949,14.748,2095.87175,2040.505,59.385
1,9.75,0.020453,2.762289,0.820622,18.2905,416.352052,4.3131265,1982.549,0.232169,2.1048715,-6.2531785,-6.75925,90.975,96.87485075,1.05875,160.825,17.33275,14.986,2075.683,2036.3765,91.825
1,10.25,0.075353,3.176864,1.861591,15.91625,416.2904115,4.26770525,1976.48775,0.237818,2.23954,-6.152577,-6.20925,90.175,96.8569185,1.06,243.05,18.906,14.02725,2082.99875,2035.696,154.7
1,10.75,0.101693,3.865519,2.830673,17.79,415.8037665,4.211801,1961.184,0.24066225,2.4590275,-5.90598,-5.996,89.1,96.859758,1.06475,326.225,18.432,13.736,2080.22475,2033.4185,275.525
1,11.25,0.052223,5.63939,3.460804,17.758,412.90261425,4.19450375,1970.02175,0.248595,2.435226,-5.848931,-5.49,87.1,96.78682,1.066,407.275,19.308,13.887,2089.254,2031.22025,368.5
1,11.75,0.03338025,6.4290895,3.700307,17.405,412.626472,4.296167,1971.359,0.268344,2.5446575,-5.67556275,-5.09225,85.375,96.74310875,1.065,461.225,18.0395,13.966,2067.88875,2025.34175,358.025
1,12.25,-0.0794255,7.33583,5.680554,20.1295,415.02755375,4.359135,1965.56975,0.270667,2.596722,-4.717576,-4.55175,83.775,96.772336,1.06425,463.6,16.818,13.778,2054.7065,2027.458,376.775
1,12.75,-0.025546,6.880524,5.6439005,18.45975,414.751353,4.38616275,1959.6965,0.2615705,2.5526205,-4.52234525,-4.415,82.875,96.765542,1.068,506.65,18.602,14.675,2054.50925,2027.21275,357.975
1,13.25,-0.0543855,7.3588,6.572631,18.969,414.53804425,4.4416675,1954.3275,0.268556,2.582621,-4.3590485,-4.1355,82.575,96.781733,1.06575,482.775,16.93475,14.2565,2054.41375,2027.365,348.35
1,13.75,-0.02638,7.574983,2.1066135,17.164,414.2834785,4.477928,1971.358,0.265286,2.56663925,-4.31221775,-3.91325,82.25,96.71907225,1.06475,455.05,17.9805,14.7195,2064.85,2024.93175,314.6
1,14.25,-0.008355,6.86129425,0.6831925,15.6605,413.3158395,4.3839935,1979.1415,0.266327,2.621166,-4.24937825,-3.64375,82.3,96.65945375,1.06475,349.995,15.935,13.88225,2073.391,2020.955,276.7
1,14.75,0.0715335,6.125245,-0.91332525,15.933,412.8394335,4.4707065,1978.207,0.267562,2.5235325,-4.338425,-3.52775,82.25,96.691516,1.06375,293.525,17.8545,12.969,2073.249,2019.919,231.2
1,15.25,0.06632,4.901415,-3.13604025,16.325,413.9914155,4.531949,1960.29075,0.251687,2.412426,-4.125229,-3.46275,82.475,96.7189375,1.0605,230.3225,16.08875,12.06,2050.56575,2023.196,169.4
1,15.75,0.070819,4.0984585,-3.762357,16.862,413.9761745,4.57175725,1974.402,0.24365,2.38707125,-3.95082725,-3.66175,82.775,96.7311325,1.05875,150.775,16.549,13.152,2055.3275,2021.528,99.2
1,16.25,0.08798225,3.207979,-4.0210335,15.72,414.4212635,4.5191135,1972.795,0.2266955,2.242976,-4.402551,-3.92175,84.325,96.76639375,1.05375,72.0525,18.92475,13.47975,2059.46125,2023.237,43.13
1,16.75,0.054922,2.8362825,-3.88701,15.8565,413.635304,4.421897,1985.0715,0.2119415,2.1270475,-4.827025,-4.4275,85.45,96.71472275,1.053,22.0125,18.034,12.752,2072.451,2032.29725,8.17575
1,17.25,0.086702,1.9084355,-3.60446425,18.075,414.291226,4.3411915,1986.6705,0.20196125,1.92883775,-5.2376955,-5.03225,86.975,96.74520225,1.05375,2.89975,19.74375,14.421,2073.304,2043.474,-0.0505
1,17.75,0.130186,1.625661,-3.5335555,17.70775,415.80550475,4.25104125,1998.556,0.193917,2.014087,-5.304366,-5.25475,88.6,96.8097355,1.05725,0.06325,18.2065,13.801,2086.212,2067.343,-0.3395
1,18.25,0.056504,1.79807475,-3.178162,17.6745,416.059961,4.2443265,1998.067,0.199546,1.897212,-5.4351625,-5.5165,89.4,96.82681975,1.057,0.013,20.8825,15.48275,2099.871,2062.283,-0.6325
1,18.75,0.13501775,1.4049865,-3.53444225,18.222,416.7064525,4.2251045,1993.198,0.2113345,1.98118225,-5.516159,-5.7215,89.875,96.854218,1.05625,0.01225,18.356,14.579,2116.369,2065.38875,-0.72
1,19.25,0.050412,1.44417,-3.1168945,17.88925,416.957999,4.209037,2008.338,0.2128005,2.003049,-5.5046805,-5.88475,90.075,96.88646,1.05625,0.004,21.196,14.965,2129.583,2070.632,-0.5375
