DOY2,HR2,WS_1_1_1,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,PA,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,USTAR,H,LE,WS_2_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,FC,SCH4,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_1_2
1,0.25,0,0,0,-40.6594114335,-41.04148758625,-42.14035288475,-42.2836374,56.38200135,58.3221027,56.107949,56.2826009,96.6254759445,-11.966281875,-7.890034260025,-12.380385375,-17.82893533,-5.9080089443,-3.1214496257,149.437006745,158.11986648,0.0229942727,-60.04153671,-6.9122513493,0.11366135,0.1402195,0.1444445,0.04146895,0.02849035,-1.8071819178,-4.298341399575,377.924,407.01,379.008,407.06,1206.35645565,1708.09312125,1209.869936275,1690.228427,2004.425
1,0.75,0,0,0,-40.907382667,-41.16037758625,-42.11227492125,-42.4408303375,55.9368011,58.2286997,56.21924755,56.2161007,96.60588092,-12.276342,-7.86561392865,-12.3460665,-17.4640378555,-5.625643231225,-3.0865134734,149.448176935,158.692877115,0.019800104325,-56.3729470025,-9.796425745,0.084665375,0.13610355,0.10101,0.03838785,0.034813075,-1.7201992325,-0.3699587067,378.192,407.11,379.192,407.19,1236.53355595,1681.29319825,1191.31259055,1675.31212975,2003.375
1,1.25,0,0,0,-41.091011028,-41.285301443,-42.1587468665,-42.5412400455,56.241071596,57.9247009,56.24029945,55.9480026,96.601648,-12.535894125,-7.8672169059,-12.24986325,-17.2619085175,-5.5915205328,-3.0956676644,149.973976485,158.97364776,0.00772228515,-62.6080788075,-6.8154273155,0.115734925,0.132764,0.15363305,0.038153275,0.034753125,-1.828229538775,-0.881913218875,378.304,407.28,379.436,407.35,1293.44150805,1643.4166745,1347.55443275,1636.95947175,2004.425
1,1.75,0,0,0,-41.115247461,-41.348618197,-42.1946466365,-42.4840341025,55.8235,58.0355985,56.4017989,56.0165993,96.58563908,-12.54425175,-7.865711228475,-12.1677015,-17.2033122995,-5.7007763475,-2.97327021,149.93499329,159.49695737,0.0184710956,-57.61131902225,-8.70898497855,0.08115465,0.148858,0.14091235,0.0361241,0.03668515,-1.674879652225,-3.643751546925,378.428,407.46,379.34,407.5,1411.99452375,1634.424924525,1357.80191225,1622.266070575,2005.95
1,2.25,0,0,0,-41.259587114,-41.344327178,-42.264134924,-42.468094035,56.41769955,58.0465982,56.60795165,55.7557994,96.5830640555,-12.554757,-7.869132973775,-12.19832025,-17.6420346975,-5.465145744,-3.032677133375,150.571087915,160.168965705,0.01785810425,-57.83436349375,-8.1317117568,0.1038315,0.1366925,0.15017835,0.042048,0.0314395,-2.2437361604,-1.798132129925,377.316,407.7,379.208,407.74,1401.742155,1609.379655475,1377.14683575,1595.135381375,2006.375
1,2.75,0,0,0,-41.328825437,-41.24347598625,-42.13749646275,-41.98510146375,56.02255,57.7301982,56.140602,55.6139018,96.570092,-12.582175875,-7.8806006323,-12.3488265,-17.31518927175,-5.396308005225,-3.0533788918,150.45071309,160.810869655,0.0120748055,-60.344839596,-5.5270997618,0.129746,0.14955125,0.12456275,0.033787,0.03552725,-1.620623672875,-3.093627944075,378.62,407.84,379.416,407.89,1379.702643,1603.943036875,1355.6730215,1587.5423659,2004.8
1,3.25,0,0,0,-41.37566012,-41.21756772875,-42.38292993125,-42.2488361865,56.6257991,57.7118009,55.92890055,55.6440027,96.555372,-12.447876,-8.11751470075,-12.221418,-17.6216876965,-5.576413173525,-3.1094420658,149.54948626,160.76241085,0.01898363,-53.1348115925,-6.733555783,0.1046676,0.1445226,0.1440647,0.0333194,0.0379625,-1.595770950975,-4.731894384925,379.02,407.98,379.656,408,1473.49081075,1597.5827125,1381.05843825,1575.256233675,2004.275
1,3.75,0,0,0,-41.299910376,-41.3465849465,-42.49725067325,-42.37585888,55.26675,57.6528009,55.41854835,55.5673021,96.5542676855,-12.330498375,-8.4936453856,-12.12321375,-17.523217667,-5.530241186925,-3.04723518,148.68402273,160.013382835,0.0186445994,-56.6517350975,-7.657160524125,0.1246592,0.1308208,0.127548,0.0375446,0.0263402,-1.598532752,-3.776914564525,379.588,408.04,379.952,408.01,1407.93562125,1578.8393499,1446.83277075,1573.70936425,2005.8
1,4.25,0,0,0,-41.337434128,-40.9237282935,-42.05936413075,-42.369315387,55.7507489,57.6604017,55.23394945,56.0326007,96.564756138,-12.35726175,-8.3007064352,-11.858064,-17.850457414,-5.4187618109,-3.002611769775,148.74657968,161.063093575,0.01781257595,-58.867433027,-6.3703205484,0.09072885,0.137436825,0.1400191,0.039119125,0.0315191,-1.895424569,-2.8915318379,379.612,408.12,379.692,408.08,1387.069818,1578.3440037,1349.14417625,1580.857099175,2002.95
1,4.75,0,0,0,-41.494250368,-41.016624135,-42.039106592,-42.41216543,56.17695045,58.3733984,54.75335135,56.5222973,96.585088,-12.372942,-8.195799934575,-12.121713,-18.213611988,-5.5946872277,-3.156801253925,148.415483975,160.430709355,0.01154152835,-62.565528441,-7.939713570175,0.11231525,0.124019275,0.120612175,0.036950325,0.030933275,-1.59210348925,-1.398438058075,378.888,408.14,379.956,408.14,1294.46361075,1574.438468875,1306.2414425,1563.98575865,2005.375
1,5.25,0,0,0,-41.5639433515,-41.125860588,-42.270341504,-42.48399698,56.27195,58.55993004,54.78704855,57.5613026,96.513945458,-12.129717,-8.21238531025,-12.614235,-18.3264826475,-5.615521941325,-3.078011208975,147.93406786,159.861383865,0.01770311675,-61.76107400525,-6.985192995925,0.072299,0.141059375,0.129601125,0.036095125,0.0332285,-2.0486306858,-4.7331973708,379.192,408.16,379.54,408.08,1260.16622175,1572.46339465,1231.64794425,1553.01048065,2003.9
1,5.75,0,0,0,-41.493059654,-41.3240217005,-42.51267055875,-42.71017552325,55.66174925,58.331397,54.94640045,56.8295992,96.5058759445,-12.40904625,-8.2147186486,-12.9644445,-18.32413249175,-5.3473219234,-2.93277376475,147.381152875,159.685031255,0.0139239649,-64.94179248025,-7.790353435,0.0900792,0.125543,0.1376509,0.0301419,0.029146,-1.89307889305,-3.2222269465,378.48,407.92,379.184,407.84,1273.798384075,1588.74293525,1239.9250415,1585.987751175,2001.85
1,6.25,0,0,0,-40.910018648,-41.416721345,-42.54008520875,-42.815092323,55.58837615,58.1123805275,55.01485,56.4510012,96.488153902,-12.627595125,-8.227994649,-12.54021525,-18.47247634,-5.5492959416,-2.962272061775,145.834349205,159.506955545,0.030146600525,-69.220291569,-7.01591984655,0.126075075,0.154882625,0.12930105,0.04507305,0.025447225,-1.502437255,-4.34055110155,378.712,407.47,379.148,407.37,1323.671333025,1564.892804975,1251.914355175,1569.0757537,1998.9
1,6.75,0,0,0,-41.215734416,-41.6200279015,-42.38320668125,-42.913567623,55.9362509,58.172987558,55.1606991,56.3611998,96.47871852,-12.63114,-8.2567974192,-11.95002375,-18.15817822975,-5.41683226855,-2.9840805762,144.795869255,159.249903635,0.028585674625,-64.643614937,-6.9383687791,0.106182475,0.14510125,0.1352531,0.048877025,0.03447945,-1.396132207525,-4.294957770175,379.5,407.06,379.408,407.04,1513.0517078,1548.46728935,1446.0896084,1559.0695046,2000.475
1,7.25,0,0,0,-41.471800272,-41.78690561075,-42.5715442875,-43.007457855,55.40659945,58.2426028,55.1477489,57.0351993,96.4652515045,-12.619893,-8.24176858725,-11.997245625,-17.739700315,-5.4313961843,-3.01337088325,144.460904865,159.002898825,0.020917893375,-65.76872774225,-5.330727329,0.1846162,0.157466275,0.131526325,0.061794975,0.038355675,-1.88730124175,-1.811828573975,379.02,406.95,379.052,406.96,1510.7946048,1554.2576867,1393.7607278,1552.67271325,2005.95
1,7.75,0,0,0,-41.701169708,-41.904682961,-42.61479012125,-42.9636335035,56.0837011,58.533913684,55.24745135,56.4561007,96.44849192,-12.626025375,-8.22976639155,-12.140412,-17.7999211325,-5.615899439975,-2.9459792662,143.298897995,156.882262155,0.0174772585,-64.4744364055,-8.2474317664,0.13868025,0.105328,0.13512225,0.03544525,0.03186675,-1.221705659275,-3.736860089875,379.112,406.95,379.384,406.93,1403.2038072,1556.221887925,1452.5824776,1560.156245875,2010.325
1,8.25,0,0,0,-41.998001288,-42.059963817,-42.7729326275,-43.14648813875,56.2160001,58.641302204,55.1490491,56.9613002,96.4509796,-12.6313125,-8.003280533,-12.321951,-18.147815459,-5.5757292554,-3.011989670775,142.64125716,156.41599339,0.01266149385,-61.713329551,-5.431315772225,0.0904683,0.1252866,0.14253355,0.03962375,0.0355961,-1.71454484425,-2.23232026065,379.116,406.95,379.328,406.96,1522.005990225,1573.378378325,1492.859010875,1611.256379725,2018.8
1,8.75,0,0,0,-41.967752476,-41.711939633,-42.77616246875,-42.955591355,56.2682499,58.60040832,55.24605,56.4821,96.460089302,-12.631165875,-8.230243731,-12.373425,-18.266340695,-5.4166965475,-3.03548727525,142.11830515,156.18432996,0.015073062875,-65.8016823905,-7.972434217125,0.063620375,0.1479455,0.143267625,0.043980375,0.037669875,-1.58608784,-4.2950365997,379.9,406.94,380.376,406.95,1519.106020425,1565.8654101,1522.257811625,1565.4092471,2008.4
1,9.25,0,0,0,-41.5878737195,-41.642573302,-42.762289004,-42.71327533,55.7417509,58.357579978,55.4731,56.4233029,96.466867862,-12.62631,-8.08283295325,-12.1324425,-18.66431387975,-5.4488659301,-2.9674619761,142.34632527,156.351971995,0.011680542,-57.99191869,-7.554590039,0.0965836,0.146264,0.1272506,0.0471606,0.0284552,-1.8191794428,-4.307220443,380.204,406.86,380.22,406.83,1496.6733399,1584.174226525,1426.918544425,1586.53280445,1999.375
1,9.75,0,0,0,-41.91158225725,-41.694120104,-43.07076962,-42.66465616925,56.2461079415,58.2391008,55.59470045,56.2245026,96.4647710055,-12.724902375,-8.237456665,-12.021947625,-19.27507097375,-5.202643322325,-2.732599551,141.798180155,156.38460805,0.015534209025,-59.121487588,-5.65402427,0.09680605,0.152585075,0.125336825,0.042272925,0.030864875,-1.9463277684,-11.2917580374,380.664,406.77,380.784,406.73,1485.776953875,1654.9201807,1466.48689405,1664.376050875,1999.5
1,10.25,0,0,0,-41.997086496,-41.51675287375,-43.044557328,-42.845712743,56.3737405,58.5402991,55.677552,56.0438015,96.4709733545,-13.29721425,-8.23664601595,-12.3367709715,-18.908895902,-4.0190392188,-1.884597118325,143.58972913,156.50395332,0.01695427135,-62.6212791865,-5.497738946375,0.104668225,0.1203658,0.1303219,0.036841975,0.029845,-1.533390563,-3.61089542825,380.348,404.36,380.252,404.31,1462.008942425,1701.1475034,1351.54864725,1697.6453588,2008.4
1,10.75,0,0,0,-41.76602387625,-41.4674010725,-42.65702708,-42.7676301775,56.652123836,58.622625,55.889699575,56.1488007,96.4603498,-13.238892,-8.231616101325,-12.187702875,-17.9802365945,-1.07541860965,-0.0946696806999999,145.936634195,157.20858657,0.016373362,-63.06195959775,-9.03715167,0.0611538,0.1350556,0.121067,0.0314694,0.0322218,-1.679694712,-4.6113550196,379.416,402.904,379.588,402.881,1323.26713025,1729.394352625,1313.9695165,1736.774772325,2008.6
1,11.25,0,0,0,-41.003435,-41.001318108,-42.257,-42.096208565,56.5226,59.228000875,56.1017982,56.6304984,96.46609704,-12.626724,-8.2217429775,-12.43519725,-18.521372241,-0.0144918443999999,0,149.221743445,158.27177158,0.016390816125,-61.778193382,-6.9593485461,0.110599375,0.142489375,0.15219675,0.040463375,0.03344,-1.536478935,-3.96698162765,379.668,402.813,380.028,402.798,1311.15024175,1750.86073705,1338.47524975,1749.80098665,2016.8
