DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1
1,0.25,-48.355775,-44.645375,-1.59208,-11.6785,-0.206716,0.073855975,376.8555,5.4571675,-0.399747,87.9247,-3.66132,60.68865,0.442856,0,0,2.1161975,3.094,6.042125,7.1475,7.78,9.08
1,0.75,-46.8998,-45.251825,-1.4595525,-11.10315,-0.1953095,0.066463175,376.0005,5.4135575,-0.6303015,87.9074,-4.364505,61.68015,0.4656725,0,0,1.8927925,2.730375,5.92175,7.1175,7.8,9.08
1,1.25,-45.959575,-45.4431,-1.952795,-11.26805,-0.237601,0.0696628,375.8515,5.38756,-1.069139,87.890125,-4.4759025,65.074225,0.463209,0,0,1.7087425,2.504375,5.77675,7.0975,7.8475,9.0625
1,1.75,-43.92,-45.171275,-1.4477775,-10.33405,-0.178815,0.0676392,376.52625,5.179905,-1.78066,87.909125,-5.0921775,66.715875,0.3759305,0,0,1.49699,2.2955,5.6355,7.0675,7.885,9.0975
1,2.25,-44.096225,-44.41785,-1.502325,-9.46419,-0.12655,0.0706539,376.34,5.137625,-1.7242175,87.92255,-5.41741,68.25005,0.411153,0,0,1.303815,2.1415,5.482625,6.98275,7.8825,9.1025
1,2.75,-44.29195,-44.185375,-1.29979,-11.05315,-0.1836605,0.06919525,376.2335,5.08992,-2.422745,87.9197,-5.721295,70.23275,0.337156,0,0,1.0386375,1.94975,5.351375,6.946,7.8875,9.1
1,3.25,-43.51865,-44.093875,-1.2979125,-9.96866,-0.3387165,0.0716076,376.32275,5.1033275,-2.688025,87.91205,-6.084085,69.02815,0.4093805,0,0,0.8357245,1.778875,5.230875,6.87825,7.905,9.095
1,3.75,-44.364125,-43.571475,-1.7285675,-12.3203,-0.3444845,0.0637944,376.97175,5.0586375,-3.006675,87.92215,-6.3104925,69.359375,0.435392,0,0,0.62577975,1.622875,5.059625,6.797,7.9325,9.0925
1,4.25,-43.096775,-43.213425,-0.9889445,-8.0974175,-0.14256775,0.064890175,376.052,4.9700675,-3.491205,87.9269,-6.6016725,72.279,0.3325545,0,0,0.54398025,1.456625,4.90525,6.72325,7.955,9.09
1,4.75,-41.52885,-43.188075,-1.79572,-10.65475,-0.2053105,0.06999755,376.26,5.0469275,-3.650335,87.9183,-6.858165,69.800525,0.438536,0,0,0.39948675,1.284125,4.789625,6.65325,7.9775,9.1075
1,5.25,-41.053,-42.56555,-1.21942,-11.37,-0.219464,0.0666628,376.765,4.925735,-4.097785,87.919525,-7.2542525,71.519,0.4901295,0,0,0.193942,1.099375,4.662375,6.59975,7.9475,9.1175
1,5.75,-39.898625,-42.620525,-1.75098,-9.713855,-0.26349,0.0654247,376.4665,4.862875,-4.3968,87.9333,-7.421525,73.6825,0.423955,0,0,-0.040532025,0.978875,4.544875,6.4765,7.96,9.1075
1,6.25,-41.4186,-42.561125,-2.06852,-11.385775,-0.357374,0.0655038,377.58225,4.89474,-4.48832,87.96245,-7.5091975,74.34885,0.4148,0,0,-0.19135875,0.8125,4.388875,6.46825,7.9625,9.1075
1,6.75,-39.258725,-42.0113,-1.772895,-7.48949,-0.33770325,0.0661062,377.0675,4.895655,-4.57297,87.979125,-7.79238,76.27035,0.387944,0,0,-0.214009,0.6565,4.281,6.393,7.97,9.12
1,7.25,-37.53395,-41.72365,-1.3535825,-8.58359,-0.26096275,0.067170125,376.8115,4.934975,-4.965265,87.9882,-8.0886725,77.232025,0.362624,1.46901,0,-0.51004675,0.57325,4.150125,6.29725,7.9625,9.1325
1,7.75,-9.359235,-38.41625,-1.8461,-9.63062,-0.3595895,0.0615476,378.2675,4.95362,-4.960985,88.0024,-7.750835,77.04705,0.389949,20.1101,49.661425,-0.71849025,0.443625,4.050625,6.18625,7.9425,9.125
1,8.25,26.350425,-31.179325,-1.337535,-7.545655,-0.95265725,0.06847745,380.506,5.24139,-3.03764,88.007425,-4.865365,69.965375,0.3441815,90.0487,135.6865,-0.82337475,0.444875,3.982125,6.17875,8.0075,9.1275
1,8.75,79.4314,-18.75975,1.48269,3.056805,-1.3107575,0.079771025,381.083,5.529265,-0.09578255,88.01805,-0.956522,61.31615,0.3388445,188.269,235.56075,-0.457505,0.62525,4.15375,6.28825,8.21,9.3425
