DOY2,HR2,CO2,H2O,FC,NEE,CH4,FCH4,H,LE,WS,USTAR,W_SIGMA,V_SIGMA,U_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA_1_1_1,TA_1_2_1,TS_1,TS_2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,387.096703044477,1.39432372109654,-0.52304078419,-0.52304078419,2058.0982,-3.05783197964,-39.9395,-11.14134736932,0.53411675,0.07541425,0.07208775,0.18838075,0.21861025,-13.7430825,0.04682225,97.7171325,60.045315225,-13.48170025,-12.19408825,2.746283225,4.1475929,-56.569585,0,0,0,217.7626475,253.9852325
1,0.75,386.658834981155,1.56173835964919,-0.694321626734054,-0.694321626734054,2058.2725,-9.3119276596,-35.989225,-9.84207006610093,0.531254,0.053456,0.068334,0.180328,0.234028,-13.74566,0.042464,97.71268,60.9488925,-13.57733525,-12.362251,2.714534625,4.12268715,-56.5867675,0,0,0,220.00638,254.135315
1,1.25,385.805380332307,1.31323806042885,-0.4942445192475,-0.4942445192475,2056.1559,-5.216550460515,-35.03466,-11.7112239663162,0.43940075,0.06850975,0.0927375,0.19610425,0.22199775,-13.41565,0.038312,97.820465,62.25133375,-13.4916585,-12.45995575,2.709266675,4.1297826,-55.17921,0,0,0,213.7251975,253.8038075
1,1.75,387.585248672454,1.55345952999994,-0.451638462491981,-0.451638462491981,2068.0262,-1.4395860651,-34.26146,-11.3812296095693,0.7288945,0.0722685,0.0946565,0.226556,0.244522,-13.4,0.041948,97.771225,62.1359262625,-13.44664125,-12.473139,2.72514395,4.1373184,-50.8550175,0,0,0,218.85995,250.844625
1,2.25,387.110527793248,1.54621586102211,-0.3302931032025,-0.3302931032025,2068.02445,-1.499830147725,-46.22305,-14.4575226537554,0.8389665,0.0800815,0.08824475,0.1906255,0.26060375,-13.37627,0.06113875,97.7788375,62.57813593,-14.0236035,-12.56410075,2.70998665,4.144365125,-50.965975,0,0,0,214.259765,250.0356025
1,2.75,386.707382195949,1.48242985217391,-1.366641279785,-1.366641279785,2067.54475,-3.900146922225,-48.4782,-14.1089773163718,0.63310575,0.0872625,0.10875225,0.24553275,0.28347775,-13.5686225,0.0530325,97.8927,59.752438985,-13.6664815,-12.80400325,2.690769675,4.142256575,-54.835875,0,0,0,218.7585525,250.0816875
1,3.25,385.886598513454,1.34288605863974,-0.28809198998251,-0.28809198998251,2075.1287,-1.47371928076,-44.71685,-18.09147237425,0.37832825,0.0587505,0.07094575,0.2014435,0.197877,-13.7072125,0.0573905,97.652975,59.3751440675,-13.8987325,-13.200284,2.697142725,4.1507634,-54.7697725,0,0,0,216.469795,249.4837225
1,3.75,387.137088392184,1.32639136250329,-1.36990612150065,-1.36990612150065,2077.71315,-5.0886231990275,-35.8729125,-14.0923240154739,0.573477,0.0338345,0.0604545,0.169248,0.20158475,-14.0106075,0.04906925,97.7744375,58.6163306975,-14.27631025,-13.5756965,2.699537525,4.15948205,-54.738095,0,0,0,214.923615,250.345405
1,4.25,388.515460697472,1.3098554307403,-0.854414253885,-0.854414253885,2068.647825,-9.69960552977,-44.599725,-8.23396454600372,0.308943,0.060764,0.0746585,0.17634,0.218247,-14.45942,0.048036,97.73051,57.4379624225,-14.43992225,-13.35150825,2.6482244,4.131969525,-54.706015,0,0,0,213.962295,250.6963725
1,4.75,388.070092622184,1.38410031228761,-0.572192101547271,-0.572192101547271,2071.5577,-2.973833243765,-38.73103,-12.9357927889817,0.5700025,0.049317,0.07354925,0.19301175,0.23019725,-14.758485,0.046281,97.78732,58.3177447025,-14.92591925,-13.59981675,2.643752,4.1430912,-53.70163,0,0,0,214.014875,247.953355
1,5.25,387.832699679618,1.30715717284619,-0.655065836357007,-0.655065836357007,2073.359775,-1.563495122995,-40.926575,-8.01738684819517,0.314118,0.050666,0.056746,0.199148,0.19264,-15.06192,0.041482,97.68594,59.3805603125,-15.00923275,-13.807156,2.630598725,4.110155725,-54.0936025,0,0,0,213.1590375,248.0954375
1,5.75,387.635691577099,1.43218473912442,-0.162864707744849,-0.162864707744849,2071.1963,-8.243002724495,-36.0561625,-13.7922534573434,0.4163975,0.0539025,0.0626775,0.153615,0.2013525,-13.906125,0.044775,97.7762,59.6049263575,-14.9665115,-13.30132,2.63631505,4.103886625,-50.236495,0,0,0,213.765495,249.4361075
1,6.25,387.740481163123,1.40742586094349,-0.2878843259,-0.2878843259,2062.618,-2.0074032099,-38.174125,-15.2880970393416,0.3762575,0.04363,0.0429075,0.170345,0.1932225,-13.984025,0.04295,97.85045,58.3611126825,-15.0757045,-13.450453,2.5824254,4.056288575,-51.72583,0,0,0,213.698115,248.60764
1,6.75,388.1709155306,1.39627875839097,-0.703418851725,-0.703418851725,2068.24225,-6.38909801475,-45.359825,-2.39422774417046,0.6187975,0.05648,0.0614125,0.20933,0.189465,-13.780225,0.0388425,97.81455,60.5026446375,-15.2083295,-13.1783295,2.590750075,4.115222875,-48.25283,0,0,0,214.9970125,248.775495
1,7.25,389.181849933854,1.66186548174399,-1.289436032175,-1.289436032175,2077.100075,-9.435310634025,-42.1124225,-12.5197363221095,0.25569075,0.06225,0.07762325,0.21860575,0.2369085,-13.9980325,0.0394335,97.6833575,61.4132887575,-15.34066375,-12.798297,2.6267177,4.107351425,-51.283195,0,0,0,216.3096425,246.18994
