DOY2,HR2,H,SH,LE,SLE,FC,SC,TAU,CO2,CO2_SIGMA,H2O,H2O_SIGMA,U_SIGMA,V_SIGMA,W_SIGMA,WS,USTAR,T_SONIC,T_SONIC_SIGMA,TA,RH,PA,VPD,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_1_2_1,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT
1,0.25,-58.86007,-5.4778775,-8.190985,-3.54530125,-0.449277,-0.225824875,-0.3501233,354.5181,0.1629851607,2.4536125,0.010259220125,0.2107039,0.1741031,0.07198,0.5134599,0.03185,-1.594896,0.07049,-3.3807,16.376,84.7,0.723341678,-3.54445,-5.8181,-3.1284,-38.7538415,-29.5521,-0.01767363425,-0.0572532,-76.1493,-0.02859933925,-0.19089513
1,0.75,-65.56412,-7.808705,-5.55611375,-2.55844325,-0.35207275,-0.085425,-0.3210629,354.4886,0.1913566773,2.36146125,0.009802714,0.229409,0.2023346,0.06542,0.4860318,0.03869,-1.841768,0.09898,-3.6756,16.78875,84.7,0.7103713712,-3.7186,-6.4112,-3.0511,-41.2493135,-29.1966,-0.0095504645,-0.072786325,-75.2315,-0.03030535125,-0.18297923
1,1.25,-60.8593475,-8.073757,-9.0411575,-4.78395,-0.2581538,-0.07804,-0.307119075,354.51915,0.1774223645,2.435912,0.0096923823,0.1959893,0.19796365,0.0636875,0.486890275,0.04487,-1.744521,0.07519,-3.47745,15.524,84.7,0.858063183375,-4.2471,-6.8687,-3.25115,-40.21101,-29.7973,-0.009299748925,-0.06837379675,-75.9938,-0.03296066925,-0.18687533
1,1.75,-64.83114,-6.494413,-5.24875875,-3.40719625,-0.5028315,-0.08814,-0.3224553,354.7873,0.1872304929,2.3867625,0.0091009125,0.2003396,0.1912598,0.06495,0.6338647,0.04177,-1.823021,0.06337,-3.36685,16.644,84.7,0.7638196554,-4.70815,-6.7314,-3.6063,-40.0394945,-30.6129,-0.010329455,-0.06084851025,-75.6392,-0.03035714575,-0.1781215125
1,2.25,-63.0097,-7.584056,-4.84252375,-3.060345,-0.524354625,-0.1119312,-0.3386398,354.8367,0.1900395602,2.48679,0.0088966745,0.2392868,0.1744054,0.06332,0.3698242,0.041,-1.950727,0.1165558,-3.6599,17.112,84.7,0.7329636686,-4.59485,-6.78395,-3.518,-38.64291475,-30.8208,-0.008923301275,-0.06187265675,-75.143,-0.02531021775,-0.1859303425
1,2.75,-59.4487925,-8.981129,-6.355997,-2.92904625,-0.496938975,-0.0992943,-0.481043925,354.623725,0.20361951495,2.47642,0.0086235358,0.224070275,0.185150975,0.0567625,0.44139655,0.0368775,-2.0317335,0.0744425,-3.73985,17.31,84.7,0.720842958,-4.5968,-6.91795,-3.69705,-38.687,-30.837,-0.00646691325,-0.0592025045,-73.5587,-0.02474406825,-0.19182778
1,3.25,-73.2387525,-7.936481,-5.336394,-3.06253875,-0.59720725,-0.1244209,-0.271616725,354.6755,0.213142922075,2.499328,0.0087779742,0.2222753,0.202933325,0.062045,0.423102375,0.0415775,-2.1954975,0.102927525,-4.78195,17.80125,84.7,0.703528121875,-5.07775,-6.98125,-3.99475,-38.89294,-30.3902,-0.005910569375,-0.066265725,-75.6134,-0.031496605,-0.20294348
1,3.75,-64.0028875,-11.61568,-4.08655,-4.130395,-1.377585,-0.058815,-0.443944,354.5295,0.170502687,2.5533275,0.0082233485,0.2417787,0.1867057,0.06722,0.4161481,0.04017,-2.67166,0.08329,-4.45565,17.7825,84.61,0.664663797375,-5.24645,-7.39215,-4.71675,-41.0189765,-31.4135,-0.00661313285,-0.058982025,-75.6989,-0.02546881425,-0.1879333425
1,4.25,-68.7816125,-11.14177,-5.554432,-4.75082625,-0.43314975,-0.1389128,-0.419839125,354.447375,0.23147762825,2.706854,0.0111882204,0.219887125,0.207122375,0.0647875,0.385519375,0.03235,-2.980105,0.0960875,-5.0012,16.57,84.61,0.660744060875,-5.2073,-7.27545,-5.3811,-42.09420225,-31.8396,-0.010091866625,-0.05752355025,-76.6518,-0.02538237975,-0.1966834325
1,4.75,-63.973725,-10.7684625,-4.79919525,-3.1506585,-0.4131593,-0.17233475,-0.30300875,354.443375,0.18370993,2.68534725,0.0105721743,0.234615,0.200477375,0.06305,0.274737,0.0419,-3.083775,0.0945375,-5.2603,17.035,84.61,0.588936565875,-5.7806,-7.85835,-5.8051,-42.736129,-32.2744,-0.01106341525,-0.05527394675,-75.9048,-0.02987919825,-0.1847372625
