DOY2,HR2,CO2_1_1_1,FC_1_1_1,G_1_1_A,H_1_1_1,LE_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,T_SONIC_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TAU_1_1_1,USTAR_1_1_1,W_SIGMA_1_1_1,WS_1_1_1,T_CANOPY_1_1_1
1,0.25,394.1,-1.671690575,-5.02675,-121.0215,-6.492,79.522,35.413,-12.012,0.106,-11.264,0,0,-1.241,181.50475,249.198,-87.54475,-5.2495,1.519,1.41475,-0.0455,1.00225,1.77225,-1.04222,0.05688354,0.08967226,0.389295,-13.5605
1,0.75,394.0125,-1.4058644,-5.03675,-115.215,-7.31325,79.473,36.24875,-12.18625,0.09825,-11.40725,0,0,-1.33625,181.22325,248.61425,-87.1695,-5.25525,1.5375,1.40925,-0.04775,1.00225,1.77225,-1.05674275,0.0503798675,0.08565172475,0.30280425,-13.83725
1,1.25,394.0775,-2.9971715,-5.059,-123.56,-29.412,79.457,37.31525,-12.452,0.097,-11.8095,0,0,-1.262,180.706,247.88675,-87.57475,-5.36125,1.5295,1.4195,-0.0555,1.00225,1.77225,-0.889302,0.065190885,0.079111035,0.2346175,-14.04625
1,1.75,393.925,-0.96559095,-5.089,-106.0045,-9.49175,79.4655,37.6605,-12.59,0.0955,-11.9345,0,0,-1.2885,185.091,247.809,-84.665,-5.85925,1.487,1.5295,-0.06325,1.01,1.77225,-0.8945677,0.057825345,0.0831129345,0.2322473,-14.317
1,2.25,394.1825,-0.643853225,-5.18875,-111.978,-10.1185,79.481,35.604,-12.4955,0.0985,-11.734,0,0,-1.33875,189.433,247.55375,-81.2625,-6.37275,1.59325,1.59125,-0.06325,1.00225,1.77225,-0.801387775,0.046106055,0.082417672,0.346918,-14.417
1,2.75,394.04,-3.04370875,-5.5145,-106.4245,-12.694,79.51075,35.68775,-12.43325,0.0965,-11.74775,0,0,-1.28425,188.906,247.0665,-81.158,-7.0685,1.61225,1.4995,-0.071,1.01,1.77225,-0.8869116,0.054135505,0.0735728385,0.20853755,-14.5075
1,3.25,393.78,-1.33888325,-5.849,-124.788,-3.24025,79.4725,36.1375,-12.955,0.093,-12.297,0,0,-1.28475,185.7925,246.88825,-82.603,-7.40275,1.6395,1.66475,-0.071,1.01,1.77225,-1.045328,0.0443848375,0.0789643135,0.288902625,-14.62775
1,3.75,393.8775,-2.59465575,-6.16575,-111.77075,-10.236,79.47075,36.17925,-12.63025,0.13125,-12.015,0,0,-1.16975,184.30625,247.66825,-82.59825,-7.89775,1.51,1.519,-0.071,1.01,1.77,-0.922609325,0.05586487,0.07671407,0.25569825,-14.843
1,4.25,393.86,-2.62245,-6.47475,-109.59,-8.635,79.4225,36.7985,-12.81775,0.117,-12.2115,0,0,-1.1665,184.7135,247.34275,-82.93425,-8.58625,1.48475,1.337,-0.06875,1.01,1.77,-1.07915975,0.046159985,0.070734913,0.2667182,-14.9765
1,4.75,393.85,-2.434562,-6.78375,-112.1295,-7.74,79.407,40.501,-12.8495,0.1155,-12.0775,0,0,-1.15875,185.3765,247.16575,-82.40375,-9.245,1.51175,1.5395,-0.06875,1.01,1.77225,-0.9750649,0.04985014,0.0721455195,0.1699885,-15.10325
1,5.25,394.565,0.2313744,-7.09275,-110.041,-6.4925,79.40775,42.24625,-12.68325,0.123,-12.031,0,0,-1.31375,185.4325,247.23975,-81.9155,-9.626,1.63375,1.4595,-0.06875,1.01,1.77225,-0.9086294,0.0426218375,0.08258024925,0.325042375,-15.47925
1,5.75,394.725,-2.89853875,-7.39975,-124.97575,-5.721,79.418,42.4995,-12.9045,0.13,-12.208,0,0,-1.2065,185.21075,246.47375,-80.69075,-9.993,1.589,1.5285,-0.06875,1.01,1.77225,-1.25850375,0.05119218,0.073729912,0.5343232,-15.68925
1,6.25,394.4,-1.3006412,-7.923,-106.75375,-6.2425,79.408,42.64575,-13.0705,0.138,-12.268,0,0,-1.37825,186.542,246.47825,-80.7,-10.3755,1.516,1.38175,-0.06875,1.01,1.77,-1.1156035,0.05445292,0.071482008,0.2447144,-15.87775
1,6.75,394.475,-1.36151325,-8.3605,-117.4035,-4.30425,79.42,43.19625,-13.37175,0.12,-12.606,0.01225,0,-1.161,186.7505,246.3335,-79.79925,-10.5885,1.55475,1.457,-0.06875,1.01,1.77225,-1.34146,0.0312177,0.071171118,0.1695254,-15.98225
1,7.25,394.3,-4.2066925,-8.689,-115.2655,-11.70875,79.46025,43.59375,-12.70325,0.1295,-11.961,1.9615,0,-0.6675,186.464,246.40575,-80.14475,-10.98025,1.5885,1.53425,-0.07325,1.01,1.77,-1.050878225,0.0450170925,0.05633319525,0.131246175,-15.7535
1,7.75,394.3725,-2.838246,-8.96875,-93.341,-11.9675,79.48675,41.915,-12.279,0.1295,-11.58875,8.68625,4.8035,0.59125,187.59,246.877,-68.43225,-10.85425,1.62425,1.48475,-0.07775,1.01,1.77225,-1.070496,0.03841968,0.0635317045,0.25399045,-15.52375
1,8.25,394.055,-1.67699075,-8.91625,-72.908,-7.324,79.473,40.6285,-11.1875,0.114,-10.5675,23.2805,17.03275,2.481,191.05925,251.43475,-32.02625,-10.67475,1.5195,1.39425,-0.08775,1.01,1.77,-1.130285,0.049779905,0.069559315,0.1870586,-13.849
1,8.75,394.155,-1.465082,-8.5355,-72.6305,-10.062,79.466,40.20675,-9.5485,0.112,-8.868,38.31725,31.22275,6.20075,194.38725,259.295,5.90625,-10.18075,1.24925,1.23275,-0.1055,1.01,1.77,-1.2814605,0.04393826,0.088498962,0.2297962,-11.542
