DOY2,HR2,FC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,NETRAD
1,0.25,1.27992745720767,-0.219175674493408,0.127378887460175,-7.55480851423573,-1.00663727343837,0.372615015370841,432.643029308286,10.0539967352321,426.366126525507,10.5210733715832,426.673532123037,10.7349073017424,428.583563374378,10.4636559356179,428.297161791639,10.909307846978,428.211969253567,10.5619966877777,425.855687887639,11.9844116769881,431.660271337573,10.6342800453143,431.329162714286,10.5652470734904,435.133781825786,10.3646203837113,436.712066034863,11.181169692342,444.11846907631,10.3838467295298,442.458997765669,8.7647423536516,2.06714970061823,10.3034577508053,0.229251138241166,1.78,1.55,0.8,0.57,0.39,10.0016,9.8185,9.8719,9.6349,8.6627,7.6387,6.4483,97.354,76.81,2.82625,6.72,6.76,7.22,7.77,7.37,0.3,-2.415,1.1,-1.71,0.51,298.25,359.45,336.4,347.85,0.05,-1.955,-0.02,0,-0.18,-0.26,-0.195,-0.18,0.115,0.04,8.763,10.028,11.114,6.911,7.639,8.739,9.662,10.929,11.2515,12.876,13.5395,15.946,8.25,8.777,10.139,10.958,12.019,12.711,13.9475,14.877,16.617,8.571,9.263,10.518,10.966,12.146,12.999,14.213,14.617,16.375,6.746,7.615,9.063,9.38,10.273,12.651,13.329,15.448,-6.622,-10.342,-46.115
1,0.75,1.67567907753669,-0.69621303690886,0.142647342802653,-7.82498012681378,1.38761104332992,0.424523148763116,431.421157728044,9.88627113044991,428.521569189103,10.6145828188249,427.533419758929,10.520190096333,430.117832253786,10.3550426800367,428.637881720395,9.15850250978925,430.735472264904,10.4171287928399,428.9041082849,11.972628872423,432.776721570356,10.5113842157416,431.455673359736,10.5630856218183,436.357985652375,10.4093231683821,435.293013595948,10.4603065976022,442.830628366452,10.3327931952409,438.262658652012,8.35091145788519,2.08515258925773,10.3305282733102,0.180885568171888,1.865,1.585,0.78,0.58,0.39,9.9837,9.8705,9.78155,9.7071,8.6926,7.5685,6.5747,97.34689,76.04,3.041,6.83,6.855,7.3,7.7,7.31,0.3,-3.115,1.2,-1.7,0.55,298.4,359.4,336.1,348,0.055,-1.96,-0.02,0,-0.19,-0.26,-0.195,-0.18,0.12,0.04,8.731,9.996,11.099,6.822,7.598,8.69,9.624,10.935,11.264,12.877,13.538,15.946,8.166,8.705,10.097,10.937,12.024,12.711,13.945,14.877,16.616,8.604,9.178,10.507,10.963,12.149,13.001,14.211,14.618,16.381,6.69,7.478,9.007,9.354,10.275,12.651,13.33,15.448,-6.7865,-10.014,-60.505
1,1.25,0.675970608675956,0.431019793414023,0.138828947129754,-5.81240442183291,-5.5893772169942,0.476048253384138,433.354541973196,9.82143362815563,427.530228330395,10.3629031780457,427.962533086093,10.7724933181715,429.694892003379,10.2251404747305,428.385237546053,10.8012322908335,430.20074889592,10.4953702328042,425.926574757576,10.5383364350874,431.391834206567,10.3794403818724,434.201942772358,10.6778544661043,434.584947582023,10.3215168638989,434.051842679775,10.1986028796814,445.058972466908,10.3341386236747,440.098763016502,8.90230399108148,2.38850347498749,10.280041685131,0.215858153304433,2.005,1.755,0.86,0.63,0.42,9.9009,9.788,9.5007,9.2789,8.4312,7.4615,6.3229,97.368455,75.13,2.7962,6.645,6.68,7.14,7.5,7.37,0.5,-3.165,1.3,-1.62,0.5,299.85,358.6,336.35,348.05,0.06,-1.96,-0.02,0,-0.18,-0.26,-0.195,-0.18,0.125,0.04,8.675,9.953,11.097,6.715,7.535,8.631,9.584,10.935,11.265,12.878,13.538,15.945,8.013,8.657,10.055,10.917,12.019,12.709,13.939,14.876,16.615,8.482,9.15,10.479,10.964,12.149,13.003,14.21,14.62,16.371,6.811,7.468,8.95,9.33,10.28,12.652,13.33,15.446,-6.461,-10.009,-58.135
1,1.75,0.426850794328719,-1.71435668162821,0.131087730617515,-3.6881130364692,-0.566976566528926,0.437138063840608,432.346742679648,10.3251306468403,428.947376499314,10.4217891610698,427.47028927541,10.3550470768395,430.694030401039,10.2872587579347,430.455844482115,10.1795575484041,430.49116269468,10.3975945113853,427.081695494765,10.1346422800494,433.352336190391,10.3128617539371,431.000388746835,10.7926233103904,437.111928864113,10.3472648797606,435.842973451635,10.6023515776032,443.767930076799,10.0963811814359,437.84738987541,8.15226943817258,1.97063945737657,10.2109191569287,0.193190474367615,2.07,1.74,0.795,0.58,0.415,10.0345,9.744,9.3669,9.1512,7.91475,6.9515,5.96185,97.39246,75.38,2.86155,6.49,6.51,7.165,7.275,7.32,0.3,-3.33,1.1,-1.67,0.51,294.7,357.2,335.3,347.7,0.06,-1.96,-0.02,0,-0.18,-0.26,-0.21,-0.18,0.07,0.04,8.545,9.867,11.0805,6.673,7.455,8.5465,9.541,10.937,11.251,12.879,13.538,15.945,7.934,8.6005,9.9845,10.8755,12.022,12.709,13.9375,14.8695,16.629,8.4465,9.097,10.4025,10.9405,12.145,12.9945,14.183,14.621,16.3705,6.6825,7.388,8.863,9.2865,10.2805,12.648,13.334,15.445,-6.254,-9.6895,-61.1
1,2.25,0.24773269254915,-1.93909727748599,0.119034651613918,-4.13330484814986,0.111777366430828,0.419292592460256,431.466293155116,10.0891768107497,428.444286119534,10.2097921109424,429.03576290186,9.74170455999542,430.007609300922,9.97603352385302,429.147934734426,9.26735799488065,429.317441208563,10.1883065102688,427.696707789876,9.85073718698152,432.39223089778,10.240666613612,433.251338603412,10.6540258234219,436.347174839746,10.1984638517683,437.538408101266,9.79741173881597,443.997965575652,10.1265151868034,440.831826960928,8.83559085678332,2.1648642298229,10.2029151963322,0.199915606120649,1.83,1.52,0.79,0.59,0.4,9.9515,9.574,9.3091,9.2533,8.05675,6.99215,5.9487,97.40246,75.2,2.9216,6.46,6.47,6.97,7.275,7.07,0.35,-3.145,1.2,-1.73,0.49,297.3,357.1,334.1,346.1,0.05,-1.96,-0.02,0,-0.18,-0.26,-0.2,-0.18,0.08,0.04,8.4685,9.8425,11.072,6.5125,7.3515,8.476,9.507,10.938,11.249,12.8795,13.537,15.945,7.916,8.5565,9.923,10.852,12.024,12.712,13.9355,14.8695,16.6285,8.411,9.065,10.3755,10.92,12.144,12.9955,14.182,14.63,16.371,6.5805,7.3405,8.782,9.275,10.2805,12.6455,13.334,15.444,-6.4195,-9.9125,-57.395
1,2.75,0.13096982606043,1.14136458479435,0.11566323043857,-4.47910707193859,-3.01061676546203,0.457233567734666,431.725085611233,9.98521659973608,427.885995550018,10.1077230111054,427.32948330863,10.0204361585336,430.009574759098,9.83015522078865,429.047135850123,9.97594380180805,430.25779920109,10.0333279236965,427.59242562829,10.1035617113895,431.927371639476,9.98761461270752,433.0532475625,9.7754317588981,436.792589558541,9.82048361456696,435.441372502959,9.75347169506158,445.622209756256,9.97619373471972,440.765148851974,7.84208855306706,1.95297694022636,10.2551785779423,0.225274818533068,1.91,1.61,0.825,0.595,0.415,9.783,9.584,9.3695,8.9541,7.87,6.96255,5.83985,97.37245,74.96,3.1418,6.48,6.43,6.985,7.325,7.01,0.3,-2.725,1.2,-1.61,0.48,295.6,357.1,335.1,346.7,0.06,-1.96,-0.02,0,-0.18,-0.255,-0.19,-0.18,0.08,0.04,8.444,9.756,11.065,6.379,7.242,8.422,9.4715,10.9385,11.2465,12.881,13.536,15.944,7.847,8.5395,9.88,10.826,12.026,12.715,13.9345,14.87,16.6285,8.338,8.997,10.33,10.9025,12.143,12.996,14.1805,14.63,16.37,6.3975,7.2815,8.735,9.247,10.279,12.6445,13.334,15.4435,-6.585,-10.0065,-48.09
1,3.25,-0.267819610024728,1.06866277300916,0.130392316376603,-1.99603659188048,-1.56328541392995,0.408371596038004,432.803207954601,9.84468961201777,428.713846849403,10.0766824088499,427.879035968254,10.1041762374774,430.953507753926,9.97669949644026,429.865515390572,8.97010906851087,432.103353278733,10.1880796347285,427.360622397351,11.0859527296053,434.962051796025,10.1259249406165,431.41846689274,10.4596205306945,437.18630946371,9.88354960418095,436.865381129213,10.253855325934,445.955891928845,10.0310023292155,441.417400654723,8.52838069231397,2.14760112805939,9.77495304256689,0.24885011715263,2.08,1.66,0.805,0.59,0.4,9.4746,9.394,9.186,8.8452,7.65715,6.8553,5.86665,97.34506,73.59,3.12,6.55,6.25,6.865,7.25,6.93,0.5,-3.115,1.3,-1.63,0.315,297.4,355.6,336.8,346.2,0.06,-1.95,-0.02,0,-0.19,-0.24,-0.2,-0.18,0.08,0.04,8.4115,9.6905,11.0595,6.3235,7.1795,8.369,9.424,10.938,11.2485,12.8815,13.54,15.934,7.676,8.476,9.855,10.8005,12.0295,12.717,13.933,14.8705,16.6225,8.282,8.9245,10.2925,10.883,12.141,12.9975,14.1795,14.6295,16.3765,6.293,7.2365,8.732,9.207,10.2765,12.645,13.334,15.443,-6.696,-10.133,-44.61
1,3.75,0.43121908858165,0.798656187434787,0.135831846568494,-3.62882438141171,0.180105290394446,0.420315249515075,433.080197279395,9.96853022600684,428.780422324095,9.88623309937043,428.134577893333,10.0047085693356,429.093139244027,9.4748781846738,429.837507442623,9.19936012807188,431.109129102983,9.47429064007679,428.978596615143,10.4399933399652,433.552808934663,9.57281678633197,431.515152358856,10.7994248411905,436.43192732371,9.59614422041678,433.112134476985,9.40629096814066,442.31786232899,9.80147176936923,442.485900495406,7.41897388379723,2.09984404578342,9.96986394972816,0.207746812546775,1.75,1.55,0.785,0.56,0.39,9.3554,9.239,8.8664,8.54995,7.6061,6.7748,5.8835,97.32961,75.1,3.02125,6.54,6.63,6.895,7.255,6.92,0.5,-2.72,1.25,-1.62,0.38,297.3,354.3,335.9,345.9,0.05,-1.96,-0.02,0,-0.19,-0.26,-0.2,-0.18,0.07,0.04,8.3755,9.642,11.0555,6.311,7.1045,8.334,9.375,10.937,11.252,12.8815,13.543,15.9335,7.583,8.34,9.8195,10.771,12.0345,12.716,13.9325,14.871,16.6315,8.2215,8.8935,10.269,10.862,12.1395,13.0005,14.1785,14.625,16.367,6.244,7.1845,8.74,9.1725,10.272,12.6455,13.334,15.442,-6.743,-10.074,-45.27
1,4.25,0.574258113884966,-0.136881571431967,0.129114748153724,-7.9784047613105,-2.11165734292338,0.385408468102571,433.326973005136,10.2794191578291,428.937563225045,9.98979416338793,429.860483640625,10.2380743733332,430.534545913507,9.71421042136974,431.946578981593,9.04464441163701,430.673312248515,9.79869028737632,430.596570832936,9.79403395032505,432.693726887841,9.57623020994925,433.6514999375,10.5056744416768,437.035685711365,9.53784523992162,436.459810385246,10.5541486733994,443.534661514389,9.80154073463092,440.957582647152,8.74301351695343,2.1402996349155,9.96517793372635,0.218096829295561,1.85,1.55,0.84,0.6,0.41,9.1752,9.0265,8.82235,8.5346,7.475,6.4519,5.4426,97.34603,74.43,3.1451,6.09,6.25,6.68,6.99,6.79,0.3,-3.09,1.1,-1.71,0.51,291.85,353.6,333.45,345.3,0.05,-1.96,-0.02,0,-0.19,-0.26,-0.2,-0.18,0.07,0.04,8.29,9.641,11.044,6.262,6.972,8.245,9.332,10.915,11.25,12.88,13.545,15.943,7.481,8.228,9.745,10.742,12.034,12.7135,13.931,14.87,16.635,8.147,8.863,10.226,10.817,12.135,12.991,14.15,14.63,16.366,6.307,7.084,8.678,9.136,10.258,12.645,13.332,15.441,-6.748,-10.0575,-52.83
1,4.75,0.545511831772724,-1.01907408180737,0.116265393635863,-4.53469937422706,-0.980959719820002,0.380463495122586,432.749277190166,10.2880867523826,428.370677303618,9.72348358127326,429.022040963503,9.41883949065473,431.015852556479,9.46486389298908,429.161247819672,8.88992869520214,431.290536500469,9.51511919137693,427.354590944444,9.1480745606849,432.597118125508,9.40436975093496,433.573163170237,10.211924042163,436.339752209197,9.4053111077629,434.549557420341,9.42293662918162,442.98886210544,9.37435497890718,439.004555693291,7.92839461122168,2.28900242758321,9.85074794827241,0.238478164175431,2.04,1.74,0.82,0.6,0.41,9.1259,8.9825,8.71805,8.4516,7.5162,6.3046,5.4163,97.341885,74.33,3.0872,5.925,6.065,6.69,6.94,6.715,0.5,-3.205,1.2,-1.68,0.425,293.05,354.05,334.05,344.45,0.06,-1.955,-0.02,0,-0.19,-0.26,-0.195,-0.18,0.075,0.04,8.204,9.627,11.012,6.12,6.922,8.222,9.292,10.913,11.252,12.881,13.556,15.943,7.422,8.204,9.679,10.725,12.031,12.715,13.929,14.871,16.633,8.124,8.78,10.209,10.804,12.134,12.995,14.149,14.63,16.365,6.166,6.985,8.667,9.099,10.251,12.642,13.333,15.44,-7.033,-10.182,-60.7
