DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_A,TS_2_2_A,TS_2_3_A,TS_2_4_A,TS_2_5_A,TS_2_6_A,TS_3_1_A,TS_3_2_A,TS_3_3_A,TS_3_4_A,TS_3_5_A,TS_3_6_A
1,0.25,-81.55,-53.1477124425,-0.7436,-16.9071831075,-0.1319366509,0.0816336975,388.996225,4.518240322,2.672785,86.27146,1.3905,33.868195745,1.5695,2.783,30.8261,1.6576,0,0,238.5,313.85,-0.273250000425,0,-0.84575,3.3,7.4,9.3,3.87722916675,6.27866249975,9.614791667,10.854791665,12.53475,13.8822916675,4.52665,6.43158749975,9.81187500025,11.02145833,12.386125,13.837916665
1,0.75,-81.4,-52.25490283,-0.594581000525,-19.0571,-0.1425,0.08059308,388.96525,4.530181939,2.65405,86.2734475,1.34774999925,34.7654887975,1.62875,2.8165,31.3732,1.64685,0,0,238.35,312.775,-0.439,0,-0.8509,2.995,7.1875,9.26,3.57975000025,5.96617083325,9.62875000025,10.86395833,12.5387916675,13.885416665,4.16712916675,6.13685,9.79791666675,11.01458333,12.371875,13.83125
1,1.25,-80.9,-50.9539419125,-0.677,-19.57978438,-0.126021001925,0.0804635,388.96590535,4.57160323825,2.4413,86.2745,1.201,35.6244533675,1.5665,2.555,32.0475,1.656275,0,0,237.85,311.7,-0.5325,0,-0.851,2.7,6.94,9.2,3.30986249975,5.70120416675,9.6229166665,10.872916665,12.5405,13.8756250025,3.9156,5.83446250025,9.78083333325,11.0120833325,12.3699166675,13.8339583325
1,1.75,-80.3,-50.18563585,-0.720809529825,-19.231975,-0.1373904747,0.078775,388.909,4.5657,2.2191,86.270775,0.966,35.506152735,1.603,2.40325,32.1338,1.64078741375,0,0,237,310.1,-0.823749999325,0,-0.8506,2.4,6.8,9.2,3.03889583325,5.4264375,9.596041667,10.88270833,12.5390833325,13.873958335,3.663525,5.54176666675,9.755208333,11.01708333,12.36175,13.83604167
1,2.25,-79.6275,-48.99375,-0.716975,-17.9704284925,-0.147070434425,0.0756166575,388.9907,4.4909,2.16146025,86.267685,0.8735,35.93495,1.5805,2.13875,32.116675,1.66939991425,0,0,236.875,309.075,-1.14074999875,0,-0.851,2.2,6.6,9.1,2.8294,5.076208333,9.58187500025,10.8858333325,12.5345,13.8793750025,3.364875,5.25697916675,9.73208333325,11.0220833325,12.365625,13.84375
1,2.75,-79.4,-48.035197315,-0.783080452875,-16.80400896,-0.12925,0.077069545,389.4171736,4.5305,2.102684,86.25407,0.639,36.175793605,1.604,2.26,32.0195,1.675785038,0,0,236.9,308.75,-1.21125,0,-0.851,1.96,6.4,9,2.57495,4.76646249975,9.572,10.89166667,12.5398333325,13.8760416675,3.057425,5.06241666675,9.673958333,11.0345833325,12.3477916675,13.8316666675
1,3.25,-79.245,-47.590343565,-0.792727454,-19.0153658575,-0.128759736475,0.079395995,389.2875848,4.57895,1.8422415,86.2565,0.434,37.86285,1.6465,1.913,32.9103,1.6796938535,0,0,236.8,308,-1.36050000075,0,-0.8516,1.77,6.2,9,2.38562916675,4.55247499975,9.55550000025,10.88729167,12.5376666675,13.8775,2.781475,4.86794166675,9.6125,11.0308333325,12.352625,13.8362499975
1,3.75,-78.385,-47.1434,-1.0196,-18.5475349875,-0.1452,0.07738864,388.96211225,4.548225532,1.371,86.2417,0.07,38.07354869,1.645,1.455,34.04778182,1.77315,0,0,235.525,306.75,-1.62325,0,-0.8516,1.56,6,8.9,2.19087500025,4.3818,9.53512500025,10.90020833,12.541375,13.8689583325,2.5595,4.670775,9.57620833325,11.0268749975,12.345375,13.83833333
1,4.25,-77.835,-47.27926134,-0.673375,-17.5177,-0.130255296875,0.07795,388.9177541,4.54156339125,1.326875,86.2227,-0.07,38.829444835,1.6475,1.553,34.1391,1.7719623135,0,0,236.025,306.125,-1.7985,0,-0.852,1.37,5.8,8.8,2.0994,4.21105000025,9.50324999975,10.905625,12.544875,13.87583333,2.36685,4.463225,9.53104166675,11.02583333,12.3465416675,13.8408333325
1,4.75,-77.185,-46.06004852,-0.810555719525,-17.409753965,-0.1545895886,0.077625,389.15856275,4.52231119275,1.15305,86.2234,-0.1325,38.4505,1.634,1.27,34.5492,1.69581119,0,0,236.075,306,-1.88675,0,-0.8516,1.2,5.6,8.7,1.9755,4.04729166675,9.4520833335,10.9000000025,12.5403333325,13.8787499975,2.16667500025,4.22614166675,9.4829166665,11.0210416675,12.3361666675,13.839791665
1,5.25,-76.975,-45.4679,-0.7646284517,-17.44865,-0.1408823937,0.0767218225,389.28395,4.5429682165,1.17646225,86.22667,-0.123,40.26342855,1.657,1.3465,35.6466018025,1.7845096805,0,0,235.575,304.825,-2.08225,0,-0.852,1,5.4,8.7,1.83595,3.8853,9.3964583335,10.91145833,12.536625,13.8804166675,1.95249166675,4.01870833325,9.4539583335,11.02541667,12.3355833325,13.84625
1,5.75,-76.715,-44.41135,-0.7359899786,-16.93814093,-0.1244,0.0762198625,389.4302654,4.55415,1.106175,86.23397,-0.5055,40.742676885,1.6175,1.1465,36.1892182625,1.70918519475,0,0,234.75,304.025,-2.214,0,-0.852,0.9,5.29,8.6,1.71945,3.80035,9.3479166665,10.9064583325,12.5395,13.876875,1.9331625,3.90425,9.384166667,11.0306250025,12.3372083325,13.84395833
1,6.25,-75.975,-44.84903039,-0.7808,-18.34743796,-0.1425087496,0.0778,389.4466016,4.6381,1.0324,86.24391,-0.5705,40.14745,1.6365,1.0885,36.2670484525,1.7909,0,0,234.425,303.675,-2.3495,0,-0.852,0.7,5.1,8.5,1.610675,3.679425,9.325833333,10.91666667,12.535375,13.880625,1.8052375,3.805958333,9.31979166675,11.03208333,12.3295,13.845833335
1,6.75,-75.76,-44.349982295,-0.7263868749,-17.685025,-0.14125056335,0.07750177,389.3389,4.588988217,0.690568575,86.2596,-0.7685,41.0961,1.721,0.7015,37.311171165,1.84536317875,0,0,233.125,302.925,-2.50925,0,-0.7595,0.6,5,8.4,1.55416250025,3.51705,9.27833333325,10.91354167,12.5303333325,13.874375,1.695775,3.6435625,9.23374999975,11.03,12.3244583325,13.8481249975
1,7.25,-71.995,-42.89415,-0.65303676015,-16.778591845,-0.14595,0.078125,389.39375,4.557425,0.618548675,86.271455,-0.947,40.492065285,1.7465,0.85825,37.74183359,1.84553572575,0,0,233.425,302.7,-2.66425,0.76838,5.57,0.5,4.82,8.3,1.46818749975,3.386775,9.221458333,10.9231250025,12.5312083325,13.88270833,1.629125,3.49114583325,9.1566666665,11.036666665,12.32725,13.844375
1,7.75,-38.435,-36.935042,-0.08390293037,-14.3058,-0.204975,0.0945,389.610025,4.562475,0.65254615,86.2881425,-0.16,39.594006585,1.5214999995,0.993,36.8517818375,1.7457072755,32.56,8.195,232.525,306.925,-1.64999999425,7.002650015,60.9709,0.4,4.7,8.3,1.48379166675,3.25320833325,9.15374999975,10.922291665,12.5249166675,13.8793749975,1.758825,3.3671,9.0758333335,11.0420833325,12.3355,13.8468749975
1,8.25,17.72,-17.832641725,2.51949014025,-0.7188,-0.32647302545,0.1225205,389.7111953,4.640768012,2.134506,86.305,1.902999999,35.30134484,1.1775,2.502,34.4848,1.3981,106.25,21.295,236.4,317.4,1.0407499925,20.8534125,198.6294,0.6,4.52,8.2,1.48586666675,3.15081666675,9.0839583335,10.92375,12.5163333325,13.877291665,2.37605,3.40895,8.99187500025,11.048958335,12.33225,13.85083333
1,8.75,71.265,4.69335,5.141380534,14.046093615,-0.5380811748,0.138507975,390.257225,4.6080889835,3.9981965,86.2958875,4.4225,29.36765,1.043,4.556,29.6781,1.197239215,192.225,35.36,243.025,332.025,4.3315,39.391,355.8822,1.1,4.4,8.1,1.98,3.187208333,9.02312499975,10.92270833,12.5162500025,13.88333333,3.59298749975,3.67058333325,8.91416666675,11.051458335,12.33325,13.840625
1,9.25,135.3,27.33072889,7.895,36.024462645,-0.62565,0.147775,390.3754,4.5307,5.4941785,86.298725,5.7295000015,25.548584015,1.029,6.035,25.8353,1.16605,274.975,50.455,248.95,345.15,7.019,60.5604,528.024,2.16,4.3,8,3.0951,3.34336666675,8.9591666665,10.91833333,12.508958335,13.88083333,5.02261666675,4.059916667,8.84187499975,11.04979167,12.33625,13.8362499975
1,9.75,193.9,49.42882847,10.64,64.0371,-0.54152791745,0.168493475,390.211272625,4.44931397175,6.58719325,86.3014,6.9244999955,22.99011555,1.1824999995,7.0415,22.982131465,1.21989088925,363.775,64.62,254,357.4,8.9749999985,83.217999965,674.71939,3.9,4.2,7.92,4.546825,3.66717499975,8.8845833335,10.9193750025,12.5049999975,13.88166667,6.349125,4.621875,8.75345833325,11.0535416675,12.33175,13.8456249975
1,10.25,250.3,73.71470308,12.38165783,88.65381728,-0.3342859764,0.18052375,390.24915,4.3741950035,7.14653775,86.309335,7.7385,20.75257862,1.4415,7.7435,20.6238,1.43140358325,458.05,79.51,258.1,367.6,10.8325,103.66,847.7,5.8,4.3,7.9,6.111354167,4.28928749975,8.82729166675,10.9212499975,12.5000000025,13.88416667,7.83585833325,5.38170416675,8.673395833,11.0514583325,12.34325,13.826458335
1,10.75,290.04035,92.80865,14.2257,113.566723,-0.2206,0.2097,390.1695322,4.198554555,7.688434,86.302435,8.515,19.2828,1.721500003,8.3325,19.0310393075,1.6593,527,91.825,261.75,377.7,12.1875,121.210125,958.8,7.6,4.5,7.8,7.44930833325,4.8067375,8.753333333,10.9149999975,12.493125,13.884791665,9.2383125,6.2058125,8.613645833,11.057083335,12.3365,13.8329166675
1,11.25,314.34525,104.80905,14.6394,126.717133925,-0.12365,0.215195125,390.02585,4.14684168775,8.3299075,86.266255,9.145,17.72057561,1.946,9.01,18.1434,1.82533745425,568.125,98.75,264.4,385.7,13.5775,133.0479,1048.3728,9.099999997,4.7,7.7,8.9670416665,5.70595416675,8.6877083335,10.918333335,12.49541667,13.8862500025,10.517125,7.26463749975,8.56824999975,11.0568749975,12.3425,13.832291665
1,11.75,337.85,108.6822147,15.4942186625,138.1444,-0.0921707873425,0.23206385,390.0157,4.128647503,8.9578235,86.230575,9.795,16.723402015,2.0605,9.62,17.27276474,2.00323158775,605.075,103.85,266.3,392.9,14.575,142.318,1112.59,10.54,5.13,7.7,9.948125,6.5775416665,8.65249999975,10.916458335,12.4941666675,13.886458335,11.61395833,7.8894375,8.52502083325,11.0568750025,12.34425,13.8237499975
1,12.25,351.1,112.8838,14.407025,149.1491,-0.1018119973,0.23125145,389.9881,4.0076,9.428275,86.1853,10.255,15.488576465,2.1585,10.18,15.65488006,2.00817781825,605.55,107.05,268.6,399.7,15.585,148.125,1130,11.73,5.6,7.6,10.7533333325,7.5456,8.61791666675,10.9131249975,12.48975,13.89520833,12.827083335,8.56835416675,8.492479167,11.05770833,12.3505,13.8318749975
1,12.75,345.9,116.90539885,14.826417355,157.7912238,-0.0934954612025,0.2366,389.65495,3.920475,9.8866,86.1331375,10.765,15.06535,2.216,10.7875,15.0689478325,2.055,583.9,104.525,271.925,404.525,15.92,148.491,1127,12.94,6.1,7.6,11.3041666675,8.30577083325,8.590416667,10.912708335,12.4845000025,13.8914583325,13.7138750025,9.51567916675,8.468916667,11.0539583325,12.341,13.8268750025
1,13.25,320.775,102.5238623,13.8073,148.6059212,0.0087,0.2455312,389.5259,3.857225925,10.387,86.0889,11.17,14.399256295,2.336,11.2675,14.4515294525,2.1531,571.1,99.5,272.325,404.35,16.3025,145.34665,1071.882,13.93,6.7,7.6,11.7157916675,9.12237499975,8.58124999975,10.912083335,12.480875,13.8975,14.1505,10.276270835,8.46218749975,11.048541665,12.3555,13.8300000025
1,13.75,293.3,82.2691,13.075875,137.8692453,-0.04478054567,0.2370387,389.5348,3.761585999,10.66778,86.0535475,11.525,13.5259,2.355,11.43,13.7840193975,2.15591514625,524.8,89.75,272.6,404.75,16.31,136.43500005,994.776,14.6,7.275,7.6,12.32125,9.71,8.5714583335,10.911458335,12.488125,13.8952083325,14.8631249975,10.805895835,8.4662916665,11.0495416675,12.3556249975,13.8235416675
1,14.25,255.95,71.7571356825,11.905675,124.8463662,-0.04974038874,0.2522,389.267,3.675783001,10.934335,86.0371,11.6975,13.135931785,2.42225,11.69,13.3202,2.25433276825,467.95,79.36,273.3,405.2,16.15,123.670125,889.46062515,14.925,7.8299999995,7.7,12.594,10.15175,8.562708333,10.9091666675,12.4817083325,13.9014583325,14.89175,11.265875,8.5326041665,11.036875,12.3517083325,13.8212499975
1,14.75,219.4992,53.29055671,10.155173925,112.8574799,-0.08660872795,0.2463,389.4130048,3.6485943445,11.237185,86.02525,11.8925,12.7562,2.413,11.97,12.93147501,2.2649,431.25,71.825,272.85,399.9,15.99,108.927,799.68,14.99,8.4,7.72,12.75958333,10.4632499975,8.57520833325,10.9091666675,12.489375,13.90020833,14.731458335,11.402291665,8.60791666675,11.0160416675,12.353,13.8297916675
1,15.25,156.9,27.38953678,8.53195,88.3895980175,-0.1216,0.2575229,389.473875,3.64665,11.31485,86.02955,11.8475,12.7054721675,2.487,11.99,12.8738,2.464068478,335.5,53.625,270.6,394.6,15.555,90.066975,645.4755,14.8,8.8825,7.9,12.61625,10.73425,8.596041667,10.9018750025,12.489625,13.894791665,14.962125,11.6252083325,8.71062499975,11.0025000025,12.3586666675,13.8154166675
1,15.75,111,6.4202960735,6.55178638775,66.85771785,-0.13630243225,0.2554866,389.3393775,3.689,11.284365,86.04345,11.7075,12.83787414,2.57125,11.93,12.74239982,2.6408313345,274.7,44.66,269,388.05,14.375,73.587175,516.34575,14.4,9.2,8,12.27,10.9335,8.63062499975,10.886458335,12.4934166675,13.892708335,14.519375,11.68729167,8.789,10.9921249975,12.3502083325,13.8172916675
1,16.25,43.49,-16.0248,4.63392504725,34.310975,-0.12559385205,0.25352245,389.193076625,3.67995,11.196555,86.05874,11.5275,13.00107245,2.72025,11.83,12.9161,2.8218154065,176.35,28.34,266.3,379.55,13.095,46.819875,328.44,13.52,9.6,8.1,11.760875,10.9722916675,8.67874999975,10.8812500025,12.4911666675,13.888125,13.64208333,11.6627083325,8.825625,10.983,12.3544166675,13.810833335
1,16.75,-14.915,-38.2999321425,2.874025,6.983163122,-0.1344292758,0.22320545,389.309047925,3.77052154775,10.74195,86.07642,11.0275,13.62417511,2.671,11.53,13.48734704,2.969762025,90.75,14.395,263.15,370.4,11.2625,25.1470115,170.2875,12.27,9.8,8.28,11.1314583325,10.916,8.74200000025,10.8666666675,12.4919583325,13.8900000025,12.594583335,11.4995416675,8.87662500025,10.9722500025,12.348375,13.814375
1,17.25,-73.1797,-55.926113765,0.5572,-11.01365673,-0.124375,0.16350585,389.225475,3.87503760325,10.0377,86.10365,10.1975,15.2543774125,2.3652500015,10.76,14.35670019,2.73205,24.665,4.05,259.6,360,9.38,7.792798925,51.720525,11.1,10,8.4,10.5073333325,10.7632499975,8.81974999975,10.855208335,12.4966666675,13.8881249975,11.79104167,11.1905833325,8.93575,10.9732499975,12.3530833325,13.8170833325
1,17.75,-101.8,-68.069025,-0.5064209164,-22.24296743,-0.0965,0.10855155,389.35213995,3.9823,9.3530075,86.1245,8.76,17.9303665975,2.08975,9.74,16.68050685,2.467316259,0,0,256,349.6,7.20875,0.6204,3.50966375,10.2,10,8.6,9.90216666675,10.5005,8.9005,10.8475000025,12.4916666675,13.8858333325,10.9216249975,10.965,9.055,10.9721250025,12.3529166675,13.8106250025
1,18.25,-101.15,-74.1208737225,-0.949149589425,-24.09965,-0.111815598175,0.1238457,389.37725,4.0900982305,8.2000295,86.145445,7.465,20.3067,2.09450000025,8.54,18.8769,2.3978441775,0,0,252.8,342.35,5.734999997,0,-0.519525,9.3,9.975,8.7,9.24325000025,10.1621249975,8.993125,10.84166667,12.47825,13.882916665,10.2160416675,10.4869999975,9.18675,10.9666250025,12.362375,13.8149999975
1,18.75,-97.6,-72.9419,-0.632095156825,-25.5752368725,-0.115012693175,0.119122225,389.448090075,4.23648038975,7.328482,86.17305,6.206,22.90655,2.0575,7.574,21.4793,2.198064118,0,0,249.85,338,4.66025,0,-0.8035,8.4,9.8,8.9,8.43625,9.83,9.06312499975,10.8360416675,12.4821666675,13.8799999975,9.537,10.0716666675,9.30362500025,10.9724999975,12.3650416675,13.8145833325
1,19.25,-94.7,-70.52573127,-0.70499837045,-24.651725,-0.123012718325,0.112478,389.543727675,4.29215,6.427168,86.19282,5.50125,24.6610994725,1.8005,6.759,22.8846,1.966922142,0,0,248.8,334.6,3.80125,0,-0.828275,7.8,9.7,9,7.85989166675,9.4205,9.15312499975,10.8258333325,12.4761666675,13.87541667,8.89525,9.76225,9.41325000025,10.966125,12.365375,13.81479167
1,19.75,-92.1,-67.27272898,-0.7325107263,-23.9415,-0.12470354965,0.1053963,389.304449,4.3615220925,5.7866915,86.21075,4.7865,26.442290135,1.69275,6.082,24.1948,1.820584165,0,0,247.9,331.45,3.17924999925,0,-0.845425,7.13,9.43999999975,9.1,7.29737499975,9.05134999975,9.20937499975,10.826,12.4825833325,13.8783333325,8.27885,9.3885,9.49312499975,10.96075,12.3675,13.81666667
1,20.25,-90.7,-65.1225484675,-0.834699227,-22.1031774675,-0.13181942585,0.10170595,389.492606825,4.41684363,5.428303,86.22529,4.296,26.952179305,1.6185,5.572,25.11696144,1.7405360155,0,0,246.3,328.6,2.74,0,-0.8509,6.6,9.2,9.2,6.7922916665,8.68506249975,9.27662500025,10.8067916675,12.473875,13.8743750025,7.752025,8.978375,9.57925000025,10.95375,12.3713750025,13.81625
1,20.75,-88.8,-63.52668585,-0.7693,-20.4485671,-0.13805,0.0928,389.43310835,4.468825,5.1096355,86.232635,3.93125,28.3007800575,1.569,5.214,25.9333,1.706219184,0,0,245.35,325.8,2.3155,0,-0.8509,6.1,9,9.3,6.4003,8.4341041665,9.34525,10.8025416675,12.480125,13.874166665,7.2887375,8.614925,9.642375,10.9460416675,12.37425,13.8189583325
1,21.25,-87.25,-60.875716115,-0.78620515875,-20.595757605,-0.1207557275,0.09188327,389.175098275,4.49885097575,4.6412155,86.25302,3.45324999975,29.07615,1.55975,4.891,26.8297,1.657707693,0,0,244.25,323.45,1.8445,0,-0.851,5.6,8.8,9.3,5.9336875,8.012525,9.408,10.792,12.474,13.8706250025,6.78016250025,8.320425,9.69987500025,10.94875,12.3768749975,13.816875
1,21.75,-86.4,-59.262678415,-0.8171,-21.16328725,-0.125725,0.087334815,388.946081625,4.45776822125,4.2327665,86.262275,3.01625,30.05135654,1.5025,4.402,26.8752,1.558624778,0,0,243.05,321.05,1.48800000125,0,-0.851,5.18,8.6,9.4,5.5389791665,7.640425,9.45683333325,10.7905,12.4837499975,13.870625,6.3058125,7.9272,9.734583333,10.9460416675,12.3746249975,13.8191666675
1,22.25,-85.35,-57.847715305,-0.5406860552,-20.181,-0.14765,0.082944775,389.0803256,4.482487094,3.993894,86.2793,2.631,31.2327524675,1.63325,4.16,28.4907,1.7419035965,0,0,242.15,320.05,1.05575,0,-0.8501,4.7,8.3,9.4,5.1685125,7.305525,9.5215,10.79475,12.484125,13.86770833,5.936775,7.5963125,9.77749999975,10.941458335,12.3740000025,13.817708335
1,22.75,-84.35,-56.22865,-0.8396612286,-19.7806106275,-0.1299,0.0862,389.0045135,4.530925,3.7289005,86.289685,2.44575,31.977766445,1.51775,3.963,28.8778,1.52665,0,0,241,318.05,0.661249999475,0,-0.851,4.3,8.1675,9.4,4.8364625,7.00294166675,9.549375,10.8,12.477625,13.86333333,5.5337,7.2685,9.80312500025,10.941458335,12.378,13.81166667
1,23.25,-83.15,-55.142825,-0.85626209275,-19.328738625,-0.13014908435,0.082633425,389.026281125,4.534315962,3.387218,86.2952,2.046,32.1838216825,1.54400000075,3.506,29.3209,1.7148376775,0,0,239.75,316.75,0.295,0,-0.851,4,7.9275,9.4,4.48603750025,6.733275,9.586875,10.814166665,12.4736250025,13.8647916675,5.1490833335,7.049270833,9.81958333325,10.945208335,12.3824999975,13.81
1,23.75,-82.45,-53.7719427275,-0.6347,-18.635350125,-0.1346023679,0.08443167,388.93221025,4.525017721,3.210137,86.2887175,1.79975,32.63669341,1.58875,3.315,29.18905325,1.682234416,0,0,240.35,315.8,0.1175,0,-0.851,3.7,7.7,9.31,4.1501,6.5400375,9.599166667,10.834,12.476083335,13.864166665,4.8194583335,6.8234333335,9.807916667,10.93125,12.37375,13.7975
2,0.25,-87.55,-60.5258777375,-0.50574897535,-22.8331,-0.116591814975,0.08895,388.608625,4.34179825425,4.2906,86.118875,2.986,28.18579227,1.517,4.618,25.77853568,1.544713347,0,0,244.6,321.8,1.3785,0,-0.84365,5.3,9.4025,10.695,6.403875,8.51858333325,10.712916665,11.0415,12.315,13.251,7.05064583325,8.7786458335,11.09925,11.2675,12.2762916675,13.2525
2,0.75,-86.65,-58.5965771925,-0.78085,-21.399798095,-0.130601623625,0.0842962,388.93675,4.339724735,3.9544605,86.1237,2.631,29.2308,1.632,4.061,26.64076533,1.670831424,0,0,244,319.55,1.0335,0,-0.84575,5,9.1775,10.61,6.059333333,8.2086375,10.6951249975,11.0615,12.31625,13.245,6.7619375,8.47611666675,11.06725,11.2804166675,12.276125,13.2535
2,1.25,-86,-57.4153,-0.68819942045,-19.366633875,-0.1248,0.0815866325,388.9322,4.334000492,3.85514,86.119325,2.344,29.9669,1.595,4.04725,26.67712644,1.59173639175,0,0,244.125,318.325,0.6945,0,-0.834925,4.6,8.9075,10.6,5.740041667,7.9674125,10.6693750025,11.0671666675,12.32025,13.2415,6.4053875,8.1336625,11.034,11.29166667,12.276875,13.25375
2,1.75,-84.975,-56.0831,-0.7665687736,-23.1220489225,-0.12529050015,0.08395416,389.0291,4.363931474,3.4702415,86.1142,2.237,31.0172,1.666,3.7305,28.4545442225,1.65756327875,0,0,243.325,317.625,0.457,0,-0.84665,4.3,8.7,10.5,5.451,7.66839583325,10.6745000025,11.0810833325,12.3205,13.25475,6.00539583325,7.83932500025,10.9895833325,11.3062499975,12.266125,13.25475
2,2.25,-84.775,-55.3863,-0.766812287825,-20.00657305,-0.12104672295,0.08370787,388.9195,4.367102593,3.2489,86.10448,1.932999998,31.58104415,1.602,3.3745,28.8546924175,1.59235,0,0,241.675,316.325,0.3895,0,-0.849675,4.1,8.485,10.47,5.17205416675,7.4228541665,10.6542499975,11.0930416675,12.319,13.2455,5.659208333,7.583925,10.94125,11.3262499975,12.2676666675,13.25875
2,2.75,-84.2,-54.4605,-0.87255,-19.1122,-0.148625,0.0829,388.960825,4.342282588,3.16685125,86.0926,1.75,31.82063544,1.575,3.30675,28.9913914975,1.56751351,0,0,241.125,315.375,0.222,0,-0.844725,3.77,8.235,10.4,4.92639583325,7.19131250025,10.6162083325,11.1182083325,12.31675,13.25175,5.35487916675,7.344125,10.8765,11.34625,12.2685,13.2505
2,3.25,-83.575,-53.86673036,-0.7478362449,-20.5665237,-0.1311,0.08076983,388.9224,4.3612214515,3.071855,86.084035,1.647,32.6171556,1.593,3.26875,29.864775,1.645599204,0,0,240.025,314.6,-0.215,0,-0.845225,3.54,8.0075,10.3,4.7322916665,6.9764375,10.5581666675,11.139875,12.32,13.251,5.10412499975,7.11763750025,10.8038749975,11.36145833,12.26325,13.25575
2,3.75,-83,-52.82412486,-0.7514,-20.5547,-0.1340427526,0.078925,388.71685,4.35486708,2.7544345,86.0718,1.49,33.0847,1.677,2.9025,30.78917803,1.74851431925,0,0,240,313.3,-0.2935,0,-0.849625,3.3,7.8425,10.2,4.58107500025,6.7569875,10.483125,11.1491666675,12.3255,13.24775,4.93256249975,6.89193750025,10.76416667,11.3520000025,12.2605,13.25375
2,4.25,-82.175,-52.145257,-0.771608523225,-18.169345835,-0.1298291757,0.08171389,388.6944,4.365732258,2.8121,86.06555,1.255,34.1127,1.688,3.0685,31.1619620625,1.726437601,0,0,239.1,312.675,-0.3835,0,-0.85145,3.04,7.615,10.12,4.31256250025,6.5425208335,10.4281250025,11.1614583325,12.31875,13.2535,4.68107916675,6.69658333325,10.734166665,11.3384166675,12.25175,13.2595
2,4.75,-81.375,-51.5533,-0.869440399725,-17.8651225,-0.1244,0.077069125,388.8332,4.38551298,2.5294455,86.07362,1.152999997,33.87368055,1.654,2.57875,30.86192754,1.673725,0,0,239.125,311.475,-0.43000000025,0,-0.83935,2.9,7.4,10.09,4.062125,6.36564999975,10.3872916675,11.1648749975,12.31375,13.25825,4.481675,6.45812916675,10.6764583325,11.35625,12.24725,13.261
2,5.25,-80.5,-51.26635064,-0.8473,-18.63,-0.1245772707,0.07981406,388.852475,4.35903665175,2.2707,86.07724,0.866,35.32888169,1.722,2.37525,31.835100985,1.722452174,0,0,238.45,310.5,-0.8165,0,-0.83665,2.62,7.2,10,3.855958333,6.1500125,10.3135416675,11.169875,12.32125,13.256,4.225,6.24045000025,10.6195833325,11.36375,12.24875,13.255
