DOY2,HR2,USTAR,SH,V_SIGMA,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_8_1,TS_2_1_1,TS_2_2_1,TS_2_4_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_8_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,5.25,0.0791544705418154,-1.06778852669663,0.312966464664306,533.487950478917,23.2875264539216,543.706116765994,576.117128028421,22.7557420628423,564.16939337013,610.076239560611,22.3221383733921,604.814032122244,703.549080121365,21.4133666436778,675.786848674877,0.730996969816326,20.9428421099515,0.288501827772821,0.47,0.34,0.08,18.7652,18.84,18.2541,17.9283,16.5301,101.32343,94.89,1.116,17.04,17.44,16.73,0.3,-2.19,1.3,0.55,386.9,419.3,387.8,405.3,-0.09,-0.02,-0.09,-0.05,-0.32,-0.21,0.03,0.05,22.268,22.671,23.63,23.81,24.884,25.1475,26.1225,20.66,21.49,23.055,22.48,23.833,24.539,28.186,20.847,21.814,22.587,24.206,25.592,26.154,26.406,22.058,22.969,23.995,24.463,24.872,26.028,26.8425,-17.308,-10.427,-10.507,-29.82
1,5.75,0.0808721680118814,-0.999826103131438,0.289787007195104,539.306504442928,22.9087887018066,534.602521574468,560.02773594476,22.2412520330348,582.068200854785,610.736971625373,22.1482715446996,603.917056180328,678.594348819203,21.0542872241517,674.089651466019,0.700078995532327,20.6755205342979,0.318370613380898,0.45,0.3,0.08,18.6969,18.722,18.178,17.9007,16.3389,101.35037,94.75,1.1441,17.21,17.51,16.51,0.3,-2.06,1.2,0.6,391,417.4,387.9,404.9,-0.1,-0.03,-0.09,-0.05,-0.32,-0.22,0.03,0.05,22.171,22.608,23.5835,23.796,24.881,25.1465,26.1215,20.548,21.402,23.033,22.413,23.797,24.54,28.1845,20.743,21.694,22.513,24.15,25.59,26.153,26.405,21.865,22.847,23.987,24.437,24.871,26.027,26.855,-17.6365,-11.01,-10.493,-27.75
1,6.25,0.0793410732088995,-1.96294610169503,0.287978098491612,548.865712408623,22.792282848145,537.59702954709,568.321146745497,22.2824162858131,597.895415200647,620.172220958042,21.8579493731324,627.572716256997,678.681769884923,20.8717324817085,659.106682275109,0.670960414709258,20.5138015058413,0.308166915773113,0.44,0.34,0.09,18.6734,18.598,18.0516,17.8612,16.17815,101.37314,95.07,1.0964,17.01,17.4,16.52,0.3,-2.18,1.3,0.52,384.3,417,388.2,404.2,-0.09,-0.02,-0.08,-0.05,-0.36,-0.22,0.03,0.05,22.082,22.54,23.534,23.783,24.88,25.145,26.1215,20.51,21.327,23.012,22.367,23.765,24.54,28.1845,20.625,21.607,22.489,24.125,25.591,26.151,26.404,21.873,22.733,23.938,24.419,24.871,26.027,26.8625,-17.54,-11.048,-10.2735,-27.91
1,6.75,0.0818597181796935,-0.508066958268284,0.340652706743183,548.944906796408,22.5170201673561,537.649756358267,576.274957507059,22.3492355969991,587.041560059662,615.883846365831,21.9128887712811,612.335736348214,666.882429206496,20.6603775031915,650.934975535391,0.830457088705862,20.3623250941952,0.331579735990908,0.53,0.39,0.08,18.4361,18.365,18.0043,17.7066,16.1444,101.39608,95.13,1.0645,16.87,17.26,16.37,0.9,-1.24,1.9,0.73,389.1,416.2,387,403.7,1.95,1.8,1.77,1.59,-0.21,0,0.14,0.23,22.016,22.496,23.484,23.769,24.878,25.1435,26.121,20.406,21.287,22.998,22.351,23.751,24.543,28.183,20.547,21.49,22.436,24.106,25.59,26.151,26.404,21.837,22.678,23.909,24.389,24.87,26.025,26.8805,-17.795,-11.3765,-10.523,-27
1,7.25,0.0736094996191334,2.5056948654008,0.325011806444152,546.873461765923,22.9844952977133,544.202353748918,590.910294865208,22.5569234545791,578.957367245955,615.548695691245,21.8944379504201,604.556196222115,658.527052714912,21.2502508653338,638.593182010633,0.798114039313646,20.4976883492209,0.276103896572012,0.47,0.36,0.08,18.3938,18.433,17.9117,17.6773,16.5784,101.4252,94.985,1.0683,17.47,17.83,17.01,13.1,23.89,20,5.57,391.3,417.5,387.7,403.8,54.96,48.83,47.23,40.56,3.87,2.33,2.34,4.19,21.963,22.451,23.4475,23.754,24.876,25.1425,26.1205,20.372,21.223,22.979,22.334,23.735,24.542,28.1815,20.517,21.416,22.346,24.059,25.589,26.152,26.403,21.721,22.668,23.88,24.366,24.869,26.025,26.88,-17.999,-11.627,-10.801,-8.71
1,7.75,0.0813410244929458,8.90811889366905,0.306971038458605,553.291452187166,23.0682133653222,548.401560069525,569.471039721375,23.3180202428191,554.546498587692,570.825927355825,23.2313817409723,578.753319587277,587.153744461004,23.5280996522432,580.341418940932,0.701205883579197,21.0928185209044,0.372672220952421,0.49,0.43,0.12,19.003,19.2785,18.819,18.7247,18.7281,101.46238,93.325,1.44845,19.4,20,18.27,30.95,106.93,87.35,21.5,391.25,425.5,395.5,410.9,241.415,218.37,226.18,129.09,17,6.84,6.18,12.66,21.948,22.419,23.4045,23.737,24.875,25.141,26.12,20.359,21.207,22.955,22.313,23.721,24.544,28.1795,20.526,21.361,22.28,24.008,25.586,26.15,26.402,21.702,22.622,23.852,24.349,24.868,26.024,26.879,-17.444,-11.791,-11.2875,43.285
1,8.25,0.101181878150935,11.9608321201977,0.30468628996846,510.248544478251,24.1650366302674,503.605742051585,513.144849029929,24.2773083348074,514.01633220524,513.389835054921,24.7839538657833,511.730862169935,518.363212160081,25.5806798011059,507.457766650485,0.749186228736147,22.5772095084716,0.547493269328436,0.615,0.55,0.15,20.4139,21.069,20.3989,20.5679,21.01745,101.49956,88.69,2.7341,21.76,22.13,20.405,44.2,221.11,194.4,41.92,389.8,439.1,407.3,423.85,497.72,456.61,499.88,343.49,32.18,13.65,10.26,24.85,21.9775,22.4055,23.381,23.7295,24.8925,25.14,26.1195,20.563,21.2705,22.95,22.298,23.7125,24.543,27.738,20.8575,21.507,22.3245,24,25.585,26.1545,26.401,21.852,22.678,23.823,24.329,24.8795,26.0245,26.878,-14.232,-11.68,-10.901,121.47
1,8.75,0.129682170949314,10.1952060277106,0.365957536494974,468.667969921633,24.7322220360672,473.789845610769,464.223263128136,24.9466422250732,474.379624091503,477.234130912804,25.3751653253989,470.034304762199,473.148354534781,26.6503493220466,464.91958885,0.923003925573203,24.5505605838987,0.525448165697423,0.75,0.66,0.2,22.2184,23.48,22.3082,22.2921,23.254,101.53061,81.12,5.2062,24.19,24.89,22.18,51.7,328.03,307.3,60.51,385.7,453.7,418.65,434.85,726.73,669.26,725.29,631,47.09,24.94,14.555,44.275,22.1175,22.464,23.3885,23.716,24.892,25.139,26.119,20.7715,21.3675,22.946,22.28,23.684,24.542,27.737,21.4695,21.894,22.3315,24.002,25.584,26.1545,26.401,22.1805,22.8375,23.8195,24.324,24.877,26.0235,26.8775,-9.9765,-10.945,-9.874,195.52
1,9.25,0.179725739803733,11.4838189096111,0.44114586125828,441.453506893272,25.2144397603164,440.84078578356,445.312874153407,25.521934130019,439.840725152709,442.851548201101,25.8491131308703,442.142917502415,443.826120774479,27.4996484123292,441.403306864578,1.20093724686028,26.4884132450131,0.573313729727603,0.91,0.77,0.26,24.1007,25.842,24.21215,24.32195,25.9675,101.55305,70.74,8.7472,26.42,27.51,23.785,62.7,443.46,413.7,81.18,384.8,466.5,430.8,446.75,941.98,872.375,952.67,910.61,62.77,44.235,23.905,78.055,22.3315,22.607,23.4295,23.713,24.8915,25.1385,26.1175,21.151,21.507,22.943,22.287,23.6965,24.544,27.735,22.221,22.3025,22.396,24.0235,25.582,26.1535,26.4,22.651,23.074,23.864,24.326,24.8765,26.0225,26.86,-5.722,-9.425,-8.257,275.71
1,9.75,0.230576309735742,6.78801066413151,0.703961051014564,425.805718240047,24.8098118121008,425.889259436957,426.01644270751,24.96029293422,426.008679017316,425.921851279788,25.3412457698956,423.239153813741,424.272044786238,26.6277505232456,422.449833112806,2.09122802716138,27.9264653056547,0.492459810239745,1.7,1.38,0.34,25.5717,27.222,25.7459,25.8931,27.5289,101.57093,62.74,12.1026,28.35,29.33,25.29,77.8,552.9,510.5,96.23,385.7,478.3,438.6,457.4,1132.06,1056.01,1127.87,1116.6,73,62.77,40.78,130.5,22.806,22.888,23.484,23.733,24.914,25.1385,26.117,21.4485,21.6995,22.9335,22.352,23.713,24.538,27.735,22.9415,22.8555,22.532,24.0365,25.581,26.1535,26.399,23.164,23.361,23.955,24.37,24.884,26.024,26.849,-1.5235,-7.151,-6.088,348.93
1,10.25,0.312352343543799,3.90274937196848,0.910439188253085,419.766493586256,24.1780538189185,419.801689637977,419.108115912748,24.6559694971674,419.361138102564,418.317570892732,25.1670640258811,417.39195520398,415.668338032583,26.5049533106664,415.987065425532,3.0195436597771,28.7132949176171,0.465713730584762,2.3,1.88,0.4,26.5592,28.129,26.6895,26.9909,28.98435,101.5761,58.34,14.4425,30.12,31.05,26.63,99.7,643.49,597,108.87,391.9,487.9,443.2,468.2,1299.31,1213.5,1272.44,1253.26,84.24,104.23,60.4,203.93,23.179,23.099,23.625,23.763,24.915,25.1385,26.117,21.914,22.009,22.941,22.4625,23.724,24.543,28.613,23.73,23.368,22.762,24.082,25.5925,26.155,26.4035,23.936,23.735,24.002,24.396,24.881,26.024,26.8485,1.854,-5.334,-4.352,414.55
1,10.75,0.343908811690248,4.35507432687372,1.01893074856154,416.107833812033,23.5409538851405,416.025614005155,415.308968327348,24.350201687826,415.110424921466,415.084849618015,24.516912690035,414.979305543043,412.273746137615,26.1833525308181,411.217822561757,3.16377180142802,29.4036258032937,0.459923038088447,2.495,2.155,0.4,27.29325,28.703,27.4908,27.7288,29.7111,101.568345,56.12,15.86625,31.515,31.995,27.94,119.95,697.915,649.85,112.37,400.8,493.9,440.9,475.3,1414.83,1330.07,1385.91,1392.38,89.62,138.2,88.45,272.96,23.764,23.429,23.7495,23.782,24.916,25.138,26.117,22.404,22.319,22.951,22.528,23.738,24.552,27.734,24.504,23.842,22.938,24.1,25.5935,26.156,26.4035,24.557,24.2,24.146,24.455,24.88,26.024,26.8485,5.7295,-3.387,-2.394,463.395
1,11.25,0.398920326413285,0.36995449042331,1.12689095511608,415.564653321982,23.9261443637486,413.990659872253,414.636103848683,24.0905140039124,413.659872199633,414.248146015689,24.289000088528,413.305737965665,411.004206121164,25.6208000245709,410.172510103774,3.58077032929643,29.8810534642305,0.500199388471695,2.8,2.17,0.46,27.7213,29.046,28.00505,28.3464,30.40465,101.52194,55.255,16.6761,32.71,33.16,29.78,130.55,770.31,713.95,123.12,403.55,500.85,437.65,484.65,1537.575,1440.02,1495.055,1512.415,96.185,172.91,102.67,338.255,24.1995,23.7875,23.873,23.797,24.866,25.1375,26.1165,22.8915,22.683,22.951,22.6285,23.781,24.548,28.172,25.335,24.4575,23.087,24.1455,25.5935,26.1545,26.4035,25.1905,24.611,24.2885,24.5045,24.875,26.02,26.848,9.555,-0.8,-0.076,518.03
1,11.75,0.486188463828603,1.74980158966745,1.1606396990876,415.008917831346,24.0283531976819,413.816367540161,414.102470299047,24.4421041728228,413.688901965289,413.787319206521,24.8718602623944,412.924492634421,409.707398090447,26.5302446932508,409.62632503932,3.89835250502388,30.0777748912483,0.508060534491493,2.87,2.145,0.495,27.99355,28.9525,28.2316,28.5045,30.7117,101.483145,55.71,16.45215,33.655,33.405,30.815,167.9,799.985,752.4,125.71,404.1,505.5,440.9,492.9,1558.19,1492.94,1523.825,1548.63,97.31,206.505,100.13,351.815,24.7065,24.0835,24.0145,23.8185,24.891,25.1375,26.1165,23.2495,22.9865,22.9555,22.759,23.8315,24.551,28.171,26.0585,24.9965,23.302,24.1985,25.5935,26.154,26.403,25.721,24.9905,24.4425,24.552,24.8755,26.0195,26.8465,12.304,0.7785,1.923,555.825
1,12.25,0.528447272537803,0.967480713072935,1.23346859978431,414.479687869232,24.7005041324056,413.179043668471,413.445529226826,25.1989422837902,412.543992689805,412.646042405533,25.6133568906478,412.360701859141,410.224634301973,26.8338833689355,409.228872713395,3.8576597768627,30.3062401419148,0.564030739457813,2.805,2.1,0.5,28.02155,28.9065,28.39755,28.7494,30.83785,101.44368,56.775,16.2647,34.26,33.91,32.115,178.15,844.03,799.65,131.545,406.8,510,443.4,498.5,1658.36,1567.045,1609.09,1657.765,101.645,230.005,112.765,384.095,25.1455,24.388,24.106,23.8425,24.891,25.137,26.1155,23.7055,23.32,22.967,22.942,23.8425,24.554,28.1715,26.734,25.591,23.4355,24.254,25.5935,26.154,26.403,26.238,25.303,24.559,24.608,24.8755,26.019,26.8455,15.63,2.405,4.019,580.84
1,12.75,0.569839443859047,0.97713792049217,1.2194810641508,414.314736572199,24.997733268814,413.139746222188,413.548825986272,25.5483049808548,412.285419120486,412.918629044383,26.0916881348318,411.519269084527,409.617613370185,27.3909961973528,409.107740798646,4.20535535539332,30.4283173722622,0.552986993539113,2.87,2.22,0.51,28.08,28.7415,28.40685,28.74865,31.0569,101.40183,59.195,15.44885,34.925,34.09,33.06,181.85,851.175,803,133.83,406.6,513.85,444.5,505.9,1684.78,1598.18,1636.545,1671.795,106.665,243.445,119.69,426.005,25.6255,24.6595,24.214,23.867,24.891,25.136,26.1155,24.2945,23.655,22.993,23.056,23.877,24.5545,28.168,27.378,26.084,23.6515,24.2965,25.594,26.1535,26.403,26.637,25.5895,24.66,24.6595,24.8755,26.019,26.846,17.999,3.635,5.9495,597.335
1,13.25,0.627207810243128,-0.914683414484865,1.22260431124304,413.98883979877,24.9694099799586,413.004563278696,413.704232781418,25.5562509429601,412.446772539864,412.710790340898,25.9891285260329,411.835875193049,409.501821680406,27.3229158613384,409.298899273726,4.21466845759721,30.4409946399963,0.554726055451958,2.8,2.105,0.505,28.18645,28.8445,28.54265,28.8578,31.07375,101.359435,60.235,15.1236,34.975,33.99,33.935,193.25,830.795,785.2,130.835,410.4,511.35,445.55,508.45,1653.815,1587.565,1615.01,1620.665,103.355,213.245,111.12,406.57,25.925,24.8475,24.3035,23.8925,24.8905,25.1355,26.115,24.8025,23.9625,23.0145,23.207,23.91,24.555,28.168,27.9755,26.6045,23.829,24.336,25.594,26.1535,26.4025,27.0135,25.8625,24.75,24.724,24.876,26.0185,26.845,20.295,5.163,7.6795,578.84
1,13.75,0.614036610953546,-1.34030859465156,1.23788406520826,414.032097666373,25.6373299921175,413.040842588472,413.351209813449,26.1046740345437,412.310860762428,412.582190519274,26.2154159885544,411.738341390803,410.367361662708,27.3707285861558,408.890468681257,4.20158334071712,30.4183143098812,0.53496108882983,2.82,2.135,0.535,28.06855,28.857,28.4033,28.66055,30.89655,101.30621,60.59,14.87605,34.365,33.735,33.925,199.15,799.63,736.95,122.985,409.6,510.85,445.05,509.65,1582.065,1492.55,1529.04,1563.065,97.615,174.07,104.35,346.695,26.1185,25.0505,24.3315,23.9165,24.8905,25.1345,26.1135,25.2245,24.241,23.028,23.325,23.98,24.556,28.167,28.426,27.0015,24.015,24.3825,25.5945,26.1535,26.403,27.3385,26.088,24.8225,24.7705,24.876,26.0175,26.8445,22.001,6.306,9.2695,559.345
1,14.25,0.612658298814546,-0.917163054550565,1.20364898552969,413.918145371871,25.851165767846,412.810958149351,413.579924979788,26.3531319913136,412.186829106109,412.419802560608,26.5121291662675,411.756833223958,409.875332301635,27.6027129219898,409.380162137097,4.23562762639503,30.3547471673488,0.511726541282219,2.895,2.235,0.53,28.03145,28.6595,28.3559,28.6694,30.7317,101.285605,61.235,14.6429,33.76,33.135,33.18,187.45,739.315,686.3,113.715,413.85,507.7,447,506.75,1477.875,1389.065,1400.525,1452.61,92.945,146.705,85.49,279.71,26.2965,25.228,24.3865,23.938,24.89,25.1335,26.1135,25.3955,24.459,23.044,23.433,24.028,24.556,28.166,28.6295,27.311,24.1945,24.4525,25.5925,26.153,26.4025,27.59,26.295,24.891,24.8085,24.8755,26.0175,26.845,22.17,7.086,10.3705,509.72
1,14.75,0.556269885981117,-1.47397725289862,1.17294841665265,413.993395375655,26.1549866106752,413.173084473684,413.338286583885,26.7319566933558,412.250604097568,413.328364765522,26.8176522983336,411.732956076702,410.742797356758,27.5544499174406,409.283023944465,4.14222553873428,30.1635616521031,0.471731917422075,2.71,2.035,0.505,27.71745,28.412,28.07895,28.3808,30.2085,101.272885,61.575,14.27875,33.12,32.625,32.745,185.15,640.595,600.35,100.75,418.05,503.55,446.55,504.05,1290.64,1222.105,1265.92,1242.47,85.115,94.885,62.425,244.47,26.313,25.3135,24.444,23.9505,24.8895,25.1325,26.113,25.4735,24.6445,23.0655,23.521,24.0555,24.557,28.1615,28.9,27.6155,24.3575,24.5,25.5925,26.1525,26.4025,27.6215,26.378,24.953,24.8435,24.869,26.0175,26.844,21.055,7.081,10.766,436.515
