DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_A,TS_2_2_A,TS_2_3_A,TS_2_4_A,TS_2_5_A,TS_2_6_A,TS_3_1_A,TS_3_2_A,TS_3_3_A,TS_3_4_A,TS_3_5_A,TS_3_6_A
1,0.25,-76.53,-45.5623,-0.004,-7.2754712485,-0.04253583149,0.1246764,399.0764852,5.9882335905,5.5553415,86.51684,4.313,48.66240183,2.08,5.765,45.222,2.2618685275,0,0,252.6,324.9,2.2919999995,0.024,0,5,9.01,10.53,6.1517583335,8.1866166665,10.883416665,11.75166667,13.343083335,14.656083335,6.8089166665,8.3872916665,11.0955,11.9125,13.1925,14.6225
1,0.75,-75.885,-45.70885,0.1071199851,-8.235694224,-0.054234420375,0.1246179,399.20909755,6.0027223785,5.398,86.500915,4.0985,49.248297295,2.067,5.573,45.7256,2.2815,0,0,252.75,324.55,2.0375,0.0054,0,4.7900000005,8.82,10.5,5.7453083335,7.9896583335,10.847333335,11.7675,13.34125,14.657083335,6.46135,8.191525,11.075,11.935,13.186333335,14.6265
1,1.25,-75.155,-44.57464426,0.023093208485,-7.190885625,-0.043247712075,0.12519865,398.95965,6.017982164,5.162609,86.503035,3.7895,49.36085,2.046,5.4075,45.50375,2.231707894,0,0,252.75,323.2,1.862,0.00927,0,4.5,8.6,10.5,5.4527666665,7.8063166665,10.807416665,11.786583335,13.3425,14.6585,6.193725,7.9381083335,11.034833335,11.939,13.187916665,14.625
1,1.75,-74.165,-43.08085552,0.095278500355,-8.4260749855,-0.0489,0.1251585,398.8965,6.0404,4.9650415,86.5019,3.622,51.537,2.069,5.2305,46.92695,2.2676171255,0,0,252.15,322.2,1.6845,0.0101,0,4.25,8.369999999,10.4,5.2718916665,7.563,10.79125,11.802916665,13.343666665,14.654,5.9476666665,7.6933166665,11.008,11.9505,13.18458333,14.6205
1,2.25,-73.745,-42.1131,0.10097011946,-7.22758083,-0.03915,0.1251311,398.7832656,6.0323,4.9097795,86.497585,3.408,53.0817,2.076,5.1155,47.701324105,2.29465,0,0,251.05,320.95,1.3685,0.00535,0,4,8.1,10.3,5.0989,7.264,10.782916665,11.807916665,13.345666665,14.653,5.6328083335,7.4480916665,10.977583335,11.9655,13.189166665,14.618
1,2.75,-73.22,-41.70810373,0.025212385875,-7.1513,-0.04722306603,0.1225,399.1071,6.0347,4.7163,86.50127,3.188,52.44170172,2.058,4.947,47.8646,2.263681295,0,0,250.2,319.8,1.253,0.00543,0,3.7,7.9,10.3,4.9050166665,7.056825,10.77041667,11.822583335,13.336583335,14.6555,5.4273,7.21535,10.934166665,11.9635,13.18625,14.617
1,3.25,-72.43,-41.24249407,0.0321,-7.187973012,-0.03973871133,0.1263636,399.2149057,6.0118,4.44006,86.4931,3.001,53.7757,2.08,4.567,49.2723,2.305992934,0,0,249.7,319.1,0.998,0.0098,0,3.5,7.7,10.2,4.73735,6.8417166665,10.72875,11.8235,13.341666665,14.6475,5.1539583335,6.98875,10.887916665,11.9695,13.18625,14.623
1,3.75,-71.98,-40.9127,-0.012,-7.6085100255,-0.0518,0.1233671,399.0486759,5.9974,4.124807,86.48414,2.71,54.2989,2.03,4.325,50.10159131,2.2696,0,0,250.25,317.3,0.699,0.0107,0,3.2,7.5,10.1,4.5217,6.632875,10.6875,11.8295,13.337916665,14.6575,4.9355833335,6.7635,10.840416665,11.971,13.18325,14.626
1,4.25,-71.38,-39.41930614,0.087962834595,-7.7246,-0.04355,0.1168662,398.7358,5.9973,4.0240595,86.4824,2.525,55.7876,2.057,4.171,50.8897212,2.31970105,0,0,249.7,316.95,0.5805,0.01,0,3,7.3,10.02,4.3004,6.4854166665,10.663333335,11.839,13.340666665,14.6575,4.7167833335,6.50635,10.77333333,11.972,13.187,14.617
1,4.75,-70.87,-39.2503,0.020589106625,-7.3501,-0.04742891701,0.1206,398.56088905,5.9618520055,3.8935,86.4878,2.385,55.61545847,2.076,4.024,51.4519,2.3053,0,0,248.3,315.8,0.389,0.0107,0,2.8,7.1,9.99,4.08465,6.2813,10.629583335,11.842,13.3335,14.6555,4.4776,6.26505,10.7225,11.9745,13.18291667,14.6215
