DOY2,HR2,USTAR,TA,WS,FC,SC,H,LE,G,RH,PA,NETRAD,PPFD_IN,SW_IN,CO2,VPD,TS_1_1_1,TS_1_2_1,NEE
4,11.75,0.5765,8.775,1.987,-4.8995,-0.165,278.39,92.14,37.14,49.93,88.101,569.2,1393,726,360.33,4.87,12.245,6.413,-4.904
4,12.25,0.59,8.595,2.0575,-4.671,-0.191,270.14,96.87,40.168,49.715,88.101,531.9,1355,675.7,359.85,5.445,13.435,6.6845,-4.678
4,12.75,0.641,8.57,2.108,-5.7305,-0.1535,281.44,90.89,40.57,48.78,88.0505,557.6,1419,708.5,359.47,5.58,13.72,6.8485,-5.3835
4,13.25,0.629,8.585,2.1415,-4.91,-0.1395,248.44,89.605,36.69,49.765,88,484.7,1307.5,658,359.925,5.48,14.08,7.15,-4.83
4,13.75,0.647,9,2.2325,-4.664,-0.079,269.89,87.43,34.6,51.435,88,477.3,1246,613.45,358.8,5.23,14.48,7.175,-4.651
4,14.25,0.633,8.8,2.1075,-5.499,-0.028,241.29,80.255,31.3295,52.265,88,425.8,1133,559.4,359.295,5.415,14.865,7.41,-5.469
4,14.75,0.61,8.845,2.129,-4.5075,-0.041,203.945,72.405,25.6095,51.89,88,410.5,1020.5,504.85,359.03,5.51,14.87,7.525,-4.509
4,15.25,0.633,8.5,2.1465,-3.888,-0.0105,199.24,64.96,19.725,53.395,88,326.4,910.5,417.25,359.245,5.155,15,7.81,-3.956
4,15.75,0.622,8.49,2.123,-3.9715,0.019,141.38,58.42,15.693,55.225,88,256.7,685.2,303.9,359.72,4.73,14.265,7.875,-3.748
4,16.25,0.608,7.915,2.1145,-3.4675,0.037,106.06,50.44,11.117,56.995,88,186.2,558.2,242.95,359.31,4.05,13.72,8.255,-3.443
4,16.75,0.5935,7.67,1.883,-2.613,0.1505,54.9,42.475,7.278,60.09,88,133.8,427.35,183.8,360.28,3.575,13.145,8.485,-2.7995
4,17.25,0.565,7.475,1.8245,-1.48,0.1565,26.53,31.72,4.3365,62.77,87.95,81.8,285.55,143.4,360.19,3.575,12.485,8.54,-1.469
4,17.75,0.5365,6.8375,1.6985,-0.828,0.251,5.55,22.65,0.633,64.8005,87.95,23.03,148.35,88.65,359.95,3.285,11.55,8.6,-0.663
4,18.25,0.479,6.4315,1.5135,-0.249,0.241,-11.49,13.37,-2.8835,68.035,88,-8.23,58.835,31.51,360.39,2.825,10.735,8.695,-0.096
4,18.75,0.397,5.917,1.2535,0.6375,0.28,-20.27,6.91,-5.7385,70.28,88,-32.72,7.3095,5.159,360.73,2.455,10.01,8.685,0.931
4,19.25,0.4215,5.302,1.285,0.998,0.26,-27.18,4.255,-8.7495,73.8,88,-38.02,0,0,361.06,2.32,9.195,8.555,1.4195
4,19.75,0.388,5.1205,1.149,0.9285,0.2035,-27.77,3.58,-11.0865,75.35,88,-38,0,0,360.64,2.02,8.395,8.6,1.284
4,20.25,0.416,4.98,1.212,1.051,0.0575,-27.19,2.275,-11.8365,76.65,88.101,-36.62,0,0,361.12,1.94,7.88,8.55,1.0685
4,20.75,0.396,4.794,1.089,1.007,0.146,-26.61,1.72,-12.4085,77.5,88.101,-34.97,0,0,361.41,1.8,7.6,8.335,1.215
4,21.25,0.368,4.3845,1.007,1.1065,0.0955,-26.48,1.22,-12.1125,76.7,88.101,-34.5,0,0,363.065,1.77,7.09,8.26,1.227
4,21.75,0.349,4.159,1.003,0.688,0.123,-22.12,1.19,-12.8035,77.95,88.101,-33.52,0,0,363.19,1.705,6.677,8.235,1.095
4,22.25,0.368,3.9195,1.045,0.879,0.087,-23.35,1.34,-12.852,77.5,88.101,-33.7,0,0,363.43,1.595,6.378,8.195,1.068
4,22.75,0.34,3.8165,1.0445,0.962,0.15,-21.305,1.175,-13.1985,79,88.101,-29.91,0,0,363.19,1.525,6.1225,8.16,1.067
4,23.25,0.331,3.641,0.929,0.53,0.105,-18.93,0.19,-13.3695,80.2,88.101,-33.41,0,0,363.42,1.455,5.842,8.11,0.987
4,23.75,0.3545,3.4305,1.069,0.488,-0.011,-27.18,3.63,-13.8235,80.45,88.101,-33.5,0,0,365.28,1.485,5.4405,8.165,0.67
5,0.25,0.1925,6.338,0.727,1.711,0.067,-20.19,0.68,-14.3885,75.3,88.101,-41.655,0,0,362.62,2.425,8.485,11.495,1.9995
5,0.75,0.2475,6.1335,0.828,1.891,0.0375,-30.51,1.67,-15.352,76.5,88.101,-41.94,0,0,362.12,2.275,8.2,11.44,1.88
5,1.25,0.279,6.039,0.821,1.8475,0.1205,-30.44,0.93,-15.822,76.8,88.101,-40.815,0,0,362.15,2.265,7.875,11.355,2.022
5,1.75,0.2165,6.0115,0.914,1.7085,0.1225,-26.58,1.26,-15.7685,76.9,88.101,-38.935,0,0,361.92,2.17,7.63,11.04,2.0065
5,2.25,0.222,5.79,0.7925,1.9545,0.1,-27.18,1.63,-15.7905,75.7,88.101,-41.61,0,0,362.34,2.325,7.46,11.06,2.051
5,2.75,0.2415,6.0235,0.945,1.458,0.094,-26.49,1.02,-15.8235,76,88.101,-42.155,0,0,362.47,2.27,7.36,11.09,1.642
5,3.25,0.205,5.9255,0.8195,1.621,0.011,-25.75,0.8,-15.71,76,88.101,-40.975,0,0,363.1,2.325,7.105,11.02,1.713
5,3.75,0.234,5.7065,0.783,1.496,0.093,-23.69,1.185,-15.706,76.25,88.101,-38.285,0,0,364.04,2.285,6.884,10.915,1.719
5,4.25,0.176,5.669,0.763,1.511,0.0035,-25.11,1.415,-15.3345,76.7,88.101,-36.665,0,0,363.25,2.15,6.5935,10.865,1.765
5,4.75,0.205,5.498,0.9225,0.9035,-0.1155,-19.4,2.64,-15.277,76.65,88.101,-28.615,10.11,5.037,363.13,2.045,6.4655,10.76,0.8685
5,5.25,0.145,5.44,0.7355,0.186,-0.278,-13.215,5.85,-14.5725,76.65,88.101,-3.2825,51.44,31.34,362.56,2.085,6.3485,10.58,0.067
5,5.75,0.165,5.969,0.471,-0.618,-0.348,-5.36,14.46,-12.851,74.25,88.101,34.595,109.9,93.65,361.435,2.24,5.9815,10.055,-0.925
5,6.25,0.26,6.842,0.5355,-1.9005,-0.3815,8.695,24.26,-9.164,71.9,88.1505,92.35,193.35,169.55,360.58,2.765,6.2925,9.78,-1.733
5,6.75,0.322,7.42,0.6425,-3.556,-0.41,46.75,45.05,-4.886,68.425,88.2,158.75,469.1,249,359.91,3.25,6.2245,9.075,-3.926
5,7.25,0.325,8.345,0.909,-4.5355,-0.332,95.33,55.025,1.0455,64.52,88.2,238.4,671.95,350.9,359.625,3.525,6.1515,8.395,-4.966
5,7.75,0.391,8.84,1.0445,-5.014,-0.191,130.97,60.72,7.865,59.815,88.2,293.8,819,414.8,359.44,4.055,7.585,8.565,-5.213
5,8.25,0.395,9.79,1.159,-5.026,-0.194,161.4,72.85,14.527,55.33,88.2,360.85,986,499.2,359.05,4.71,9.06,8.74,-5.295
5,8.75,0.412,10.26,1.298,-5.567,-0.186,198.445,90.1,24.18,54.775,88.2,422,1132,591,358.945,5.125,10.825,8.88,-5.67
5,9.25,0.417,10.535,1.367,-5.724,-0.202,229.335,97.68,31.053,52.085,88.101,491.4,1293,662.4,358.515,5.945,12.325,9.15,-5.704
5,9.75,0.4395,11.43,1.487,-5.619,-0.171,265.485,103.58,39.149,49.87,88.1505,565.95,1415.5,714.5,358.33,6.6,13.965,9.33,-5.828
5,10.25,0.434,11.98,1.483,-5.255,-0.132,276.985,104.4,42.8355,47.405,88.101,613.35,1499.5,757,358.31,6.945,15.455,9.69,-5.54
5,10.75,0.488,12.745,1.7695,-6.0945,-0.158,296.475,108.97,46.075,44.48,88.101,641.2,1564.5,802,358.98,7.645,16.72,9.69,-6.5965
5,11.25,0.504,13.07,1.6485,-5.277,-0.163,290.49,103.46,48.618,43.23,88.101,671.9,1628.5,833,358.71,8.14,17.285,9.89,-5.446
5,11.75,0.564,13.74,1.678,-6.256,-0.052,309.7,113.17,48.753,41.06,88.101,666.55,1623,844.5,357.995,8.25,18.84,10.1,-6.268
5,12.25,0.543,13.875,1.913,-5.557,-0.146,311.37,107.74,47.0565,37.715,88.101,653.7,1618.5,811,357.59,9.105,19.615,10.37,-5.683
5,12.75,0.5515,14.455,1.977,-5.619,-0.115,306.635,114.305,44.1925,36.65,88.101,644.45,1580,798,357.855,10.3,20.295,10.53,-5.747
5,13.25,0.6105,14.76,2.092,-5.3535,-0.027,285.26,108.39,38.3765,35.07,88.0505,609.3,1521,758,358.695,10.445,21.465,10.685,-5.5185
5,13.75,0.6355,15.13,2.1145,-4.469,-0.016,300.06,107.25,35.3445,36.06,88,600.95,1518.5,759.5,358.34,10.34,21.985,10.69,-4.748
5,14.25,0.658,14.79,2.1835,-5.2135,-0.007,281.39,105.7,30.439,35.9,88,550,1398,697.9,358.35,10.415,22.47,10.74,-5.1555
5,14.75,0.661,14.74,2.2355,-4.4225,0.0045,255.19,91.95,25.0605,36.605,88,515.05,1333,665,358.65,10.215,22.605,10.95,-4.422
5,15.25,0.593,14.62,2.233,-4.568,-0.0165,236.435,88.95,21.424,35.93,88,467.7,1219,604.15,358.745,10.26,22.755,11.385,-4.671
5,15.75,0.6145,14.15,2.2895,-4.377,0.012,190.56,79.3,18.022,36.125,88,388.9,1058,529.3,358.51,10.03,22.01,11.585,-4.22
5,16.25,0.653,14.17,2.256,-3.321,0.018,137.6,65.74,14.9675,36.98,88,330.3,919.5,452.65,358.72,9.815,21.565,11.85,-3.2
5,16.75,0.605,13.985,2.0785,-2.839,0.08,114.44,59.89,9.808,38.475,88,252.05,729,358.4,358.91,9.465,20.4,12.03,-2.817
5,17.25,0.588,13.6,1.9485,-1.843,0.176,65.62,47.71,5.8305,41.335,88,172,533.4,268.5,359.16,8.925,19.26,12.12,-1.744
5,17.75,0.5315,12.975,1.8305,-1.103,0.2685,23.545,35.225,1.8575,44.035,88,88.5,346.3,176.55,359.725,7.71,17.855,12.175,-0.9385
5,18.25,0.499,12.55,1.791,-0.187,0.338,-3.34,22.54,-1.7345,45.89,88.0505,26.6,176.75,90.65,359.55,7.435,16.515,12.315,0.319
5,18.75,0.452,11.455,1.661,1.043,0.396,-21.86,13.72,-4.9985,50.935,88,-11.97,62.435,35.21,360.35,6.68,15.4,12.4,1.76
5,19.25,0.396,10.645,1.4265,1.7935,0.4415,-27.58,8.22,-7.956,55.26,88.0505,-46.69,14.87,7.715,360.875,5.365,14.335,12.525,2.2925
5,19.75,0.3855,9.665,1.231,2.286,0.356,-32.1,3.5,-11.3895,59.94,88.101,-52.415,0,0,361.65,4.9,13.485,12.615,2.768
5,20.25,0.35,9.125,1.0705,1.865,0.3645,-30.18,2.7,-12.7105,62.815,88.101,-50.225,0,0,361.28,4.49,12.67,12.58,2.421
5,20.75,0.351,8.625,1.051,2.04,0.2445,-28.295,1.84,-13.5685,65.2555,88.101,-47.245,0,0,361.51,4.405,12.06,12.5,2.4455
5,21.25,0.285,8.34,1.0205,1.775,0.229,-22.235,1.185,-13.6925,66.235,88.101,-44.625,0,0,361.37,3.925,11.48,12.33,2.192
5,21.75,0.277,7.85,0.98,2.019,0.188,-19.44,1.48,-13.821,69.645,88.101,-43.55,0,0,361.75,3.555,10.99,12.345,2.4025
5,22.25,0.3165,7.695,1.009,1.6845,0.184,-27.125,-0.05,-14.427,70.06,88.101,-42.885,0,0,361.765,3.18,10.36,12.24,2.28
5,22.75,0.3975,7.305,0.913,2.4785,0.1555,-25.76,1.31,-14.4485,71.55,88.101,-43.045,0,0,361.69,3.135,9.915,12.17,2.7725
5,23.25,0.351,7.02,0.8735,1.726,0.089,-23.65,-0.175,-14.1335,73.7,88.101,-42.205,0,0,361.175,2.825,9.53,12.07,1.97
5,23.75,0.243,6.809,0.739,2.258,0.068,-27.28,0.83,-14.221,74.35,88.101,-41.105,0,0,360.68,2.62,9.12,11.97,2.307
6,0.25,0.199,10.13,0.7205,2.6305,0.1105,-28.61,1.37,-11.3535,71.8,88.1505,-52.01,0,0,359.63,3.68,11.605,15.375,2.6855
6,0.75,0.168,10.025,0.7105,2.769,0.132,-23.915,1.01,-10.8735,71.8,88.101,-50.365,0,0,359.66,3.525,11.18,15.2,2.901
6,1.25,0.185,9.275,0.8655,2.6255,0.1735,-23.24,0.52,-11.1235,72.95,88.101,-48.75,0,0,361.135,3.23,10.84,15.005,2.7205
6,1.75,0.157,9.16,0.874,2.163,0.164,-22.72,0.96,-12.1145,73.05,88.1505,-47.645,0,0,361.455,2.93,10.47,14.865,2.2985
6,2.25,0.166,9.09,0.894,2.636,0.138,-25.94,0.36,-11.8085,72.4,88.101,-46.96,0,0,361.325,2.745,10.025,14.745,2.7725
6,2.75,0.135,8.76,0.733,2.3875,0.085,-20.51,1.01,-12.1745,74.35,88.101,-45.41,0,0,361.375,2.665,9.585,14.67,2.4735
6,3.25,0.115,8.945,0.8765,2.429,0.086,-18.52,1.29,-12.2985,72.3,88.101,-45.605,0,0,361.46,2.84,9.335,14.51,2.577
6,3.75,0.132,8.71,0.766,2.0665,0.1455,-18.43,0.92,-12.255,73.5,88.101,-45.48,0,0,362.535,2.765,9.06,14.4,2.2535
6,4.25,0.113,8.575,0.7335,2.091,0.188,-19.78,1.15,-12.135,74.65,88.101,-42.595,4.461,2.096,361.63,2.695,8.67,14.215,2.18
6,4.75,0.105,8.405,0.654,1.2095,-0.1565,-14.29,1.6,-11.9575,74.8,88.101,-30.525,28.93,11.94,360.41,2.67,8.415,14.09,0.986
6,5.25,0.105,9.01,0.5605,0.933,-0.3925,-11.79,6.465,-11.211,71.8,88.101,14.1,110.2,71.55,359.91,2.79,8.015,13.78,0.446
6,5.75,0.144,10.055,0.391,-0.557,-0.587,-2.13,19.82,-8.468,66.9,88.101,70.5,257.15,160.5,359.05,3.32,8.05,13.03,-1.461
6,6.25,0.237,10.575,0.349,-3.596,-0.7265,23.23,37.51,-4.666,63.025,88.1505,145.6,233.05,237.05,357.555,4.23,8.425,12.485,-4.325
6,6.75,0.306,11.66,0.748,-4.928,-0.56,65.955,59.44,0.868,61.335,88.1505,215.45,535.2,317.9,356.71,4.91,10.665,12.85,-5.6845
6,7.25,0.325,12.455,0.913,-4.9555,-0.391,103.78,69.135,6.3505,57.675,88.2,287.2,780,404.45,356.64,5.73,10.65,11.6,-5.588
6,7.75,0.345,12.96,1.0685,-5.614,-0.372,145.78,91.03,11.512,55.095,88.2,357.95,962,487.2,356.16,6.44,11.975,11.36,-5.949
6,8.25,0.35,13.595,1.0825,-5.705,-0.229,177.725,101.49,18.9375,52.73,88.2,424.15,1104.5,563.95,356.1,7.245,13.98,11.78,-5.879
6,8.75,0.406,14.125,1.1905,-5.828,-0.17,205.58,111.865,26.5325,49.185,88.101,489.5,1190,635.1,356.385,8.33,16.11,12.04,-5.958
6,9.25,0.369,15,1.259,-6.22,-0.244,216.6,120.575,32.764,44.865,88.101,541.7,1324.5,700.15,355.74,9.15,18.01,12.215,-6.451
6,9.75,0.4325,15.525,1.465,-6.338,-0.278,255.25,129.13,33.723,42.61,88.101,588.8,1419.5,757,355.78,9.545,19.96,12.48,-6.501
6,10.25,0.433,15.915,1.4665,-6.585,-0.22,245.1,134.66,34.7875,40.28,88.101,618.2,1460.5,769,356.665,10.295,21.385,12.735,-6.775
6,10.75,0.439,16.135,1.5875,-6.431,-0.207,276.1,138.65,35.9165,37.815,88.101,650.5,1526.5,816,356.39,10.965,22.555,12.995,-6.759
6,11.25,0.423,16.985,1.611,-5.9095,-0.176,285.05,140.33,40.408,36.745,88.101,688.2,1613.5,852.5,356.48,11.64,23.03,13.235,-6.2015
6,11.75,0.485,17.15,1.7995,-6.154,-0.136,305.48,149.785,41.383,34.985,88.101,695,1625.5,865,354.05,12.645,24.48,13.39,-6.328
6,12.25,0.495,17.54,1.806,-6.036,-0.11,301.98,144.06,43.048,34.065,88.101,700.8,1644,870,353.305,12.785,26.385,13.745,-6.0475
6,12.75,0.5405,18.07,1.8555,-6.1155,-0.075,299,136.515,40.419,32.97,88.101,692.25,1601,859.5,353.67,13.555,27.84,14.035,-5.8695
6,13.25,0.551,18.105,1.8895,-5.8465,-0.129,288.33,139.82,33.895,32.515,88.101,675.45,1603,852.5,353.43,14.09,28.585,14.29,-5.7785
6,13.75,0.576,18.355,1.9905,-5.038,-0.061,273.48,132.105,30.265,33.495,88.101,645.5,1554.5,818.5,353.31,14.49,28.985,14.365,-5.0145
6,14.25,0.56,18.58,2.115,-4.6865,-0.018,254.5,121.525,25.58,33.08,88.101,613.3,1516.5,778.5,353.59,14.53,29.37,14.595,-4.5735
6,14.75,0.5795,18.69,2.1805,-4.8,-0.012,244.86,122.27,23.23,34.73,88.101,558.7,1390,721,353.865,14.5,29.225,14.755,-4.776
6,15.25,0.594,19.07,2.1345,-4.767,-0.02,225.73,115.885,20.583,34.525,88.101,506.55,1315.5,663.8,354.1,14.845,29.12,15.095,-4.819
6,15.75,0.623,19.09,2.1445,-4.298,0.001,197.34,104.63,19.4175,34.37,88,443.45,1177.5,585.2,354.305,14.645,28.785,15.375,-4.1795
6,16.25,0.6195,18.78,2.175,-4.257,0.051,156.62,88.06,17.18,36.81,88,375.05,1009,504.15,354.255,13.83,28.2,15.85,-4.107
6,16.75,0.606,18.38,2.0935,-3.314,0.119,118.29,78.025,13.459,37.735,88,294.45,848.5,429.7,354.58,13.395,27.135,16.035,-3.139
6,17.25,0.5705,18.44,2.021,-2.337,0.1585,70.8,59.43,10.6305,40.29,88,227,693.95,355.45,354.74,12.615,25.555,16.155,-2.211
6,17.75,0.568,17.675,2.0435,-1.1775,0.25,29.515,46.565,6.803,41.75,88,151.2,478.3,248.75,355.325,11.85,23.085,16.2905,-0.8435
6,18.25,0.5465,17.425,1.8945,-0.464,0.301,6.28,35.45,3.779,45.17,88,78.75,288.7,174.25,355.46,10.655,21.75,16.3705,-0.217
6,18.75,0.495,16.395,1.6215,0.298,0.3715,-12.02,26.02,0.4415,46.73,88.101,20.735,129.8,76.05,355.9,9.855,20.49,16.48,0.769
6,19.25,0.434,15.155,1.365,1.67,0.516,-27.39,14.1,-1.8705,53.03,88.101,-24.805,57.165,33.32,356.7,8.52,19.18,16.595,2.13
6,19.75,0.403,14.03,1.1915,2.77,0.518,-34.27,6.725,-4.754,56.58,88.101,-54.53,13.5,6.091,356.88,7.16,18.045,16.715,3.562
6,20.25,0.3755,13.01,1.0305,2.996,0.402,-32.305,4.52,-6.452,59.275,88.101,-56.815,0,0,357.61,6.41,16.855,16.81,3.452
6,20.75,0.335,12.44,1.144,2.962,0.3445,-34.175,2.91,-7.7195,62.495,88.101,-57.78,0,0,357.98,5.68,15.94,16.52,3.226
6,21.25,0.3505,11.83,1.09,2.866,0.292,-34.465,1.16,-8.819,64.495,88.101,-54.755,0,0,358.65,5.105,14.995,16.41,3.383
6,21.75,0.302,11.57,0.9495,2.826,0.189,-30.33,0.385,-10.0195,66.55,88.2,-54.985,0,0,359.43,4.37,14.335,16.1855,3.038
6,22.25,0.273,11.005,0.9015,2.707,0.1485,-32.259,0.125,-10.315,69.555,88.2,-54.605,0,0,359.395,4.015,13.715,16.101,2.917
6,22.75,0.286,10.955,1.019,2.639,0.143,-35.925,0.425,-10.775,70.8,88.2,-53.8,0,0,359.82,3.785,13.34,15.91,2.899
6,23.25,0.259,10.835,0.846,2.6005,0.083,-23.72,0.37,-11.0035,70.9,88.2,-53.445,0,0,360.45,3.8,12.815,15.745,2.654
6,23.75,0.2365,10.65,0.7585,2.277,0.1035,-23.66,0.29,-11.1715,72.05,88.2,-50.79,0,0,359.78,3.65,12.46,15.65,2.4915
7,0.25,0.137,13.42,0.631,2.566,0.107,-31.69,-0.215,-8.8885,68.705,88.101,-50.63,0,0,355.295,4.68,14.14,18.505,2.719
7,0.75,0.155,13.09,0.683,2.4715,0.094,-26.75,-0.1,-9.351,69.35,88.101,-49.9,0,0,354.6,4.645,13.76,18.36,2.5375
7,1.25,0.1635,13.385,0.6515,2.497,0.072,-26.855,-0.815,-9.477,69.745,88.101,-49.56,0,0,355.135,4.655,13.255,18.185,2.597
7,1.75,0.1335,12.695,0.648,2.6,0.066,-30.08,-0.695,-9.765,69.48,88.101,-49.055,0,0,355.16,4.84,12.84,18.05,2.589
7,2.25,0.1045,12.58,0.6935,2.29,0.144,-22.785,-0.785,-9.8835,70.515,88.101,-47.68,0,0,355.51,4.585,12.42,17.915,2.477
7,2.75,0.1145,12.43,0.6475,2.433,0.0845,-23.435,-0.06,-10.0955,70.065,88.101,-43.165,0,0,355.71,4.445,12.08,17.77,2.6
7,3.25,0.1085,12.01,0.606,2.3385,0.0905,-21.36,0.32,-10.134,70.18,88.101,-45.21,0,0,356.31,4.11,11.745,17.53,2.232
7,3.75,0.1045,12.025,0.5885,2.27,0.105,-25.085,-0.415,-10.517,71.2,88.101,-43.84,0,0,356.47,4.245,11.48,17.405,2.457
7,4.25,0.1075,11.87,0.5375,2.0215,0.085,-24.025,-0.52,-10.77,72,88.101,-42.24,0,0,356.7,4.09,11.095,17.215,2.033
7,4.75,0.0955,11.745,0.545,1.755,-0.143,-19.185,0.025,-10.3965,70.6,88.101,-35.34,15.405,7.015,356.27,4.315,10.77,17.13,1.597
7,5.25,0.0995,12.13,0.5625,0.8895,-0.3585,-11.02,1.47,-9.679,68.205,88.101,-4.178,57.095,39.36,355.82,4.935,10.65,16.84,0.5395
7,5.75,0.107,13.165,0.3605,0.517,-0.6245,-9.02,8.085,-8.162,65.575,88.1505,47.64,157.45,125.95,354.895,5.235,10.65,16.24,-0.3515
7,6.25,0.2165,14.635,0.2985,-2.339,-0.773,6,34.68,-4.898,63.275,88.1505,120.05,150.4,199.2,352.55,6.32,10.755,15.63,-3.204
7,6.75,0.2345,15.925,0.418,-4.167,-0.619,46.05,55.685,-0.6945,57.695,88.2,190.05,490.4,283.9,352.07,8.095,12.015,15.525,-4.954
7,7.25,0.2625,16.765,0.554,-4.444,-0.641,76.215,71.965,4.5935,52.385,88.2,262.8,741,370.95,351.72,9.57,11.85,14.15,-5.321
7,7.75,0.2615,17.535,0.6645,-4.8805,-0.337,109.47,83.47,9.2035,50.445,88.2,333.5,916.5,450.1,351.315,10.835,13.635,13.62,-5.261
7,8.25,0.283,18.435,0.7345,-5.053,-0.1995,146.56,100.165,14.91,47.4,88.2,402.65,1084.5,530.2,350.735,11.79,16.595,14.17,-5.369
7,8.75,0.293,19.405,0.81,-4.623,-0.17,173.715,111.415,23.3525,43.675,88.2,469.1,1180,608.85,350.38,13.435,19.24,14.58,-4.863
7,9.25,0.3015,20.24,0.893,-5.332,-0.182,200.415,120.035,29.635,40.24,88.2,528.8,1312.5,673.95,349.97,14.605,21.84,14.665,-5.4885
7,9.75,0.3495,21.11,1.046,-5.2115,-0.2065,237.485,134.41,31.6215,36.8,88.101,583.85,1452.5,735,349.355,16.945,23.875,14.905,-5.408
7,10.25,0.344,21.395,1.1135,-4.938,-0.189,250.275,135.955,33.839,34.345,88.101,620.45,1559.5,785,349.745,17.6,25.79,15.255,-5.02
7,10.75,0.3655,22.02,1.187,-4.9185,-0.222,286.785,147.735,33.9655,32.5055,88.101,663.2,1636,824.5,348.41,18.51,27.375,15.56,-5.016
7,11.25,0.371,22.695,1.334,-4.3775,-0.204,302.58,151.21,38.378,31.07,88.101,684.35,1686,845.5,348.91,19.66,27.965,15.82,-4.721
7,11.75,0.395,23.08,1.389,-4.5665,-0.168,319.145,150.695,38.6915,29.365,88.101,691.75,1727.5,863,348.28,20.635,29.585,16.065,-4.711
7,12.25,0.373,23.46,1.3895,-3.933,-0.13,306.405,141.19,42.125,28.465,88.101,696.05,1743.5,868,347.28,21.37,32.2755,16.49,-4.086
7,12.75,0.451,23.92,1.5705,-3.951,-0.12,313.12,140.7,38.608,26.885,88.101,692.55,1720.5,854.5,346.825,22.185,33.45,16.945,-4.059
7,13.25,0.5325,24.17,1.666,-3.975,-0.067,305.875,144.27,34.9105,26.365,88.0505,671.95,1678,839,347.29,22.56,34.345,17.185,-4.16
7,13.75,0.514,24.335,1.745,-3.4775,-0.078,294.95,128.17,32.2265,26.09,88,645.45,1611.5,804,347.26,23.1,34.75,17.185,-3.602
7,14.25,0.544,24.48,1.788,-3.885,-0.017,282.81,132.395,28.4385,25.51,88,606.05,1561,772,347.35,23.37,35.175,17.52,-3.865
7,14.75,0.5635,24.51,1.8465,-3.312,0.016,268.13,122.655,27.1445,25.515,88,556.65,1457,718,347.385,23.555,35.345,17.73,-3.259
7,15.25,0.5725,24.38,1.9085,-3.097,0.017,228.2,112.77,25.1725,27.315,88,505.6,1351.5,657.1,347.44,22.35,35.285,18.2,-3.049
7,15.75,0.555,24.21,2.0755,-3.079,-0.015,190.98,96.335,21.341,28.33,88,449.25,1206,589.8,347.51,21.765,34.505,18.415,-3.1525
7,16.25,0.5745,24.005,1.949,-2.5885,0.009,167.27,89.93,19.477,29.425,88,378.2,1055,511.4,348.3,21.77,33.985,18.735,-2.6275
7,16.75,0.5625,23.725,1.933,-2.286,0.048,116.775,77.43,15.9305,32.5205,88,298.75,874.5,425.85,348.14,20.515,32.84,18.98,-2.184
7,17.25,0.5625,23.25,2.0285,-1.806,0.136,84.705,63.595,12.8125,34.95,88,225.85,694.7,337.8,348.31,19.99,31.05,19.035,-1.706
7,17.75,0.564,22.845,1.8545,-0.96,0.24,39.54,42.885,8.6075,34.955,88,150.8,513.3,252.15,348.935,18.39,28.255,19.12,-0.668
7,18.25,0.536,22.05,1.815,-0.3135,0.3315,4.085,32.5555,4.658,37.585,88,81.75,319.35,168.3,349.085,16.94,25.885,19.25,0.0375
7,18.75,0.515,21.245,1.648,0.8335,0.462,-14.19,19.06,2.1975,40.275,88,13.76,103.3,77.3,349.985,15.465,24.315,19.38,1.3235
7,19.25,0.4195,19.93,1.33,1.7875,0.563,-30.595,9.205,-0.4765,43.62,88,-32.67,48.24,26.985,351.035,13.85,23.055,19.55,2.339
7,19.75,0.4035,18.725,1.138,2.343,0.562,-37.935,4.27,-2.666,48.62,88.101,-55.25,11.83,5.4625,350.71,11.57,21.825,19.64,2.987
7,20.25,0.3105,17.685,0.9155,2.76,0.466,-36.15,1.34,-4.2995,53.705,88.101,-59.195,0,0,351.49,9.98,20.675,19.67,3.239
7,20.75,0.3115,16.945,0.802,3.0515,0.385,-37.475,-0.19,-5.8615,55.155,88.101,-56.195,0,0,352.82,8.92,19.69,19.52,3.5125
7,21.25,0.306,16.0855,0.7945,2.653,0.32,-38.86,-1.36,-6.695,58.44,88.101,-54.885,0,0,353.845,7.82,18.65,19.45,3.163
7,21.75,0.2625,15.515,0.7105,2.844,0.2135,-33.625,-0.905,-6.9715,59.985,88.101,-54.63,0,0,354.29,7.075,17.81,19.325,3.083
7,22.25,0.271,15.01,0.7405,2.8205,0.1505,-36.375,-1.605,-7.5905,62.53,88.101,-54.215,0,0,353.825,6.79,16.95,19.08,2.873
7,22.75,0.235,14.73,0.681,2.512,0.162,-40.93,-0.71,-7.8595,63.24,88.101,-53.2,0,0,354.175,6.275,16.0605,18.955,2.576
7,23.25,0.24,14.505,0.6875,3.047,0.192,-36.985,-1.27,-8.0805,64.846,88.101,-52.02,0,0,354.69,5.585,15.32,18.925,3.144
7,23.75,0.234,14.375,0.559,2.668,0.1135,-31.28,-1.51,-8.4595,66.94,88.101,-52.105,0,0,354.99,5.595,14.71,18.795,2.788
8,0.25,0.127,13.83,0.6005,1.455,0.1935,-20.705,-1.605,-9.5855,61.665,88.2,-49.965,0,0,354.5,5.985,14.11,18.43,1.7505
8,0.75,0.092,13.94,0.5425,1.417,0.302,-20.25,-0.78,-9.5745,62.74,88.2,-50.44,0,0,354.725,5.71,13.635,18.255,1.883
