DOY2,HR2,RH,TA,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT
1,0.25,62.03,-38.73875,0.044625,0.05585,156.675,168.015,-5.0968,-0.03064678525,0.006770210125
1,0.75,61.53,-38.91275,0.044625,0.0345,154.72,167.06,-5.0968,-0.038293193,0.003899360425
1,1.25,62.69,-38.75325,0.044625,0.014,155.815,167.305,-5.0968,-0.04066695625,0.008163684
1,1.75,62.9375,-38.9925,0.044625,0.08335,155.9525,166.13,-5.0968,-0.02964647975,0.00669439585
1,2.25,62.7825,-38.24575,0.044625,0.057175,157.7275,168.6075,-5.0968,-0.03420476625,0.00680678335
1,2.75,62.465,-38.8475,0.044625,0.0263,155.5125,167.7875,-5.0968,-0.0442104205,0.006732391
1,3.25,61.195,-38.9405,0.044625,0.0615,153.335,168.3625,-5.0968,-0.033895494,5.66e-05
1,3.75,62.3975,-38.27325,0.044625,0.0165,153.98,169.8775,-5.0968,-0.0271622595,0.0024018113
1,4.25,61.635,-38.6915,0.044625,0.0386,156.2825,169.195,-5.0968,-0.0277842365,0.0068248152
1,4.75,63.0325,-39.0905,0.044625,0.04325,162.2125,167.505,-5.0968,-0.04075739325,0.002870936525
1,5.25,61.3175,-38.6815,0.044625,0.0155,161.3225,168.29,-5.0968,-0.04066671325,0.003394507
1,5.75,60.66,-38.696,0.044625,0.010625,161.865,169.1,-5.0968,-0.02236467075,1.8130075e-05
1,6.25,60.4475,-38.6005,0.044625,0.0795,161.1925,169.09,-5.0968,-0.033885679,0.0096069488
1,6.75,59.4375,-38.541,0.044625,0.0844,161.005,169.54,-5.0968,-0.04740199325,0.0067276716
1,7.25,62.9,-37.9165,0.044625,0.088,163.7975,171.9625,-5.0968,-0.03465429275,1.146e-07
1,7.75,62.915,-38.6135,0.044625,0.055225,162.7525,170.345,-5.0968,-0.0478358815,0.01676686725
1,8.25,62.98,-39.05725,0.2478,0.02805,161.895,168.3775,-5.0968,-0.0324825565,0.00013187
1,8.75,61.44,-39.2755,0.157275,0.037625,162.885,168.045,-5.0968,-0.03166034025,0.00378545115
1,9.25,63.0525,-38.89125,0.06675,0.103,162.6025,168.89,-8.2874,-0.05778940775,0.003225538325
1,9.75,62.78,-39.156,0.2426,0.04685,162.31,167.9,-14.185,-0.030659524,5.93625e-05
1,10.25,62.8325,-39.12,0.70285,0.0871,162.4125,168.2425,-15.208,-0.012339430425,0.001669190275
1,10.75,62.9625,-38.96875,0.103,0.04345,162.685,168.915,-33.56565,0.01638250725,0.01307525
1,11.25,62.7175,-39.08,0.072075,0.0144,160.995,168.8075,-32.9637,0.11988779175,0.078362392
1,11.75,62.3425,-38.2495,0.2185,0.4564,163.07,170.965,-31.4625,0.52138516,0.4802788825
1,12.25,62.215,-37.7935,0.166,1.034525,163.19,172.04,-35.2871,1.645991525,1.607596
1,12.75,62.8275,-37.95025,1.1625,2.0548,160.4975,172.3625,-36.4375,3.08270085,3.13387745
1,13.25,62.07,-37.401,0.46025,1.680525,162.075,172.4725,-32.8651,4.284440925,4.340743575
1,13.75,64.495,-36.61075,0.786375,2.736125,164.705,174.925,-35.014825,4.75601485,5.0224815
1,14.25,62.6175,-37.01075,1.212675,2.607,166.87,173.9175,-31.519075,3.87621115,4.048226725
1,14.75,64.3075,-37.7915,0.77195,0.8287,164.94,171.6625,-31.8474,2.609567325,2.62051575
1,15.25,63.2575,-37.70775,0.214575,0.656775,163.065,172.2875,-32.989775,1.163215075,1.099957175
1,15.75,61.415,-38.24225,0.322025,0.2795,162.4025,171.2075,-22.13825,0.2987948,0.245651555
1,16.25,60.24,-37.66375,0.520975,0.134875,161.375,172.355,-30.943,0.03660557725,0.03046796825
1,16.75,64.8175,-37.3265,0.4752,0.08325,156.16,173.43,-24.635,-0.00897118115,0.0010845664
1,17.25,61.17,-37.88925,1.0363,0.1,156.8175,170.9075,-17.793,-0.013940254,7.539e-05
1,17.75,60.8175,-38.1185,0.5519,0.05475,157.8425,170.415,-11.0035,-0.0242236395,0.004427245
1,18.25,60.465,-38.232,0.0675,0.08995,161.985,169.8525,-4.8078,-0.02708530825,0.0038273565
1,18.75,61.515,-38.7435,0.049825,0.083225,163.765,168.725,-3.69355,-0.068221929,0.003262236925
1,19.25,61.7675,-38.0265,0.049825,0.112,164.125,169.5,-3.69355,-0.031702931,3.413395e-05
1,19.75,60.8775,-37.52475,0.049825,0.09285,165.12,171.2325,-3.69355,-0.025870658,0.01611163875
1,20.25,62.695,-37.826,0.049825,0.055575,162.7425,170.365,-3.69355,-0.0268765285,0.00312304965
1,20.75,62.84,-38.08075,0.049825,0.0269,160.5275,169.7175,-3.69355,-0.0314255115,3.789e-05
1,21.25,61.48,-37.90225,0.049825,0.0495,159.62,170.45,-3.69355,-0.027190787,0.0067638961
1,21.75,60.6325,-37.74,0.049825,0.02345,159.445,170.605,-3.69355,-0.0408113595,0.0098319858
1,22.25,62.0675,-38.7025,0.049825,0.01545,158.895,168.2075,-3.69355,-0.02522657075,0.0135018755
1,22.75,62.185,-38.137,0.049825,0.00905,158.47,168.515,-3.69355,-0.0381328885,0.003045585
1,23.25,60.5975,-37.8905,0.049825,0.03095,157.7275,169.165,-3.69355,-0.040695971,0.00676711965
