DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_2_1,CH4_1_4_1
1,0.25,4.42204711935254,-19.6667990676288,0.106932719822884,0.124095667137861,-0.039238131030093,0.138380399212791,-1.51170118150517,-0.492437377571605,0.21678799370071,-31.3700443803298,-1.91015219423619,0.522999040103254,2.925,2.93,1.19,-19.64835,-18.8045,-18.7431,-20.1525,-20.2374,94.39093,75.445,0.2384,-16.22,-10.1775,-14.58,0.8,-2.44,2.425,-0.34,192.625,241.2,217.35,259,0.1,-0.08,-0.25,-0.07,0.07,-0.03,-0.16,-0.34,-3.68325,-3.01625,-2.10275,-1.49375,-0.49125,0.6305,2.05925,4.31225,-2.929,-2.43625,-1.6565,-0.426,-0.64475,0.20125,1.68075,2.68675,4.42875,-3.361,-2.8665,-1.849,-1.32,-0.5,-0.23975,1.661,3.04675,5.12975,-4.065,-3.087,-2.655,-1.4975,-1.22775,-0.687,0.939,2.2715,4.84925,-3.8145,-3.3895,-2.54025,-1.92925,-1.113,-0.69025,0.84925,2.31275,4.801,-3.72125,-5.0165,-4.28875,-62.89,1.01441114405312,1.04733930716002,1.24760770775231,1.44195846243543,1.07754342734265,414.547268722986,423.60351375144,420.599247540051,426.787566270797,421.66883337537,423.308857458447,420.361000798148,424.013492341601,421.016671665078,2035.9117861896,2034.38289428886,2036.76924737341
1,0.75,4.00253262387388,-19.329226917368,0.116654551245307,0.131145406697076,-0.0227177585810084,0.143273956395563,-2.14713625793628,-0.389494717112556,0.194425623216734,-31.582959003561,-1.8482628430746,0.525169809210901,2.85,2.515,1.235,-19.5209,-18.9495,-19.100375,-19.6728,-19.1341,94.3590725,75.28,0.2356,-15.83,-10.375,-14.4875,0.7,-2.4375,2.4,-0.3375,193.425,241.075,224.95,258.625,0.11,-0.05,-0.2525,-0.07,0.07,-0.03,-0.16,-0.34,-3.71575,-3.00775,-2.1015,-1.49675,-0.491,0.6295,2.05875,4.31125,-2.94675,-2.4345,-1.673,-0.42375,-0.642,0.20125,1.67875,2.6875,4.427,-3.354,-2.86925,-1.84825,-1.30475,-0.499,-0.242,1.661,3.03925,5.12825,-4.09475,-3.1135,-2.666,-1.499,-1.21175,-0.6875,0.93475,2.26975,4.8485,-3.82125,-3.37925,-2.53375,-1.931,-1.116,-0.69325,0.84875,2.31175,4.8,-3.36225,-5.499,-4.358,-62.7575,1.06876183795683,1.11978541295153,1.40656452018664,1.46202360740993,1.18177537587525,414.201074751915,423.725973291601,420.782248102903,426.886541268471,421.638957618442,423.264827945262,420.686093570525,424.02844437374,421.279118336021,2030.72213649425,2033.07664073793,2032.96243090891
1,1.25,4.48989056821137,-19.5048153407199,0.100057374221138,0.135710521948086,-0.0482312581915103,0.136532865823487,-1.98617193559782,-0.11843449385932,0.204179570430674,-29.0011121369364,-0.927701488844057,0.512810294392096,3.13,2.7,1.185,-19.6217,-19.039,-19.160125,-19.605225,-19.5477,94.3465725,76.1775,0.2307,-15.23,-10.3025,-14.575,0.625,-2.33,2.325,-0.35,203.85,242.05,227.875,258.35,0.105,-0.04,-0.24,-0.07,0.07,-0.03,-0.16,-0.34,-3.75175,-2.98675,-2.12025,-1.499,-0.488,0.6285,2.0585,4.31025,-2.96375,-2.4515,-1.67525,-0.422,-0.63875,0.2045,1.6765,2.68575,4.4275,-3.34075,-2.8715,-1.858,-1.316,-0.4925,-0.245,1.661,3.022,5.12775,-4.082,-3.132,-2.676,-1.505,-1.23475,-0.686,0.931,2.268,4.84825,-3.809,-3.3785,-2.528,-1.93525,-1.10175,-0.6955,0.84225,2.3105,4.79925,-3.5255,-5.3755,-4.398,-62.7125,1.05662900000239,1.10262761276641,1.39748194391089,1.43509604835503,1.10103237526909,414.121713299056,424.21082779799,421.072102271565,426.838830376154,421.667846138563,423.172094627404,420.430957538885,424.429603768512,421.282547825175,2033.00486625061,2027.66477322252,2034.16472055984
1,1.75,4.4158771311652,-19.6327019352925,0.0986258693321002,0.0905781014706518,-0.0770537564510216,0.0925573800989586,-1.75749677664603,-0.100705578885845,0.197962139907541,-27.345994631417,-1.87226623761809,0.54698484719685,3.26,2.78,1.29,-19.62505,-18.874,-19.075225,-19.9394,-19.2468,94.3019825,75.97,0.22215,-15.65,-10.255,-14.735,0.7,-2.27,2.4,-0.3575,197.7,241.475,227.375,257.65,0.11,-0.06,-0.25,-0.07,0.08,-0.03,-0.16,-0.35,-3.7425,-2.96975,-2.131,-1.50125,-0.48775,0.62675,2.05825,4.30925,-2.982,-2.46525,-1.66925,-0.4215,-0.637,0.2055,1.67375,2.684,4.427,-3.32675,-2.87425,-1.86075,-1.313,-0.49225,-0.251,1.661,3.021,5.1275,-4.0945,-3.10925,-2.686,-1.558,-1.228,-0.68775,0.9265,2.26625,4.84725,-3.80025,-3.3795,-2.52225,-1.939,-1.106,-0.702,0.84625,2.30875,4.79825,-3.969,-5.57475,-4.43475,-61.1275,1.06073944222366,1.35189147914479,1.49343518372328,1.53549336805969,1.28783048179659,413.994914650033,423.864977595346,420.591272405003,426.735358358048,421.437325411761,423.25687578716,420.500970156684,424.35697988577,420.95916920102,2017.10719550497,2013.58659001342,2013.47019714948
1,2.25,4.21816424806029,-19.8580553269037,0.115278053387345,0.124945170012477,-0.0516821927122083,0.142107497400781,-1.70359979928062,-0.391557963773927,0.198963317817397,-27.7465312689044,-1.46925265349197,0.529047106903373,3.16,2.4175,1.18,-19.85705,-18.672,-19.203225,-20.267825,-19.46685,94.34206,75.8475,0.2198,-15.86,-10.2075,-14.5525,0.7,-2.27,2.4,-0.3675,201.025,241.775,227.05,257.775,0.11,-0.02,-0.25,-0.06,0.07,-0.04,-0.16,-0.35,-3.726,-2.98825,-2.134,-1.50425,-0.4875,0.625,2.05575,4.30825,-2.95925,-2.4955,-1.6675,-0.425,-0.63625,0.20625,1.6725,2.6825,4.42675,-3.33975,-2.8775,-1.86575,-1.31,-0.49125,-0.26825,1.66,3.0505,5.12625,-4.1005,-3.1045,-2.688,-1.53775,-1.2285,-0.6915,0.92225,2.2645,4.84725,-3.80175,-3.455,-2.51175,-1.942,-1.11,-0.702,0.8405,2.293,4.7975,-3.6875,-5.3155,-4.267,-58.4425,1.03938205270298,1.08405266041754,1.41563224590284,1.46222968752552,1.09730377932964,414.230262724461,424.391136040228,420.724004246082,426.886717479786,421.807867009607,423.575894699048,420.558936503955,424.45514701258,421.088101213773,2035.00260083661,2034.76517043746,2035.9602774014
1,2.75,4.33301064501452,-19.7652411021777,0.113312842537529,0.118338145514283,-0.021792406784536,0.13289345186217,-1.75315893488012,-0.149751837360219,0.199362460666293,-27.4431464545739,-1.71231071464142,0.516024195738008,3.025,2.595,1.26,-19.9891,-18.73825,-19.1915,-20.118175,-19.5633,94.334445,76.09,0.21985,-16.12,-10.2375,-14.4175,0.7,-2.225,2.4,-0.34,203.1,242.4,225.55,259.075,0.11,-0.02,-0.25,-0.08,0.07,-0.0375,-0.16,-0.35,-3.73075,-3.0065,-2.139,-1.5065,-0.48725,0.624,2.055,4.30725,-2.971,-2.527,-1.66575,-0.433,-0.63275,0.20675,1.67175,2.682,4.425,-3.39475,-2.87975,-1.877,-1.30425,-0.491,-0.271,1.66,3.013,5.12775,-4.08425,-3.098,-2.685,-1.522,-1.23,-0.693,0.91775,2.26275,4.84625,-3.787,-3.44775,-2.5025,-1.959,-1.11425,-0.703,0.84,2.3065,4.7965,-4.04275,-5.6435,-4.3845,-59.08,1.02095874312688,1.0811046413583,1.39633843928624,1.41808792796905,1.08689639329213,414.089164019668,424.442541107523,420.829031328689,427.223636953215,421.661467543142,423.436469517377,420.773431733519,424.666435574601,421.321687906579,2036.97781138307,2036.95870600661,2037.12251105395
1,3.25,4.54606757846385,-20.2007691169492,0.103814601082153,0.109329421003167,-0.0335855302255393,0.141169742933024,-2.05733380473972,-0.615329530733048,0.188504944725915,-27.7735838139785,-1.80191560179675,0.523163583883094,3.365,2.7825,1.3375,-20.0867,-18.951,-19.4098,-20.3255,-19.59885,94.3154925,76.59,0.2199,-15.99,-10.65,-14.7525,0.6,-2.255,2.3,-0.34,207.9,242.225,225.35,260.05,0.11,-0.03,-0.2525,-0.08,0.07,-0.04,-0.16,-0.3475,-3.716,-3.002,-2.143,-1.50675,-0.48475,0.622,2.054,4.30625,-3.03225,-2.55525,-1.66275,-0.44,-0.62975,0.211,1.6715,2.68125,4.424,-3.38675,-2.87525,-1.896,-1.3035,-0.4905,-0.268,1.661,3.01,5.126,-4.067,-3.09,-2.682,-1.525,-1.228,-0.696,0.914,2.261,4.846,-3.7425,-3.4375,-2.498,-1.967,-1.11875,-0.698,0.8485,2.3055,4.795,-3.538,-5.529,-4.369,-58.4075,1.02638103969162,1.08312448381427,1.45754443479632,1.50010057054466,1.05431183457811,413.997874127648,424.353424788647,420.563387648744,426.475617072899,421.404859681792,423.36509172123,420.494988956059,424.613427652678,421.110713926379,2038.11602597414,2038.02589868611,2038.31490220437
1,3.75,4.42242520768829,-20.3930451452253,0.0932997632505897,0.105787091275305,-0.0946673366862006,0.129780528937514,-2.10279434216576,-0.560783204537403,0.210571773374133,-27.3359283108562,-1.7863319822825,0.541973680552852,3.4325,2.78,1.52,-20.1718,-18.97875,-19.171,-20.4664,-19.359625,94.321255,77.445,0.2253,-16.26,-10.675,-14.4825,0.8,-2.275,2.4,-0.345,204.625,241.825,223.45,259.675,0.11,-0.04,-0.2425,-0.06,0.08,-0.04,-0.16,-0.35,-3.703,-2.98525,-2.148,-1.5065,-0.48425,0.61975,2.0535,4.30525,-3.04775,-2.57775,-1.658,-0.448,-0.6285,0.20975,1.67,2.6795,4.42375,-3.386,-2.8705,-1.914,-1.30275,-0.49025,-0.273,1.66175,3.025,5.12425,-4.08175,-3.098,-2.67375,-1.531,-1.231,-0.6935,0.9095,2.25925,4.84525,-3.73975,-3.42925,-2.50825,-1.974,-1.1235,-0.699,0.8475,2.29,4.794,-3.058,-5.63525,-4.09725,-57.535,0.996665326549096,1.0771589309043,1.4967733838017,1.52841707153408,1.07345043697012,414.099005551596,424.123907562347,420.141547970993,426.608773990267,421.479357458642,423.234886599486,420.125005578681,424.117131232682,420.935371898503,2031.24861668284,2038.51477811199,2035.42656487746
1,4.25,4.51443537291416,-20.3649991397078,0.106120707266225,0.103108503293173,-0.0281041961357155,0.163615407615363,-2.15258387215917,-0.478025084342324,0.19881743326323,-28.2071935455356,-1.75390802754282,0.545555279997747,3.215,2.825,1.335,-20.37215,-19.33125,-19.46205,-20.4654,-19.2875,94.29965,77.73,0.224875,-16.41,-10.81,-14.045,0.625,-2.3475,2.325,-0.375,204.625,242.125,223.4,260.425,0.105,-0.06,-0.2525,-0.07,0.08,-0.0375,-0.16,-0.3475,-3.68925,-2.9945,-2.15375,-1.51675,-0.4835,0.61825,2.0535,4.3035,-3.05925,-2.599,-1.64925,-0.454,-0.6355,0.21,1.66875,2.6795,4.422,-3.3785,-2.86225,-1.91025,-1.30625,-0.48925,-0.2715,1.66175,3.02375,5.12325,-4.09625,-3.08375,-2.667,-1.537,-1.232,-0.6945,0.90575,2.25675,4.845,-3.78325,-3.4255,-2.52075,-1.96225,-1.12675,-0.699,0.847,2.289,4.793,-3.2195,-5.39925,-4.229,-57.9925,0.941961340186909,1.0647333739177,1.54579943213908,1.66244234534139,1.08124179500482,414.354358277842,424.488693066651,420.286990314101,426.392460403135,421.586254943663,423.684617738705,419.951643455337,424.671805460831,421.019411652168,2029.30664929779,2031.55413085456,2029.73446658882
1,4.75,4.65660863384493,-20.1884970683039,0.108510177891197,0.101326009882971,-0.0289918273487419,0.128024076502716,-1.70595997077281,-0.842946085297458,0.221008548689026,-28.1937063150195,-2.1715810280616,0.571919310439468,3.24,2.995,1.4,-20.12675,-19.37775,-19.63375,-20.199475,-19.6324,94.2978,76.7625,0.2244,-16.18,-10.9175,-13.58,0.8,-2.2725,2.4,-0.33,206.75,241.2,226.2,262.475,0.11,-0.06,-0.25,-0.06,0.0775,-0.0375,-0.16,-0.35,-3.686,-3.021,-2.16075,-1.52,-0.483,0.61525,2.05275,4.3025,-3.076,-2.62,-1.64025,-0.46,-0.645,0.21075,1.6655,2.67825,4.42075,-3.36575,-2.83125,-1.9105,-1.31025,-0.4915,-0.275,1.662,3.007,5.12225,-4.1255,-3.095,-2.671,-1.5415,-1.229,-0.6955,0.90225,2.25475,4.845,-3.8375,-3.428,-2.531,-1.96925,-1.12525,-0.69925,0.8465,2.288,4.792,-3.1465,-5.5525,-4.5585,-57.17,0.96047355114186,1.12861580202593,1.81957914544806,1.85681783922573,1.12889778195675,414.563855809152,424.238093957344,420.690469161961,426.587588282667,421.490043167377,423.055659968863,419.50646270141,424.252931970932,420.989945721522,2022.80464245006,2023.4217625223,2023.12318626626
