DOY2,HR2,H,LE,WS,USTAR,VPD,SW_IN,NEE,FC,CO2,SW_OUT,LW_IN,LW_OUT,NETRAD,TA,RH,H2O,CH4,FCH4,SC,SLE,SH,SCH4,PA
1,0.25,4.5668294,10.73328725,2.53077418675,0.32019185,0.9452585325,0,5.99689672499999,5.88587284999999,505.4133475,0.22190001,309.5787,310.6476,7.1107706,-0.711893385000001,96.996988,3.645714875,2193.20505,25.834751,0.1326787475,0.27691826,0.638006,0.358807175,97.3618055
1,0.75,4.8773078,11.7802885,2.74637825,0.34196781605,0.763172135,0,3.74786,3.2937515,546.0891375,0.234083355,307.50033,309.01425,7.3537751,-0.823599935000001,97.0645065,3.6385711,2201.4605,7.90468745,1.0198145275,0.42558368,1.633110835,1.536125175,97.35130825
1,1.25,2.350822,17.207046,2.51030555,0.3753533,0.72129898,0,5.127911225,4.7805505,574.29734,0.2111833,306.87724,308.7461875,4.646730575,-0.861246752500003,97.09324875,3.6253,2207.457875,8.54823345,0.673140829999998,0.7409270425,1.653917215,1.1594284375,97.346544
1,1.75,2.60404335,10.642229,2.4875806306,0.36335145,0.791947819999999,0,4.3119923,3.1479046,513.27014105,0.22110832,306.69158,308.05202,5.0008007,-0.817383580000006,97.235693,3.61466425,2152.79745,8.497310625,1.28297931,0.28794342,1.12131325,0.533486135,97.35469775
1,2.25,4.747958375,13.113658,2.670811375,0.351787825,0.864723119999999,0,3.497312475,3.432916625,528.2499625,0.19585412,306.50608,308.27554,5.0931251,-0.811443850000006,97.597917,3.61637325,2181.1595,16.353969,0.10860925,0.2303374,1.066397295,1.332586895,97.38937575
1,2.75,3.64399325,12.712516,2.4889342,0.360215175,0.973611719999999,0,6.35039734999998,6.87035239999998,504.299775,0.15569999,306.32406,308.0951,4.92037519999999,-0.902475100000006,97.535684,3.627488,2161.9668,7.6316309,0.212828534999999,0.3765324775,1.648241725,0.577415505,97.42350375
1,3.25,2.9866217,6.96708400000001,2.237031675,0.3340777,1.0388422175,0,7.91189999999999,6.96176609999999,540.91128,0.23555,306.23904,306.652295,4.75722499999999,-0.562213310000003,97.628474,3.6517892,2176.7562,22.832762,1.056791,0.417253202499999,3.1943464,0.94384205,97.4114005
1,3.75,3.05897375,11.069359,2.253534225,0.3070069432,0.907186839999998,0,6.871949375,7.083614425,538.62116,0.15275,305.93415,305.85135,5.15125,-1.6181125,97.7208475,3.651242,2152.572925,12.835060325,0.1797593475,0.34171292,1.369270525,0.632057,97.35799675
1,4.25,3.54502695,11.2357825,2.20385615745,0.3461847992,1.0355053025,0,8.61052,8.911358,514.73476,0.1935625,305.7159,306.05455,4.75312425,-1.77689575,97.700825,3.6554204,2166.72865,12.646455575,0.530053999999995,0.2438805325,0.7329933,1.0845296,97.361976
1,4.75,3.11444835,16.346761,2.180007309425,0.33864608165,0.6407099,0,5.9345364,7.802951325,478.023195,0.14485415,305.70474,306.34418,4.18099975,-0.109483325,97.783316,3.6905451,2183.2366,15.802508,0.1758439375,0.169459475,1.97456954999999,1.78114279,97.380351
