DOY2,HR2,FC,CO2,H,LE,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,CH4,FCH4,SC_1_1_1,SC_2_1_1,NEE,SH_1_1_1,SH_2_1_1,SLE_1_1_1,SLE_2_1_1,PPFD_IN,PPFD_OUT,WS_1_1_1,WS_2_1_1
1,0.25,0.529717375,409.44084805,13.1628643999999,1.600778,-1.44730000000001,-0.660699999999999,-1.71075,-2.08375,0.847253875,2.058823,1.5317475,0.955381,102.102483,89.92750145,-2.45347500000001,9.8027045,1.04641875,-0.144125,-0.328000000000001,-0.20645,-0.0606250000000001,1.2242,3.47625,0.171875,1.49855,3.593825,5.226825,0.481024999999998,1.3229,296.03506995,300.6760485,2.79585375,2139.653717,25.8937297,0.1974324,0.10866725,0.453982125,5.3046,3.89388519999999,0.787042999999997,0.544951699999999,0,0,8.418,7.27902
1,0.75,0.616265,409.396495875,9.24166700000001,2.03091575,-1.46610000000001,-0.663999999999999,-1.708825,-2.074825,0.866528125,1.88061375,1.43937125,0.940941625,102.102483,89.982500625,-2.38797500000001,9.86345,1.29929625,-0.145225,-0.329125000000001,-0.207225,-0.05945,1.2212,3.484375,0.168,1.478775,3.59755,5.22855,0.496999999999999,1.242975,296.637773575,300.6286488,2.852936,2126.860077,16.19925615,0.2316542,0.1256515,0.60429495,4.781126,2.880843775,0.614678799999999,0.5684151,0,0,8.06352,6.869185
1,1.25,0.57259305,409.648750125,15.02415,2.03176725,-1.48255000000001,-0.661699999999999,-1.708775,-2.095675,0.777070225,1.79233875,1.35070375,0.918486,102.104797875,90.282497825,-2.343875,9.890875,1.2021,-0.14445,-0.329475000000001,-0.2079,-0.056725,1.217475,3.48525,0.168475,1.478675,3.598825,5.2251,0.608099999999999,1.230575,296.9660418,300.260475025,2.916262,2115.0899412,29.131569325,0.258893875,0.0996817999999999,0.521986175,4.77908625,2.761117275,0.693401,0.628878649999998,0,0,7.9002,6.321405
1,1.75,0.6996115,409.355591,13.1224164749999,1.124586,-1.50072500000001,-0.657999999999999,-1.7105,-2.0952,0.72939615,1.77156,1.367694,0.9441094,102.104797875,90.72749865,-2.3604,9.67943999999999,1.027380125,-0.1459,-0.329825000000001,-0.208025,-0.0591750000000001,1.213475,3.484,0.168775,1.48475,3.598825,5.22175,0.43965,1.2872,297.480623,301.19632055,2.96778775,2109.9739746,21.4475025,0.136907,0.0852591999999999,0.6219665,2.867422,3.117774425,0.6561988,0.490029599999999,0,0,7.73826,6.439852
1,2.25,0.6800375,410.036122025,17.11837545,1.624349,-1.50330000000001,-0.6579,-1.7086,-2.0943,0.7464184,1.76263325,1.41753475,0.928228325,102.102483,90.72749865,-2.360725,9.804597,1.132825,-0.147125,-0.330600000000001,-0.20825,-0.061725,1.213375,3.48375,0.1684,1.4796,3.600275,5.222925,0.4476,1.2722,297.4502774,302.16830555,2.891661,2122.302551125,14.44097575,0.257071475,0.124854875,0.618717575,3.40899925,2.81991565,0.5765705,0.529381049999999,0,0,7.86944,6.503193
1,2.75,0.62980275,410.94594725,26.387367075,1.25184675,-1.503625,-0.6632,-1.7067,-2.0951,0.7296305,1.6723375,1.351654,0.9185177,102.102483,90.599998,-2.38885,9.835277,0.920782475,-0.148225,-0.334250000000001,-0.206475,-0.06145,1.216375,3.4825,0.1665,1.488125,3.602,5.218,0.481274999999999,1.1701,297.94352445,302.92907165,2.81535,2118.5020386,22.92428,0.2919654,0.144644375,0.574658125,3.75626550000001,2.73364635,0.35714335,0.4472891,0,0,7.75668,6.6209885
1,3.25,0.534750175,411.000846225,16.0503505,1.4797755,-1.50295,-0.6711,-1.70665,-2.07755,0.741889775,1.71685575,1.37976675,0.8790564,102.102483,90.654999375,-2.2692,9.79660725,1.13418,-0.146675,-0.340125000000001,-0.207025,-0.06245,1.2183,3.481875,0.168,1.505825,3.6051,5.212,0.518100000000001,1.1411,294.8268924,302.67238925,2.81785325,2114.98751825,21.131375325,0.21437255,0.08235125,0.481712625,2.648402,2.53602719999999,0.3991055,0.379954775,0,0,7.58455,6.3524265
1,3.75,0.62458745,411.30210705,8.3107465,1.58586,-1.4982,-0.65945,-1.70685,-2.076825,0.7685359,1.8045485,1.3946375,0.93062435,102.100060125,90.809997275,-2.319125,9.7439795,0.91705095,-0.145025,-0.346875000000001,-0.207025,-0.062725,1.218125,3.476875,0.17555,1.4993,3.60865,5.20865,0.6315,1.16175,295.8765936,302.3087463,2.84528,2110.1854614,31.825893175,0.20377855,0.11814985,0.633729,4.8546575,2.987190275,0.5566769,0.471896424999999,0,0,7.56022499999999,6.59216
1,4.25,0.6583622,411.6573563,32.55139,1.1439595,-1.501525,-0.653325,-1.7068,-2.093575,0.745803075,1.761423,1.359322,0.91387445,102.100060125,91.127497725,-2.3442,10.2016105,1.20519125,-0.14715,-0.358275,-0.212675,-0.064,1.215575,3.47625,0.183775,1.488325,3.608275,5.20465,0.5484,1.1881,297.63943585,302.13726585,2.85286,2129.0259398,17.487108175,0.14031675,0.09081755,0.6915202,3.705354,3.28742145,0.40376555,0.5228746,0,0,7.65925,6.4378825
1,4.75,0.70003665,411.70495445,26.145461,2.7885125,-1.504475,-0.650775,-1.7068,-2.0916,0.720596425,1.750483,1.2899065,0.883825925,102.100060125,90.809997275,-2.304325,10.5076765,1.0680435,-0.14815,-0.368125,-0.217225,-0.06545,1.212475,3.475,0.186775,1.485225,3.60275,5.19755,0.575874999999999,1.16135,296.33743485,302.16791,2.870215,2139.5775147,31.010362175,0.18902725,0.06837625,0.707256375,3.909482,3.1741717,0.4522723,0.518404775,0,0,7.48592,6.2215195
1,5.25,0.76696655,409.488495,18.97584975,1.3829265,-1.505625,-0.6501,-1.706775,-2.091625,0.713395375,1.672835,1.268455,0.874661,102.100060125,90.92750145,-2.36892500000001,10.150575,1.216855,-0.1476,-0.37225,-0.21835,-0.0671750000000001,1.20765,3.4746,0.1872,1.48585,3.594125,5.195,0.633124999999999,1.1907,297.9732653,301.5644133,2.7819695,2136.9565555,23.577276,0.119819,0.0859161749999998,0.7860526,4.12572,3.115181775,0.4534095,0.576032499999999,0,0,7.2947,6.16704
