DOY2,HR2,SC,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-0.0236928669490535,-0.208257404894864,0.17030491627239,-16.1023724474164,-0.389974290151297,0.505917387892997,425.535934242024,4.24985566896921,421.003684952229,425.990146212853,4.23615037762635,421.064430263158,426.25321226608,4.22172898745117,421.19770895164,426.236129626562,4.45322050952457,421.420913404686,3.97303552221823,-1.89992924313114,0.341571579307632,3.34,2.27,0.91,-2.29395,-2.852,-2.7815,-3.2978,-4.3764,86.069835,67.25,1.666,-3.935,-3.41,-3.73,0.45,-2.685,1.8,0.26,233,297.1,240.85,293,0.03,0.07,-0.3,-0.01,0.04,-0.04,0.1,-0.23,-1.161,-0.656,0.179,0.8705,1.685,4.263,5.418,6.8705,8.7725,-1.318,-0.536,0.1175,0.1715,1.295,2.9805,4.06,5.74,8.8715,-1.6325,-0.822,-0.3725,0.2125,0.6185,3.4605,4.7735,6.9185,9.3035,-1.332,-0.6415,-0.119,0.491,1.6135,3.173,4.3825,5.905,8.341,-2.363,-1.338,-0.2475,0.088,0.762,3.134,4.2855,6.047,8.7265,-4.671,-3.805,-8.312,-59.395
1,0.75,0.00714651405258284,-0.835328787983069,0.184209181032358,-17.4048564615881,-0.657965135089833,0.588511035915493,424.997132695667,4.23290230604181,420.754260272727,425.471250797313,4.27546295876315,420.724108565892,425.735182336678,4.2142862421819,421.538861131105,426.276463315302,4.40091054871391,421.457394760252,3.82609018349724,-2.34091530737089,0.345925964364665,3.13,2.17,0.79,-2.6051,-3.258,-3.08725,-3.6923,-4.5454,86.05108,67.77,1.6315,-4.225,-3.61,-3.77,0.4,-2.645,1.8,0.285,234.35,298.6,238,292.9,0.03,0.07,-0.3,-0.03,0.06,-0.035,0.1,-0.28,-1.332,-0.728,0.166,0.8635,1.685,4.2545,5.4165,6.879,8.7715,-1.406,-0.5905,0.1035,0.1695,1.294,2.98,4.035,5.7185,8.8695,-1.684,-0.9315,-0.3995,0.213,0.62,3.461,4.7735,6.917,9.3025,-1.4705,-0.7525,-0.1345,0.482,1.6125,3.1745,4.382,5.9035,8.34,-2.5295,-1.5565,-0.2785,0.085,0.764,3.138,4.2845,6.046,8.725,-4.7135,-3.864,-10.746,-54.78
1,1.25,-0.0127647630742513,-0.56601274485601,0.173147877143548,-14.5424732805008,0.0772377556118225,0.55124173492003,424.818459346623,4.37809939611067,420.867445654766,425.02832061233,4.42845516279185,420.689062166282,425.364941131512,4.40474029744161,420.851626256309,425.531038556465,4.43093550202681,421.01231051069,4.14698438624253,-2.14672737939304,0.336111723838442,3.21,2.12,0.79,-2.6589,-3.271,-2.9773,-3.5065,-4.35475,86.04643,67.96,1.64115,-3.955,-3.26,-3.72,0.4,-2.66,1.7,0.28,234.35,299.2,240.95,292.2,0.02,0.07,-0.3,-0.02,0.04,-0.035,0.09,-0.235,-1.5035,-0.806,0.16,0.865,1.6865,4.2525,5.4145,6.879,8.7705,-1.4175,-0.6475,0.075,0.1715,1.2935,2.9805,4.057,5.716,8.8665,-1.797,-1.043,-0.4095,0.215,0.621,3.461,4.774,6.915,9.301,-1.4955,-0.781,-0.1445,0.47,1.6115,3.1765,4.382,5.902,8.339,-2.6465,-1.678,-0.2935,0.0875,0.765,3.137,4.285,6.045,8.7235,-4.838,-3.867,-7.932,-58.07
1,1.75,-0.018629400652651,0.125021374521969,0.176016684408174,-17.4550362936149,-0.461952417908475,0.522296782717417,425.109569528916,4.28638597663168,420.405529816879,425.450865002811,4.17388105819657,420.620784512658,425.662235818339,3.99090863995088,420.421479908949,425.941552491152,4.3681180563487,420.912088599719,4.05839234941423,-2.03298752212641,0.310098577565203,3.47,2.33,0.89,-2.5498,-3.141,-3.0408,-3.3888,-4.38925,86.04251,68.51,1.5012,-3.895,-3.175,-3.54,0.4,-2.77,1.7,0.26,230.1,297.4,239.45,294.15,0.025,0.07,-0.31,-0.01,0.04,-0.04,0.09,-0.235,-1.4935,-0.856,0.1445,0.881,1.689,4.253,5.413,6.878,8.769,-1.3975,-0.6935,0.048,0.1535,1.2925,2.9805,4.056,5.714,8.8665,-1.813,-1.1,-0.4105,0.2225,0.622,3.456,4.7735,6.9135,9.2995,-1.553,-0.889,-0.1585,0.465,1.6105,3.1785,4.3825,5.901,8.3375,-2.853,-1.7575,-0.343,0.0835,0.766,3.1355,4.2835,6.0435,8.722,-4.858,-4.0075,-13.0155,-59.34
1,2.25,0.0245562295421077,-0.475147598925032,0.181407498488235,-18.7205520710987,-1.5501062659111,0.540562107592703,425.232061996855,4.41879222613066,420.307351128869,425.5202192045,4.28561261615602,420.597957373626,425.486856816734,4.07281946394886,420.718310538723,426.002701528355,4.12287683789712,420.704757378981,4.1410833791002,-2.15138350516674,0.339528942985271,3.38,2.49,0.94,-2.4765,-3.163,-3.12735,-3.82905,-4.6365,86.06143,66.92,1.6118,-4.065,-3.12,-3.4,0.4,-2.715,1.8,0.275,227.1,297.1,236.8,294.1,0.02,0.07,-0.3,-0.015,0.04,-0.04,0.09,-0.235,-1.469,-0.9345,0.1275,0.881,1.69,4.249,5.4115,6.8685,8.768,-1.3645,-0.7465,0.0415,0.139,1.292,2.98,4.055,5.7125,8.8665,-1.8575,-1.1085,-0.421,0.2285,0.6225,3.4615,4.774,6.912,9.2985,-1.5495,-0.953,-0.208,0.4615,1.609,3.1805,4.382,5.8995,8.3365,-2.8665,-1.8095,-0.36,0.076,0.767,3.135,4.2815,6.0425,8.7205,-4.831,-4.49,-12.862,-60.47
1,2.75,0.0355276381425991,-0.368475321342584,0.158275421585806,-13.137019480954,0.0349999334103113,0.532146474740141,425.461055475067,4.17548330967615,420.221434393708,425.298418072207,4.04285452234073,420.242944226229,425.776600072899,3.7532065444551,420.395485529961,426.154420337446,3.85402513813275,420.622304403226,4.1122016611164,-2.3127898669174,0.329007081368454,3.32,2.29,0.96,-2.5342,-3.522,-3.1119,-3.7622,-4.8038,86.05615,66.76,1.6125,-4.06,-3.075,-3.415,0.4,-2.7,1.7,0.26,227.65,296.45,239.2,293.85,0.025,0.07,-0.3,-0.01,0.04,-0.04,0.09,-0.24,-1.4885,-1.0165,0.114,0.864,1.691,4.246,5.4095,6.8685,8.767,-1.3555,-0.7855,0.0265,0.1445,1.289,2.9795,4.0335,5.71,8.8645,-1.943,-1.155,-0.4395,0.2315,0.6235,3.467,4.774,6.9105,9.297,-1.5955,-0.9825,-0.2135,0.46,1.609,3.182,4.3805,5.898,8.3355,-2.9,-1.878,-0.3835,0.067,0.77,3.1335,4.28,6.042,8.7195,-4.837,-4.488,-11.556,-60.83
1,3.25,0.0306526606861924,0.275862598009736,0.158916857580119,-13.9016218376267,-0.381187930341666,0.514959180818447,425.950142446844,3.87880533284065,420.269908923077,425.926457263723,3.75722360062981,420.371104538365,426.035296560443,3.68770215724591,420.520298834395,425.854500735894,3.72451871698867,420.453369804348,4.24794395183396,-2.52841470008801,0.329598925107455,3.37,2.26,0.99,-3.0647,-3.781,-3.5439,-3.9946,-4.8543,86.04779,68.665,1.59665,-4.3,-3.43,-3.65,0.4,-2.67,1.75,0.32,227.45,295.35,237.95,292,0.025,0.07,-0.295,-0.01,0.045,-0.045,0.09,-0.27,-1.494,-1,0.1,0.8525,1.692,4.242,5.408,6.868,8.7655,-1.5,-0.7965,0.0265,0.1495,1.287,2.9795,4.0335,5.7085,8.8625,-2.011,-1.258,-0.453,0.226,0.6265,3.465,4.775,6.9085,9.2955,-1.7575,-0.978,-0.218,0.4545,1.6085,3.184,4.378,5.896,8.3345,-3.009,-1.9565,-0.3975,0.0625,0.77,3.1325,4.278,6.041,8.718,-4.929,-4.118,-13.473,-58.3
1,3.75,0.0356509526654163,0.0276153076840677,0.169202659021229,-22.9300607795804,-1.25101390585745,0.527524206959304,426.489711757587,3.81947982724382,420.211290116071,426.585687388903,3.69175323895403,420.027326836957,427.02144878477,3.71215067723175,420.455660181558,426.787787765437,3.84752745635216,420.524912485342,4.06747482333323,-2.84262707114155,0.314940307690985,3.31,2.19,0.96,-3.12125,-3.7545,-3.54055,-4.16435,-4.9755,86.031815,70.18,1.5167,-4.495,-3.59,-3.77,0.35,-2.56,1.7,0.32,227.45,295.8,237.85,291.85,0.02,0.07,-0.295,-0.01,0.04,-0.045,0.09,-0.235,-1.569,-1.0155,0.0865,0.846,1.693,4.241,5.4065,6.8675,8.7645,-1.5615,-0.8535,0.0035,0.1535,1.284,2.977,4.0335,5.707,8.863,-2.111,-1.31,-0.5035,0.216,0.6325,3.464,4.775,6.907,9.294,-1.725,-0.968,-0.239,0.445,1.6075,3.186,4.376,5.895,8.333,-3.006,-2.029,-0.4275,0.0595,0.771,3.132,4.2785,6.0395,8.7165,-5.062,-4.093,-16.341,-57.27
1,4.25,-0.00113845815450063,0.0348165858781057,0.169203909451547,-21.2293857421444,0.176010388688103,0.518832326802656,426.671057497386,4.12658529676498,420.40298716014,426.579078329949,4.06297451316384,420.567433483128,426.821527402033,3.79212513859639,420.553280665158,427.069598536353,4.04946458551749,420.398103376126,4.21862377370168,-2.83562147423041,0.316284022959282,3.46,2.46,0.92,-3.191,-3.8655,-3.5984,-4.0358,-4.848,86.04239,70.78,1.4962,-4.44,-3.615,-3.62,0.3,-2.59,1.7,0.335,227.3,294.95,239,292.6,0.02,0.07,-0.3,-0.015,0.04,-0.05,0.09,-0.24,-1.7115,-1.1005,0.0835,0.8425,1.694,4.24,5.4045,6.8675,8.7635,-1.557,-0.8565,-0.01,0.1535,1.2815,2.9745,4.0325,5.721,8.8625,-2.0655,-1.382,-0.54,0.206,0.6375,3.46,4.779,6.905,9.293,-1.907,-0.964,-0.2415,0.4405,1.6065,3.1875,4.3735,5.8935,8.3315,-2.922,-2.1185,-0.4555,0.058,0.772,3.11,4.277,6.039,8.715,-5.068,-4.487,-17.8,-60.54
1,4.75,0.0380024316901409,0.0301292721928801,0.185783617613885,-19.1609864373442,-0.200398448219773,0.545390808082932,426.178161471321,4.13737360632378,421.00687596147,426.678372011537,4.14984967955563,420.549958244681,425.89756230844,3.96023176754139,420.820492009585,425.895302121541,4.00166191151611,420.932245183483,4.47659181845493,-2.94841151187177,0.281281426571946,3.71,2.7,1,-3.1897,-4.011,-3.6076,-4.1284,-4.8752,86.05327,69.34,1.5124,-4.485,-3.685,-3.625,0.4,-2.51,1.7,0.345,229,294.65,239.5,291.75,0.02,0.07,-0.29,-0.01,0.03,-0.045,0.09,-0.235,-1.7985,-1.1765,0.068,0.84,1.695,4.238,5.403,6.8665,8.762,-1.6205,-0.9105,-0.0275,0.152,1.2795,2.972,4.0325,5.7435,8.8625,-2.1605,-1.4225,-0.5515,0.192,0.643,3.459,4.78,6.904,9.2915,-1.9115,-1.031,-0.248,0.4395,1.606,3.1895,4.371,5.892,8.3295,-2.832,-2.036,-0.4525,0.057,0.774,3.107,4.277,6.038,8.714,-5.048,-4.478,-18.238,-60.2
