DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,G,H,LE,FC,TS
1,0.25,0.24,1.26,9.265,9.42,22.07,-5.83,0.18,-79.245,-8.27,-13.97,1.35,0.16,4.11
1,0.75,0.23,1.25,9.075,9.29,22.46,-5.98,0.15,-78.895,-6.215,-12.9,0.83,0.24,4.09
1,1.25,0.24,1.26,8.895,9.245,22.48,-5.94,0.19,-78.18,-6.845,-14.66,1.19,0.23,4.04
1,1.75,0.25,1.315,8.79,9.095,21.78,-5.84,0.12,-78.675,-5.55,-11.91,0.84,0.22,4
1,2.25,0.24,1.265,8.78,8.905,22.02,-6.07,0.11,-77.5,-6.58,-13.58,1.06,0.245,3.94
1,2.75,0.21,1.3,8.74,8.98,20.93,-5.93,0.02,-77.21,-5.425,-10.725,0.94,0.14,3.92
1,3.25,0.23,1.26,8.825,9.08,20.9,-6.1,0.07,-77.31,-7.375,-12.335,1,0.15,3.88
1,3.75,0.23,1.325,8.58,8.945,20.65,-6.02,0.09,-77.62,-7.235,-12.94,0.98,0.16,3.83
1,4.25,0.22,1.205,8.36,8.845,20.23,-5.92,0.14,-77.435,-6.15,-16.07,0.69,0.225,3.82
1,4.75,0.23,1.25,8.51,8.81,20.19,-5.98,0.15,-76.295,-6.04,-18.23,0.43,0.215,3.79
1,5.25,0.235,1.215,8.445,8.84,20.68,-5.9,0.09,-76.385,-8.845,-12.57,0.88,0.13,3.73
1,5.75,0.24,1.25,8.65,9.11,20.85,-5.85,0.14,-76.105,-6.705,-16.445,1.645,0.2,3.69
1,6.25,0.25,1.19,8.75,9,20.35,-5.86,0.18,-74.88,-6.44,-12.1,0.51,0.21,3.66
1,6.75,0.23,1.23,8.595,8.87,20.14,-3.38,0.41,-74.19,-8.865,-11.63,1.69,0.2,3.62
1,7.25,0.24,1.17,8.4,8.73,20.88,9.44,1.77,-62.785,-6.465,-13.31,1.1,0.2,3.58
1,7.75,0.25,1.09,8.85,9.28,20.17,22.76,3.35,-53.54,-8.275,-10.33,3.53,0.08,3.56
1,8.25,0.24,0.83,9.41,9.68,18.41,126.49,8.8,12.86,-8.735,-10.685,4.4,0.04,3.56
1,8.75,0.29,0.625,9.73,9.925,19.15,309.99,22.46,126.825,-8.085,-4.34,12.43,-0.25,3.53
1,9.25,0.315,0.81,10.21,10.41,20.11,395.68,29.78,193.85,-0.025,6,25.535,-1.36,3.55
1,9.75,0.315,1.02,10.75,10.825,21.49,474.88,37.2,253.62,2.32,33.825,49.19,-2.88,3.67
1,10.25,0.37,1.3,10.89,11.08,22.75,535.64,46.82,300.735,14.74,81.23,62.39,-3.59,3.88
1,10.75,0.43,1.43,11.035,11.185,22.68,581.5,54.84,335.995,8.76,116.02,64.085,-3.99,4.14
1,11.25,0.44,1.57,10.955,11.07,23.53,604.03,58.29,356.81,23.405,143.035,69.84,-4.26,4.32
1,11.75,0.48,1.63,11.01,11,24.57,627.75,61.24,376.64,27.86,173.46,68.975,-4.41,4.5
1,12.25,0.49,1.7,11.115,11.13,23.95,616.105,61.04,369.665,22.78,185.85,71.77,-4.38,4.67
1,12.75,0.5,1.68,11.14,11.05,24.27,600.65,60.64,363.43,-4.085,193.27,74,-4.04,4.83
1,13.25,0.46,1.61,11.315,11.37,24.865,561.59,57.12,335.49,33.415,189.42,74.625,-3.985,5.01
1,13.75,0.47,1.615,11.33,11.21,25.48,512.27,51.66,298.265,34.73,191.54,66.62,-3.515,5.14
1,14.25,0.45,1.57,11.14,11.1,25.435,440.91,45.24,245.68,27.16,164.85,62.28,-3.485,5.16
1,14.75,0.425,1.51,10.98,11.135,24.92,364.23,37.76,188.16,21.87,135.8,54.015,-2.93,5.18
1,15.25,0.42,1.4,10.985,11.01,25.2,275.99,32.27,116.45,17.545,97.05,47.165,-2,5.14
1,15.75,0.345,1.2,10.6,10.665,26.51,182.2,26.69,53.845,15.95,49.975,36.38,-1.635,5.11
1,16.25,0.3,1.02,10.185,10.31,26.475,90.51,18.875,-1.38,16.555,14.41,16.99,-0.865,5.08
1,16.75,0.24,0.805,9.385,9.905,28.01,20.565,5.6,-54.08,12.66,-3.18,5.965,0.06,5.05
1,17.25,0.2,0.94,8.96,9.38,29,-5.3,-0.715,-78.53,5.135,-4.76,1.89,0.105,5.04
1,17.75,0.22,1.13,8.58,8.84,26.47,-6.76,-0.155,-80.47,-0.955,-6.82,0.6,0.18,4.95
1,18.25,0.2,1.13,8.555,9.09,25.51,-6.22,0.19,-78.63,-7.795,-7.39,0.85,0.21,4.85
1,18.75,0.21,1.15,8.73,9.27,25.265,-5.815,0.405,-78.95,-8.77,-9.41,0.53,0.16,4.83
1,19.25,0.22,1.12,8.865,9.345,24.81,-5.925,0.315,-78.89,-4.58,-11.11,1.13,0.2,4.81
1,19.75,0.23,1.21,9,9.395,23.87,-5.825,0.285,-77.5,-7.57,-13.09,1.07,0.225,4.73
1,20.25,0.25,1.23,9.015,9.41,24.225,-5.78,0.28,-77.93,-7.91,-13.92,0.95,0.19,4.675
1,20.75,0.23,1.315,9.21,9.415,23.56,-5.87,0.275,-78.74,-7.47,-12.47,0.93,0.24,4.595
1,21.25,0.25,1.31,9.23,9.34,22.73,-5.91,0.22,-79.81,-7.13,-10.86,1.4,0.24,4.53
1,21.75,0.27,1.285,9.225,9.45,23.75,-5.925,0.24,-79.96,-6.12,-11.69,1.5,0.25,4.495
1,22.25,0.285,1.19,9.16,9.475,22.56,-5.92,0.195,-80.18,-7.21,-10.075,1.065,0.32,4.41
1,22.75,0.31,1.32,9.265,9.635,22.145,-5.825,0.195,-79.48,-7.75,-15.545,1.36,0.27,4.33
1,23.25,0.255,1.295,9.075,9.45,23.055,-5.82,0.165,-79.92,-7.67,-14.415,1.07,0.2,4.26
1,23.75,0.25,1.295,8.97,9.27,22.46,-6.015,0.18,-78.48,-5.16,-15.025,1.47,0.22,4.19
2,0.25,0.23,1.21,5.74,7.48,37.595,-5.78,0.145,-75.66,-8.26,-11.205,0.27,0.155,2.76
2,0.75,0.21,1.22,6.095,7.65,36.12,-5.75,0.11,-76.435,-10.54,-12.69,1.34,0.215,2.72
2,1.25,0.21,1.265,5.9,7.39,35.76,-5.745,0.09,-76.26,-7.38,-12.62,1.535,0.285,2.67
2,1.75,0.225,1.295,5.845,7.15,36.68,-5.91,0.09,-75.345,-10.915,-13.195,0.83,0.13,2.635
2,2.25,0.2,1.32,5.815,6.81,34.41,-5.985,0.015,-75.895,-9.13,-12.15,0.95,0.1,2.57
2,2.75,0.2,1.32,5.81,6.665,33.84,-5.84,0.06,-76.42,-8.93,-9.485,1.5,0.23,2.52
2,3.25,0.21,1.2,5.895,6.66,34.66,-5.79,0.11,-75.965,-8.48,-8.76,0.4,0.13,2.46
2,3.75,0.2,1.22,5.9,6.84,34.11,-5.895,0.065,-75.8,-10.16,-6.86,0.845,0.14,2.44
2,4.25,0.21,1.34,5.86,6.87,33.615,-5.735,0.1,-76.295,-10.66,-6.9,0.74,0.14,2.41
2,4.75,0.2,1.26,5.865,6.64,31.31,-5.57,0.105,-74.88,-8.61,-11.95,1.81,0.21,2.39
2,5.25,0.2,1.245,5.765,6.81,30.2,-5.77,0.08,-75.9,-11.38,-11.33,1.33,0.18,2.37
2,5.75,0.19,1.29,5.7,6.59,30.74,-5.795,0.055,-75.455,-10.54,-11.305,2.345,0.19,2.36
2,6.25,0.19,1.2,5.555,6.59,31.455,-4.7,0.25,-74.835,-11.06,-8.28,-0.09,0.12,2.34
2,6.75,0.18,1.25,5.5,7.07,31.16,3.835,1.365,-66.815,-10.76,-10.62,1.01,0.13,2.31
2,7.25,0.2,1.15,5.745,7.09,30.215,20.075,3.805,-54.14,-11.75,-10.53,1.33,0.08,2.29
2,7.75,0.21,0.94,6.275,7.61,30,42.94,6.725,-28.355,-10.37,-9.785,1.31,-0.02,2.28
2,8.25,0.22,0.65,6.46,7.93,30.1,240.665,18.27,88.235,-11.16,-8.505,5.69,-0.29,2.28
2,8.75,0.26,0.625,6.96,8.305,30.115,389.245,33.31,187.37,-14.6,6.915,20.91,-1.135,2.28
2,9.25,0.32,0.98,7.48,8.41,32.83,482.53,42.24,258.945,1.6,32.41,42.865,-2.83,2.29
2,9.75,0.38,1.21,7.77,8.885,33.18,566.01,53.72,322.27,24.4,78.36,59.09,-3.905,2.35
2,10.25,0.405,1.38,8.23,9.36,32.29,629.88,61.2,376.6,24.56,122.24,68.83,-4.59,2.38
2,10.75,0.45,1.48,8.31,9.32,32.46,675.84,65.86,413.075,26.61,156.1,71.31,-4.76,2.45
2,11.25,0.47,1.605,8.34,9.395,34.58,709.725,71.14,439.28,29.44,176.43,82.09,-5.01,2.59
2,11.75,0.47,1.66,8.57,9.285,35.36,727.33,74,456.5,22.95,207.61,83.7,-4.87,2.71
2,12.25,0.49,1.71,8.46,9.12,36.53,723.18,74.2,451.11,22.99,218.96,74.355,-4.64,2.77
2,12.75,0.5,1.72,8.6,9.2,38.1,707.9,74.53,442.23,4.48,232.8,77.22,-4.78,2.92
2,13.25,0.55,1.74,8.59,9.1,38.26,668.67,69.41,414.565,18.7,225.96,85.06,-4.73,2.97
2,13.75,0.51,1.74,8.66,8.87,37.72,621.83,65.91,377.84,12.06,214.86,76.67,-4.2,3.02
2,14.25,0.49,1.7,8.74,9.38,40.96,551.305,58.35,334.2,32.66,203.44,71.16,-3.79,3.08
2,14.75,0.49,1.7,8.62,9.03,40.75,473.36,49.24,275.96,10.15,177.76,61.71,-3.6,3.12
2,15.25,0.48,1.58,8.5,9.07,42.6,383.37,40.59,210.57,20.32,153.09,62.43,-3.18,3.14
2,15.75,0.46,1.455,8.13,8.74,44.75,285.14,32.55,132.87,10.18,102.45,51.23,-2.625,3.14
2,16.25,0.4,1.39,7.88,8.61,47.19,183.435,27.09,60.335,13.07,55.67,40.25,-1.6,3.14
2,16.75,0.35,1.11,7.45,8.18,49.26,82.56,16.64,1.9,5.74,13.85,20.53,-0.765,3.11
2,17.25,0.25,0.81,6.62,7.47,51.62,14.29,3.45,-46.61,15.86,-0.495,5.45,0.15,3.08
2,17.75,0.22,0.93,5.49,6.88,51.425,-5.6,-1.045,-75.03,3.78,-2.67,2.05,0.21,3.06
2,18.25,0.19,1.115,5.275,6.54,51.055,-6.435,-0.285,-76.74,-4.1,-6.07,0.9,0.16,3.06
2,18.75,0.18,1.08,5.18,6.86,47.85,-5.935,0.135,-76.14,-6.64,-4,-0.25,0.16,3.02
2,19.25,0.19,1.08,5.67,7.015,44.415,-5.765,0.23,-76.33,-10.57,-3.7,0.14,0.19,3.01
2,19.75,0.19,1.155,5.89,7.31,42.315,-5.835,0.24,-77.32,-10.1,-7.825,-0.065,0.28,2.97
2,20.25,0.205,1.09,5.865,7.24,41.32,-5.7,0.27,-76.425,-8.49,-9.96,0.715,0.21,2.94
2,20.75,0.23,1.155,5.72,7.12,40.6,-5.635,0.29,-75.65,-10.47,-7.51,0.11,0.22,2.9
2,21.25,0.22,1.2,5.945,6.97,40.265,-5.67,0.275,-76.865,-9.08,-8.765,0.65,0.205,2.85
2,21.75,0.24,1.23,6.065,7.19,36.66,-5.725,0.18,-76.815,-10.65,-14.27,1.47,0.28,2.8
2,22.25,0.21,1.22,6.155,7.28,37.64,-5.82,0.15,-76.09,-8.84,-13.265,0.66,0.19,2.79
2,22.75,0.24,1.23,6.14,7.3,37.54,-5.66,0.25,-75.99,-10.23,-11.17,0.92,0.19,2.77
2,23.25,0.23,1.21,6.01,7.39,38.12,-5.67,0.17,-75.43,-8.73,-11.1,1.57,0.23,2.76
2,23.75,0.22,1.26,5.92,7.46,37.745,-5.775,0.17,-76.21,-7.38,-8.86,0.815,0.21,2.73
3,0.25,0.21,1.21,8.54,8.99,31.13,-6.33,0.225,-79.69,-9.54,-9.94,0.76,0.2,3.9
3,0.75,0.22,1.225,8.46,8.91,29.78,-6.17,0.23,-79.955,-10.95,-8.26,0.615,0.18,3.83
3,1.25,0.22,1.21,8.49,8.84,31.09,-6.39,0.26,-79.895,-12.85,-10.905,-0.25,0.24,3.77
3,1.75,0.21,1.23,8.35,8.8,31.01,-6.31,0.11,-79.51,-12.085,-9.69,0.89,0.19,3.6
3,2.25,0.2,1.19,8,8.62,29.28,-6.51,0.1,-79.74,-11.64,-9.51,0.67,0.14,3.53
3,2.75,0.2,1.13,7.92,8.57,28.83,-6.52,0.06,-78.955,-9.41,-9.75,-0.24,0.14,3.53
3,3.25,0.19,1.13,8.05,8.555,29.45,-6.245,0.12,-78.945,-12.43,-9.26,0.94,0.15,3.53
3,3.75,0.21,1.22,8.18,8.54,29.47,-6.285,0.15,-78.705,-10.98,-8.15,0.86,0.18,3.48
3,4.25,0.21,1.165,8.08,8.42,28.79,-6.215,0.17,-78.515,-10.48,-9.16,0.67,0.135,3.43
3,4.75,0.19,1.23,8.21,8.66,27.12,-6.155,0.19,-80.2,-10.92,-7.085,1.18,0.13,3.37
3,5.25,0.2,1.185,8.36,8.645,26.99,-6.245,0.11,-78.97,-8.55,-10.28,0.78,0.15,3.32
3,5.75,0.21,1.25,8.31,8.67,27.22,-4.185,0.4,-76.66,-10.32,-9.61,1.38,0.16,3.28
3,6.25,0.21,1.215,8.4,8.805,26.66,7.135,1.27,-67.385,-11.46,-10.515,0.79,0.18,3.29
3,6.75,0.19,1.13,8.695,8.97,25.575,26.24,2.91,-52.47,-10.21,-10.77,0.77,0.05,3.25
3,7.25,0.21,0.89,9.045,9.34,25.44,86.05,7.455,10.24,-9.37,-8.62,2.045,-0.015,3.22
3,7.75,0.22,0.61,9.45,9.605,25.81,305.445,19.04,142.38,-13.16,-3.05,14.735,-0.46,3.19
3,8.25,0.28,0.72,9.94,10.15,26.89,454.155,32.16,247.87,-6.94,13.69,43.04,-1.775,3.25
3,8.75,0.35,1.01,10.52,10.69,26.96,562.64,44.335,334.43,19.37,64.995,71.91,-3.25,3.35
3,9.25,0.395,1.325,11.035,11.06,27.76,658.41,56.045,407.25,31.97,109.69,84.17,-4.34,3.42
3,9.75,0.45,1.53,11.06,11.29,29,736.165,66.29,466.065,59.9,144.38,88.07,-4.94,3.58
3,10.25,0.46,1.7,11.1,11.49,31.215,801.43,74.25,519.12,68.5,189.83,95.48,-5.34,3.81
3,10.75,0.49,1.77,11.45,11.655,31.9,849.645,81.25,559.555,34.36,206.04,94.07,-5.63,4.1
3,11.25,0.52,1.87,11.6,11.715,33.245,886.99,86.965,587.5,19.83,251.92,102.965,-5.55,4.32
3,11.75,0.53,1.98,11.68,11.785,33.44,900.735,90.04,599.955,15.94,267.205,105.09,-5.31,4.6
3,12.25,0.56,1.99,11.71,11.72,33.6,895.28,90.45,595.805,13.08,274.475,108.61,-5.315,4.71
3,12.75,0.55,2.06,11.75,12.06,35.02,875.75,89.82,582.15,16.91,289.89,96.15,-5.36,4.94
3,13.25,0.56,2.03,11.87,11.88,36.36,840.42,86.565,553.72,12.26,289.1,100.75,-5.06,5.1
3,13.75,0.57,2.05,11.91,11.77,37.66,786.42,81.33,513.615,18.36,268.72,88.97,-5.115,5.2
3,14.25,0.56,2.01,11.79,11.88,39.675,713.8,73.965,461.58,15.44,256.6,88.58,-4.73,5.29
3,14.75,0.56,1.98,11.75,11.96,39.83,620.535,64.42,395.76,20.31,232.685,79.17,-4.38,5.35
3,15.25,0.52,1.9,11.71,11.87,39.12,530.73,53.64,326.89,13.41,198.865,75.52,-3.94,5.39
3,15.75,0.5,1.905,11.645,11.6,39.65,423.275,41.525,245.71,9.91,161.9,57.325,-3.33,5.42
3,16.25,0.485,1.77,11.175,11.355,40,305.14,31.445,156.76,9.58,117.26,52.66,-2.71,5.45
3,16.75,0.45,1.57,10.68,10.775,43.66,193.475,24.47,66.285,16.53,68.125,38.86,-1.815,5.46
3,17.25,0.38,1.37,10.08,10.29,45.39,83.535,15.81,-5.645,13.33,27.26,21.35,-0.64,5.44
3,17.75,0.28,0.92,9.195,9.53,48.805,10.52,1.7,-64.22,12.19,3.61,3.44,0.27,5.44
3,18.25,0.21,0.92,8.42,8.98,51.915,-7.66,-1.03,-82.17,3.145,-2.38,0.17,0.365,5.35
3,18.75,0.2,1.07,8.205,8.78,48.57,-6.93,0,-80.21,-3.79,-4.075,-0.26,0.335,5.25
3,19.25,0.2,1.16,8.245,8.73,46.515,-6.25,0.33,-80.79,-5.865,-4.195,0.27,0.26,5.13
3,19.75,0.2,1.2,8.51,8.935,40.855,-6.14,0.46,-80.94,-11.725,-7.89,-0.685,0.21,5.05
3,20.25,0.215,1.17,8.44,8.91,39.59,-6.28,0.38,-80.54,-10.935,-9.6,0.55,0.22,4.92
3,20.75,0.21,1.22,8.46,9.045,36.55,-6.14,0.46,-80.64,-11.225,-8.455,1.435,0.235,4.8
3,21.25,0.21,1.16,8.6,9.045,35.1,-6.06,0.375,-80.2,-11.485,-8.97,-0.68,0.21,4.68
3,21.75,0.21,1.21,8.52,8.9,33.77,-6.14,0.28,-79.75,-11.5,-10.49,0.69,0.25,4.58
3,22.25,0.22,1.17,8.205,8.69,33.485,-6.14,0.23,-79.32,-11.2,-7.75,-0.55,0.23,4.45
3,22.75,0.21,1.19,8.28,8.81,33.25,-6.21,0.31,-80.07,-12.02,-8.8,0.79,0.21,4.35
3,23.25,0.225,1.17,8.41,8.775,32.1,-6.37,0.26,-80.02,-13.61,-9.22,-0.57,0.25,4.25
3,23.75,0.23,1.23,8.43,9.04,31.785,-6.36,0.225,-81.1,-11.13,-7.89,0.41,0.11,4.21
4,0.25,0.21,1.25,9.08,9.655,33,-6.18,0.36,-80.96,-19.52,-10.81,0.205,0.28,6.445
4,0.75,0.19,1.22,9.33,10.04,32.08,-6.32,0.24,-81.15,-20.285,-10.65,1.46,0.35,6.345
4,1.25,0.21,1.22,9.285,9.8,31.77,-6.35,0.25,-80.95,-20.265,-11.1,0.325,0.18,6.265
4,1.75,0.21,1.165,9.085,9.735,30.95,-6.3,0.22,-80.955,-19.98,-9.85,0.73,0.28,6.29
4,2.25,0.21,1.18,9.245,9.815,29.815,-6.345,0.225,-81.275,-19.16,-11.745,-0.16,0.27,6.175
4,2.75,0.215,1.19,9.225,9.72,29.01,-6.24,0.225,-80.31,-20.96,-10.735,0.685,0.2,6.1
4,3.25,0.21,1.24,9.1,9.78,28.22,-6.155,0.23,-80.94,-19.795,-11.93,1.025,0.25,6
4,3.75,0.22,1.175,9.44,9.97,25.61,-6.21,0.21,-80.98,-18.565,-10.94,0.03,0.22,5.915
4,4.25,0.21,1.21,9.385,9.93,26.61,-6.355,0.18,-81.27,-20.145,-13.03,0.305,0.215,5.845
4,4.75,0.2,1.215,9.3,10.045,27,-6.14,0.17,-81.23,-20.495,-10.86,0.68,0.2,5.79
4,5.25,0.195,1.195,9.29,10.22,26.505,-1.685,0.57,-76.455,-19.39,-8.64,0.87,0.2,5.725
4,5.75,0.19,1.17,9.41,10.11,25.96,13.11,1.69,-63.79,-20.51,-9.61,1.3,0.16,5.66
4,6.25,0.23,1.05,9.74,10.38,25.975,57.79,5.99,-14.48,-20.215,-11.865,1.31,0.14,5.615
