DOY2,HR2,TAU_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,WS_1_1_1,USTAR_1_1_1,T_SONIC_1_1_1,CO2_1_1_1,H2O_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,PA_1_1_1,TA_1_1_1,TA_2_1_1,RH_1_1_1,RH_2_1_1,SW_IN_1_1_1,LW_IN_1_1_1,SW_OUT_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_2,SW_IN_1_1_2,PPFD_IN_1_1_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_1_2,TS_1_2_2,TS_1_3_2,NETRAD_1_1_1,TAU_1_2_1,H_1_2_1,LE_1_2_1,FC_1_2_1,WS_1_2_1,USTAR_1_2_1,T_SONIC_1_2_1,TA_1_2_1,PA_1_2_1,RH_1_2_1,CO2_1_2_1,H2O_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,W_SIGMA_1_2_1,T_SONIC_SIGMA_1_2_1,TAU_1_3_1,H_1_3_1,LE_1_3_1,FC_1_3_1,WS_1_3_1,USTAR_1_3_1,T_SONIC_1_3_1,TA_1_3_1,PA_1_3_1,RH_1_3_1,CO2_1_3_1,H2O_1_3_1,U_SIGMA_1_3_1,V_SIGMA_1_3_1,W_SIGMA_1_3_1,T_SONIC_SIGMA_1_3_1,PPFD_OUT_1_1_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_1_2,TS_3_2_1,TS_3_2_2,TS_3_3_1,TS_3_3_2,SW_DIF_1_1_1,T_CANOPY_1_1_1
1,0.25,-0.459878075,-70.01045,-8.825366,-0.9648619,0.7826822,0.0321638775,-5.1421635,372.9884,2.553078,0.1770392,0.1648832,0.03272864,0.05850912,96.4,-11.461875,-11.85,40.0075,39.6325,-4.5705155,191.0445,-0.05890668,254.22075,-70.2,-0.07685,-0.2784,-47.3685,-45.8281,-55.90725,-48.204,0.823475,-0.3276,-2.219,0.912625,-0.1288,-1.395425,-87.18083,-0.5113912,-69.88697,-8.12093775,-1.044214725,1.225324,0.0296967175,-1.60684,1.86588375,96.16618,27.699285,366.4326,3.4070015,0.172800075,0.154089225,0.0348707525,0.0669173,-0.51871935,-65.6596425,-8.326831,-2.7880745,1.48400875,0.03946739,-3.66293,0.98635115,95.353675,27.148375,351.98425,3.7645575,0.16211325,0.1616827,0.034183435,0.0592500075,-0.817,1.002815,2.78941,3.3224755,5.0201025,6.57891775,7.983435,4.276025,4.115785,3.09516775,2.804052,1.05993975,-0.48679,0.625973025,-11.9640225
1,0.75,-0.494360125,-68.0886,-8.0230735,-1.30799325,0.8173218,0.029600245,-5.3649725,372.82625,2.587444,0.183539575,0.15744085,0.0314841775,0.0704106625,96.32415,-11.485,-11.985,40.87225,40.10875,-4.4617695,189.172,-0.008,252.89975,-69.53,-0.06895,-0.2984,-47.77175,-46.3894775,-56.9685,-48.98675,0.81515,-0.32515,-2.346525,0.9273,-0.12205,-1.44435,-87.1769,-0.51944055,-72.520875,-6.567429,-1.086096,1.486032,0.03353651,-2.10957925,1.113103,96.10219,27.60648,363.329225,3.421715,0.1703471,0.1451542,0.0322263,0.071084705,-0.59375335,-73.42202,-9.20650875,-2.06894625,1.712859,0.0361719,-3.818586,0.6213965,95.2002175,27.070225,351.494125,3.7446525,0.1705402,0.1523146,0.03129758,0.062124065,-0.9555,0.936607,2.7729445,3.31263025,5.032425,6.57563775,7.9819405,4.26330725,4.10114025,3.0710675,2.803348,0.916138025,-0.585725525,0.572185,-11.53788
1,1.25,-0.565903125,-66.461925,-9.00878,-0.8963155,0.7779326,0.0345295675,-5.62132525,372.998475,2.567818,0.183354625,0.16149035,0.034459465,0.0699440875,96.3,-11.8245625,-12.575,41.6605425,40.595,-4.4497755,186.958525,-0.0116,251.017975,-69.195,-0.0547,-0.2614,-47.1135,-46.753435,-56.81965,-50.676,0.8041,-0.343,-2.46825,0.924675,-0.126025,-1.48635,-86.472485,-0.498608,-62.34531,-7.464636,-1.623825,1.4829315,0.03430951,-2.368599,0.6032507,96.070835,28.93143,365.35285,3.51243225,0.1798636,0.1733891,0.03513226,0.0621179,-0.62541625,-62.63855,-10.82859,-1.77141175,2.023904,0.0377443,-4.153998,0.5933946,95.33836,29.734445,352.12395,3.840482,0.17631575,0.1480265,0.0311711,0.05408539,-0.817,0.88837145,2.76073975,3.2987375,5.03008475,6.5803025,7.9803175,4.238405,4.081273,3.0443885,2.7801915,0.76243865,-0.66643865,0.514266975,-11.52762
1,1.75,-0.513421,-63.7634875,-9.5058625,-1.225852,0.7894536,0.0339772525,-5.804635,373.0067,2.60541575,0.1949272,0.168138025,0.032450445,0.0565588125,96.31085,-12.006875,-12.73,42.6452,41.3885,-4.6698295,185.619475,-0.008586668,249.52075,-67.98,-0.0587,-0.255093,-49.2878025,-46.3185,-57.921,-50.778,0.793975,-0.34545,-2.513675,0.919975,-0.1444,-1.607725,-85.995895,-0.5287748,-61.878,-7.151905,-1.2567525,1.47698325,0.0388528875,-1.8768575,0.3998952,96.0209,30.0009675,366.611,3.5861765,0.183459875,0.187123375,0.0358404375,0.053264925,-0.625979825,-65.6131725,-8.7950955,-1.241615,1.98703825,0.046168895,-4.2711,0.506438275,95.315975,31.520075,353.5294,3.812526,0.1841826,0.1659491,0.033750235,0.0585012175,-0.870366625,0.85397355,2.7436575,3.29369475,5.0209055,6.57192525,7.97753725,4.2232925,4.0651705,3.01236775,2.7662325,0.627950525,-0.735008025,0.5252205,-12.1268725
1,2.25,-0.5084988,-63.44103,-10.0348045,-1.211486,0.84215545,0.0350801475,-6.321961,370.91035,2.595199,0.19523775,0.185453725,0.030983535,0.06394711,96.3087,-12.46125,-12.95,42.5143975,41.474,-4.529671,186.540275,-0.01596,249.005725,-68.965,-0.05245,-0.2742,-46.0745,-46.69525,-58.24,-51.607,0.787075,-0.3502,-2.6421,0.93105,-0.162125,-1.711625,-85.84072,-0.47424225,-65.32755,-7.422779,-1.495815,1.1802455,0.04172453,-1.9409505,0.881904675,95.9999,30.442325,366.347375,3.46562825,0.1949614,0.1669368,0.03662117,0.0582319425,-0.611849225,-64.18263,-11.63154,-2.79945025,1.85547625,0.03985377,-4.2969225,0.3478723,95.3318375,30.662055,352.234,3.82342125,0.172035625,0.1491029,0.02970536,0.0610183075,-1.08267,0.813511725,2.72247725,3.2808125,5.010545,6.57725275,7.98055725,4.2006575,4.04885275,2.98669,2.752952,0.497600525,-0.777448,0.68263055,-12.471725
1,2.75,-0.4813242,-65.20421,-11.16131,-1.2804975,0.7668991,0.03243825,-6.154113,372.611625,2.6210195,0.20624785,0.1766342,0.03056674,0.05679737,96.31799,-12.40375,-12.885,43.0168225,41.3865,-4.483599,186.747025,0,249.28775,-67.61,-0.0419,-0.2522998,-48.5301,-46.58125,-58.26625,-50.84475,0.7892,-0.373775,-2.7706,0.927775,-0.180175,-1.7716,-84.78143,-0.5675675,-66.27291,-6.465247,-0.9320517,1.439999,0.0411816325,-2.0208515,0.841884,95.9806725,30.7284125,362.350625,3.54446525,0.197668425,0.1651803,0.038250075,0.067076415,-0.5596052,-66.16722,-11.45849275,-2.44354475,1.96614825,0.0425784525,-4.33946275,-0.54061605,95.32375,31.65366,352.5563,3.7692385,0.191650175,0.168713925,0.0317878175,0.0604396725,-0.84515,0.78946145,2.70431475,3.27516725,4.99650725,6.580688,7.9784545,4.1741325,4.0288825,2.9574775,2.72744525,0.37069555,-0.826739475,0.6009405,-12.41768
1,3.25,-0.480299125,-61.8936925,-11.2345875,-0.90117265,0.73919295,0.0323006,-6.40875125,372.3068,2.3961875,0.195034375,0.188071625,0.0306979875,0.063584005,96.3,-12.38125,-13,42.75822,41.925,-4.589435,190.59775,-0.00759999999999999,248.46925,-68.6225,-0.0349,-0.2569,-47.0298,-46.7635,-58.8485,-51.98875,0.772375,-0.41625,-2.8821,0.92405,-0.195025,-1.877,-85.337505,-0.4906624,-60.60198,-7.92582,-1.25045755,1.346036,0.03884109,-2.029207,0.3646159,95.952175,31.113025,362.0726,3.430125,0.18842435,0.1672366,0.030688305,0.058177845,-0.6490276,-63.730915,-10.770566,-2.91062275,1.9191425,0.04005728,-4.199766,-0.26285475,95.2956625,30.88094,353.7993,3.8907825,0.1633414,0.1616206,0.03042434,0.05058241,-0.817,0.769366725,2.69592525,3.2613175,4.984465,6.5774425,7.98405525,4.14849,4.00958475,2.91847775,2.70312,0.2494245,-0.92977445,0.721854975,-12.276605
1,3.75,-0.49421305,-66.7674125,-7.9823275,-1.2522675,0.8279118,0.0365551625,-6.748724,373.660675,2.42624025,0.1952682,0.18594725,0.033319665,0.063715375,96.29025,-12.8075,-13.27,44.742,42.79,-4.4608405,190.34625,-0.0116,247.235,-66.92,-0.04395,-0.2569,-49.205,-48.065,-59.65025,-51.9215,0.76235,-0.435475,-2.98665,0.923775,-0.1976,-1.951925,-85.244255,-0.51952585,-66.76529,-7.047806,-1.12216,1.3189065,0.036986915,-2.20802,0.0941282649999998,96.0023,30.19248,362.869,3.376494,0.18173725,0.1835759,0.03287972,0.06149474,-0.563489825,-70.0363725,-6.053568,-2.15981475,2.10626,0.03842152,-4.164266,-0.6803383,95.251645,31.0908625,353.8355,3.6416675,0.1674534,0.183353,0.03622892,0.05262448,-0.817,0.736736725,2.68031275,3.25186225,4.97673225,6.573475,7.98486775,4.11707,3.98402725,2.882227,2.6788075,0.13005805,-1.019715,0.6381075,-12.562505
1,4.25,-0.499135,-63.24637,-7.29674625,-1.075816,0.7981122,0.03888608,-7.07308,373.8045,2.422822,0.2119799,0.1720645,0.03643617,0.06275843,96.24901,-12.96125,-13.53,45.6347075,46.344,-4.6146505,185.73575,0,248.622,-67.985,-0.033,-0.2988,-51.3525,-48.32525,-59.7739,-51.584,0.739825,-0.44765,-3.08755,0.926025,-0.20535,-2.063275,-84.640695,-0.51047945,-63.6083625,-7.714466,-1.40226475,1.487015,0.040919425,-2.246428,0.5972995,95.926275,30.279655,361.975125,3.35753625,0.194301825,0.16821065,0.037127375,0.065893175,-0.5759692,-65.6047075,-5.0094575,-2.160586,1.76368,0.04043488,-4.5472975,-1.4778925,95.24707,30.6770375,353.3235,3.712398,0.1795714,0.191529,0.03526314,0.053513095,-0.817,0.69956105,2.66653475,3.2407295,4.96755725,6.576123,7.98195775,4.08936525,3.97272975,2.852875,2.64631775,0.00822333025000004,-1.095697,0.539857475,-12.45322
1,4.75,-0.5058992,-67.099915,-7.01994675,-1.38169375,0.945900875,0.039605875,-6.958464,373.149625,2.42951325,0.2001662,0.2017963,0.03930286,0.06342104,96.262295,-12.93625,-13.66,45.8928175,46.53,-4.5021955,183.2025,-7.27813e-18,250.853,-67.92,-0.030375,-0.2535802,-51.9,-48.4086225,-61.1308725,-52.3115,0.70505,-0.439575,-3.1896,0.923125,-0.231475,-2.237325,-84.7477,-0.48571915,-58.880255,-6.427089,-1.51181875,1.639261,0.04611248,-2.528792,0.454274375,95.9882425,30.7859875,363.768,3.2672975,0.1950888,0.18313125,0.0391695775,0.0596412625,-0.5375917,-58.40907,-7.251221,-3.065166,1.915098,0.04258948,-5.029255,-1.265702975,95.2448925,31.2581475,353.7008,3.65776375,0.18968285,0.18071075,0.03707452,0.05276926,-0.7920625,0.648145275,2.65273225,3.22968525,4.9592245,6.57652,7.978213,4.08192,3.97502975,2.810635,2.62520725,-0.0940780225,-1.1528775,0.672087475,-11.9208775
