DOY2,HR2,USTAR,H,LE,NEE,FC,SC,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,CO2_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,RH_1_2_1,PA,G_1_1_1,G_1_1_2,SW_IN_1_1_1,SW_OUT_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_2,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,NETRAD_1_1_2,PPFD_IN,PPFD_OUT,T_CANOPY_1_1_1,T_CANOPY_1_1_2,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1
1,0.25,0.02960146745,-87.8299089605,-4.3240733469,-0.742510355125,-0.98851260125,-0.179350906,0.160873075,0.168167475,0.059400725,0.06925365,370.204482165,0.50843405,-32.662165,-33.67431,39.33275,43.67735,92.4399548,-7.953014875,-13.371684,0,0,0,0,150.793688275,179.8745992175,-95.28020914,-66.1575851745,0,0,-38.02398844,-39.82095266,-8.120475,-2.8071525,-8.14515,-6.40675,-5.469075
1,0.75,0.039160510425,-89.22586398375,-4.55196952975,-0.799667854,-1.0484020172,-0.1268365652,0.170868975,0.180295875,0.053983625,0.06810565,370.0228407125,0.526942925,-33.110575,-33.935975,39.07525,43.66175,92.4750812,-7.98828905,-13.3730574,0,0,0,0,150.5383340025,179.48482768,-98.0102664175,-65.49127168625,0,0,-36.8025,-39.40002922,-8.16635,-2.823965,-8.018105,-6.40125,-5.45075
1,1.25,0.03163217395,-85.7202785065,-3.8481052373,-0.711311916,-1.089459516175,-0.17131629295,0.17433005,0.1836992,0.05202235,0.064336875,370.1173991575,0.3961555,-32.592125,-33.324105,38.83675,43.479425,92.5070918,-7.933376725,-13.3996752,0,0,0,0,151.7544078725,179.80019742,-100.37318746,-64.039065888,0,0,-37.162095375,-39.50332919675,-8.1895,-2.833695,-7.69589,-6.4019,-5.44775
1,1.75,0.03033084815,-91.409142731,-4.608650707225,-0.53910030915,-0.830661325425,-0.3113306112,0.16229705,0.15963455,0.05546025,0.06345845,370.50868521,0.3430008,-32.8495925,-33.7155525,39.0285,43.23715,92.5070696,-7.87927275,-13.373319,0,0,0,0,151.1988017275,180.339922575,-98.1252186925,-64.22716699325,0,0,-36.654219655,-39.96124926875,-8.19905,-2.8404525,-7.7882,-6.406425,-5.4596
1,2.25,0.030426293,-89.418630957,-3.274418891375,-0.6609612305,-0.98046657415,-0.1521401852,0.169009,0.164548,0.050811,0.065042,369.43960016,0.475865,-33.052475,-34.0252375,38.4835,43.2674,92.4889484,-7.808637225,-13.37774985,0,0,0,0,150.7537670725,180.613322765,-97.2955081825,-67.2918146825,0,0,-37.277023125,-40.066024252,-8.246175,-2.81897,-7.6785525,-6.392075,-5.469225
1,2.75,0.03186891535,-97.6389530095,-4.30551412995,-0.547541957425,-0.7895508939,-0.10839412,0.17705475,0.15662515,0.0568103,0.07131245,369.70959509,0.482527,-33.0754975,-34.1173,38.13675,43.128,92.4806612,-7.919603075,-13.327710675,0,0,0,0,150.25596854,182.35559597,-93.654049225,-67.40991369425,0,0,-38.421141615,-39.02200468,-8.2342,-2.805325,-7.569,-6.40915,-5.4614
1,3.25,0.031054997,-87.1775913325,-4.138381943,-0.87159577805,-1.6877138559,-0.1073980325,0.1869958,0.1793872,0.0592664,0.068512,369.611400445,0.519082,-32.9487,-33.839425,38.3775,44.1796,92.4734138,-8.18308555,-13.2870564,0,0,0,0,149.66104644,183.61062215,-95.704228975,-67.52296709125,0,0,-36.8587030385,-40.15467563,-8.2374,-2.8002375,-7.53749,-6.3921,-5.457
1,3.75,0.035355292625,-79.30285860875,-4.957854078425,-0.5111049779,-0.8341475377,-0.11073819995,0.20509215,0.16106165,0.0532049,0.073862325,369.32187896,0.49853665,-33.01585,-33.7177475,38.40725,44.00885,92.468543,-8.214096075,-13.238047275,0,0,0,0,147.6914271825,180.6979205175,-97.8998174275,-67.72486387175,0,0,-36.742369943,-40.6515488,-8.22005,-2.79488,-7.83614,-6.3938,-5.450125
1,4.25,0.030188954975,-101.126028925,-5.1603755569,-0.268248338675,-0.63696367425,-0.18813820175,0.16148785,0.159687275,0.04915695,0.07637615,369.8275835,0.526635,-33.219625,-33.768345,38.37825,43.958525,92.4422372,-8.204490975,-13.279363725,0,0,0,0,148.792527735,180.647277465,-97.88816419,-66.358350656,0,0,-36.46769581175,-40.4676928675,-8.2391,-2.7884,-7.5374625,-6.4032,-5.44595
1,4.75,0.028196833,-89.7563610925,-5.3899338156,-0.3593594183,-0.9895431888,-0.1604201458,0.17854,0.1514,0.05203,0.079941,370.03393688,0.352664,-32.88829,-33.6681475,37.38145,44.00175,92.4266024,-8.203080325,-13.262604975,0,0,0,0,148.088915055,180.70322355,-97.7287716025,-66.05387000275,0,0,-36.5617991325,-39.0527213625,-8.238825,-2.78126,-7.7811,-6.4109,-5.4349
1,5.25,0.025951671,-99.67389953,-6.2498123377,-0.43999024675,-0.934483305375,-0.10303221175,0.178268,0.172428,0.054167,0.080002,370.113980675,0.399271,-32.8898975,-33.5752575,38.3887,44.4995,92.4127532,-8.2265304,-13.23053445,0,0,0,0,147.5099744225,180.1185753375,-97.758833005,-66.3215789495,0,0,-37.489606936,-39.28275569775,-8.24285,-2.7853425,-7.69666,-6.404625,-5.433975
1,5.75,0.03443216215,-83.100922135,-5.371356897825,-0.4585882,-0.894023673,-0.1902158316,0.1594824,0.168699625,0.043288575,0.081514525,369.91516995,0.3437948,-32.908985,-33.475105,39.417,44.4892,92.3516612,-8.261899675,-13.18638945,0,0,0,0,148.0652407325,180.9076208925,-96.300084685,-65.07758463175,0,0,-36.0967052,-39.912273526,-8.2632,-2.78939,-7.824315,-6.3992,-5.466625
1,6.25,0.04278056175,-80.7771525585,-3.820470403,-0.5977156116,-0.925551291975,-0.139199559625,0.16836745,0.163879625,0.05840785,0.0808191,369.821853285,0.490007875,-32.688295,-33.3341725,39.42,44.372075,92.3508554,-8.283804375,-13.1157738,0,0,0,0,147.0099052925,180.4329333875,-95.072979025,-65.39843995925,0,0,-36.0111394525,-39.199168614,-8.257464975,-2.7873775,-7.52505,-6.371,-5.458325
1,6.75,0.0340913292,-81.7487187715,-3.539736826625,-0.4121724214,-0.7686360295,-0.208627327025,0.1589959,0.1750708,0.0535741,0.0676603,369.7965638625,0.4479383,-32.895475,-33.71043,39.45275,45.54555,92.3291414,-8.268540825,-13.1134194,0,0,0,0,147.1173773175,180.9183276925,-95.3820860875,-65.89374897075,0,0,-36.64192268925,-39.156669345,-8.2679425,-2.775625,-7.5570175,-6.358625,-5.47
1,7.25,0.032068828,-88.8017104625,-3.8355607468,-0.8692613037,-1.048878092,-0.19282897035,0.1730115,0.15953075,0.04674625,0.070087,369.05296416,0.41007175,-32.525695,-33.24162,39.19875,45.105,92.3178338,-8.267922675,-13.0906602,0,0,0,0,149.3319913375,181.5979200625,-96.3376515625,-66.6499824615,0,0,-36.606011565,-39.4529018165,-8.3025,-2.77933,-7.60606,-6.3708,-5.45655
1,7.75,0.02755004225,-97.698436682,-3.80917508845,-0.39787394,-0.961793763,-0.1445716922,0.173645175,0.1772639,0.0465552,0.07657845,369.88420574,0.523470325,-32.355765,-32.85015,39.54425,45.3478,92.2743356,-8.1550152,-13.088502,0,0,0,0,149.7552410725,183.1456478375,-96.464415085,-66.25788399,0,0,-37.2858815,-39.05360316,-8.2774,-2.798705,-7.519115,-6.37195,-5.454175
1,8.25,0.03548009165,-93.73905830975,-3.657524038575,-0.54474806995,-0.9725156275,-0.167041440225,0.20061525,0.17990605,0.055241,0.06923805,369.75817042,0.48300685,-32.159325,-32.7442425,39.42,45.08575,92.2494206,-8.055627775,-13.0505046,0,0,0,0,152.88801113,181.8957261,-96.2193020725,-64.96002041075,0,0,-36.4989385875,-39.0601168915,-8.3027,-2.831845,-7.34695,-6.38215,-5.482275
1,8.75,0.0346099276,-100.2362053,-3.4982898225,-0.5840801474,-1.22168168625,-0.29690694615,0.1721904,0.1745388,0.0511998,0.070907625,369.8071040825,0.4289962,-32.1264,-32.65151,39.245725,45.238,92.2089452,-8.11245795,-13.0347432,0,0,0,0,151.65663019,182.2266120275,-96.407057455,-62.15756242025,0,0,-36.867007224,-39.67062244,-8.2889,-2.866335,-7.340475,-6.36495,-5.462125
1,9.25,0.031137859625,-98.031690183,-4.7524528219,-0.578775979175,-0.82425388075,-0.12776281725,0.170625125,0.172541875,0.050089875,0.062422875,369.18416874,0.55046175,-32.0502525,-32.8424725,38.5975,44.606,92.168744,-8.1473121,-13.0382094,0,0,0,0,150.611684205,182.801956515,-97.9264421125,-65.199929055,0,0,-35.99172254,-39.759691701,-8.2755,-2.870165,-7.291,-6.3609,-5.453025
1,9.75,0.0252042018,-86.603705894,-3.80598814245,-0.368274825625,-0.87576675725,-0.145119721,0.1599393,0.1799413,0.0502174,0.0656676,369.905939305,0.5237291,-32.220465,-33.225175,38.7825,44.234,92.142929,-8.116269875,-13.1311428,0,0,0,0,151.7710384275,181.04501862,-95.023363885,-65.26618475375,0,0,-36.8098020215,-40.1944235875,-8.267,-2.859065,-7.273375,-6.366975,-5.446775
1,10.25,0.0330461901,-79.71357499875,-4.6715061742,-0.2428173509,-0.8073534865,-0.201469235725,0.1800027,0.1916436,0.0575675,0.0591186,370.4587464,0.4580584,-31.892755,-32.6685125,38.53975,44.537,92.1410996,-8.084633275,-13.2208062,0,0,0,0,152.4700822975,180.37527352,-94.2862077325,-63.7303584875,0,0,-36.946534684,-39.990622442,-8.3954,-2.8670852,-7.3982,-6.3545,-5.4367
1,10.75,0.035554280125,-84.574384686,-4.9331378982,-0.18040922425,-0.9699059852,-0.276696767875,0.19707925,0.196656875,0.0581975,0.0637585,369.8844696075,0.563327125,-32.35702,-33.1771725,38.551,44.72875,92.1649262,-8.06804625,-13.314132,0,0,0,0,152.6336537875,181.154559595,-92.114399785,-63.88249417825,1.31936861015,0,-37.414143066,-38.962560635,-8.2374,-2.87567735,-7.386925,-6.3399,-5.4529
1,11.25,0.043030412875,-79.404922247,-3.640408424575,-0.304297375175,-0.826165914075,-0.195709690825,0.1939555,0.165302875,0.058493375,0.069429875,370.47390886,0.496799125,-32.108175,-32.782455,38.887925,44.52075,92.1866132,-8.145275375,-13.4114472,0.890511945575,1.570206885,0,0,152.618227795,182.78169825,-90.58209781,-65.954849668,3.61916791075,0.71299382,-36.02177962375,-39.749916719,-8.23675,-2.91447505,-7.419,-6.35445,-5.4578
1,11.75,0.03279142265,-78.30798499425,-3.23128313395,-0.2378975301,-0.829773687,-0.171871342075,0.178278275,0.174531225,0.059314725,0.072971825,369.63564354,0.363251925,-31.9439125,-32.5661725,39.33255,43.67215,92.2096022,-8.08440345,-13.5323064,1.6148293516,3.804743479725,2.9853116864,1.4743395561,152.4797379825,183.9952117375,-87.2286120775,-61.94260773325,6.58678076,6.6614633,-35.60334899,-39.519544131,-8.238525,-2.93934815,-7.3258,-6.3465,-5.44495
