DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,H2O,NETRAD_1_1_1,NETRAD_1_2_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,PPFD_BC_IN,TA_1_1_1,TA_1_2_1,TA_1_3_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,W_SIGMA,V_SIGMA
1,0.25,0.94675,0.95425,2.31475,-9.176,0.7805,0.24925,420.299,395.78,397.15,5.623,-5.7145,0.223,0,0.8385,299.4,314.3,0,0,0,0.513,0.432,0.1675,93.8,94.475,95.7,3.31075,99.75075,1.431,0.623,0.952,1.5955,3.235,4.71275,0.783,0.92875,1.57825,1.844,3.00675,5.067,-1.18,-1.228,0.920875,1.4223
1,0.75,1.02675,1.02725,3.066,-8.78775,0.78075,0.25075,420.0735,395.85,396.655,5.62325,-6.567,0.229,0,0.9145,300.513,313.7,0,0,0,0.4375,0.328,0.1175,93.95,94.3,95.6,3.3245,99.737,1.459,0.651,0.956,1.598,3.252,4.71,0.771,0.9325,1.57425,1.84,3.0045,5.074,-1.354,-1.2515,0.9036,1.42205
1,1.25,0.69025,0.59475,2.7305,-9.3515,0.752,0.258,423.758,395.5725,396.81,5.871,-5.441,0.237,0,0.8265,300.8,313.5,0,0,0,0.332,0.296,0.09425,94.2,94.6,95.6,3.2545,99.725,1.458,0.65225,0.95,1.60075,3.2415,4.7045,0.765,0.93575,1.57725,1.838,3.001,5.059,-1.168,-1.2655,0.9038,1.40505
1,1.75,1.1335,1.048,3.219,-8.252,0.747,0.2755,419.92675,395.925,396.6025,5.662,-5.6555,0.047,0,0.981,299.1,313.3,0,0,0,0.3175,0.1895,0.078,94.45,94.6,95.5,3.301,99.708,1.442,0.6525,0.949,1.60275,3.233,4.70425,0.764,0.93825,1.5765,1.84475,3.0005,5.056,-1.198,-1.227,0.898775,1.35405
1,2.25,1.02075,0.954,3.29775,-8.37775,0.728,0.303,420.379,396.3675,396.68,5.683,-5.6505,0.23,0,0.94525,298.7,312.9,0,0,0,0.309,0.149,0.061,94.6,94.6,95.5,3.29175,99.732,1.428,0.64775,0.95,1.60725,3.23775,4.71775,0.764,0.936,1.568,1.84875,2.99475,5.04475,-1.2615,-1.291,0.8789,1.376
1,2.75,0.9645,0.936,3.01575,-8.168,0.727,0.25275,420.03675,396.1625,396.53,5.652,-6.1805,0.223,0,0.72425,298.2,313,0,0,0,0.196,0.1165,0.092,94.7,94.9,95.8,3.29925,99.73975,1.439,0.64875,0.957,1.60525,3.23775,4.71675,0.759,0.93975,1.57025,1.889,3.0015,5.0305,-1.2465,-1.277,0.897,1.3527
1,3.25,0.976,0.9765,3.53425,-7.607,0.744,0.2665,420.4155,396.5625,397.19,5.56375,-6.6415,0.297,0,0.724,298.5,312.5,0,0,0,0.122,0.0725,-0.025,94.6,94.975,95.8,3.2355,99.713,1.408,0.63825,0.963,1.6025,3.24875,4.73475,0.762,0.94325,1.56025,1.88525,2.998,5.049,-1.2865,-1.3325,0.90905,1.36825
1,3.75,0.954,0.906,3.142,-7.904,0.74975,0.25125,420.85425,396.2425,396.7375,5.526,-6.662,0.214,0,0.751,296.402,311.8,0,0,0,0.135,-0.1185,-0.175,94.52475,95,95.8,3.22025,99.69825,1.396,0.613,0.966,1.6025,3.265,4.7275,0.764,0.94325,1.56975,1.8465,2.999,5.05925,-1.2485,-1.3365,0.90705,1.3735
1,4.25,0.98125,0.94725,3.567,-8.753,0.77075,0.25925,421.08625,396.145,397.57,5.585,-6.3955,-0.019,0,0.77625,296.802,311.25,0,0,0,0.128,-0.083,-0.215,94.75,95.1,96,3.2705,99.718,1.379,0.605,0.943,1.60325,3.264,4.7405,0.763,0.94,1.56225,1.84225,2.9975,5.066,-1.247,-1.356,0.89505,1.39375
1,4.75,1.10025,1.016,3.199,-8.446,0.765,0.24375,421.016,396.13,397.36,5.52575,-6.44275,0.205,0,0.83175,297.0305,310.5,0,0,0,0.1015,-0.17625,-0.23175,94.79575,95.25,95.7,3.2615,99.73,1.376,0.60075,0.945,1.6,3.293,4.735,0.774,0.93825,1.55875,1.8425,2.9975,5.064,-1.28,-1.391,0.904775,1.390475
1,5.25,1.0805,1.031,3.451,-7.10175,0.738,0.217,420.529,396.1,397.5425,5.55,-5.78725,0.31075,0,0.74825,295.55,310.225,0,0,0,0.08225,-0.178,-0.2305,94.8,95.2,95.975,3.2855,99.7235,1.383,0.60275,0.944,1.60725,3.305,4.766,0.764,0.9445,1.55325,1.842,2.996,5.061,-1.303,-1.3925,0.90595,1.379575
1,5.75,1.0925,1.0715,3.365,-7.43725,0.779,0.256,420.49,396.1725,398.02,5.513,-5.76275,0.241,0,0.81175,295.125,309.875,0,0,0,0.03175,-0.2245,-0.2865,94.5,95.2,96.1,3.36,99.726,1.386,0.607,0.944,1.61625,3.304,4.755,0.761,0.94425,1.547,1.84425,2.994,5.056,-1.3175,-1.4025,0.918875,1.42625
