DOY2,HR2,TAU,H,LE,FC,FCH4,WS,USTAR,T_SONIC,CO2,H2O,CH4,U_SIGMA,V_SIGMA,W_SIGMA,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TA_1_1_1,PA
1,0.25,-0.0043482945,1.88985225,79.021075,5.69167124999999,29.5125,7.178915,0.800348625,27.445425,500.9105,24.963625,2409.1545,1.91405875,1.4500725,0.878810375,347.805404823428,363.150062086092,0.0773158909483333,98.7503475,-0.0164655327912938,-0.0379736719310857,2.09281077216396,23.39779,103.2395
1,0.75,-0.004228721,3.92155325,68.4953175,4.125227,30.67126,6.821444,0.80931195,27.691615,499.57505,25.0711725,2409.1545,1.8510245,1.442921,0.88544305,353.835594315245,363.07514486755,0.07713346902,98.6298825,-0.206971292835562,0.178996697774587,3.02429623450905,23.3998975,103.2547
1,1.25,-0.0060632805,4.44132749999999,80.85252,5.24740799999999,31.83002,6.850253,0.7611579,27.385355,503.46615,24.9906,2409.1545,1.7994155,1.3734315,0.83308385,349.714599483204,362.011051324503,0.0725608960046666,98.599315,0.144319723478313,0.534137437185929,3.69547187797902,23.2614975,103.24865
1,1.75,-0.002993342,9.79269499999999,86.033125,3.6783475,32.2040666666667,6.757102,0.853898,27.598475,531.5202,24.9375475,2409.1545,1.877231,1.3666875,0.86294405,349.048277347114,361.78315397351,0.0718860571183333,98.9914875,-0.211985385871515,0.0270487652548454,3.6084180171592,23.280795,103.2462
1,2.25,-0.002839748,9.49002899999997,94.62808,3.92459,32.5781133333333,6.643595,0.7439203,27.378195,525.26065,24.6576475,2409.1545,1.710098,1.3234325,0.80331615,354.239771748493,361.790935430464,0.074884370753,98.915175,0.840099701881655,0.737373329145716,3.10932125834127,23.3280175,103.24685
1,2.75,-0.00586043850000001,6.24596199999999,87.3433,9.71448599999998,32.95216,6.4457945,0.81031625,27.266335,540.2496,24.674165,2409.1545,1.803679,1.277566,0.83521045,355.452928509906,361.903600993378,0.074128541618,99.1846625,-0.151268048331003,0.466771769562096,3.40696877979027,23.322825,103.2469
1,3.25,-0.00750009400000001,6.770815,71.304325,4.44966,33.3262066666667,6.1490885,0.7198495,27.3602,536.92775,24.8134275,2409.1545,1.7297965,1.2221875,0.790176,357.020219638242,362.118046357616,0.075326228695,99.376555,0.0102831598240044,0.341053409906674,3.78501358436606,23.3705575,103.23755
1,3.75,-0.0062082805,3.39780099999999,101.3194,8.23115825,33.7002533333333,6.1045515,0.7468612,27.58243,532.17615,24.97145,2409.1545,1.6104795,1.3135655,0.7588778,356.037683031869,362.124627483444,0.0748721261456667,99.5227125,-0.124679773937787,0.28279224694903,3.45818779790276,23.394355,103.2268
1,4.25,-0.0026966095,24.7716361499999,82.99435,4.326946,34.0743,6.09000125,0.76718725,27.590275,541.370125,24.798485,2409.1545,1.8242275,1.48651125,0.79192675,354.695801033591,361.973613410596,0.0783547191866667,99.626575,0.0612697645417746,0.280784332376166,3.79422878932317,23.421765,103.207375
1,4.75,-0.0057773795,13.619965,97.9552799999999,4.7457225,34.4483466666667,5.980555,0.808447,27.5209375,560.0185,24.7226,2409.1545,1.81550875,1.3975675,0.7935105,351.24737295435,361.951821192053,0.0833837310560001,99.73336,-0.0637585237504365,0.121810624551329,3.60695328884652,23.45108,103.252375
1,5.25,-0.0019715155,25.54032075,130.72111,4.9252425,34.8223933333333,6.30950375,0.7946831,27.2591125,530.1395,25.6468625,2409.1545,1.942235,1.38509875,0.8203826,350.18105081826,361.253311258278,0.0751196534266667,99.77774,-0.224148386888816,0.250067049533382,3.62503336510963,23.36164,103.285625
1,5.75,-0.00417426800000002,12.383773375,94.2374375,5.11752575,35.19644,6.5224875,0.781826875,27.678375,533.049125,25.8315,2409.1545,1.69939375,1.32978125,0.77034475,363.694745908699,361.130298013245,0.0744402184906667,99.65632,-0.256106551140555,-0.0590511127063886,3.37634890371783,23.3481,103.3095
