DOY2,HR2,FC,SC,NEE,LE,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,G_1_1_1,G_3_1_1,NETRAD
1,0.25,0.0692099513018449,-2.73786538394577,0.174240337369829,-6.34311034427971,0.0375704014868856,-48.9056502247979,0.138081550458047,399.311570847545,2.0646014113814,350.984631575337,3.25270042988318,416.685392157156,350.935069416738,3.22301411121232,417.118464327817,350.797962821613,3.22080096756016,417.229844275888,351.188088149174,3.2746664138175,417.046464732288,351.80463909007,3.13314869447172,417.739058416215,354.151136749206,4.86322756455453,420.198937725908,0.843978907902245,-3.88653740518819,0.0419094414143963,0.7045,0.5265,0.17775,0.13,0.07,-3.71074,-4.5994,-5.8701,-3.71314,-4.8551825,-5.384925,-6.3820575,100.70732,35.24025,0.284225,-3.56,-3.27625,-3.6475,-3.931,-4.55875,0,-4.36,0.4,-0.1055,211.28,293.575,256.34,291.64,-0.28,-0.29,-0.28,-0.29,-0.1015,-0.18,-0.37,-0.2965,-0.14,1.647,2.2099,4.8892,6.1652,8.5997,10.8608,11.2192,12.92135,9.233475,10.30945,10.561925,11.004925,10.669825,11.8308,11.4668,12.4713,13.9112,3.2242,4.2919,6.1195,7.70385,9.7699,10.977525,11.99765,13.2203,9.52485,10.16505,10.5903,11.0994,11.243175,11.44405,11.75975,12.2327,13.1049,2.3117,6.5134,6.1235,7.2114,-26.53575,-23.0768,-96.52
1,0.75,-1.54193679877671,-1.62447574410805,-1.41074763156037,-15.5259726080649,0.0372699323251201,-51.0664816561534,0.12930370016737,400.286100183706,2.04094959054829,351.009676890127,3.24243615298145,416.980513719044,351.231849820664,3.24236480961228,417.337864473235,351.199540061754,3.24993973951163,417.565269455143,351.264787839289,3.4458834032182,417.271573997072,351.624379002856,3.12354049375346,418.115887560276,354.215873838,4.7799497926633,421.1421515375,0.880188583306746,-4.18522519010049,0.0391508761425944,0.739,0.50775,0.16,0.11,0.07,-3.99195,-4.7098,-5.45004,-3.96763,-4.924875,-5.3795775,-6.4592375,100.638724,37.54625,0.3197375,-3.50325,-3.27475,-3.6205,-4.094,-4.70625,0,-4.456,0.4,-0.1905,210.575,292.265,256.02,290.78,-0.28,-0.29,-0.28,-0.3,-0.11,-0.18,-0.37525,-0.30325,-0.14,1.56705,2.1387,4.8511,6.1362,8.60185,10.83385,11.2137,12.91065,9.2328,10.3357,10.52235,10.985925,10.657375,11.853,11.4527,12.4644,13.9067,3.16345,4.21965,6.0905,7.68715,9.77295,10.97375,12.012,13.2154,9.5089,10.168,10.60765,11.09665,11.2361,11.4321,11.7619,12.21705,13.10905,2.2145,6.479,6.1177,7.2239,-27.123725,-23.11995,-98.04925
1,1.25,0.0438786795408443,-1.279434350185,-0.499607218671366,-5.12827371709805,0.0332913420369824,-57.9618228636712,0.124884475086064,399.900023376477,2.01217929942839,351.085978855112,3.09641432019068,417.63881200331,350.867085555368,3.09012936597802,417.37276854386,351.206066376412,3.14853104488219,418.051046849735,351.398533493891,3.34930559598323,417.406873375821,351.672475509837,3.11320733900257,417.809777596491,355.055049743986,4.73544441539733,420.159019013695,0.668490233739908,-4.36495319472083,0.0280441585230492,0.5885,0.38,0.13,0.1,0.06575,-4.21939,-4.854575,-5.48374,-4.1902625,-5.1791875,-5.490335,-6.6924,100.613507,38.29925,0.3201125,-3.54375,-3.33725,-3.676,-4.2185,-4.76875,0,-4.425,0.4,-0.11,210.72,291.89,255.06,290.18,-0.28,-0.29,-0.28075,-0.29225,-0.11,-0.18,-0.37,-0.3,-0.142,1.4809,2.0691,4.81175,6.1058,8.60415,10.80085,11.22565,12.9231,9.2097,10.3478,10.4635,10.972925,10.7014,11.8346,11.4057,12.4507,13.8916,3.1014,4.1439,6.0881,7.6815,9.77605,10.97005,11.99535,13.22015,9.45785,10.1701,10.56505,11.0735,11.2373,11.41925,11.76255,12.21025,13.1156,2.1387,6.42925,6.10185,7.2354,-27.62995,-28.374,-98.0975
1,1.75,-0.250067778185076,-1.18827180342642,-0.356557937027065,-12.2371186642346,0.0394971300274227,-74.9175431976524,0.150028204686037,401.087446843022,2.02074339829814,351.111247125712,3.13100063082942,417.588467946766,351.18647210729,3.1253594362238,417.993131365944,351.207258951533,3.20221996984312,418.012882242711,351.276675960618,3.40437812773076,417.969367676778,351.352571524071,3.08560849320501,418.520933484038,352.350750138002,4.7704234918188,421.87524370859,0.567261884362756,-4.5210752536531,0.03159544819778,0.409,0.354,0.15,0.13,0.07,-4.496955,-5.120175,-5.74156,-4.4569,-5.3597675,-5.6929725,-6.876615,100.548446,39.53,0.302395,-3.6105,-3.39975,-3.7005,-4.3715,-4.93875,0,-4.54225,0.4,-0.1425,210.195,290.675,254.34,289.74,-0.2705,-0.29,-0.28,-0.29,-0.1115,-0.18,-0.37525,-0.30975,-0.14,1.4,2.0143,4.77725,6.076,8.60645,10.768,11.30745,12.884625,9.159725,10.2984,10.447,10.946325,10.7436,11.7932,11.4481,12.49,13.8802,3.032,4.07825,6.0452,7.6721,9.7791,10.96635,12.00205,13.214,9.40215,10.17225,10.54955,11.052,11.238175,11.4112,11.76265,12.1968,13.1134,2.063,6.3687,6.07905,7.2478,-27.930325,-28.453975,-96.255
1,2.25,-0.0457539713187621,-3.62515480344412,-0.102106582304108,-7.36054832212731,0.0334540107458922,-63.1411776055192,0.13851540709982,398.775215307395,2.062703555741,351.291181116103,3.14726882270703,417.758644234685,351.297564529729,3.16181168716944,417.576656190482,351.155478587427,3.13330231336727,417.974963705717,351.424284793775,3.31282965834568,417.748241484975,351.004665655839,3.0567089430269,417.845036045636,353.290834765024,4.78167593998589,420.216923807072,0.878556755068525,-4.79493041031309,0.0287786661756858,0.7085,0.44925,0.148,0.13,0.07,-4.7623025,-5.4881,-6.2812125,-4.77811,-5.65652,-6.10924,-7.07426,100.578106,40.175,0.252185,-4.51675,-4.002,-4.25875,-4.503,-5.0125,0,-4.4345,0.3975,-0.09025,209.5325,290.1875,254.22,289.36,-0.28,-0.3,-0.28,-0.29,-0.11,-0.18,-0.37,-0.3465,-0.14,1.32435,1.9743,4.74675,6.0481,8.6086,10.73695,11.24315,12.8725,9.15915,10.30405,10.43385,10.9397,10.6755,11.8094,11.4426,12.4573,13.8859,2.9628,4.03795,6.0126,7.6523,9.78215,10.963575,11.97755,13.2066,9.35625,10.1724,10.5328,11.02955,11.249075,11.40685,11.75535,12.1914,13.1138,1.9882,6.31215,6.05285,7.2593,-26.83975,-23.877375,-94.6565
1,2.75,-0.124834224976648,-3.83102344918754,-2.4117853186665,-8.31615136354898,0.0352297633718236,-57.7127998172131,0.174093941398657,394.705897768796,2.07765580802347,351.10951683682,3.686466714228,416.607547792189,351.149362564057,3.56799931996047,417.908778723135,351.277396626911,3.63610239103744,417.805067252894,351.266216943467,3.67033871030771,417.787977212201,350.392473395054,3.39898128950196,418.288528963736,353.15325227185,5.0035925843056,418.735093349984,0.826819187199848,-5.16992894576432,0.0315712892799186,0.55625,0.35925,0.14,0.13,0.07,-5.138525,-5.8724,-6.6635625,-5.1577875,-5.99812,-6.44223,-7.443765,100.59812125,40.905,0.156745,-4.80925,-4.376,-4.59875,-5.103,-5.33,0,-4.374,0.3975,-0.05025,205.5925,289.11,253.44,286.08,-0.28,-0.3,-0.28,-0.3,-0.11,-0.18,-0.37,-0.29325,-0.14,1.25315,1.9248,4.71425,6.0205,8.6115,10.7105,11.2595,12.882125,9.150125,10.31485,10.4208,10.929125,10.586825,11.8472,11.4269,12.4003,13.8846,2.8792,4.01365,5.97965,7.62875,9.7843,10.959875,11.9598,13.19745,9.32075,10.17505,10.52255,11.0138,11.244125,11.4092,11.76535,12.1916,13.11325,1.9198,6.2603,6.0258,7.2707,-28.360225,-28.9464,-94.146
1,3.25,-0.575658314170042,-1.54744415605544,0.150196295725904,-6.03746880016925,0.0505946800752654,-51.1752865208648,0.15983410390758,396.87096618391,2.05859428366349,351.336533875718,3.30278800203035,417.285511878917,351.317622546776,3.32637082627,417.960653561177,351.022826075731,3.26980931338824,417.915437359257,350.990149224964,3.39727496960317,417.557213473068,350.738378547886,3.00613231587304,418.963075877683,352.484455170617,4.78992223354248,420.770289815906,0.694293090607693,-5.51245690748467,0.0300149419435289,0.65675,0.40625,0.148,0.1275,0.07575,-5.5552775,-6.2208,-6.8805625,-5.5606425,-6.31736,-6.74939,-7.8836975,100.60177475,42.05325,0.01003,-4.974,-4.57,-4.80125,-5.4915,-5.90375,0,-4.43125,0.5,-0.08025,204.6725,287.9925,252.46,284.36,-0.28,-0.29,-0.28,-0.292,-0.10125,-0.18,-0.37525,-0.3,-0.14,1.1683,1.8692,4.68535,5.9953,8.6146,10.688,11.26075,12.887675,9.110875,10.28295,10.39295,10.9103,10.557825,11.8076,11.4036,12.4569,13.8796,2.80025,3.9789,5.9414,7.60625,9.7874,10.9561,11.96725,13.1929,9.27975,10.17865,10.50785,10.98955,11.2421,11.4096,11.7518,12.18195,13.1143,1.8618,6.211525,5.99975,7.2821,-28.76975,-29.6302,-97.76975
1,3.75,-0.329203180719701,-6.02901749836763,-4.78412402227751,-13.7132555212547,0.0517228191988582,-58.6932616449372,0.147006092832561,398.452522027942,1.90923500664966,351.593744915525,3.24129570025146,417.378764810321,351.538907846545,3.23232003348499,418.205314939187,351.708474944715,3.28920896512464,418.213779661994,351.607270380735,3.43592449058814,417.535787659203,351.853549503542,3.05323479824177,415.814890766677,352.725682714557,4.8466794731668,419.670613898676,0.773873838486935,-5.79887117908902,0.0250066698579746,0.50975,0.35,0.16,0.1375,0.07,-5.8636875,-6.5257,-7.046635,-5.8564775,-6.45174,-6.8746,-7.98845,100.618567,43.378,-0.0440675,-5.0795,-4.664,-4.87875,-5.5305,-6.05875,0,-4.46,0.4,-0.1405,204.0875,286.7175,251.54,284.3,-0.2705,-0.29,-0.28,-0.292,-0.11,-0.18,-0.37,-0.30325,-0.14,1.08265,1.805,4.65915,5.9724,8.6193,10.68265,11.266,12.871275,9.115625,10.2859,10.367225,10.89,10.53805,11.8322,11.3866,12.4108,13.8714,2.71625,3.9391,5.9049,7.58465,9.78955,10.953325,11.9498,13.19135,9.2448,10.17925,10.49355,10.97475,11.234,11.41115,11.70155,12.16395,13.1008,1.807,6.177075,5.97385,7.2926,-29.0855,-24.8532,-92.5195
1,4.25,-0.615866115554687,-1.05113740310796,-0.496013169343725,-6.99842188337837,0.0472829245833435,-49.7688743202643,0.152748959894727,399.825794544688,1.92916665419478,351.846764664872,3.22561105955092,418.537216590125,351.67092558919,3.35231853784892,418.574081586669,351.703098312328,3.52747751569738,418.751407040703,351.838211158953,3.55574683586237,417.831023757802,351.901040233988,3.15158091263249,419.064212054414,353.404370879467,4.89740528068158,420.261360626543,0.638670224091041,-6.0447412580081,0.0260376712553854,0.4785,0.33775,0.178,0.15,0.07,-6.111705,-6.750675,-7.2510625,-6.104055,-6.8060175,-7.1225,-8.246735,100.599791,44.636,-0.0700375,-5.2755,-4.826,-4.98,-5.7255,-6.29375,0,-4.32875,0.4,0.0285,203.505,286.205,250.9,283.46,-0.27025,-0.3,-0.28,-0.3,-0.11,-0.18,-0.37525,-0.3065,-0.142,0.9217,1.7273,4.63155,5.9493,8.62315,10.6772,11.24925,12.873425,9.079725,10.2671,10.413825,10.87005,10.51905,11.7952,11.3725,12.3949,13.8612,2.6389,3.89585,5.87305,7.56495,9.7917,10.949625,11.9626,13.19045,9.21585,10.1828,10.44765,10.9524,11.2285,11.41085,11.70905,12.1537,13.09705,1.7411,6.1653,5.94895,7.3039,-29.36065,-29.700875,-93.14625
1,4.75,-0.0197842815843764,-1.95284236333646,-0.0652433166760313,-10.9847005866672,0.0438527576920278,-41.0429308583501,0.174020272232388,398.685270526503,2.13999866920764,351.627736641525,3.61250314391664,418.119082696671,351.663756424755,3.57511491364867,419.006458833506,351.774546760844,3.62053123248114,419.166137625893,351.826569026298,3.61429684214237,418.391160096976,352.590358760335,3.1686840222999,419.55472151875,353.782474598991,4.75883763572993,420.495554251694,0.646941163636705,-6.30654320393922,0.0342525795726341,0.60975,0.4385,0.16,0.15875,0.07,-6.3560925,-7.021775,-7.5430475,-6.39142,-6.9395,-7.464455,-8.508405,100.619957,46.739,-0.0640125,-5.46075,-5.014,-5.19375,-5.9195,-6.425,0,-4.371,0.4,-0.000249999999999999,203.0175,285.1975,250.18,282.82,-0.27025,-0.29025,-0.28,-0.3,-0.11,-0.18,-0.37525,-0.32325,-0.14,0.69525,1.6528,4.57055,5.9287,8.627,10.69555,11.15805,12.818875,9.05775,10.11895,10.333675,10.75775,10.4817,11.8044,11.3557,12.4181,13.8544,2.5638,3.85395,5.8459,7.5472,9.7939,10.94685,11.94445,13.1871,9.19405,10.18625,10.4688,10.9443,11.2245,11.41155,11.68035,12.15035,13.09025,1.6795,6.159,5.9249,7.3142,-29.57535,-29.6448,-94.756
