DOY2,HR2,CO2,CO2_SIGMA,FC,SC,CH4,FCH4,SCH4,H2O,H2O_SIGMA,G_1,G_2,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,411.178,0.0208131929314077,-0.0442296,-0.0659598,2009.01,-13.5099075,-1576.68,12.91475,3.49491113610507,-4.861369,-10.554975,-33.8815,5.19202,101.70785,77.6468074176005,15.42925,0.128981234730414,15.0275,0.208876317246244,323.158362145282,388.733983509745,-3.512,0.732,-67.491,12.265,12.6225,13.92,14.5625,17.04,18.355,20.4575,-0.0646699,0.238377527154969,0.062989725,0.206627824618084,0.0621607973351359,0.662
1,0.75,410.933,0.0186040993683315,-0.14701325,-0.05057535,2007.8275,1.9332,-1.5617925,12.6874,2.85940474124054,-5.4115895,-11.448765,-32.5167,8.0390025,101.68385,76.0258290798508,15.093,0.140320610969026,14.52,0.187240243052537,329.921046572174,386.570745234567,-3.2825,0.907,-64.3819999999999,12.3125,12.5225,13.885,14.4925,16.8525,18.2475,20.375,-0.0608766,0.219296583493384,0.059137525,0.21890880339734,0.057804048110986,0.6445
1,1.25,408.09125,0.0171258685900475,0.124329,-0.081017225,2009.495,2.4032325,-1.96318,12.42315,3.02338041002378,-6.0142945,-12.351125,-31.4543,5.44504,101.6763,75.877881201461,14.836,0.138977624056007,14.2,0.167729572415875,332.614348858657,385.912028008478,-3.29,0.6885,-65.1445,12.1075,12.3275,13.8075,14.3775,16.775,18.16,20.3525,-0.06649025,0.244872954124883,0.06015715,0.197405668282926,0.0727289908345767,0.5885
1,1.75,408.55275,0.0205512298062394,-0.12271725,-0.16097825,2003.145,2.19889,0.0463807,12.4051,4.02498447201974,-6.5978085,-13.16069,-33.93825,4.767825,101.65615,76.8216749714123,14.9525,0.143732180614473,13.89,0.172422085855209,335.482603702406,384.163968207373,-3.3625,0.6855,-61.4665,11.77,11.9075,13.5725,14.2675,16.715,18.0125,20.29,-0.063387425,0.272528477527196,0.06464075,0.186637447391657,0.0708598118150071,0.774
1,2.25,408.93475,0.0211162813320022,-0.23917575,-0.10775525,2000.9875,-3.243835,-0.8451895,12.721475,4.05907128381328,-7.1258745,-13.814775,-23.2289,1.8383745,101.62865,76.3904459874284,14.40025,0.134023291170811,13.455,0.171067294137287,331.627493870393,382.153332839041,-3.273,0.8895,-64.7300000000006,11.6475,11.7325,13.145,14.0875,16.67,17.975,20.2025,-0.056452825,0.228509247622403,0.0581518,0.204135296122933,0.0731773518482243,0.571
1,2.75,407.88975,0.0213489265951503,-0.0604097,-0.15305525,2009.575,2.70211,-0.411167,12.661475,3.440185393662,-7.4454445,-14.660955,-34.0439,0.483619,101.59925,76.8167319440213,14.37725,0.140150325538408,13.16,0.162993901342685,334.559070637614,381.507712832124,-3.2715,0.744,-62.1305,12.055,12.04,13.29,13.8575,16.4575,17.81,20.265,-0.057665375,0.237925827384143,0.059696575,0.210416841881021,0.0686412003509565,0.6135
1,3.25,412.379,0.0206364967957258,0.0548127,-0.0720474,2000.8725,-3.0305925,-0.4085155,12.4643,2.70456679189921,-7.907574,-15.518575,-26.692,1.88228,101.5836,76.8485868404064,14.084,0.141256232325141,12.93,0.19446608682594,334.533800953371,380.137482905547,-3.29,0.7455,-58.748,11.83,11.655,13.18,13.63,16.415,17.66,20.165,-0.07594435,0.247783567909718,0.0600105,0.198423903095782,0.0732680241688516,0.6235
1,3.75,404.92025,0.0301315563912713,-0.139329,-0.1430335,2047.98,0.9981835,-1.926795,12.1866,3.01452521465207,-8.1873825,-16.322835,-37.288075,4.26616,101.573,77.1609889783923,13.84925,0.120146382804287,12.845,0.18083507314652,334.468630271983,379.205700816977,-3.147,0.7815,-61.061,11.415,11.52,13.1,13.405,16.19,17.5425,20.145,-0.071022125,0.22835376410652,0.0536123,0.207393474108114,0.0765821568128275,0.63775
1,4.25,413.35775,0.0186863038153765,-0.48189275,-0.038802975,2015.24,1.8475,-0.675904,12.2493,3.58360154035015,-8.691203,-17.07464,-25.53895,7.69077,101.5765,77.4457696621061,13.69625,0.129482382393771,12.7375,0.17515979517237,343.076219785605,378.1608153966,-2.996,0.679,-60.212,11.475,11.3275,13.3,13.31,16.015,17.4775,20.125,-0.0893578,0.248978179941421,0.056426825,0.183898193803668,0.0738559583703567,0.62575
1,4.75,415.396,0.0202726909905913,0.1343,-0.0902852,2047.19,2.43011,-0.29093775,11.987875,2.66648196397885,-9.036157,-17.778905,-21.7038,4.0824825,101.6107,78.6570628817277,13.67275,0.106352807802582,12.54,0.157150403746318,336.518734058393,378.695259429992,-2.8845,0.6055,-58.4134999999999,11.5,11.3375,13.025,13.0025,16.01,17.315,20.03,-0.090193675,0.241131494776624,0.0659878,0.207989428358406,0.0811937282407556,0.662
1,5.25,414.0945,0.0202949933317682,0.100241,-0.10592835,2030.015,2.89255,-1.7624985,11.868575,2.90011442897086,-9.48476,-18.4547,-24.724175,5.4783775,101.64135,77.8568867420546,13.631,0.118851157010029,12.43,0.180676408349542,337.607543903143,376.877971221518,-2.8685,0.608,-54.0815,11.48,11.475,12.78,12.7175,16.015,17.1425,19.975,-0.084705675,0.261045747863031,0.068307475,0.231915713639011,0.0801454662974618,0.745
1,5.75,412.202,0.0189658848988246,0.0756803,-0.1404185,2002.58,4.67032,-0.65964,12.33695,2.72698696031068,-9.8154915,-19.103135,-23.71955,3.419115,101.69355,78.9063131640424,13.499,0.140630019461126,12.425,0.134681446863508,338.558518636452,378.293135181473,-2.8945,0.6845,-59.351,11.775,11.4375,12.815,12.7275,15.99,17.0275,19.935,-0.042711375,0.280370474074457,0.069320825,0.236126059352792,0.0860781246966127,0.782
1,6.25,411.324,0.0186145762243852,0.15293925,-0.08208735,1992.035,3.53666,-0.466335,11.930925,2.76705323183189,-10.17066,-19.70645,-25.8362,4.87959,101.70085,78.8131943537517,13.24225,0.118158920134701,12.345,0.123260814647592,337.647542074478,378.077987654111,-2.744,0.6315,-59.9955,11.72,11.395,13.015,12.9325,15.96,16.905,19.9,-0.053118975,0.270846191139601,0.079172725,0.220034699443944,0.100144138223359,0.71775
1,6.75,410.242,0.0190132945875425,0.261047,-0.07100095,2001.64,3.35738,-0.537467,11.8911,2.1895765903444,-10.54409,-20.21131,-23.837275,3.48216,101.74055,80.3364952647188,13.3025,0.115252728990013,12.205,0.140250670542122,334.150746365961,377.980420827789,-2.5505,0.5165,-58.5995,11.465,11.1575,12.415,12.475,15.945,16.79,19.865,-0.05390395,0.269350002525606,0.07120975,0.214484360025722,0.0990501091816024,0.73275
1,7.25,411.035,0.020271607089754,0.260068,-0.1275975,2011.575,1.232816,-2.2456,11.756575,2.89451201527217,-11.08807,-20.5996,-27.6389,0.905371,101.76825,79.7938931797432,12.9485,0.125641717907795,12.225,0.143604909185406,332.084143883871,377.595065658287,6.343,1.1535,-44.043,11.685,11.155,12.445,12.5075,15.88,16.745,19.84,-0.08396525,0.259469223257691,0.06452135,0.196624337423705,0.0848827087653522,0.635
1,7.75,412.0585,0.0157939800079389,0.9554115,-0.088465175,2012.7175,1.7577925,-0.3120245,11.3411,2.9064996129365,-11.520695,-20.93576,-22.40415,8.09658,101.78215,81.9813497878745,13.15,0.10954628223017,12.3675,0.146398257954303,337.502380243083,383.760499826298,39.51,4.9915,6.32799999999997,13.81,12.965,13.37,13.435,15.735,16.7375,19.77,-0.0716668,0.265288059932825,0.068042775,0.235606441710016,0.0797932393591374,0.474
1,8.25,412.37825,0.0159958880102954,0.36443625,-0.033105775,2001.93,5.1269125,-0.731524,13.1805,4.26066504192123,-11.97522,-21.196215,-12.31855,9.339465,101.82235,77.9973776022279,13.8335,0.136246189439313,13.55,0.146696246916622,334.338380449666,395.082556581058,97.25,12.885,60.578,17.255,15.9275,15.05,14.6725,15.79,16.775,19.675,-0.065107425,0.263200503952159,0.06705495,0.227981717998368,0.105153179344343,0.93675
1,8.75,415.8535,0.0181079746702107,-0.2903165,-0.078660575,1975.4075,0.9890835,-3.7159175,12.1895,5.24921642330597,-12.349715,-21.245585,-0.3780945,24.0069,101.84535,74.2559846220542,15.31725,0.15843866953215,15.325,0.172094376157643,331.942081160375,400.697130622916,140.6,17.14,114.7025,19.36,17.0025,16.9075,16.5,16.19,16.7425,19.595,-0.10195825,0.405451102024693,0.1271245,0.304395481620717,0.186858595485697,1.33025
