DOY2,HR2,LE,H,FC,G,NETRAD,T_SONIC,TA,RH,VPD,PA,USTAR,WS,CO2,H2O,TS_1_1_1,SW_IN
1,0.25,-35.3348882185585,-126.42159210337,-2.17861652015403,-45.3992455,-110.40744,-22.647094,-23.35508875,13.5276218575155,0.0826386927722585,64.58949375,0.090793376,1.2047622,389.68879984866,0.748305372950992,-12.7007835,0
1,0.75,-43.6058541803393,-130.799698166189,-2.7826140985932,-45.86434375,-108.45169,-22.62255,-23.333191,13.9775000425966,0.0619020455396821,64.5686675,0.083930335,1.053771,389.639955600127,0.757330892108666,-12.83213275,0
1,1.25,-40.1835347443063,-123.563154538305,-2.48026889479454,-44.198537875,-109.46668,-22.3959195,-23.370095,14.2630197496436,0.051887026475553,64.56143125,0.09884404225,1.0278432,389.6659330787,0.801979448726034,-12.840416,0
1,1.75,-37.7523077141824,-134.615416696589,-2.22660158380655,-43.35916,-112.08718,-22.853764,-23.537785,13.8476651607011,0.0639675487759276,64.53499725,0.082442858,0.97228608,389.6089965166,0.786606623625607,-12.9719245,0
1,2.25,-31.4088914815778,-135.238423934125,-2.64565076589941,-43.59998875,-112.3106775,-23.03161875,-23.61535725,13.5517192082969,0.0782883347296278,64.547065,0.09490163875,0.969428025,389.626473898265,0.751432668366785,-13.187498,0
1,2.75,-46.4377344393282,-144.256719873205,-2.43005454511618,-43.797922875,-111.17364,-23.0319075,-23.40010125,13.4903239947413,0.0661768869980691,64.539032,0.095272174,0.881846045,389.564310036593,0.736674980779103,-13.3000605,0
1,3.25,-48.3351107124737,-128.326003891866,-2.01801056812795,-43.505785625,-111.4341,-22.28221,-23.3381405,11.938139269896,0.0680311802055429,64.516428,0.1147003375,1.104153125,389.546010813285,0.7091633648697,-13.3373585,0
1,3.75,-48.3566862959722,-129.834994839468,-1.9949841250573,-42.50906875,-112.4018625,-22.8790535,-23.48910125,13.8458636220368,0.0613841563669197,64.51698,0.11875009,1.07016345,389.496899837669,0.735818044950012,-13.441057,0
1,4.25,-44.2746455726734,-124.870000642491,-3.541234176462,-41.45668475,-113.1123,-23.2308025,-23.748713,14.7737781981181,0.0487268679167332,64.4762375,0.123838225,1.3227971,389.564710348849,0.784230762834585,-13.516731,0
1,4.75,-50.2238077287321,-128.883603763531,-2.8898610245051,-42.779166,-112.7948,-22.96384975,-23.9377225,14.1214779698911,0.0436264250399471,64.47132325,0.100903935,0.9833986925,389.455095712106,0.782474150436213,-13.59055,0
1,5.25,-58.7541535047551,-130.95781871645,-2.52836269258247,-43.440175,-112.2386925,-23.23720625,-23.8848565,12.7149183094673,0.0436591504486914,64.4707825,0.0962872525,0.9924038375,389.545536805793,0.743368705533539,-13.64992275,0
1,5.75,-54.8574841628852,-136.578828417065,-2.74255489498856,-42.4604525,-111.58908,-22.7882125,-23.93271,12.2824180144005,0.0454238304436554,64.5000125,0.1278063625,1.230718,389.500420087284,0.670239142890385,-13.65076475,0
1,6.25,-50.2625251436397,-135.042461034733,-2.9660345158746,-42.43286625,-110.968585,-22.7909885,-24.017747,10.5405946395375,0.0349145728926389,64.4808275,0.119394785,1.0019676775,389.381247253073,0.670198238029919,-13.66200925,0
1,6.75,-38.9852380488317,-132.682850290127,-3.40947695053542,-41.747186625,-109.52788,-22.971158,-24.211073,10.7552769043874,0.0589932463247647,64.55476325,0.1082809425,1.2160699,389.410898877921,0.657552267955815,-13.6849405,0.0367781583333333
1,7.25,-44.52697652671,-133.614690052725,-2.41459470546331,-43.6146415,-108.08894,-22.845173,-24.2271485,11.9452121298082,0.0422541018081822,64.5213985,0.09110980125,1.41267665,389.57472718584,0.673834753739158,-13.6955655,2.187074875
1,7.75,-40.859791351835,-116.227912052733,-2.59321139912079,-39.299253875,-95.388464,-22.90582,-24.1129785,13.3572362021123,0.0415119758406164,64.519143,0.100255315,1.4335939,389.590407610755,0.758530283345742,-13.72688825,9.674887125
1,8.25,-27.1631556612762,-109.73758270104,-2.69642593296877,-37.699947375,-84.02718,-22.7263,-23.7174415,11.7511822972721,0.0779599179438125,64.66796175,0.08710615,1.018225,389.729804080948,0.70298071166237,-13.8729,26.56072
1,8.75,-37.7589689066982,-94.9623347060149,-2.03398228830201,-32.2609235,-82.946636,-21.70122475,-23.1808175,11.8504341256212,0.103213085519607,64.63497075,0.125699965,1.05855155,389.8454456387,0.710776155804285,-13.869977,35.2348881666667
1,9.25,-32.6447368057764,-93.8928683067726,-2.69107803262785,-26.396622,-77.95569375,-21.6449035,-23.11366825,11.2412176184711,0.117094680456937,64.662042,0.1084827,0.77940464,389.826795216943,0.772840740298586,-13.28398325,58.0265931666667
1,9.75,-24.4911771483456,-83.260611916689,-2.93581284954331,-21.2412415,-80.74127425,-21.463286,-23.07258125,11.5391529929257,0.117648603826849,64.638319,0.1469029975,0.843114,389.81490505425,0.799500428500655,-13.0941555,70.660494975
1,10.25,-27.4198628294299,-77.367622929694,-3.41329022229667,-16.690953125,-71.6134965,-21.081966,-21.8300905,11.8471449583247,0.142868315506943,64.741715,0.11739699,0.67069734,389.867942854588,0.774402363375578,-13.61172275,102.783336833333
1,10.75,-13.3948999609977,-51.8454059896573,-2.60041713116607,-14.93780615,-63.81168525,-21.5639525,-21.9098215,13.0537958446896,0.151497712720624,64.731504,0.119541125,0.991472,389.816380936653,0.835810805449529,-13.1358895,104.024536666667
1,11.25,-17.2913876569117,-43.4642042340264,-1.97472967954293,-13.107063,-53.7745665,-21.4256345,-21.7630875,13.1563247272311,0.149042974231779,64.65136425,0.1322953375,1.055084825,389.841076739021,0.907170733650676,-12.764078,125.494825
1,11.75,-16.305414879749,-34.9245587257812,-1.63056720181404,-10.84087925,-39.02855,-21.115558,-21.650082,12.1742974975614,0.154612622390672,64.5262325,0.1588251775,1.2324998,389.835250074531,0.896744075439901,-12.3695,133.317568333333
1,12.25,-11.7737553572521,-28.9736606507872,-1.96736424898122,-8.5924394,-51.1660175,-21.1091925,-21.3449,13.0035564173052,0.14928062481415,64.484487,0.1311886975,1.328064975,389.797656869658,0.949414223747515,-12.03214675,135.193201666667
1,12.75,-9.01346977847821,-20.0185272854039,-1.52857403130911,-7.461962125,-42.9443935,-21.32275725,-21.1511575,12.7694595538894,0.16508516236585,64.5094095,0.1492948125,1.43070105,389.857663351071,1.00307304844074,-11.556567,141.156566666667
1,13.25,-9.63126716278344,-31.8838538111641,-2.55122572782381,-8.397562825,-41.330974,-21.203924,-21.29387625,12.5971352029207,0.158441888081827,64.52933925,0.14701113,1.497084925,389.983750464884,0.999856719440829,-11.37565125,126.9639175
1,13.75,-7.41734370192242,-41.0908136850097,-3.17766131717686,-15.146832375,-46.157754,-21.336315,-20.989443,13.3531958665033,0.155479173989079,64.5513805,0.137130175,1.503036,390.007104896449,0.969389650472601,-10.726568,118.169863416666
1,14.25,-21.8789106707357,-36.9235849065207,-1.49550309585619,-14.3898225,-43.557896,-20.731387,-21.1079225,13.8907736459338,0.168077523175359,64.5479475,0.14793784,1.30667145,389.965377415408,1.01167603837045,-10.5659735,84.6114206666667
1,14.75,-28.873205158319,-41.7546346749777,-2.03262940716842,-18.475241,-57.46766,-20.365889,-21.331415,14.4385123058847,0.16485135596961,64.59545425,0.13508357,1.1521567,390.079053378102,1.01961246242258,-10.51272375,65.4592714166666
1,15.25,-32.5885313199995,-55.2400594642149,-3.80034861978157,-25.5265515,-70.058656,-20.4262575,-21.3407475,13.3977156803706,0.151418790844491,64.6246415,0.1202922075,1.17925545,389.975436640717,1.00088484538372,-10.427489,43.0028925
1,15.75,-24.9621199220907,-75.1842476152997,-2.50642901434438,-31.5924525,-74.694944,-20.4330575,-21.69876,13.2365027374861,0.112103631671011,64.6483985,0.1058633125,1.038605925,390.043042936429,0.972639590652124,-10.393086,21.8231533333333
1,16.25,-26.8844243526947,-83.9230262443312,-1.7193029977394,-38.290899125,-86.3023575,-20.7589735,-21.89956125,13.9919126427439,0.0955014892384312,64.67528175,0.104273125,1.072868875,390.092432079049,0.941461739116434,-10.27948775,8.46342875
1,16.75,-32.304387382067,-96.4338907724139,-2.83056929055717,-49.764108625,-102.40667,-21.6121845,-22.1102405,13.8784359576543,0.10268176732158,64.674226,0.09896677725,0.98867068,389.932591933923,0.926568818367709,-10.31064825,1.60759005833333
1,17.25,-41.9723039281735,-111.038652082406,-3.13525345276997,-50.735664,-108.77509,-21.591955,-22.0546225,15.344475797631,0.101820940939325,64.651076,0.098408475,0.988066325,389.928825012111,0.882624156722846,-10.482987,0.0198197583333333
