DOY2,HR2,CO2,H2O,FC,SC,G_1_1_1,G_1_1_2,G_1_1_4,H,LE,WS,USTAR,TA,PA,RH,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_3_1,TS_1_4_1,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,NEE
1,0.25,396.16025,2.96053,-0.869805,-0.0748631,-1.785,-1.7755,-3.585,-20.223325,-0.7649533,0.943608,0.0898118,-12.41755,92.3896,78.29,0.199862,-12.5847,0.0982357,-0.44025,-0.19625,0.36825,-52.6618,0.0980469,0,0.075,0.182,231.193,253.476,0.42747875
1,0.75,396.67575,3.0694225,-0.72,-0.0660281,-1.78475,-1.776,-3.541,-21.62065,0.63424425,0.93136225,0.10731675,-12.37495,92.2891,78.045,0.19208,-12.27365,0.10517175,-0.4405,-0.19825,0.3635,-49.275,0.042479,0,0.0468667,0.169,230.813,253.726,0.42791375
1,1.25,397.125,2.8887,-0.66,-0.12924675,-1.781,-1.7785,-3.534,-20.8156,-0.170272325,0.99660675,0.107033,-12.5446,92.2815,78.2,0.19508925,-12.576975,0.10504375,-0.4415,-0.19075,0.35975,-51.3771,0.0764766,0,0.0581667,0.2085,229.745,251.653,0.42660325
1,1.75,395.162,2.86793,-0.245824,-0.10746405,-1.787,-1.783,-3.543,-19.229275,-0.41991525,0.9875715,0.111315,-12.605875,92.2328,78.515,0.19671425,-12.70795,0.1071665,-0.4365,-0.19225,0.361,-50.175,0.1264195,0,0.09075,0.163,226.254,251.183,0.42754125
1,2.25,397.92625,2.95704,-0.537242,-0.082604275,-1.78125,-1.774,-3.533,-22.29025,0.202768,0.9750765,0.102551,-12.79915,92.2765,79.22,0.20556725,-12.735975,0.106561,-0.43375,-0.1915,0.36075,-49.701225,0.131207,0,0.0862,0.1255,226.5,251.353,0.4273755
1,2.75,398.03,2.983885,-0.58,-0.1052383,-1.78,-1.77,-3.543,-19.859,-0.503686,0.950071,0.104384,-12.953675,92.3108,79.225,0.21160225,-12.6936,0.104632,-0.44375,-0.2005,0.35875,-47.988425,0.0919408,0,0.086,0.11375,229.456,250.903,0.42651125
1,3.25,402.929,3.09758,-0.3908215,-0.1127642,-1.779,-1.77275,-3.5705,-20.39715,-0.060293325,0.97886225,0.103901,-13.01215,92.3298,78.56,0.205241,-12.91765,0.116282,-0.442,-0.19525,0.361,-46.1381,0.343379,0,0.1024,0.13025,227.888,250.213,0.4272305
1,3.75,400.518,3.054845,-1.026135,-0.08290385,-1.77925,-1.77325,-3.543,-17.403925,-0.45112875,0.984417,0.101911,-13.13465,92.2847,78.565,0.1971635,-13.0166,0.10336325,-0.44,-0.20025,0.3645,-44.7967,0.455777,0,0.1195,0.146,224.361,249.536,0.42699725
1,4.25,403.34075,2.9612625,-0.672526,-0.134511,-1.78,-1.77175,-3.5445,-21.851725,-2.08521,1.002758,0.110679,-13.114075,92.2378,78.26,0.19211575,-13.0876,0.099013275,-0.44025,-0.19625,0.35875,-47.3868,0.167194,0,0.115833,0.1875,228.889,250.293,0.4268615
1,4.75,401.0415,2.98836,-0.433777,-0.223693,-1.77575,-1.771,-3.554,-24.8116,-2.71564,0.94570375,0.107483,-13.258075,92.2475,78.365,0.198864,-13.3201,0.097944725,-0.43925,-0.203,0.35875,-48.415,0.203938,0,0.0799375,0.17475,226.268,250.216,0.42678375
1,5.25,398.8885,2.917115,-0.6730035,-0.11231075,-1.7785,-1.75875,-3.543,-20.5826,-0.3065865,1.04107,0.10862,-13.355825,92.2703,78.17,0.19140475,-13.1483,0.0981773,-0.44175,-0.19975,0.3605,-48.502975,0.2075005,0,0.0826667,0.187,225.293,251.754,0.427063
1,5.75,396.42075,2.9270525,-0.509528,-0.161483,-1.778,-1.772,-3.542,-27.5046,-2.110285,1.02472,0.119415,-13.171675,92.2881,78.18,0.19579125,-13.1611,0.0965948,-0.4495,-0.202,0.36225,-47.8557,0.35093,0,0.112,0.184,225.474,250.905,0.427085
1,6.25,395.4875,2.8665225,-0.47,-0.115306,-1.778,-1.7855,-3.5425,-20.6139,-0.83169175,0.96112675,0.111373,-13.2343,92.255425,77.465,0.2002465,-13.2121,0.09291315,-0.44425,-0.20125,0.35475,-42.112825,0.362017,0,0.13825,0.13625,226.36,250.117,0.42667075
1,6.75,396.26875,2.98004,-0.507346,-0.05943575,-1.77575,-1.79225,-3.599,-19.265575,-0.85875525,0.94606475,0.108006,-13.41285,92.2532,77.775,0.20415575,-12.644875,0.09927125,-0.44325,-0.2,0.35325,-41.6266,0.34328,0,0.1705,0.14,226.74,250.73175,0.42839475
1,7.25,395.9085,2.900365,-0.8897205,-0.0482989,-1.77375,-1.772,-3.54225,-18.35055,-0.15865425,1.0546225,0.104749,-13.430025,92.2674,78.2825,0.204006,-13.4728,0.09278495,-0.44375,-0.21125,0.3495,-43.148675,0.411232,0,0.147165,0.154,225.408,249.934,0.4270835
1,7.75,397.6205,3.018485,-1.03448,-0.051632,-1.7765,-1.763,-3.54325,-24.5277,-0.13706135,0.993653,0.111795,-13.404375,92.2616,77.8675,0.1952075,-13.3278,0.0916736,-0.44425,-0.20375,0.35125,-40.35695,0.393928,0,0.22775,0.1758125,225.03675,248.518,0.4261905
1,8.25,396.287,3.0001,-0.54,-0.07030445,-1.77025,-1.762,-3.573125,-21.01545,0.35382925,1.06776,0.117247,-13.349675,92.2698,77.275,0.198502,-13.34145,0.08972215,-0.4575,-0.2045,0.35,-36.084825,0.807521,0,0.41479175,0.3165,224.758,249.687,0.42722
1,8.75,395.807,3.04,-0.412673,-0.123327,-1.77575,-1.7615,-3.54725,-21.027775,-0.259118,1.0765,0.126737,-13.154725,92.297275,76.9475,0.203086,-13.0663,0.0937199,-0.4585,-0.20525,0.348,-18.126775,5.3365,1.932,3.405,1.1585,221.378,250.11,0.42552425
1,9.25,395.44725,2.89311,-0.6852035,-0.11587,-1.7745,-1.77225,-3.544875,-12.0371,-0.176503,0.970111,0.147691,-13.25985,92.300375,76.735,0.215488,-13.3731,0.0957103,-0.459,-0.21225,0.34875,-4.24625,16.135,5.51475,10.9525,2.93575,224.954,251.473,0.42242675
1,9.75,396.2255,2.935315,-0.89,-0.104903025,-1.7795,-1.78925,-3.513875,-12.244575,1.32341,0.94315575,0.164885,-13.2182,92.3193,75.8725,0.2184095,-13.2721,0.09332855,-0.45725,-0.21275,0.347,4.46475,30.895,10.1775,19.925,5.254,224.335,253.2,0.42230325
1,10.25,401.69025,3.0263125,-0.908455,-0.09561925,-1.7725,-1.789,-3.536875,-6.077995,2.09246,0.91045975,0.162624,-12.826425,92.35915,75.34,0.2282385,-12.655025,0.09267825,-0.459,-0.20425,0.35125,12.047,48.11,15.605,28.965,8.27,223.509,255.332,0.4243355
