DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,H2O_1_5_2,H2O_1_5_3,H2O_1_6_2,H2O_1_6_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3
1,0.25,2.54585762135812,-14.6690103168477,0.0468850092540988,0.188672938256816,-0.0830903939429187,0.152364352863818,-0.90610419834016,-1.37551336961665,0.273261343536348,-20.3755950492935,-5.94114262990541,0.528227825887267,1.62,1.1575,0.63,0.53,0.3325,-14.9894,-15.068,-14.93645,-14.9994,-15.130075,-15.182675,-17.6384,94.805785,77.0475,0.26495,-13.075,-13.39,-13.47,-13.15,-5.71,0.1,-2.55,1.875,-0.8825,-0.42,217.8,254.3,256.6,258.3,-0.25,-0.14,-0.33,-0.02,-0.48,-0.36,-0.28,0,-0.1,-0.06,0.017,0.04575,0.51025,1.0055,1.17425,2.09275,3.07075,3.534,4.53,0.324,0.58625,1.043,1.365,1.585,2.424,3.551,3.5,5.042,0.363,0.3835,0.999,1.199,1.5195,2.374,2.9525,3.697,4.707,0.367,0.463,1.05,1.49125,1.5495,2.44525,2.808,4.138,4.501,0.023,0.204,0.408,1.1495,1.561,2.341,2.98275,3.855,4.88,-3.303,-4.449,-3.429,-44.94,1.13463396259059,1.37614849590866,2.21038471080812,1.36666914848509,2.15000008625347,1.43776926419904,1.79498679172386,1.65630461553687,1.88767377684509,1.46321368349411,1.9666514259446,1.3320251407835,1.876871351779,415.757213200736,417.834624581908,417.494488602483,417.937765368964,416.905099214237,417.254046474708,417.477305484214,417.035520354327,416.720498876447,417.559861662771,418.41090179941,418.602433799858,419.072972210741
1,0.75,2.49329896586165,-14.8374943687215,0.0439133818983141,0.221599376032855,-0.120155782750231,0.22274042265342,-0.91311052493582,-1.17655566807922,0.273422800490108,-19.5325660103856,-4.69837421126589,0.539177046794711,1.69,1.12,0.63,0.53,0.3025,-15.074875,-15.15625,-14.9824,-15.11955,-15.3362,-15.4454,-17.494425,94.823925,77.42,0.26265,-13.08,-12.99,-13.29,-13.11,-5.79,0.1,-2.56,1.875,-0.9175,-0.4,216.1,253.9,255.7,257.7,-0.25,-0.15,-0.33,-0.03,-0.48,-0.36,-0.28,0,-0.1,-0.07,0.0135,0.044,0.51,1.00775,1.174,2.0935,3.066,3.533,4.527,0.324,0.58525,1.043,1.364,1.585,2.424,3.551,3.5,5.041,0.363,0.3825,0.999,1.1995,1.5195,2.373,2.954,3.697,4.7065,0.368,0.461,1.05,1.494,1.5465,2.4465,2.807,4.138,4.501,0.025,0.203,0.4075,1.1485,1.562,2.341,2.981,3.854,4.879,-3.325,-4.45575,-3.42275,-42.73,1.11216630140727,1.35104089987689,2.07348809951686,1.33039043269639,1.72603774888245,1.53820312119486,1.92879647652031,1.74686322867727,2.22745230032618,1.46017787118489,2.19972375476961,1.37259250651738,2.3054647524852,415.745782981939,417.861799096268,417.944347336,417.939486652412,417.386637414469,417.495199150169,417.75768832895,416.882410047674,416.669511126047,417.499976870074,418.434162478733,418.939928665366,420.12929262583
1,1.25,2.41519729312917,-14.9737250968903,0.0465082722255728,0.207529050988374,-0.0837059360883394,0.244767410214464,-0.9212413235096,-1.37056070398376,0.260686626065596,-19.6908158098922,-6.47915828230655,0.529123093806084,1.45,1.12,0.63,0.49,0.3025,-15.312825,-15.235,-15.110925,-15.32515,-15.54165,-15.567175,-17.387025,94.834885,77.9,0.259775,-13,-13.31,-13.28,-13.22,-5.95,0.1,-2.74,1.875,-0.9,-0.42,216.9,254.1,254,257.6,-0.25,-0.14,-0.33,-0.02,-0.48,-0.37,-0.28,0,-0.1,-0.06,0.0125,0.042,0.51025,1.001,1.1735,2.0925,3.066,3.533,4.528,0.322,0.5835,1.042,1.364,1.5865,2.418,3.55,3.499,5.04,0.363,0.3825,0.999,1.199,1.5195,2.373,2.95375,3.696,4.7065,0.366,0.4595,1.0505,1.5,1.5495,2.445,2.807,4.137,4.501,0.026,0.202,0.407,1.1485,1.561,2.34,2.983,3.854,4.878,-3.297,-4.46475,-3.4245,-42.38,1.11915441512653,1.33932058744724,2.20899326130315,1.33114190154304,2.15538469105968,1.53971313751334,2.1025439360306,1.70898695716657,1.92994905010241,1.47522122330244,1.97686282112501,1.33165016681217,2.02543579685978,415.864157944276,417.815869713837,417.854018957843,417.968414443431,416.862012952956,417.379063796017,417.368573360245,416.683582781855,416.877135988117,417.906832524595,418.419738254455,419.363709593034,419.273753449456
1,1.75,2.2611304336197,-15.0998795149376,0.0492816504997026,0.17853968640673,-0.123109760307565,0.255116741575837,-0.757272445495574,-0.898942049796794,0.23821994296542,-19.4008715684597,-5.79640278655959,0.531775869231305,1.46,1.09,0.57,0.47,0.285,-15.4643,-15.36,-15.303675,-15.409325,-15.571775,-15.63595,-18.26555,94.83094,78.825,0.2508,-13.37,-13.69,-13.6,-13.58,-5.98,0.1,-2.73,1.875,-0.94,-0.43,217.2,253.7,255.1,257.9,-0.25,-0.14,-0.33,-0.02,-0.4925,-0.37,-0.28,0,-0.11,-0.07,0.011,0.043,0.509,1.0045,1.17375,2.0925,3.065,3.532,4.524,0.322,0.5855,1.043,1.3665,1.58625,2.417,3.55,3.499,5.04,0.363,0.3815,0.999,1.198,1.52375,2.373,2.95375,3.696,4.7055,0.3635,0.458,1.051,1.5,1.54625,2.4495,2.807,4.136,4.501,0.025,0.2,0.406,1.1475,1.561,2.341,2.984,3.853,4.878,-3.285,-4.467,-3.419,-45.53,1.13433783892738,1.34420398291204,1.91750408957351,1.32525840450255,1.75153847077352,1.56266145288015,1.92653854426767,1.67032720181625,2.06078570942351,1.49331566492473,2.05607285506075,1.31701512810487,1.91997128225854,415.862433788583,417.958532031051,418.225172777927,418.111909538012,417.606135593766,417.383709997477,417.793485431133,417.214806974645,417.362803086967,417.853022892154,419.410369757985,419.467579814634,421.154684551031
1,2.25,2.32061962585661,-15.2742127278315,0.042745397092053,0.187901079157069,-0.102656883275464,0.193379219530209,-0.926222602605719,-0.528850195072742,0.225853186312144,-18.5739820392374,-3.92690025183659,0.504331341693972,1.475,1.05,0.54,0.45,0.2825,-15.6248,-15.471,-15.46375,-15.470875,-15.570325,-15.496275,-18.5404,94.89559,78.9925,0.2462,-13.26,-13.56,-13.47,-13.46,-6.04,0.1,-2.58,1.875,-0.915,-0.48,214.5,253.6,255.9,259.1,-0.25,-0.1425,-0.33,-0.02,-0.4925,-0.36,-0.28,0,-0.105,-0.06,0.01,0.042,0.505,1.004,1.1735,2.092,3.064,3.532,4.529,0.321,0.5855,1.043,1.3655,1.5895,2.417,3.549,3.498,5.039,0.363,0.3825,0.997,1.19725,1.52275,2.3765,2.951,3.695,4.705,0.363,0.4565,1.051,1.5,1.54875,2.448,2.806,4.136,4.501,0.023,0.199,0.406,1.148,1.561,2.339,2.974,3.853,4.877,-3.2865,-4.42775,-3.424,-46.24,1.11667971082976,1.35309769123488,2.11771938469425,1.30282632390677,1.92210431728288,1.51749695752865,1.97059831975604,1.58228177132542,1.80940819860945,1.45296013587484,1.90996265697082,1.33562350360682,1.88162878007411,415.653195651518,417.858918807033,417.996125250823,418.000218459413,418.593528932575,417.774227995284,418.8037545745,416.687056492247,417.556564246388,417.839328511432,417.950860892813,419.262050854723,418.964003395369
1,2.75,2.22653904626552,-15.2106150233344,0.0474579585840417,0.160281484676659,-0.113158635157925,0.185114253463634,-1.08849174205658,-1.40793365134117,0.209316166040772,-19.1791145347383,-5.78732120007032,0.480060565817091,1.52,1.1,0.58,0.48,0.28,-15.883675,-15.641,-15.32075,-15.674325,-15.70625,-15.71625,-18.6296,94.871115,79.4675,0.2491,-12.77,-13.18,-13.08,-12.98,-6.14,0.1,-2.59,1.875,-0.9425,-0.49,217.7,253.1,255.4,259.2,-0.25,-0.15,-0.33,-0.01,-0.49,-0.37,-0.28,0,-0.1,-0.07,0.0085,0.041,0.50075,1.0065,1.17375,2.092,3.063,3.531,4.531,0.321,0.58625,1.043,1.3655,1.586,2.423,3.549,3.498,5.039,0.363,0.381,0.997,1.19725,1.52275,2.37575,2.9505,3.695,4.7045,0.363,0.45575,1.051,1.485,1.55,2.4485,2.806,4.1335,4.5,0.023,0.199,0.4055,1.1475,1.56,2.339,2.9755,3.852,4.877,-3.298,-4.4345,-3.433,-50.8,1.1328192483741,1.36577200646931,1.94555430377651,1.30981365616432,1.7654545748437,1.45603911628107,1.8438889519083,1.5574091391085,2.06344837450491,1.4637643884903,2.06727863993326,1.33207168140212,1.95980208641969,415.380274566864,417.999283795074,417.809050884217,418.072726130469,417.317579003456,417.301662494377,417.844576016503,416.386531931465,416.518049299401,417.619713086914,418.637072174462,418.986417960556,421.347714666431
1,3.25,2.2355923584561,-15.2784088801817,0.0463748142118697,0.184679856003704,-0.08359124196052,0.244323089841752,-1.31121649809801,-1.31579751225018,0.232381469930346,-15.9761245760598,-5.18462895875112,0.50486666521954,1.49,1.0475,0.57,0.49,0.29,-15.98035,-15.635,-15.32805,-15.473,-15.80265,-15.7244,-18.6738,94.848525,79.6225,0.2479,-12.5525,-13.07,-12.98,-12.98,-6.2,0.1,-2.24,1.875,-0.91,-0.45,219,252.1,255.7,260.5,-0.25,-0.14,-0.33,-0.02,-0.49,-0.37,-0.28,0,-0.1,-0.06,0.0095,0.039,0.49925,1.00625,1.17375,2.0915,3.063,3.531,4.531,0.32,0.58725,1.043,1.36325,1.58525,2.42275,3.548,3.498,5.038,0.363,0.3795,0.9915,1.198,1.519,2.37575,2.95,3.694,4.704,0.36325,0.45325,1.051,1.493,1.555,2.44675,2.805,4.13325,4.5,0.021,0.199,0.405,1.1475,1.56,2.338,2.97825,3.852,4.876,-3.31975,-4.4295,-3.422,-37.83,1.12953278251307,1.35594519541164,2.10431033047466,1.31432037390251,1.89716154188833,1.47712803339949,1.93403276265888,1.54665705725847,1.81147734323206,1.44641040545243,1.9127502117456,1.29805820020559,2.05058196957693,415.520113990277,417.926516201205,417.308891785669,417.837031309014,417.784935003804,417.205277006231,417.869593090707,416.758557174953,416.318357101258,417.697079563793,417.041792061113,418.873849065442,418.816136307833
1,3.75,2.22881469124924,-15.4573703751351,0.0500117049950014,0.161410761295651,-0.148467217726779,0.159926894147671,-1.07699794080394,-0.983682405930224,0.236266352702287,-19.9233863378415,-3.66099882347014,0.515126097695275,1.43,0.9775,0.54,0.46,0.29,-15.828375,-15.686,-15.29035,-15.357725,-15.8863,-15.81895,-18.9289,94.8166,79.5275,0.2426,-12.7975,-13.06,-12.97,-13.24,-6.23,0.1,-2.07,1.875,-0.865,-0.5,220,252.8,255.6,260.9,-0.25,-0.14,-0.33,-0.02,-0.49,-0.36,-0.28,0,-0.11,-0.06,0.0095,0.038,0.498,1.0085,1.173,2.091,3.062,3.531,4.531,0.318,0.5875,1.043,1.361,1.582,2.42275,3.548,3.497,5.037,0.363,0.37775,0.997,1.1985,1.518,2.371,2.95,3.693,4.703,0.364,0.4515,1.0515,1.491,1.554,2.445,2.805,4.13225,4.499,0.019,0.199,0.405,1.147,1.559,2.338,2.98,3.85,4.875,-3.32625,-4.45575,-3.4065,-41.57,1.08195603228845,1.28307758065939,1.94536461172174,1.2690411666571,1.81593110207356,1.4223908768941,1.77194450275367,1.53844025428792,1.81938826997265,1.39157775931948,2.04594859122649,1.27904821930843,1.97215950432801,415.89810940597,417.845792903629,418.475613018998,417.883675048115,417.875285139626,416.909651251988,417.646913364876,416.505963013056,417.185018876054,417.913528557565,419.64243683993,419.120298206017,420.769032677123
1,4.25,2.32025219818241,-15.4868765972919,0.0498080126295469,0.152909102627582,-0.0749914662394814,0.178258714175535,-0.872014923287978,-1.26350602497037,0.241254894862419,-19.2763781160224,-4.5093467757067,0.505987342023802,1.51,1.07,0.58,0.45,0.31,-15.88415,-15.746,-15.624475,-15.7071,-15.845175,-15.74535,-18.9288,94.74085,79.945,0.2377,-12.9275,-13.27,-13.2,-13.44,-6.08,0.1,-2.1,1.875,-0.865,-0.51,219.3,251.8,255.8,260.8,-0.25,-0.15,-0.33,-0.01,-0.4825,-0.37,-0.28,-0.01,-0.11,-0.07,0.008,0.037,0.49975,1.00875,1.173,2.0905,3.062,3.53,4.531,0.318,0.586,1.043,1.36,1.582,2.4255,3.547,3.497,5.037,0.363,0.379,0.9965,1.1995,1.52175,2.371,2.949,3.691,4.703,0.36425,0.4505,1.05125,1.494,1.554,2.445,2.805,4.135,4.499,0.019,0.199,0.4045,1.1465,1.559,2.338,2.97725,3.859,4.875,-3.321,-4.46,-3.399,-38.74,1.07302183820742,1.34778092756271,1.98859653160506,1.26907569448791,2.0214623009373,1.52973172004464,2.16546512219705,1.58438139952924,1.93026049602347,1.49481889763118,1.8265477131347,1.31936231132157,1.75514992242567,416.012222906387,417.815753553764,418.128097061073,417.463176300745,418.631177770828,417.307580726833,418.695568246818,416.916588498781,417.257521424403,417.787728204699,418.303374157655,418.979594791096,419.705652558245
1,4.75,2.3399092091964,-15.4927914997187,0.0483326698885412,0.160444852217108,-0.142481716849718,0.109766868509791,-0.82373886977964,-0.914321276808383,0.211484767452041,-15.6880845479204,-5.4470713276011,0.511798786557132,1.51,1.115,0.61,0.5,0.28,-15.9208,-15.847,-15.6614,-15.670225,-15.730525,-15.787625,-18.461,94.7616975,80.32,0.24495,-13.12,-13.46,-13.5,-13.49,-6.16,0.1,-2.14,1.875,-0.86,-0.54,218.6,251.8,255,260.7,-0.25,-0.15,-0.33,-0.02,-0.4925,-0.36,-0.28,-0.01,-0.11,-0.06,0.0065,0.0365,0.4995,1.008,1.173,2.0905,3.061,3.529,4.528,0.31725,0.587,1.044,1.359,1.582,2.425,3.547,3.496,5.036,0.3635,0.3785,0.996,1.199,1.52175,2.37,2.949,3.6985,4.702,0.3645,0.4505,1.051,1.49525,1.55075,2.445,2.804,4.135,4.498,0.016,0.199,0.4045,1.146,1.559,2.337,2.9765,3.849,4.874,-3.27175,-4.4035,-3.417,-42.03,1.13051018413596,1.32892488739216,1.87652974150802,1.25353269923404,1.58490157037428,1.44863016395454,1.74447370660674,1.57203446223206,1.77307699840789,1.44740011186733,1.92811338295112,1.2448806179188,2.00458479521405,416.182095591047,417.915542540614,417.873193958813,417.754721310656,417.491722279709,417.403037568062,417.510139997102,416.45588094387,416.683436550943,417.81893773774,419.493935706329,419.251967783952,419.846354790704
