DOY2,HR2,FC,FCH4,H,LE,WS,USTAR,PA,RH,TA,VPD,T_SONIC,TS_8,TS_7,TS_6,TS_5,TS_4,TS_3,TS_2,TS_1,NETRAD,SW_IN,LW_IN,SW_OUT,LW_OUT,PPFD_IN,G,CH4,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA
1,5.25,1.03767,-3.76451,-4.08112,2.39662,1.07502,0.093,101.845,91.25,9.15,0.945057776956063,14.5555,10.4235666666667,9.45573333333333,8.60506666666667,8.55273333333333,8.2334,10.6133333333334,10.7483333333333,10.5716666666666,-35.7310827170274,-2.0350212967345,324.976823068341,0.99381625441696,350.660055044544,0,-8.11205542408142,2313.522617,468.8955,9.79361,0.426772887677378,0.401554320872496,0.0698009047331759
1,5.75,0.920725,1.235,-5.17564,6.14466,1.27665,0.1085875,101.8755,91.2,9.115,0.844677486458434,14.2910000000001,10.4202333333333,9.4084,8.5284,8.62756666666666,8.33506666666666,10.5266666666666,11.045,10.8866666666666,-36.7378901729298,-2.43729294841457,321.899620909906,1.01590106007067,350.241368360368,0,-7.20300642184935,2270.25,466.451,10.0621,0.407092327393944,0.400639692713784,0.0807684516256706
1,6.25,0.8082905,-4.68627,-4.73196,5.80184,1.321195,0.107981,101.885,90.7,9.25,0.887428104570199,14.531,10.4287333333333,9.40623333333333,8.47756666666666,8.58006666666666,8.27006666666667,10.0466666666667,10.765,10.6066666666666,-41.2328573822789,-2.43729294841457,321.480648638988,1.01590106007067,350.057267904069,0,-7.07092248048099,2331.48,470.069,10.03095,0.400593434938567,0.465671247236122,0.0843797595385376
1,6.75,0.476431,-1.67826,-3.062575,5.38912,1.21889,0.109003,101.904,90.5,9.31,1.39293775698497,14.16,10.4140666666667,9.3234,8.18173333333333,8.31273333333333,8.01106666666667,10.0466666666667,10.41,10.36,-35.6978585098687,-2.31897775674397,320.387172607631,1.19257950530035,350.574391078064,0,-4.77873033110834,2353.9413735,471.373,9.91203,0.475229418281318,0.437890397245703,0.0933273807625608
1,7.25,0.980961,-3.26286,-1.06837,10.19955,1.16008,0.103705,101.901,90.8,9.26,1.52153910167725,14.538,10.4140666666667,9.30006666666667,8.30106666666667,8.4759,8.03206666666667,9.89333333333333,10.3033333333333,10.4533333333333,-32.788486915436,0.520586843350687,323.111142544755,1.28091872791519,351.418482738382,5.48271752085816,-6.32288372808493,2263.690217,470.133,10.2352,0.423944571848726,0.398341561979164,0.0953939201416946
1,7.75,0.236504,-5.54,1.226391,16.9311,1.153905,0.1117875,101.8855,90.2,9.175,1.8130816661863,14.69,10.4560666666667,9.26873333333334,8.45523333333333,8.41756666666667,8.3314,9.61166666666666,9.95,9.84833333333334,-9.03030292134595,22.1959299574065,322.276150873907,2.84893992932862,352.133893260827,53.0393325387366,-5.71719940243199,2302.701393,469.122,10.553,0.45469576175204,0.39676787676418,0.117461060953016
1,8.25,-0.46582,-7.70792,5.27259,27.8896,1.439835,0.123638,101.8855,89.15,9.52,2.70016651265386,14.8305000000001,10.4242333333333,9.22223333333334,8.7479,8.56756666666666,8.79023333333333,9.91,9.44333333333334,9.16666666666667,23.9737855558691,62.5177472787506,327.39040237113,4.59363957597173,356.071323920036,137.783075089392,-4.06564480735285,2333.55,465.9455,10.7678,0.476966198936154,0.427800714658406,0.14456832294801
1,8.75,-0.378835,-10.785,10.4721,36.20695,1.58765,0.1431775,101.884,88.3,10.005,3.14989909357635,15.1655,10.4074,9.20623333333334,9.18423333333334,8.91373333333334,9.10506666666667,10.1245,9.32,9.74083333333333,69.4328085376116,104.472314245149,326.807121947258,6.62544169611307,360.060106367472,232.896305125149,-2.78378604330271,2361.22,452.557,10.99035,0.531009865940596,0.480988446349733,0.178591667042867
1,9.25,-0.607953,-8.02,14.638,40.53685,1.57488,0.148541,101.8955,86.3,10.41,3.80791039132171,15.385,10.3834,9.20673333333333,9.51673333333333,9.21006666666667,9.54673333333333,10.815,10.3266666666667,9.35833333333333,128.002850933996,181.211547562707,329.902863073749,9.89399293286219,364.459873657985,409.594755661501,1.36941832037257,2300.998671,449.353,11.2074,0.497537938251949,0.469094873133357,0.184932420089069
1,9.75,-1.331995,-15.2,19.6714,57.5358,1.544755,0.1614735,101.902,84.2,11.425,4.86173992609866,15.2305,10.3834,9.20506666666666,9.94673333333333,9.58173333333334,10.1350666666666,11.6216666666667,10.6883333333334,9.65333333333334,111.32879176794,184.926644581165,329.626233547354,12.9637809187279,368.063825116081,483.611442193087,5.4895790597481,2177.4589655,441.913,11.0006,0.463743760284171,0.530579572193127,0.198368304214391
1,10.25,-1.18197,-8.86,25.1979,64.4326,1.75883,0.1800925,101.85,81.1,11.905,5.4840092833847,15.9245,10.4050666666666,9.31173333333333,10.6200666666666,10.0642333333334,10.7034,13.265,11.7566666666667,10.9966666666667,212.06849447501,277.543776620918,330.046556967236,16.5636042402827,370.733755773163,570.560190703218,9.8961388077845,2174.03168681818,437.399,10.8488,0.520586447258492,0.535679532467988,0.213059833671218
1,10.75,-1.150973,-5.86,28.3733,56.9671,1.885685,0.1856595,101.857,79.04,12.24,6.0849275534678,15.971,10.4117333333334,9.34673333333333,11.1134,10.4317333333334,11.2484,14.2366666666667,12.835,11.3433333333333,292.139988075945,359.488878371983,318.617951750595,19.6996466431096,374.217274583856,794.100119189512,12.2402921571697,2170.60440813636,432.36,11.227,0.56752073551779,0.579467332654045,0.2223735311609
1,11.25,-1.294335,-5.01,29.1948,59.12755,2.384185,0.1866335,101.8035,77.8,12.825,5.84495256937493,15.996,10.4267333333333,9.42506666666667,11.3984,10.9067333333333,11.7267333333333,15.3116666666666,13.7416666666667,12.5566666666667,325.400244880051,427.354472314246,314.371015053627,23.5203180212014,378.509000274566,940.166865315852,16.6653325655609,2167.17712945455,430.9945,11.4209,0.565339975387426,0.552315842997364,0.234413556879973
1,11.75,-0.941129,-2.49,39.6164,60.68565,2.49558,0.197971,101.769,75.78,13.21,5.90741143313907,16.02,10.4534,9.5084,11.4717333333333,11.2350666666667,11.8517333333333,16.2266666666667,14.24,13.0983333333333,362.838267371543,454.803596781827,314.584314751537,24.6687279151943,380.861333983434,991.65673420739,17.841807477458,2163.74985077273,429.2875,11.58305,0.601151736157255,0.566805242071092,0.247890920491308
1,12.25,-1.185825,-8.135,29.6152,65.2963,2.58094,0.194879,101.712,75.11,13.43,5.86865297275125,16.39,10.5167333333333,9.67006666666667,11.7834,11.6500666666667,12.1467333333333,16.62,15.21,13.68,363.205183669404,462.849029815428,317.76533285322,24.2491166077738,382.235961107713,1028.60548271752,18.5954904359691,2160.32257209091,426.323,11.7353,0.538418053189155,0.55151609224029,0.245560583156173
1,12.75,-1.11083,-7.42,24.92525,69.6783,2.80024,0.1994705,101.694,75.01,13.76,5.67657944700335,16.716,10.5017333333333,9.8134,11.8850666666666,11.7817333333333,12.1950666666667,17.0416666666667,15.655,14.9283333333333,344.644831219629,443.445338381448,318.086326443034,24.8233215547703,382.689547698716,992.84862932062,19.2034743509269,2156.89529340909,423.885,11.5445,0.576887622641143,0.545745784673002,0.256806859482449
1,13.25,-1.80383,-3.46,22.0798,65.4426,3.019075,0.2366955,101.683,74.515,13.64,6.31812918640885,17.199,10.4784,9.90006666666666,11.6800666666667,11.7334,12.1700666666667,16.83,15.795,14.975,340.369889848869,438.239469947942,318.915962445176,24.9116607773852,385.014046483912,966.626936829559,20.457651453437,2153.46801472727,422.027,11.7673,0.581100544830375,0.596276275384883,0.277114913136455
1,13.75,-1.63494,-3.46,24.451,68.05,2.97103,0.21749,101.699,73.94,13.735,6.3216208194758,17.337,10.4734,9.99006666666667,11.7800666666667,11.7134,12.4000666666667,16.9333333333333,15.89,15.2333333333333,298.217329816171,401.798390913393,319.609754689469,23.0123674911661,386.022588045212,826.221692491061,20.7997026384479,2150.04073604545,422.698,11.64245,0.598818837379052,0.603017412683913,0.264196896272458
1,14.25,-1.52012,-3.4185,13.7526,60.4847,2.75642,0.2182745,101.707,72.53,13.98,6.41930436547004,17.508,10.4850666666667,10.0950666666666,11.9834,12.0117333333333,12.4567333333333,17.1,15.8783333333333,15.0816666666666,256.315251030928,365.309985802177,320.353429704302,22.2614840989399,385.652534163723,776.340882002384,20.5548846198417,2146.61345736364,423.917,11.6464,0.608726564850983,0.569743392144607,0.237592064110426
1,14.75,-0.9145765,-5.25,11.6879,57.29015,2.82895,0.2261625,101.719,72.335,14.12,6.27646437335128,17.706,10.4767333333333,10.1900666666667,12.1267333333334,12.1759,12.5484,16.8666666666667,15.74,14.5933333333333,217.621814447644,315.428300993848,319.67022042183,20.0530035335689,383.963298807449,617.163289630513,19.9264152574174,2143.18617868182,422.342,11.6498,0.581423362915266,0.554308163299377,0.237063046209966
1,15.25,-0.7852545,-3.898315,2.3647,39.5386,2.606855,0.201305,101.7325,72.71,14,5.51479878602852,17.557,10.4800666666666,10.2500666666667,12.3184,12.3217333333333,12.4250666666667,16.9066666666667,15.8866666666666,14.6866666666666,142.985029147139,242.498816848083,311.601608156391,16.4310954063604,381.960771908596,427.771156138259,18.2593723103431,2139.7589,420.529,11.6811,0.612269709365398,0.508627595346325,0.230970482907927
1,15.75,-0.2394645,-0.23335,-6.68379,30.8546,2.43555,0.190128,101.758,73.86,13.93,4.30636397070523,17.8875,10.4684,10.3250666666667,12.1500666666667,12.2134,12.3534,16.75,16.0033333333333,14.98,73.9064289373463,166.067203028869,312.34386994325,11.9257950530035,380.729689004938,306.078665077473,16.5155578486378,2043.68,421.343,11.6444,0.543466536866529,0.472514799570739,0.207332859485962
1,16.25,0.566132,-3.56121,-8.0962,19.7983,2.332825,0.1552035,101.773,75.5,13.8,3.07382532762839,17.817,10.4800666666666,10.4250666666667,12.0667333333333,12.2009,12.2434,17.0983333333334,16.3166666666666,14.99,16.9375604779455,99.1008045433034,311.008324536136,8.52473498233216,377.723270089082,197.556615017878,13.9345831553834,2009.733002,418.411,11.7543,0.491846941422408,0.419486759330539,0.187614926868431
1,16.75,0.6395485,1.1365,-11.4234,10.6086,2.1559,0.143176,101.826,77.52,13.4,2.73866458765665,17.848,10.4867333333333,10.5067333333333,11.8434,11.9584,11.9934,17.2233333333333,16.87,16.0333333333333,-23.486845635077,40.70042593469,310.264189791332,4.10777385159011,374.512983497918,82.7175208581645,10.0857594121681,2018.471395,418.587,11.8098,0.483183195072014,0.439074025649434,0.159373774505092
1,17.25,0.678381,-0.735,-11.2731,11.297,2.02256,0.1390215,101.792,78.72,13.05,2.46720162457232,17.8125,10.4700666666667,10.5734,11.5900666666667,11.7942333333333,11.5850666666667,16.9616666666667,16.9083333333333,16.4966666666666,-59.7150891803703,3.36015144344534,307.919995147127,1.10424028268551,368.186963548632,11.4421930870083,5.63566610529102,2043.995658,420.445,11.66935,0.463440559520239,0.438281622659489,0.15099523633238
1,17.75,0.8447435,1.22,-8.52458,9.44161,2.03624,0.125456,101.763,80.6,12.88,2.03809669128202,17.66,10.4500666666667,10.5567333333333,11.3067333333333,11.4434,11.0834,15.9266666666667,16,15.9433333333333,-66.151623807267,-3.31282536677709,309.146767982545,0.750883392226148,365.435385672829,0.238379022646007,1.31771160207383,2093.406717,423.9715,11.4881,0.533239158352047,0.434786154333369,0.124498995979887
1,18.25,0.621641,-0.9599,-7.31731,7.013,1.69396,0.134409,101.771,81.6,12.65,1.61534226610773,17.347,10.4267333333333,10.5500666666667,11.1234,11.2300666666667,10.8067333333333,15.3233333333333,15.5,15.2233333333333,-61.2283912424788,-3.26549929010885,308.158672935538,0.795053003533569,363.987923991717,0,-2.58148630064784,2134.2915605,428.965,11.47285,0.488584690713903,0.430867729123452,0.1
1,18.75,0.670859,2.18,-7.323735,4.21357,1.64433,0.126474,101.787,83.05,12.48,1.61659058560151,17.009,10.4334,10.5500666666667,10.9334,10.8400666666667,10.6867333333333,14.39,14.8066666666667,14.6933333333333,-57.8008989311506,-3.12352106010411,309.509018985143,0.795053003533569,362.356482482083,0,-5.25576721001663,2200.441565,429.756,11.53685,0.45879952048798,0.460323799080604,0.104403065089106
1,19.25,0.674706,-2.13,-8.92198,5.280435,1.52191,0.127141,101.792,84.3,12.26,1.44115812287263,16.911,10.4100666666667,10.5067333333333,10.6600666666667,10.7767333333333,10.5634,13.6866666666667,14.25,13.8133333333333,-60.7792125243797,-3.17084713677236,311.21976337922,0.795053003533569,361.473267170257,0,-8.17402667883173,2132.902917,431.827,11.3901,0.461126880587111,0.457132365951045,0.09555103348473
1,19.75,0.758592,2.677545,-6.14711,3.645265,1.4296,0.105444,101.807,84.9,12.09,1.20397166291804,16.718,10.4067333333333,10.4834,10.5334,10.5400666666667,10.3234,13.7,14.0066666666667,13.74,-59.5094735811894,-3.02886890676763,309.367886858109,0.795053003533569,361.234155289187,0,-10.1754533099293,2176.695,435.644,11.2892,0.425780459861652,0.430597259628995,0.0785493475466219
1,20.25,0.7543545,0.879943,-5.65054,1.965535,1.32994,0.111414,101.832,85,11.71,1.10934037326936,16.432,10.4067333333333,10.4567333333333,10.3367333333333,10.4500666666667,10.1000666666667,13.4666666666667,13.69,13.6466666666667,-58.0198632887139,-3.02886890676763,308.816389939601,0.839222614840989,357.950500858489,0,-11.0341169158001,2160.375,440.5245,11.05655,0.458171365320881,0.476874197247031,0.0790569415042095
1,20.75,1.0958,1.39,-4.0292,3.02632,1.22695,0.119719,101.8475,85.3,11.24,1.14032746983928,16.405,10.4025666666667,10.4167333333333,10.1384,10.2400666666667,9.82006666666667,12.9183333333334,13.265,13.2566666666667,-57.1914357622428,-2.98154283009938,310.30744577097,0.92756183745583,355.432891278666,0,-12.7386843483117,2142.534007,443.827,10.86305,0.477612906440336,0.457875086973927,0.0744635966790453
1,21.25,0.805915,-0.6705865,-5.55275,4.10043,1.20525,0.1042195,101.8625,85.7,11.05,1.30455007767822,16.1105,10.3959,10.3900666666666,9.81506666666666,10.0184,9.74006666666667,12.1116666666667,12.74,12.805,-56.4282800275431,-2.74491244675816,311.626476582876,0.88339222614841,355.246104863544,0,-13.9299615030639,2177.59,451.8435,10.98495,0.463721398228706,0.41500088294985,0.0701050202867508
1,21.75,0.8984545,3.37,-4.45805,0.771343,1.22909,0.1015915,101.885,86.15,10.995,1.01845784843074,15.831,10.4004,10.3794,9.7284,9.86673333333334,9.5334,12.1716666666667,12.2916666666667,12.285,-55.1921892217632,-2.86322763842877,310.165534425843,0.92756183745583,354.333270531796,0,-13.9124544831363,2188.36,451.37,10.8021,0.417421181412952,0.402308359932405,0.0704981912520727
1,22.25,0.5170375,0.718245,-4.77965,2.958885,1.31374,0.107287,101.908,87.95,10.705,1.06240003492572,15.73,10.4000666666667,10.2880666666667,9.46006666666667,9.76673333333333,9.3234,12.01,12.35,12.3033333333333,-49.3315529665924,-2.6739233317558,313.314232981117,0.92756183745583,353.706352671176,0,-15.3114138340384,2198.3,450.8665,10.9694,0.369683648542913,0.411743852413123,0.0715541752799933
1,22.75,1.059245,0.054365,-3.75465,4.022105,1.38344,0.098506,101.897,88.2,10.59,1.25713905796765,15.6355,10.4152333333334,10.2584,9.49673333333334,9.6984,9.31173333333333,11.8966666666667,12.415,12.3216666666666,-49.9792789123893,-2.72124940842404,310.036590344608,0.839222614840989,354.270838807005,0,-14.3606979128613,2138.720269,454.3,10.6943,0.39498544942279,0.387638376763074,0.0718209605598487
1,23.25,1.13194,0.0298,-4.53329,2.4713,1.270445,0.09395,101.8875,88.05,10.51,1.1904610082568,15.3895,10.4299,10.2020666666666,9.36473333333334,9.57173333333333,9.2534,11.8283333333334,12.245,12.1116666666667,-50.5068885701746,-2.62659725508755,311.884193652354,1.06007067137809,353.566510971048,0,-14.7438508691152,2221.1,454.483,10.5941,0.436185097426851,0.407807363920359,0.0760252871514637
1,23.75,0.738896,0.026985,-5.695465,2.7215,1.09057,0.1027925,101.8825,88.7,10.28,1.18214565324414,15.291,10.4337333333334,10.1512333333333,9.29173333333333,9.3914,8.93506666666666,12.02,12.43,12.3333333333333,-50.3011975427973,-2.62659725508755,313.870933750672,0.92756183745583,353.239218359565,0,-15.5865634289657,2320.39,461.802,10.7365,0.424964267166965,0.440147809957491,0.0622353818298235
2,0.25,0.872975,-2.14411,-6.50816,4.69404,1.366765,0.102555,101.754,81.6,9.77,1.40552819027276,14.974,11.3925666666666,11.3092333333333,9.9484,10.31515,9.62023333333333,10.9233333333333,11.885,12.125,-63.1518872259993,-3.17084713677236,286.382845255204,1.23674911660777,348.880189393696,0,-14.459159201407,2167.120624,448.6605,9.66031,0.403856828513907,0.400028501653808,0.0848221937140423
2,0.75,0.41245,-1.91985,-5.24425,6.20298,1.40316,0.1162285,101.767,81.5,9.66,1.56253271100091,14.958,11.3907333333334,11.2587333333333,9.71173333333333,10.1414833333334,9.39756666666667,10.5166666666667,11.55,11.9633333333333,-62.7119560433889,-3.12352106010412,287.567412195626,1.23674911660777,348.605657329609,0,-15.0618155251613,2216.679797,450.3065,9.56334,0.376040592816505,0.438047294296077,0.0951002310009021
2,1.25,0.674513,-0.985101,-4.22489,7.298735,1.304445,0.1013775,101.783,82.4,9.52,1.52378820560623,15.18,11.3977333333333,11.1947333333333,9.51306666666667,9.9279,9.29523333333333,10.097,11.2666666666667,11.4166666666667,-62.3000115364383,-3.07619498343587,288.657007463173,1.19257950530035,348.011041009668,0,-14.695816619393,2215.422141,451.87,9.585105,0.411754771850995,0.41469381698816,0.0889364038611003
2,1.75,0.744301,-2.29614,-3.172525,7.76617,1.20777,0.0948,101.7755,83.05,9.265,1.58313913353759,15.293,11.3677333333333,11.1184,9.66373333333333,9.72356666666666,9.4144,9.91,10.5883333333333,10.8316666666667,-61.8508042104004,-3.09985802176999,288.997166148449,1.32508833922261,348.645479209926,0,-14.548884165767,2208.521579,444.823,9.56038,0.403090560544402,0.374114955595202,0.0887130204648675
2,2.25,0.718462,-0.287811,-2.62282,9.392715,1.18369,0.101914,101.7505,83.6,8.96,1.37996297120939,14.759,11.3767333333333,11.1100666666667,9.54773333333334,9.7184,9.33006666666667,9.93,10.67,10.8333333333333,-62.5662331684004,-3.07619498343587,289.063418808654,1.32508833922261,348.89700308754,0,-13.5738986209894,2226.396976,454.7825,9.56765,0.376828873628335,0.390593138700618,0.0819145896650896
2,2.75,0.5399585,-0.672339,-3.365175,5.83488,1.28523,0.0991,101.77,83.6,9.035,1.46414383101083,14.4295,11.3867333333333,11.0800666666667,9.78873333333333,9.9904,9.61406666666667,9.73666666666666,10.4166666666667,10.8066666666667,-63.678936945967,-2.93421675343114,287.42793494971,1.45759717314488,345.5642070143,0,-12.5411635739449,2230.457085,455.957,9.53612,0.403113248663879,0.367406166321047,0.080184347067015
2,3.25,0.813034,-1.995555,-3.15397,7.308595,1.36178,0.103915,101.7605,84.2,9.13,1.39981067324787,14.3685,11.4130666666667,11.0207333333333,9.65056666666667,9.97631666666667,9.5609,9.50333333333333,10.16,10.605,-63.3348462539257,-3.17084713677236,287.502510189083,1.36925795053004,346.489300508206,0,-12.0403019186917,2254.29,456.207,9.381275,0.388682873850851,0.388735373632858,0.0822119307806636
2,3.75,0.6460065,-0.912619,-4.48291,6.35071,1.385965,0.1078675,101.7365,84.6,8.85,1.35558425258176,14.1525,11.4159,10.9240666666667,9.55106666666667,9.7714,9.26506666666667,9.43333333333333,10.5566666666667,10.8333333333333,-63.0861319718863,-3.17084713677236,287.854135031427,1.41342756183746,344.735541603874,0,-12.0196750190518,2231.55,455.735,9.28972,0.407019535158074,0.375228562063127,0.0949748740446127
2,4.25,0.817882,0.0261,-4.16565,7.11236,1.37373,0.110398,101.726,84.45,8.655,1.25118555199086,13.9915,11.4510666666667,10.8667333333333,9.36106666666667,9.71006666666667,9.3904,9.18083333333334,10.67,10.6866666666667,-62.0289766563353,-3.09985802176999,286.838605350695,1.45759717314488,344.23888720075,0,-11.5873343829702,2290.74,456.673,9.159085,0.421655759376167,0.413110867093491,0.0949206544019602
2,4.75,1.023295,-1.199515,-3.34972,5.085475,1.41465,0.100679,101.745,84.3,8.56,1.24274370332321,14.084,11.4309,10.8424,9.35706666666666,9.51356666666667,9.2969,9.174,10.0866666666667,10.1483333333333,-62.1542742977739,-2.91055371509702,286.877970228149,1.41342756183746,344.604217049908,0,-11.9101883928789,2272.395,461.558,9.001085,0.381410539969729,0.395201214573032,0.088034084308295
2,5.25,1.15845,-2.56476,-4.67622,7.73693,1.55275,0.10964,101.711,84.55,8.485,1.37491504338536,14.455,11.4867333333333,10.8957333333333,9.42306666666667,9.7044,9.26406666666667,9.23,9.82666666666667,10.2733333333333,-60.680073781307,-2.98154283009938,287.355895069332,1.45759717314488,343.920485426027,0,-12.9603769195423,2193.16,459.045,9.002915,0.421896906838626,0.40795587996743,0.0925742944882649
2,5.75,0.576248,-2.130815,-4.41516,6.82075,1.3904,0.111598,101.732,84.35,8.365,1.44653435054986,14.285,11.4867333333333,10.8307333333333,9.26073333333333,9.61406666666667,9.20973333333333,9.33133333333333,10.23,10.39,-60.5180020493236,-2.93421675343114,286.215063020685,1.41342756183746,342.232243085256,0,-13.2348265245087,2218.716287,462.369,8.97229,0.463020517903905,0.426112661158994,0.10770329614269
2,6.25,0.425514,-0.630601,-4.00179,11.3105,1.28125,0.111458,101.762,84.9,8.11,1.53282759456139,13.5035,11.4242333333333,10.7175666666667,9.10073333333333,9.33856666666667,8.92173333333334,8.92933333333333,9.84333333333333,10.1116666666667,-60.2418041917378,-2.93421675343114,284.949660497001,1.41342756183746,343.806930848657,0,-14.9814614367929,2290.61823,466.141,9.221905,0.427608887464045,0.397802395341072,0.0916786856899354
2,6.75,0.633195,-1.40557,-1.980855,14.3804,1.3803,0.109258,101.7855,84.7,8.02,1.93086057166823,13.3200000000001,11.4275666666666,10.6324,8.9944,9.33956666666667,8.8979,9.04316666666666,9.26333333333334,9.75,-58.8768487280687,-1.04117368670137,285.986441403231,1.54593639575972,342.516968236175,1.60905840286055,-16.1457886475562,2289.676871,463.2485,9.2936,0.442377666705723,0.412826840212697,0.113578166916005
2,7.25,0.3136255,-4.02056,2.92701,27.71385,1.543255,0.1352605,101.82,84.75,7.9135,2.1600568521643,14.2305,11.4262333333334,10.5122333333334,9.00923333333333,9.35573333333334,8.8734,8.49266666666667,9.07666666666666,9.26,-27.2482489556083,18.0785612872693,285.320243678171,2.69434628975265,342.792450950992,36.5911799761621,-16.0826018295027,2366.433087,462.266,9.411755,0.435848023971282,0.433891885934484,0.148322437429924
2,7.75,-0.235609,-5.35517,6.85696,35.28215,1.67403,0.14682,101.8205,83.1,8.455,2.68070033338614,14.498,11.3767333333333,10.4354,9.2534,9.28273333333333,8.9334,8.05466666666667,8.53,7.92533333333333,17.3747230787849,75.8400378608613,286.982289557272,6.00706713780919,349.899280533294,146.722288438617,-14.6162848044064,2318.574152,460.6315,9.558755,0.458,0.453719076081225,0.167630546142402
2,8.25,-0.543456,-4.54979,17.5486,41.63,1.79579,0.162956,101.8345,81.25,9.325,3.42754472656525,14.795,11.3754,10.3400666666667,9.54673333333334,9.43973333333333,9.29073333333333,9.28466666666667,8.82816666666666,7.46666666666667,75.0504931612764,152.69758637009,289.301337238975,8.85600706713781,356.766845793764,317.759237187127,-10.622029719181,2318.1394165,453.74,9.60323,0.500651575449434,0.498324191666429,0.203960780543711
