DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_DIF
1,0.25,469.87031375,10.39885625,2710.758207,1.989955,15.581495,-3.35167425,-0.379716,11.509736,2.881764,0.210741,-0.003249,0.595205,0.246718,102.365,95.3,9.2075,1.64511975,19.353972,0.27484825,11.94,12.29,12.19,12.67,13.14,11.75,11.955,12.37,12.385,13.25,11.79,12.07,12.465,12.77,13.295,-25.56362975,0,0,-1.482618,2.380952,323.62047325,356.641263,-0.363196
1,0.75,469.6214255,10.2685055,2754.35498425,2.029923,7.6976675,-4.0462605,0.35480425,13.067786,2.6700795,0.22159325,-0.003553,0.56364725,0.248132,102.365,95.4,9.25,1.659866,19.3010135,0.255032,11.9,12.2825,12.155,12.655,13.1475,11.64,11.88,12.3825,12.3575,13.2775,11.69,11.9875,12.37,12.7625,13.3075,-25.6018465,0,0,-1.449275,2.313883,325.938717,356.21708675,-0.363196
1,1.25,468.415746,10.15072025,2817.9848705,2.11397075,13.060646,-4.68849875,0.279463,12.975462,2.8810095,0.215774,-0.00378975,0.5740745,0.2471535,102.36375,95.5,8.88,1.60423,18.89750075,0.2762405,11.8175,12.2275,12.1,12.64,13.1475,11.5175,11.825,12.385,12.34,13.27,11.6575,11.8925,12.28,12.7575,13.31,-20.5857015,0,0,-1.520961,2.2635815,324.0378805,355.378875,-0.363196
1,1.75,467.261035,10.227785,2883.73378875,2.114728,10.903123,-5.063267,-0.004832,11.621273,2.82982,0.216422,-0.003242,0.545621,0.252595,102.38,96.925,8.67,1.53309675,18.820458,0.282075,11.72,12.185,12.05,12.6425,13.1475,11.4425,11.795,12.28,12.325,13.2675,11.6475,11.7925,12.2,12.735,13.3075,-22.16884375,0,0,-1.533742,2.313883,324.62781,354.16595025,-0.363196
1,2.25,473.1685055,9.8905375,2900.932963,1.9860015,13.366203,-5.446485,0.639792,12.576894,2.954455,0.216498,-0.00293375,0.592855,0.264694,102.3855,97.125,8.6475,1.31932875,18.706463,0.308107,11.665,12.13,12.035,12.6275,13.14,11.3775,11.69,12.2475,12.305,13.2775,11.59,11.7225,12.13,12.7325,13.315,-21.49383625,0,0,-1.482618,2.313883,326.60926725,354.3609285,-0.363196
1,2.75,468.17537,10.00379725,2881.8154875,1.905777,17.5983535,-5.552171,1.2813385,12.548728,2.81948,0.229498,-0.00348,0.559372,0.2572505,102.388,97.725,8.755,1.2783455,18.582394,0.29650875,11.62,12.07,12.015,12.605,13.1475,11.2775,11.6075,12.21,12.285,13.285,11.5475,11.6725,12.08,12.7075,13.3175,-18.30771475,0,0,-1.175869,2.30012525,327.0757145,353.72277325,-0.363196
1,3.25,469.7668365,9.8423175,2889.6253195,1.86987825,15.825531,-5.97348,0.7501685,14.528721,3.095257,0.231348,-0.003022,0.573555,0.270084,102.3805,97.55,8.8,1.344248,18.512187,0.2980385,11.5475,12,11.995,12.595,13.14,11.2155,11.58,12.2025,12.2475,13.2875,11.465,11.61,12.045,12.675,13.3175,-18.25555325,0,0,-1.30749125,2.21328,327.8220545,353.020937,-0.363196
1,3.75,471.261642,9.8557215,2927.83252025,1.664941,13.763659,-6.5306265,0.567448,11.790829,2.8483795,0.21539975,-0.0048455,0.58704775,0.25937425,102.363,97.55,8.77,1.242091,18.3527565,0.300465,11.45,11.945,11.94,12.58,13.1475,11.175,11.4975,12.1775,12.2475,13.3,11.4175,11.5375,11.99,12.6275,13.3175,-15.586803,0,0,-1.122442,2.012072,329.210046,352.714758,-0.363196
1,4.25,473.76665675,9.56950075,2977.92544375,1.83182125,12.336924,-7.066953,0.584249,11.21950825,2.91556775,0.2195825,-0.00323525,0.561978,0.23868625,102.34825,97.6,8.51,1.27951,18.28605725,0.31469325,11.3875,11.89,11.89,12.565,13.15,11.1125,11.47,12.16,12.2425,13.3075,11.3525,11.43,11.925,12.6225,13.3275,-14.16842225,0,0,-0.96144675,2.21328,330.335115,352.714823,-0.363196
1,4.75,471.917545,9.548358,2962.55299125,1.97981875,18.407943,-7.649892,0.74506275,12.7991855,2.993463,0.22462275,-0.003771,0.57916375,0.25214975,102.3575,98.35,8.59,1.377857,18.25759375,0.295368,11.3075,11.8225,11.855,12.5475,13.15,11.0235,11.4,12.1075,12.2225,13.3,11.2575,11.3875,11.8725,12.5975,13.34,-14.77527375,0,0,-1.035197,2.112676,329.3328275,351.921995,-0.363196
