DOY2,HR2,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,T_SONIC_1_1_1,CO2_2_1_1,SC_1_1_2,G_1_1_2,G_1_1_3,SH_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,NEE_1_1_1,CO2_2_2_1,CO2_2_3_1,CO2_2_4_1,CO2_2_5_1,SC_1,SC_2,FCH4_1_1_1
1,0.25,381.1339552,5.320299994,0.408822,-0.455,-9.78583333325,-40.960195275,-1.6362185,1.1174975,0.09290075,100.71510725,62.6821524,-0.12881275,0.761658507,5.48125,8.6975,-79.31,-2.0020485,0.57241875,240.818,307.098,-15.720647405,0.84355775,402.785,-0.0668025,-11.1125,-10.6,-4.36788725,-0.1952975,0.2785365,0.245105,0.14375825,0.3706585,404.075,430.27499975,433.62499975,433.525,-0.55110075,-4.6244585,-1.524
1,0.75,381.16,5.165,0.480828,-0.45355125,-9.9375,-41.480801,-1.797337,1.147036,0.09478275,100.718,62.5884257175,-0.081336,0.79415480325,5.44475,8.6625,-79.0288725,-2.08689,0.50756775,239.7897,307.1015,-15.725435865,0.622878,403.0475,-0.025578,-11.1825,-10.67,-5.1313495,-0.220932,0.2804895,0.239378,0.14735,0.37,403.095833,432.33749975,433.98333325,434.52916675,-0.30368,-1.230556,-0.002381
1,1.25,381.2830223,5.226694012,0.3685565155,-0.433253829,-10.0275,-40.9573125,-1.0043265,1.12,0.098651,100.733,64.08655,-0.3176885,0.7189981925,5.3995,8.61,-77.25782,-2.0791495,0.496028,238.3431,306.8763,-15.71377849,0.3104815,404.0025,-0.3856895,-11.2,-10.675,-6.313604,-0.18906375,0.295059,0.255259,0.154269,0.336241,424.2875,433.8875,437.25,437.7541665,-0.635774,-1.194308,-0.27825
1,1.75,381.75,5.2691845,0.5620515,-0.34,-10.1625,-40.176252,-0.540914,1.22121,0.1170400055,100.74,63.87261,-0.391123,0.649084948,5.34225,8.5825,-76.5717,-2.0571505,0.50652,238.562,306.1863,-15.70390047,0.149441,404.6675,-0.3789175,-11.4225,-10.72,-6.76514025,-0.2217405,0.28690475,0.2405915,0.177042,0.55736275,419.32499975,434.34166675,436.9291665,437.04166675,-1.007735,-0.109349,-1.59825
1,2.25,383.12,5.2042565,0.53,-0.4221165515,-10.1950000025,-41.442284,-2.2637955,1.2192175,0.113861,100.7435,65.296572,-0.558079,0.68,5.299,8.5675,-76.6848,-2.11911975,0.52095775,237.677,305.4732,-15.716756405,-0.18982775,404.805,-0.0954845,-11.655,-10.8,-6.70262325,-0.2078465,0.30918475,0.255512,0.175597,0.376501,426.616667,434.216667,436.4916665,436.941667,-0.25778,-6.618891,-0.181849
1,2.75,382.7,5.160136833,0.3583185,-0.44470421325,-10.2524999975,-41.231144,-1.3716195,1.22387875,0.1001035,100.76575,65.69432475,-0.647137,0.672770339,5.25375,8.55,-77.646045,-2.0350025,0.581709,238.20825,304.90005,-15.7161395875,-0.26374025,404.74999975,-0.28991,-11.6975,-10.72,-6.417158,-0.19832925,0.33388175,0.268483,0.16356025,0.37118075,424.6958335,435.1333335,439.233333,440.5,0.030036,-1.563726,-0.67825
1,3.25,381.79,5.06,0.37917883,-0.2989245,-10.3075000025,-40.423507465,-4.373484,1.27510525,0.09646917475,100.77575,65.79183,-0.819183,0.679432274,5.2135,8.5225,-76.478525,-2.00514,0.552342,237.929775,304.9307,-15.7141958275,-0.581564,403.98,-0.25463,-11.9075,-10.76,-4.943277,-0.23157175,0.288138,0.272342,0.173089,0.2058295,424.995833,436.95,442.1583335,441.116667,-1.094655,-2.0746,-0.007729
1,3.75,382.4655074,5.09589475,0.395083,-0.41839885325,-10.37,-38.7248293,-4.55411,1.2717185,0.10227025,100.763,66.4334,-0.874897,0.6491528855,5.19225,8.49,-76.45442,-2.05041,0.5058895,237.7843,304.4593,-15.67744284,-0.670054,404.77083325,-0.1171105,-11.965,-10.685,-5.0530285,-0.22106075,0.2928905,0.251216,0.15957075,0.55027275,431.175,438.5083335,444.4333335,443.8583335,-0.29024,1.3781505,0.001462
1,4.25,382.600702,5.11694259375,0.3681585,-0.32601,-10.4316666675,-36.245751675,-1.241895,1.24035575,0.09499709275,100.7535,67.13754074,-0.740917,0.601413514,5.15,8.4525,-75.85936,-2.11,0.42672,236.41415,304.6883,-15.68543632,-0.696591,406.6725,-0.4282555,-12.0625,-10.73,-5.074985,-0.208183,0.2718,0.249945,0.143712,0.0867845,430.475,441.4166665,442.9416665,442.8,-0.5972685,-2.439754,-1.3905
1,4.75,382.4161011,5.1508791245,0.352669,-0.328427574,-10.5025,-36.73208625,-2.8906665,1.22193,0.0886895,100.77,66.410645,-0.76216,0.58066838825,5.115,8.42,-75.71404,-2.057242,0.4501465,236.818,304.261,-15.673530765,-0.722052,405.88,-0.347622,-12.1925,-10.8875,-4.292664,-0.2532745,0.284618,0.26192175,0.16191075,0.427308,431.4166665,437.5,440.8708335,442.58750025,-0.549082,-2.977416,-0.00622225
1,5.25,381.68,4.930821,0.273972,-0.41,-10.5316666675,-37.933919,-1.38607975,1.2368445,0.090094,100.7655,66.62113,-0.79264225,0.533288595,5.0785,8.3425,-75.98708,-2.001623,0.4715815,238.56,303.8218,-15.686686225,-0.865077,405.325,-0.170882,-12.245,-10.91,-4.608836,-0.20288175,0.287828,0.263039,0.1770555,0.199374,433.10833325,443.00416675,444.75416675,445.10833325,-0.407165,-5.75069133333333,-0.00170975
1,5.75,383.355,4.843614,0.413981,-0.4568021,-10.6300000025,-36.81011675,-3.027636,1.255,0.087023,100.779,67.22448175,-0.8888495,0.51553312,5.0425,8.3025,-75.36729,-2.1251205,0.4830045,237.4317,303.821525,-15.713249735,-0.7130455,406.065,-0.6082515,-12.27,-10.9325,-5.09266,-0.2328865,0.2814935,0.2923125,0.141566,0.3483735,431.033333,444.333333,445.675,445.591667,-0.748679,-8.52396666666667,-0.1109485
1,6.25,383.95,4.807249292,0.356062,-0.3447052615,-10.675,-37.4012415,-2.7668315,1.288435,0.099689,100.80875,68.860573,-0.968685,0.492594,4.98525,8.245,-73.6613,-2.058285,0.51163,236.52,303.2047,-15.693263045,-0.7567085,406.8575,-0.2810675,-12.325,-10.84,-4.69401775,-0.250959,0.291294,0.279598,0.140631,0.58462,431.2166665,444.4166665,444.7583335,447.63750025,-0.302376,-11.297242,-0.001314
1,6.75,383.495,4.9075,0.2716035,-0.46538883125,-10.7475,-37.84480575,-1.08394925,1.265859,0.093760739,100.819,68.3816295025,-1.09215575,0.47902369925,4.95225,8.19,-73.08373,-1.90234025,0.544977,234.3855,303.1085,-13.81857729,-0.824062,407.22,-0.8559255,-12.36,-10.825,-4.23812325,-0.231502,0.306867,0.267797,0.152925,0.5589045,431.97500025,446.05833325,447.516667,447.4083335,-0.185526,-14.0705173333333,-1.098
