DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.10830400292716,-0.00178939399039855,-0.273573580171826,-0.139781223255119,0.137331089086656,-13.3212951081351,0.0636326777270856,0.575892877242522,410.482621907856,3.65193198630093,418.772034795893,4.40583667424655,418.289785671739,4.64475478615215,418.925363410005,4.38091181725763,418.684054612862,4.57863310176521,419.109745190758,4.34933209995164,418.664734918501,4.84334587940074,419.631774465132,4.17147967522966,418.52858974693,5.05469098937073,2.11636099856959,-1.62386080553534,0.453203988635576,1.845,1.42,0.38,-1.96665,-2.549,-2.8034,-3.2719,-4.6799,83.67754,73.035,1.3461,-3.665,-3.095,-2.86,0.6,-2.12,1.2,-1.175,0.3,239.5,294.55,261.3,294.2,0.11,0.15,0.065,0.08,0.04,-0.17,0.07,-0.12,-0.867,-1.0255,0.2055,0.824,1.9505,4.985,8.01,8.6955,9.1875,-0.536,0.078,0.433,1.756,5.455,8.6805,9.646,10.3075,-0.86,0.727,0.29,0.605,2.801,5.469,8.048,10.136,-0.7985,-0.3915,0.856,2.263,5.4715,8.8465,9.6055,-0.6595,-0.3645,0.1515,0.6215,2.209,-2.71,-3.3145,-3.219,-41.85
1,0.75,0.191546234711814,-0.0188674392414373,0.455401811082579,-0.265846910721271,0.140471397228428,-12.6450166194882,0.121160552931194,0.651620547008102,410.567893124295,3.33762532001463,418.786627255838,4.51586458373669,418.112566060312,5.30785360169497,419.232170673556,4.39291164537563,418.344947260839,5.45039012533537,419.600724902087,4.37014375512751,418.834099268212,5.04253209232327,419.862743682124,4.15108643254685,418.966577275748,4.87670600216031,2.12762619472684,-1.74731317699656,0.483262401961063,1.79,1.36,0.395,-2.0758,-2.605,-2.84455,-3.5922,-4.9217,83.674425,74.73,1.2662,-3.67,-3.19,-2.85,0.5,-2.41,1.2,-1.135,0.235,243.25,293.9,262.3,293.6,0.1,0.145,0.07,0.08,0.035,-0.165,0.07,-0.115,-0.93,-1.0585,0.162,0.824,1.9505,4.985,8.0095,8.694,9.187,-0.5385,0.0645,0.4325,1.754,5.466,8.6805,9.645,10.3065,-0.9025,0.7235,0.261,0.601,2.8015,5.4685,8.0465,10.134,-0.8435,-0.431,0.855,2.2615,5.476,8.8475,9.605,-0.705,-0.3725,0.1265,0.62,2.211,-2.531,-3.337,-3.3875,-44.5
1,1.25,0.128375749145022,0.00124524394693473,0.382280908771203,-0.128592033633108,0.148689244762015,-10.6529123553785,0.193765205932602,0.547850026733718,409.92555782535,3.56648868202356,418.85219419012,4.45748670891541,417.891405454961,5.62189441690133,418.621544885281,4.29875469978159,418.045715650376,5.35811559689988,419.074064025474,4.24441385491435,418.344478521739,5.01056261913373,419.555089180704,3.99293122417302,418.925511533333,4.78787356038753,1.93837380788463,-1.83827072163416,0.406628202148581,1.835,1.38,0.375,-2.025,-2.823,-3.0174,-3.6584,-4.943,83.66467,74.55,1.2774,-4.33,-3.54,-3.1,0.5,-2.39,1.2,-1.225,0.51,235.75,292.55,258.2,292.4,0.11,0.15,0.065,0.08,0.04,-0.17,0.07,-0.12,-1.065,-1.1195,0.1065,0.824,1.951,4.986,8.009,8.6935,9.186,-0.535,0.0505,0.4325,1.7555,5.466,8.68,9.6445,10.306,-0.964,0.724,0.2595,0.598,2.801,5.4685,8.046,10.1325,-0.8915,-0.459,0.8545,2.2585,5.474,8.8475,9.604,-0.822,-0.3735,0.115,0.621,2.211,-2.761,-3.4385,-3.4885,-46.48
1,1.75,0.0309055943325157,0.0153164799078876,0.956884437223805,0.00859850238597637,0.138341838335465,-8.12678102743983,0.359713466600581,0.508912969310282,408.675540759043,3.46227546398576,419.191475075133,4.41695853384406,417.983321488956,5.16855293427506,419.708605127266,4.46629335392873,418.457734976772,4.90316744352448,419.611496885151,4.2899022860638,418.54118747619,4.85982295560564,419.521728960102,4.05550299348043,419.155497818182,5.23319634594263,1.87447908507571,-1.63288158462924,0.507767346936916,1.89,1.42,0.38,-1.9629,-2.393,-2.5458,-3.65025,-5.0468,83.661925,73.31,1.3232,-3.9,-3.455,-2.81,0.5,-2.22,1.2,-1.195,0.38,243.85,291.3,263.2,291.9,0.12,0.14,0.07,0.08,0.04,-0.17,0.06,-0.115,-1.109,-1.1395,0.0865,0.824,1.9505,4.985,8.0085,8.6915,9.185,-0.595,0.0515,0.429,1.7555,5.466,8.6795,9.6435,10.303,-0.9825,0.722,0.245,0.595,2.7965,5.4685,8.045,10.17,-0.9495,-0.53,0.854,2.2555,5.4725,8.8465,9.603,-0.9065,-0.3855,0.1145,0.6225,2.209,-2.913,-3.8395,-3.652,-40.29
1,2.25,0.120936643263475,-0.00468245764778807,0.965999839937639,-0.0798598746638695,0.126975654238085,-7.38285115666076,-0.0396036534573697,0.582232887722681,409.33641208777,3.40887291022398,418.738290879493,4.47367152234901,417.801730370816,4.7669695827109,419.094645935428,4.3450205967277,418.660366723333,4.84276089991122,418.933685585244,4.28227002745031,418.632999816514,5.24044444868388,419.526365927748,4.01886664054331,419.249087556651,4.83793661138518,1.82274582819885,-1.93950975430554,0.578488150046714,1.76,1.3,0.355,-2.29145,-2.84,-2.9711,-3.6498,-4.8392,83.66273,72.85,1.289,-3.625,-3.215,-3.01,0.6,-2.35,1.2,-1.165,0.26,241.9,291.3,266.6,292.1,0.1,0.145,0.06,0.09,0.05,-0.195,0.06,-0.11,-1.233,-1.212,0.0745,0.8245,1.9505,4.984,8.0075,8.6905,9.184,-0.721,0.0325,0.427,1.755,5.4525,8.6795,9.6425,10.304,-1.003,0.7185,0.2275,0.5945,2.791,5.468,8.0445,10.1305,-1.0265,-0.582,0.8535,2.2515,5.472,8.846,9.6025,-0.997,-0.417,0.112,0.6235,2.2065,-2.968,-3.784,-3.6775,-42.1
1,2.75,0.13540952098199,-0.00235027676830982,0.479259781997929,0.125416383812612,0.145534571473503,-8.61269764854343,-1.03731926398905,0.649123962055227,409.348819843078,3.65715794802234,419.423159178276,4.35936382783511,418.309895056033,4.50316449495188,419.393147166857,4.29587127652116,418.711666259259,4.7899215573479,419.309404842559,4.10538058805948,418.609402514768,4.83731965560072,420.248204028449,3.59888667132125,419.173330777778,4.67907664080427,1.84528507086446,-2.2545651391228,0.508486762183076,1.7,1.3,0.355,-2.8616,-3.045,-3.0018,-3.69105,-5.2544,83.66473,73.42,1.2369,-3.78,-3.155,-3,0.5,-2.27,1.1,-1.12,0.23,238.3,291.35,266.9,291.9,0.12,0.15,0.07,0.09,0.045,-0.165,0.06,-0.11,-1.242,-1.2765,0.0645,0.8235,1.9495,4.983,8.0075,8.689,9.183,-0.7415,0.0165,0.422,1.7555,5.4515,8.679,9.641,10.3025,-1.073,0.719,0.213,0.591,2.786,5.468,8.0435,10.13,-1.1665,-0.6105,0.8505,2.248,5.4715,8.8465,9.602,-1.091,-0.466,0.102,0.6225,2.2015,-3.001,-3.929,-3.63,-38.09
1,3.25,0.0811120091129858,-0.0180628844507949,0.408348586558943,0.204060696920208,0.120286789737942,-7.18933188994997,1.14361133960424,0.558757627899022,409.725150648665,3.50431214400589,419.661694999387,4.30628268803707,418.063771043046,4.42544044239625,419.835642036148,4.18139613809712,418.591695937468,4.23652268886388,419.828715011118,4.04112217425288,418.802617118421,4.45508036834699,420.105289205778,3.87020900741283,419.028402646307,4.57044680347548,1.9119537130209,-2.19498225176466,0.452792953786159,1.7,1.31,0.375,-2.6024,-2.896,-3.1759,-3.886,-5.4717,83.66334,73.88,1.1478,-3.905,-3.23,-3.3,0.5,-2.26,1.1,-1.12,0.385,243.1,291.5,267.8,291.6,0.11,0.14,0.055,0.08,0.045,-0.18,0.06,-0.11,-1.342,-1.348,0.057,0.8235,1.949,4.983,8.0065,8.6885,9.182,-0.7935,0.015,0.413,1.757,5.45,8.6785,9.64,10.3025,-1.137,0.715,0.192,0.587,2.78,5.468,8.043,10.1285,-1.244,-0.658,0.8435,2.2445,5.4705,8.8465,9.6015,-1.145,-0.487,0.0945,0.6185,2.196,-3.227,-4.386,-3.838,-43.24
1,3.75,0.1738513429417,-0.0225902417070109,1.74359370194291,-0.0834335448695624,0.137432826278497,-11.0565691597565,0.127328315846195,0.590297968577463,408.839552808943,3.41196128819356,419.29074962425,4.31741716759761,418.219446425886,4.34955165037301,419.32366142499,4.22954844549828,418.434512831126,4.32520132807467,419.468872821298,4.05550279983527,418.586704637584,4.220789634584,419.69071970865,3.93226842911607,419.204278801917,4.16073364753803,1.85948121947286,-2.30214843007073,0.48934050918571,1.63,1.28,0.39,-2.6086,-3.11,-3.2622,-3.9861,-5.24975,83.6472,72.99,1.2935,-3.765,-3.335,-3.37,0.5,-2.39,1.2,-1.115,0.42,245.55,291.45,266,290.2,0.105,0.14,0.055,0.08,0.04,-0.205,0.07,-0.12,-1.421,-1.407,0.0265,0.8235,1.9485,4.983,8.0055,8.687,9.1815,-0.9615,0.0145,0.3905,1.7605,5.45,8.6785,9.639,10.3005,-1.179,0.7135,0.181,0.5825,2.7825,5.468,8.042,10.1285,-1.3305,-0.708,0.8425,2.2405,5.469,8.845,9.604,-1.1675,-0.5425,0.0875,0.6185,2.19,-3.078,-4.549,-3.837,-39.96
1,4.25,0.125041422969774,-0.0276448269481643,1.83244844166176,-0.00819842873343284,0.125653332886111,-9.67716936658532,0.377904269597998,0.554352502686202,409.542632452241,3.43110149062327,419.262214247002,4.34903725352174,418.072434749309,4.41044420267504,419.542608305275,4.23889670596941,418.442871797468,4.36194393592565,420.084434404392,4.05365873845279,418.848591182597,4.63711796302874,420.230359428007,3.89588331312519,419.319373410702,4.62928259928465,1.70584121938701,-2.30838895944879,0.439920713382885,1.595,1.26,0.375,-1.8885,-2.647,-2.7843,-3.7037,-4.81685,83.63862,74.94,1.2851,-3.495,-2.9,-3.34,0.5,-1.805,1.1,-1.12,0.39,246.15,291.85,265.1,290.5,0.12,0.14,0.06,0.09,0.02,-0.165,0.07,-0.11,-1.406,-1.4395,-0.0035,0.8235,1.9485,4.983,8.0055,8.686,9.18,-1.0465,0.004,0.3935,1.7625,5.4505,8.678,9.638,10.303,-1.273,0.7015,0.139,0.5805,2.785,5.4665,8.041,10.1275,-1.42,-0.756,0.8415,2.237,5.468,8.8445,9.603,-1.1865,-0.626,0.088,0.6185,2.1825,-3.56,-4.235,-3.9015,-32.87
1,4.75,0.277233402652414,0.0212962537614261,1.62999854030199,0.246862024275343,0.134352932769945,-9.34448051898307,0.141406091329646,0.595014186478544,408.794381055365,3.60732378039424,419.933791209663,4.42595467888783,417.987359037313,4.84874650486806,419.03148390873,4.38704722800972,418.308472958509,4.94432628529865,419.723701205094,4.07396583390871,418.949258539936,4.82461107222083,419.460075952214,3.93919517554694,419.073912444332,4.62318187901625,1.90059118054863,-2.15993607600319,0.503257112693982,1.645,1.32,0.37,-2.607,-2.956,-2.9807,-3.7135,-4.839,83.64318,75.575,1.2832,-3.71,-2.975,-3.24,0.6,-2.335,1.2,-1.05,0.31,247.85,292.4,266.4,290.8,0.11,0.14,0.06,0.09,0.03,-0.17,0.06,-0.11,-1.511,-1.4955,-0.0315,0.8235,1.948,4.982,8.005,8.6845,9.1795,-1.015,-0.025,0.3955,1.7615,5.45,8.678,9.637,10.302,-1.3195,0.68,0.1625,0.581,2.7875,5.4655,8.04,10.1255,-1.422,-0.7925,0.8425,2.2305,5.4685,8.8455,9.602,-1.2555,-0.6185,0.082,0.6185,2.1745,-3.791,-4.4465,-3.9375,-37.475
