DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_A,TS_2_2_A,TS_2_3_A,TS_2_4_A,TS_2_5_A,TS_2_6_A,TS_3_1_A,TS_3_2_A,TS_3_3_A,TS_3_4_A,TS_3_5_A,TS_3_6_A
1,0.25,-76.03,-44.6398,-0.05705,-7.1651,-0.04211671179,0.13025,395.0656,6.373,5.7668715,86.5316,4.516,49.3596,2.06,5.891,44.4720536,2.18655,0,0,254.9,326,2.334,0.0259,-0.03707485,4.8,8.9,10.4,6.3543,8.35035,10.5725,11.429,12.663,13.8435,6.90265,8.4956,10.9625,11.6155,12.611,13.803
1,0.75,-75.59,-44.3286,0.0862,-8.070210196,-0.05225,0.1342,394.6946,6.2787,5.5673,86.52848,4.279,49.3743,2.041,5.746,45.464694085,2.212992901,0,0,253.85,324.85,2.0375,0.0054,-0.0266226,4.5,8.75,10.335,6.07155,8.1195,10.5555,11.4445,12.6605,13.8405,6.60335,8.23245,10.9015,11.6285,12.6105,13.799
1,1.25,-75.05,-43.126167275,0.01495,-6.3849,-0.0445,0.1309,394.933,6.2189,5.3499605,86.524955,3.923,49.865352545,2.0175,5.502,45.50375,2.1900865,0,0,253.95,323.5,1.7565,0.005375,-0.0333,4.3,8.5,10.3,5.8109,7.86785,10.5375,11.452,12.665,13.848,6.3408,7.95865,10.849,11.624,12.607,13.8045
1,1.75,-74.02,-42.4224,0.0306,-7.536899237,-0.0464,0.1299,394.4238,6.299299778,5.22371,86.525045,3.729,51.924,2.058,5.378,47.1124,2.207593266,0,0,252.6,322.7,1.658,0.01069999999,-0.0382,4.1,8.4,10.2,5.54165,7.67365,10.5265,11.4595,12.6585,13.837,6.09745,7.7501,10.796,11.614,12.6135,13.8015
1,2.25,-73.72,-41.2359,0.099089765015,-6.5836,-0.03582453843,0.13282145,394.91,6.277022805,5.25755,86.53005,3.526,53.47490932,2.076,5.285,48.3431,2.23433433,0,0,251.6,321.5,1.3495,0.0051005,-0.0317,3.8,8.1,10.2,5.276,7.4519,10.4995,11.4735,12.6535,13.8375,5.8701,7.52945,10.758,11.609,12.6075,13.792
1,2.75,-73.22,-40.82165295,0.0342,-7.4506,-0.051019626545,0.13115385,395.35085,6.2908,5.009144,86.52723,3.339,53.05857904,2.051,5.131,48.07265,2.1893,0,0,251.05,320.45,1.235,0.0054,-0.0355,3.51,7.9,10.1,5.03705,7.1903,10.47,11.4855,12.65,13.833,5.62325,7.29635,10.704,11.5995,12.6085,13.793
1,3.25,-72.29,-39.9351,-0.0199,-7.187973012,-0.038696041785,0.13405,395.38925,6.2702217865,4.5496555,86.5263,3.139,54.8973,2.079999999,4.5955,49.4353817,2.27015,0,0,250.85,319.45,0.8935,0.0054,-0.048,3.24,7.7,10.1,4.885,6.9583,10.435,11.4935,12.648,13.8325,5.4023,7.0399,10.657,11.6075,12.599,13.7905
1,3.75,-72.05,-39.8521,-0.012,-7.181933264,-0.051766136235,0.1337,394.9729,6.2496,4.293191,86.517845,2.765,55.5934,2.04,4.3815,50.61526853,2.23385,0,0,250.45,317.7,0.621,0.0107,-0.0245,3,7.5,10,4.6864,6.7284,10.3915,11.4905,12.6435,13.829,5.216,6.7635,10.607,11.609,12.5995,13.786
1,4.25,-71.38,-38.55919734,0.0858117619,-7.2701079305,-0.04135,0.1253733,395.0156,6.2335,4.255,86.5058,2.664,56.2419,2.053,4.16,51.114752545,2.2671,0,0,250,317.15,0.5495,0.0101,-0.0263452,2.8,7.3,9.9,4.45715,6.50255,10.3575,11.4915,12.6465,13.821,5.0234,6.50635,10.5435,11.6075,12.5955,13.7885
1,4.75,-70.775,-38.0913,0.0017,-7.076823637,-0.0432,0.1294184,395.1748,6.2097,4.0821,86.5047,2.617,55.9626,2.055,4.0805,51.471,2.2297,0,0,249.35,316.4,0.264,0.0101,-0.0333,2.59,7.1,9.9,4.2073,6.2813,10.308,11.4845,12.6395,13.833,4.81985,6.26505,10.4875,11.609,12.601,13.78
1,5.25,-70.44,-37.4526,0.1015143596,-7.326561808,-0.0511,0.1295,394.9053,6.2581,3.992955,86.50655,2.377,56.7398,2.073,4.1015,51.770919695,2.2119,0,0,249.45,315.75,0.083,0.0125,-0.0348133,2.3,7,9.8,3.99935,6.049,10.254,11.4705,12.643,13.826,4.5062,6.0565,10.448,11.6215,12.5965,13.778
1,5.75,-70.065,-37.3182,-0.0085,-6.782719681,-0.0522,0.1334065,395.0977,6.2346,3.7782,86.514975,2.21,55.8823,2.047,3.946,52.089293245,2.2567,0,0,248.75,314.9,-0.15,0.010201,-0.0431,2.2,6.8,9.7,3.7971,5.8165,10.215,11.4525,12.637,13.8285,4.27895,5.8792,10.4105,11.623,12.5895,13.7795
1,6.25,-69.505,-37.1611,-0.11195,-6.876917738,-0.05325,0.13015,394.7915,6.1976,3.417992,86.5403,1.92,57.7894,2.024,3.5125,53.0253,2.255365227,0,0,248.95,314.1,-0.206,0.01414,-0.0479859,2,6.6,9.6,3.63475,5.66835,10.188,11.4515,12.642,13.8215,4.11045,5.7095,10.375,11.63,12.587,13.779
