DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,LW_IN,LW_OUT,VPD,CO2
1,0.25,3.71592176,8.072567885875,16.0231605825,1.2893475,-0.262338429999997,-0.0202425699999999,100,0.254762605,102.2116,1.598241,12.6719225,0.062798925,0.057181675,3.76723825,1.959003,1.6640695,2.47672074999999,2.8789565,1.0726357,2.677838625,293.3425,303.204,2.620595,647.50675
1,0.75,2.955103112975,9.45053999999998,16.55565,1.25544025,-0.936960750000014,-0.0241245750000001,100,0.2582277,102.3453,2.08095475,12.7793399999999,0.0639635974999999,0.0167321549999994,3.93515525,2.650221,1.88318424999999,2.65556824999999,2.23174475,1.650725875,2.44700675,296.5575,300.57425,2.3343,649.895
1,1.25,3.59492,7.3607321693,11.9235408622499,1.37525,-1.82762800000002,-0.0370988450000002,100,0.279559875,102.1882,1.836643,12.1896,0.06552394,0.00639544274999943,4.25911725,2.71055825,1.66735775,2.54624425,1.8377475,1.701695,2.193728375,294.105,304.378,2.1368,656.878
1,1.75,3.81406699159999,14.21434,35.07465,1.11672925,-1.05901125000001,-0.0405615900000001,100,0.29895955,102.293475,1.91742575,10.77135,0.0588033374999999,0.00591101749999988,4.312055,2.53923725,1.58744975,2.41008325,1.62382875,1.6262825,2.016956,299.527,307.4105,3.006095,672.628925
1,2.25,3.6713064822,10.374956,13.05875,1.29944524999999,-1.27208987500002,-0.047298975,100,0.257365,102.128425,1.89115274999999,11.8587,0.0594352725,0.001174455,4.16687225,2.3044425,1.4743895,2.29686325,1.49858675,1.55957425,1.897725,298.30225,309.1565,3.3635375,678.9306125
1,2.75,3.9998663602,9.172985,12.5785295135,1.419055,-0.29696412500002,-0.05221868,100,0.2794411466,102.1486,2.9386265,11.0836,0.06251865,0.01698957,3.97752475,2.1511815,1.3157855,2.19348025,1.437618,1.490616,1.80997025,301.73625,307.53825,2.87348,684.110395
1,3.25,3.1660521585,7.77058475,14.97612,1.116225,-1.51399025000002,-0.0617830725,100,0.309916477075,102.133475,1.96089775,11.7164,0.06558115,0.0162159349999997,4.170507,2.07326775,1.257181,2.09679575,1.41019175,1.43672625,1.734002125,301.28275,304.774,2.6570425,676.709945
1,3.75,4.3107405456,8.45360669734999,8.6834788024,1.09324975,-0.933409250000006,-0.0667395375000002,100,0.303241175,102.116025,1.94719425,11.53725,0.0595943875,0.0041050129999997,4.23298625,2.00799275,1.2115695,2.02240175,1.381894,1.379365125,1.68429775,297.664,303.1945,2.86446,718.3462875
1,4.25,3.2122781229,10.892140846,35.1778749999999,1.20135875,-1.21634425,-0.0504171075000001,100,0.2843362176,102.287925,1.88478549999999,12.5071875,0.064886425,0.0311959975,4.871046,1.95160125,1.28089925,1.951303,1.3658415,1.33391475,1.64378525,298.23325,303.59075,2.80724,733.6081875
1,4.75,2.36010261875,10.2569205,10.082081,1.402072,-1.07827,-0.0519738025000001,100,0.278113566325,102.108,2.82369075,12.757065,0.061972865,0.00480469674999941,4.374956,1.90191075,1.24600075,1.898314,1.371016,1.2979003625,1.511666375,298.992,302.114,2.78816,766.33734
