DOY2,HR2,FC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_4_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,3.51840749470822,12.5572966473973,1.10956174362453,7.00959064815994,12.267006372907,1.74655971820411,462.079172349957,15.8344368810772,502.466943017108,14.558612909835,453.219427528529,11.0847118815329,451.920675964045,8.94857867604358,443.355044345432,6.91940204210894,458.855285685042,14.3877462887198,449.691979962984,10.4911852227465,450.232136087411,13.5678186625024,450.31318004523,11.0545584744733,470.10876115651,13.2488293599678,469.510793013129,11.1462819631114,6.89625531127171,16.2234301555027,0.806138417563702,5.8815,4.752,2.231,0.93,15.5494425,14.6056,15.28648,15.439025,15.565625,14.930245,100.4094825,98.10275,8.43661,14.51525,14.113,13.6055,14.1415,1.945,-0.0452500000000001,3.22,-0.4215,1.522,384.995,392.8525,397.515,389.4775,0.29,0.3505,0.21225,0.1405,0.38,0.29,0.79125,0.09,0.17025,11.37035,11.4076,11.277675,11.6013,12.952725,13.981575,15.7427,12.0166,11.25205,10.938025,10.895,11.17985,13.628875,12.07955,11.913525,11.917225,11.51145,11.546175,12.2914,12.234775,12.6276,13.395425,14.608425,11.35325,10.7943,10.677075,11.225625,11.605675,12.607825,13.23635,14.488025,11.003875,11.6446,11.02195,10.93595,12.317725,14.373025,13.674925,15.07115,7.93,4.16985,5.6978,2.48025
1,0.75,3.71134960910919,31.3788723692658,1.04401137290902,8.67717401836157,3.94650682713679,1.76340492250257,461.66948745295,16.6796100257845,489.629674157632,12.0757395362751,451.653307743181,12.1604513996628,471.856357445488,11.0480870798192,441.621039923876,11.3647286525858,462.703274448345,10.9049992832348,447.146586955411,12.1053368201336,475.302706632895,10.6475514414791,450.346144860674,12.2407991548089,478.177742138348,10.6775291170096,472.755484961539,10.7592499533097,6.97741615141211,16.0863284899533,0.786545109922202,5.8715,4.676,2.1775,0.931999999999998,15.3409375,14.86475,15.15668,15.2722975,15.369825,14.5744225,100.3817635,99.358,8.2067925,14.842,14.5935,14.123,14.46275,1.91,-0.0180000000000003,3.205,-0.47575,1.381,389.53,391.645,396.0325,389.9475,0.28,0.3505,0.2045,0.14,0.3705,0.28,0.8005,0.09,0.17025,11.33825,11.478,11.284175,11.596525,12.9488,13.9781,15.74115,11.927975,11.278,10.967575,10.904,11.18595,13.628575,12.076525,11.983025,11.7154,11.541375,11.557125,12.2981,12.233,12.622625,13.393525,14.6097,11.309875,10.82255,10.658875,11.2225,11.602,12.60615,13.2354,14.486075,10.941425,11.780225,11.042125,10.943275,12.302425,14.36605,13.6724,15.06915,8.4684,5.4395,6.4669,2.82
1,1.25,2.71627148568068,70.7595646026081,1.01487229059989,6.58021305188643,31.3764434803027,1.81523297933384,459.506026952364,18.0292552258542,495.352852848577,15.7309327724947,450.494707154351,11.9609378700446,456.02854863763,10.9572778702782,443.708310294111,9.35533387643307,439.640001804004,16.9195786632067,448.675279422937,12.0944236106104,450.429366719836,14.9723041134029,448.376965267955,11.4255498437659,473.795077706168,14.5047935406846,462.451617897708,12.3214260440573,6.83661309666665,16.2764503614257,0.998524276741511,5.91925,4.652,2.181,0.886,15.53181,15.70575,16.26372,16.3132425,16.416865,15.063135,100.3727315,99.31475,7.88982,15.22875,14.8945,14.433,14.812,2.7,-0.0457500000000002,3.615,-0.4,1.55275,385.905,395.2225,393.5075,392.455,0.29,0.35,0.233,0.14,0.38,0.28,0.79075,0.09,0.17025,11.29505,11.4739,11.2926,11.5917,12.945875,13.973625,15.73915,11.644775,11.28335,11.000825,10.914975,11.19105,13.627275,12.071575,12.03725,11.599075,11.57135,11.5691,12.305575,12.231675,12.61765,13.391625,14.6086,11.49955,10.851775,10.642675,11.219075,11.596375,12.605925,13.233475,14.484025,11.035225,11.85505,11.063275,10.935475,12.3121,14.36295,13.667875,15.066425,7.61325,5.458,6.6362,2.3995
1,1.75,2.28802654183694,10.7048427903611,1.03850225172065,16.3089821439744,20.286730340315,2.0545802421462,458.174474737106,19.0087320621194,491.865689224066,14.9837300124337,456.910418958545,12.0974274209044,447.00363165208,8.56913866628292,444.662258422311,10.049856092726,452.156689336861,15.2965551636837,453.634026517258,11.1902875931053,451.946044237757,15.1727016112218,455.608202501602,12.2247913406558,464.218481314231,14.9204860652852,470.084612802702,13.6983096045471,7.06924907740524,16.8963656174512,0.719110144927432,6.05225,4.606,2.013,0.84625,15.7451,16.062,16.79062,16.887115,17.089555,15.2548625,100.3877195,99.218,7.92474,15.65175,15.0485,14.4955,15.16125,2.11,3.46944695195361e-18,3.205,-0.40575,1.40075,385.365,396.7275,393.515,394.7275,0.29,0.35,0.2445,0.14,0.38,0.28025,0.821,0.09,0.18,11.475525,11.443,11.300075,11.585925,12.94195,13.96915,15.736425,11.3705,11.443175,11.032025,10.92895,11.193225,13.624625,12.068525,12.0694,11.76765,11.6041,11.582125,12.311275,12.229125,12.6127,13.3895,14.6075,11.70305,10.870375,10.659725,11.21655,11.591225,12.6048,13.231525,14.479075,11.304825,11.8773,11.079625,10.9173,12.324075,14.363725,13.6634,15.06415,8.503775,5.8593,6.991,2.13
1,2.25,1.96504974866393,9.90971958587216,0.97590415152721,14.2607026049982,15.1933491733627,1.92316428343568,450.547637483056,19.5773205881532,495.993974949879,15.0124226330368,455.968833239977,11.3114296311641,448.121576814468,11.0514581051358,441.420443508814,11.228943040885,443.421090442599,14.5218640047711,451.124315370766,11.2253684781103,454.538974492096,13.8406277215147,456.587400777651,11.224862327295,466.991661575512,13.4450479487473,470.806966015687,11.4135723432358,7.13113949820366,17.1424063579255,0.737376810267064,5.83375,4.453,2.005,0.786,16.047005,16.3534,17.15836,17.280355,17.450485,15.79097,100.3788795,98.13875,7.16102,15.9875,15.567,15.1015,15.554,2.025,0.0204999999999998,3.6,-0.40575,1.46675,391.9525,398.305,394.7775,397.6075,0.28,0.35,0.25525,0.14,0.38,0.28,0.843499999999999,0.09,0.19,11.67,11.396,11.2848,11.58015,12.93705,13.9652,15.7337,11.38575,11.60855,11.06015,10.9439,11.1954,13.61875,12.06445,12.0546,11.95885,11.63865,11.5952,12.316425,12.2258,12.607725,13.386825,14.606175,11.657025,10.88125,10.671975,11.213025,11.584125,12.603975,13.2296,14.476075,11.5668,11.8772,11.093125,10.900125,12.33605,14.36195,13.658925,15.062425,9.580575,6.1222,7.18360000000001,3.02649999999999
1,2.75,2.77116785296055,10.2155402010137,0.984349610747119,10.7075600815855,4.85467062349668,1.81708384436749,457.068377649922,19.5228693326356,512.256126680268,12.3032466297968,461.216125582588,12.5744005231977,442.533810556037,11.2414174293523,444.462851220317,6.59474089250971,465.928854849895,11.4300534133578,456.01103681295,12.4794212262423,468.842186206209,11.0941316983512,457.997601554167,12.3637214826413,478.192212721869,11.2200349607704,466.796127769067,11.7864223108459,7.00644555459275,17.0056189839242,0.811933866251142,5.92075,4.644,2.141,0.83125,16.211045,16.537,17.42286,17.540415,17.675655,15.9495925,100.394765,97.957,6.55264,16.11825,15.821,15.3625,15.65475,2.105,-0.06875,3.2,-0.43575,1.40375,388.435,399.195,395.8475,398.1225,0.29,0.3505,0.273,0.14,0.38,0.29,0.83,0.09,0.1705,11.833825,11.3563,11.27055,11.5749,12.933125,13.960725,15.731425,11.506,11.7529,11.0879,10.96185,11.1959,13.61445,12.0604,12.05,12.12735,11.677125,11.610275,12.32235,12.2248,12.602775,13.384925,14.605125,11.66125,10.948725,10.691075,11.215325,11.57845,12.6029,13.227675,14.4741,11.685925,11.88935,11.107625,10.8957,12.3467,14.361175,13.65445,15.06015,9.90865,6.39379999999999,7.50764999999998,2.61
1,3.25,2.75794365289341,6.99499325092145,0.97018212323633,11.0026471402383,16.325112675806,1.79421165543778,458.346857073958,19.4112718495362,508.339447161462,16.6277089222948,458.388702019693,12.5107500514086,494.370185190375,10.9818753078892,453.216877733629,11.517782050533,443.121716026927,18.2800082106784,450.129459977665,12.5326797568624,460.009451930879,16.1476515843453,463.063869681813,11.1239472600584,466.404915645173,15.7991281480959,474.016849876698,12.3261572200429,6.92261450889149,16.8934524865774,0.933404027241884,5.56,4.455,1.922,0.855,16.29796,16.4698,17.45296,17.56522,17.71105,15.893715,100.3915415,97.708,6.6042375,16.082,15.7915,15.332,15.57225,1.605,-0.08,3.1,-0.46575,1.48375,389.6025,400.285,396.52,397.71,0.28025,0.36,0.26225,0.14,0.38,0.29,0.7305,0.09,0.18,11.88025,11.347,11.256325,11.569125,12.929225,13.95625,15.7287,11.59735,11.843525,11.114,10.980125,11.197075,13.61275,12.0554,12.032975,12.262675,11.7023,11.62635,12.314325,12.223025,12.5978,13.383025,14.60505,11.684475,11.018075,10.70825,11.216675,11.5733,12.60305,13.225725,14.472075,11.6956,11.913425,11.1211,10.908825,12.34905,14.359625,13.649975,15.05815,8.8636,4.00317500000001,6.17825,1.74225
1,3.75,3.1224412940283,8.56173001998147,1.01035150908223,10.6464970647886,17.0454658371138,1.83883660709208,457.571417848618,15.9965200694171,495.0378556188,14.0532630632229,462.275642755125,12.4180985632575,451.907362667289,11.5950409052662,438.693172249263,11.0332772332432,454.684942917263,14.0051120021176,447.807866282426,11.1993039303671,459.152674927212,13.4074569030881,459.203196229903,12.4017907985388,463.34541487648,13.3651945436884,467.571090029889,13.3329485169265,6.48219861845553,16.725810634412,0.777576285374127,5.68675,4.45375,2.281,0.945,15.83976,15.7548,15.69204,15.8485775,16.37588,15.716085,100.364236,97.318,6.6532125,15.73725,15.109,14.5635,15.2045,1.7,0.1425,3.3,-0.383500000000001,1.3205,390.705,396.5125,397.2025,393.97,0.28025,0.3505,0.243,0.14,0.38,0.29,0.83025,0.09,0.17025,11.887325,11.3506,11.242125,11.563875,12.9253,13.952775,15.7267,11.66405,11.885625,11.137775,10.99805,11.198375,13.6083,12.05235,11.99495,12.37615,11.72165,11.642475,12.303975,12.221475,12.592825,13.381125,14.604025,11.699325,11.078525,10.7225,11.217025,11.568675,12.600725,13.223675,14.470075,11.700975,11.92115,11.134525,10.922,12.333575,14.3573,13.6455,15.05615,9.88955,5.64335,7.32125,1.5475
1,4.25,1.98676879076337,7.76159541607483,0.967942568558952,11.7039321798774,6.95157260253855,1.82962496078474,466.277428848671,15.6156171333278,512.522404782535,13.7824252938471,464.87472557822,11.0536234874972,451.884693720612,9.64547591524769,457.247607261327,8.92519282105858,450.026928006927,14.9415124499903,456.953138491734,10.691367441658,458.583163776568,13.9384311308201,461.163935586734,11.2598203364513,464.962818803026,13.7734948798318,475.505865128181,11.0608348954106,6.3172920471097,16.5882684501523,0.68337302871155,5.5715,4.11,2.11,0.8325,15.77249,15.4901,15.50576,15.66874,16.57197,15.63603,100.3371555,98.49,6.525865,15.87225,15.174,14.649,15.34425,1.6,0.122999999999999,3.1,-0.28,1.521,385.74,396.0525,394.02,393.7675,0.29,0.3505,0.20075,0.1405,0.38,0.29,0.841999999999999,0.09,0.18,11.7712,11.3745,11.2377,11.557625,12.921325,13.9483,15.724425,11.6233,11.8212,11.13145,11.01765,11.19645,13.6053,12.048325,11.9255,12.204425,11.74095,11.6586,12.2944,12.2197,12.58885,13.37845,14.602975,11.8067,11.114425,10.73965,11.218,11.56685,12.59835,13.2226,14.466125,11.6067,11.7863,11.149825,10.935175,12.3181,14.353975,13.641025,15.053425,10.81155,7.03109999999999,7.89279999999997,1.3095
1,4.75,2.29230944487676,9.10673674801515,0.947142694000144,10.7296898748909,22.5528456098577,1.76997096375118,452.94262304265,15.3892011657218,508.328388036053,12.4915227653764,465.260393860597,12.7279897533884,446.873944546225,12.5779413527843,447.475673915677,17.8758643037787,465.205570803035,12.1066267392726,464.804998888349,13.283881097015,474.480553262212,11.7594099736371,462.607006716487,12.5850069420891,477.686680749836,11.8414412965843,473.285157888279,12.0129874278869,6.37013495544483,16.3928441698068,0.711883655360865,5.3075,4.1175,1.9965,0.837,15.8538,15.092625,15.51324,15.612865,16.606715,15.731315,100.34275375,98.401,6.0528125,15.84675,15.091,14.5565,15.27325,1.805,0.0759999999999997,3.1,-0.40575,1.381,383.21,396.2475,391.94,392.9,0.28,0.3505,0.20225,0.1405,0.38,0.29,0.841999999999999,0.09,0.18,11.44625,11.4306,11.24985,11.552375,12.91825,13.943825,15.7217,11.4419,11.595075,11.094575,11.03825,11.1935,13.602325,12.0443,11.8144,11.913675,11.72025,11.6767,12.284825,12.2177,12.5839,13.377225,14.6029,11.517975,11.11525,10.752925,11.217825,11.566025,12.597325,13.21955,14.464125,11.4021,11.628975,11.176825,10.950325,12.30285,14.3511,13.636025,15.051425,10.7976,5.085,7.0498,2.032
