DOY2,HR2,T_BOLE_1_1_1,T_BOLE_2_1_1,G_1_2_1,G_2_2_1,G_3_2_1,G_4_2_1,NEE,G_1_1_1,USTAR,FC,LE,SLE,H,SH,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN_1_1_1,PPFD_OUT,PPFD_IN_1_2_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,WS,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1
1,0.25,-11.482,-11.405,-1.4988,-1.296375,-1.667125,-1.393025,0.071171875,-1.71096,0.35774275,0.061011575,0.6453975,0.2262435,-1.812075,1.329835,0.16282165,0.32733025,0.16889675,266.47875,270.59775,0,0,0.16901525,-9.185675,-9.2968,-10.95825,-10.47025,91.5498,90.6499,89.262825,2.9896,-3.6365,-3.29975,-2.99745,-2.622025,-1.185725,0.407755,-2.9947,-2.805,-2.482525,-2.4065,-0.96654,0.47876
1,0.75,-11.38925,-11.3185,-1.5116,-1.310525,-1.6722,-1.394375,0.15658,-1.67445,0.3431985,0.1810005,0.5929555,0.159258,-2.3087075,1.26187,0.4518235,0.37422625,0.0936827,264.82775,271.06375,0,0,0.14187425,-9.33785,-9.4809,-10.9645,-10.721,92.0843,90.59345,88.9876,2.962475,-3.645625,-3.305,-3.00245,-2.624275,-1.18735,0.40559,-3.001675,-2.8124,-2.47405,-2.397075,-0.95729,0.478165
1,1.25,-11.439,-11.3675,-1.531775,-1.3175,-1.698225,-1.3917,0.146677,-1.6565425,0.355553,0.15573275,5.67691,0.261673,-0.8831275,2.4906125,0.25643775,0.406795,0.095863125,263.606,271.72375,0,0,0.1412575,-9.153,-9.29135,-10.892,-10.97975,92.146125,90.7237,88.95115,2.786975,-3.65285,-3.308275,-3.00635,-2.62895,-1.190175,0.40554,-3.005075,-2.820575,-2.46545,-2.38905,-0.951155,0.4752125
1,1.75,-11.206,-11.144,-1.55695,-1.33505,-1.719875,-1.40225,0.136774,-1.6137125,0.424711,0.130465,0.682519,0.38131925,-0.8264835,2.506485,0.46434425,0.4391995,0.098112875,262.16775,271.4915,0,0,0.14495875,-9.6081,-9.79175,-11.019,-10.9475,92.64865,90.52695,89.212025,2.961725,-3.6622,-3.31125,-3.0103,-2.6105,-1.1843,0.414595,-2.99515,-2.8201,-2.4643,-2.36375,-0.96864,0.479465
1,2.25,-11.406,-11.337,-1.60165,-1.339175,-1.75245,-1.431325,0.1172255,-1.44384,0.415741,0.137556,1.0768495,0.29153225,-2.23491,2.198245,0.38477475,0.444441,0.12475275,263.59925,271.4975,0,0,0.17888525,-10.00715,-10.297,-11.08675,-11.27625,92.66755,90.1712,89.2629,2.936,-3.6712,-3.31685,-3.0158,-2.6148,-1.1909,0.41525,-2.9942,-2.829,-2.46985,-2.37195,-0.99083,0.47771
1,2.75,-11.323,-11.25,-1.673175,-1.33505,-1.8368,-1.463625,0.193581,-1.317185,0.412626,0.192488,1.07119,0.2786545,-1.747215,2.420535,0.6117205,0.42345475,0.11994825,264.448,273.256,0,0,0.14680925,-9.86905,-10.27375,-11.18725,-11.266,92.48305,90.2133,89.26115,2.91635,-3.6821,-3.3198,-3.02155,-2.61975,-1.19825,0.41443,-2.99455,-2.8406,-2.47545,-2.3821,-1.0184,0.47181
1,3.25,-11.496,-11.422,-1.732825,-1.35545,-1.945875,-1.5088,0.17154975,-1.35496,0.416965,0.17582725,1.4545025,0.2779375,-0.90262025,1.7115475,0.338513,0.4813155,0.11844325,261.28025,273.265,0,0,0.13447225,-9.69145,-10.346,-11.0545,-10.889,92.3609,90.4415,89.40875,2.8856,-3.68835,-3.3223,-3.0275,-2.625,-1.20415,0.413805,-2.99395,-2.8542,-2.4788,-2.3909,-1.03365,0.481175
1,3.75,-11.42775,-11.33625,-1.755425,-1.3759,-1.957625,-1.5284,0.160926,-1.3114975,0.3819085,0.1616995,1.2118,0.20712375,-2.252795,1.87168,1.570365,0.4839465,0.18283725,263.72325,270.91625,0,0,0.1258015,-9.665375,-10.306,-10.69,-10.7295,92.25495,90.24095,89.54945,2.8504,-3.684825,-3.3203,-3.0303,-2.61065,-1.192475,0.42311,-2.987575,-2.8467,-2.470575,-2.3867,-1.041625,0.4830825
1,4.25,-11.2065,-11.10275,-1.77455,-1.433025,-1.951075,-1.532675,0.1498575,-1.2849825,0.394267,0.1452105,0.6553715,0.23182125,1.1733415,1.64307,1.4850525,0.50885675,0.146082,266.867,271.118,0,0,0.14187425,-9.919625,-10.26275,-11.001,-10.666,92.45275,90.5978,89.560225,2.9084,-3.6892,-3.323425,-3.036675,-2.61645,-1.19605,0.421415,-2.9881,-2.846625,-2.471825,-2.3947,-1.0428,0.4811075
1,4.75,-10.7245,-10.64725,-1.7891,-1.472775,-1.9467,-1.53515,0.172863,-1.341835,0.43008875,0.1457205,0.89162625,0.26920175,2.0511665,1.4772675,1.2452325,0.4355845,0.17517375,265.87975,270.57475,0,0,0.124176,-9.78355,-10.26,-10.6335,-10.6955,92.22705,90.9076,89.78685,3.0067,-3.6968,-3.3263,-3.040025,-2.6207,-1.197625,0.4184225,-2.990725,-2.8491,-2.47385,-2.39495,-1.015225,0.474005
1,5.25,-10.53525,-10.45525,-1.813725,-1.464125,-1.948975,-1.509825,0.17250625,-1.3533925,0.40977075,0.15814675,0.71610725,0.28536975,-0.189681475,1.2730825,0.99686525,0.47648075,0.20393375,265.5475,270.07325,0,0,0.115967,-9.9265,-10.1945,-10.716,-10.84525,91.983025,90.86635,89.773775,3.02785,-3.703075,-3.32715,-3.043575,-2.6241,-1.200775,0.4167875,-2.993125,-2.85075,-2.477675,-2.37485,-1.0040375,0.47363
1,5.75,-10.5815,-10.5235,-1.846125,-1.442975,-1.97425,-1.497525,0.166624,-1.39118,0.45375,0.145303,0.670715,0.273384,-0.99222525,1.2960275,0.76712825,0.4270785,0.218323,267.51075,269.99375,0,0,0.154211,-9.970825,-10.36275,-10.8575,-10.8905,92.559,90.87315,89.36745,3.0061,-3.70935,-3.33045,-3.04545,-2.628075,-1.204675,0.4157475,-2.9974,-2.8542,-2.47735,-2.36875,-1.00402,0.47364
1,6.25,-10.659,-10.58625,-1.85525,-1.41835,-1.997725,-1.485075,0.14243175,-1.4921375,0.43772125,0.13094375,0.6298065,0.28911425,-0.17075,1.4121375,0.83452375,0.49649325,0.17438675,267.0995,270.25775,0,0,0.1582055,-9.96755,-10.337,-10.77525,-10.736,91.90275,90.7454,89.2257,2.964175,-3.71165,-3.33765,-3.0487,-2.63335,-1.209325,0.411465,-3.000475,-2.854675,-2.469825,-2.39675,-1.006225,0.4796625
1,6.75,-10.578,-10.50625,-1.80945,-1.414275,-1.97595,-1.4892,0.1910535,-1.51127,0.416585,0.21140775,0.66003075,0.27172,-0.2536805,1.5417275,0.60812225,0.532399,0.202531,264.80025,270.706,0,0,0.138173,-9.866525,-10.5,-10.68875,-10.749,92.34745,90.8168,89.13255,3.101025,-3.714525,-3.346475,-3.052925,-2.638025,-1.212525,0.4081875,-3.005275,-2.857,-2.476275,-2.437075,-1.0463,0.4845825
1,7.25,-10.5405,-10.483,-1.76085,-1.38925,-1.95495,-1.489725,0.124312,-1.4949325,0.407703,0.159124,1.17885,0.305502,-2.21547525,1.983235,0.62864875,0.57957725,0.27536925,265.6455,270.63725,0,0,0.13342875,-10.2135,-10.52675,-10.8055,-10.756,91.8798,90.909,89.682375,3.034,-3.71625,-3.356025,-3.055375,-2.6432,-1.217175,0.403975,-3.009325,-2.858025,-2.489875,-2.426375,-1.06355,0.4791825
1,7.75,-10.47325,-10.40875,-1.698225,-1.4092,-1.933925,-1.473375,0.125901,-1.504055,0.443651,0.10277775,0.661749,0.25958025,0.137489,2.3495375,0.5640645,0.50966475,0.209245,258.8505,271.1285,0,0,0.14624925,-10.26025,-10.5915,-11.1745,-10.811,91.7385,90.4695,89.376,3.02165,-3.718275,-3.366425,-3.057675,-2.648525,-1.220275,0.3982725,-3.012625,-2.85835,-2.512875,-2.404475,-1.067575,0.457605
1,8.25,-10.6,-10.5525,-1.669075,-1.434675,-1.909525,-1.44515,0.1741385,-1.486565,0.433591,0.171023,0.697449,0.2776025,0.927790525,2.66648,1.1775475,0.63021025,0.278558,264.12575,271.513,0,0,0.180119,-10.11825,-10.4685,-10.7965,-10.70225,91.6619,90.3331,88.9338,3.01915,-3.719275,-3.366425,-3.058525,-2.65345,-1.22145,0.3916775,-3.008125,-2.8584,-2.512525,-2.4047,-1.071925,0.4571225
1,8.75,-11.28825,-11.245,-1.646825,-1.4558,-1.887925,-1.407625,0.1597575,-1.535145,0.4148085,0.152618,1.041999,0.26822675,1.91726,2.21375,1.92312,1.8575625,0.6484615,262.626,272.005,1.9992475,0.085423325,0.2503115,-9.822725,-10.158,-10.631,-10.74,91.46945,90.4134,89.640975,2.9259,-3.71655,-3.365675,-3.059475,-2.657675,-1.220825,0.3891425,-3.005375,-2.85675,-2.5084,-2.407675,-1.069575,0.461485
1,9.25,-10.6905,-10.724,-1.62025,-1.444375,-1.8643,-1.381,0.1415065,-1.63403,0.452321,0.11701,1.542565,0.4786185,3.936295,3.48421,6.8798675,9.8134525,4.9256,267.284,271.69275,18.253825,2.24806,1.3470775,-9.823825,-10.0796,-10.5435,-10.51725,91.6617,90.5498,89.681325,2.849825,-3.717525,-3.363325,-3.064675,-2.662825,-1.2207,0.391555,-3.008925,-2.8574,-2.500925,-2.4348,-1.04885,0.4571025
1,9.75,-10.7235,-10.788,-1.592075,-1.441275,-1.845075,-1.3863,0.14566775,-1.635445,0.4519635,0.1793245,2.158875,0.75773475,8.4805275,5.3900225,16.0184,42.090175,17.31715,267.97025,272.46375,61.6543,7.921645,2.2761025,-9.688375,-10.02965,-10.405,-10.3515,91.058,90.9839,89.62985,2.9888,-3.7241,-3.363575,-3.067125,-2.66755,-1.223625,0.393665,-3.013475,-2.8602,-2.5251,-2.4644,-1.053225,0.4418475
1,10.25,-10.97825,-10.97475,-1.585875,-1.43665,-1.882825,-1.395775,0.17094625,-1.677545,0.4723535,0.1841005,2.1809775,1.18899,13.5274,8.180215,29.0861,82.882925,32.08075,264.62375,273.224,138.9105,16.854875,3.78339,-9.481275,-9.703075,-10.13625,-10.026,90.289975,91.03365,90.1064,3.06555,-3.74605,-3.368175,-3.068725,-2.673125,-1.2294,0.3934575,-3.0182,-2.865025,-2.5497,-2.49355,-1.086325,0.424125
1,10.75,-10.91575,-11.06975,-1.598775,-1.4316,-1.8658,-1.4207,0.1900905,-1.58669,0.4787275,0.218453,3.5507325,1.4554875,26.14685,10.0647,48.67695,143.1435,39.691275,263.8735,274.34225,218.321,22.8551,4.94826,-8.6755,-9.21265,-9.77165,-9.4779,89.7551,91.2615,90.189,3.29465,-3.75605,-3.366975,-3.070375,-2.678075,-1.238575,0.3879925,-3.0282,-2.86915,-2.5657,-2.504575,-1.108,0.3986125
1,11.25,-10.75575,-10.912,-1.58825,-1.415725,-1.846225,-1.407375,0.163318,-1.5026425,0.4695105,0.226453,5.050605,1.52001,43.65075,12.33665,72.7559,173.2125,48.01965,264.451,277.561,282.3215,30.44605,7.42523,-8.534675,-8.799725,-9.3865,-8.830575,90.14375,91.55005,89.98875,3.37735,-3.767525,-3.3628,-3.06865,-2.679775,-1.2445,0.3772525,-3.065375,-2.87865,-2.576725,-2.4938,-1.1171,0.3792025
1,11.75,-10.7135,-10.74375,-1.638075,-1.3984,-1.8345,-1.4166,0.141833,-1.407285,0.523525,0.175328,5.72188,1.5328375,60.23655,12.010275,95.1801,204.679,50.869025,266.2795,279.85375,331.32225,35.270625,8.624375,-8.081575,-8.430125,-8.696,-8.588625,89.283975,90.9055,89.09755,3.406,-3.788,-3.372475,-3.07355,-2.7312,-1.2916,0.3532825,-3.07215,-2.904875,-2.621875,-2.511825,-1.131275,0.3632325
1,12.25,-9.40795,-9.4496,-1.6042,-1.380525,-1.823375,-1.414625,0.210375,-1.272095,0.5515165,0.23376225,7.0607575,1.4147675,63.855425,9.868725,101.083,217.057,53.216125,265.23375,283.84875,371.592,41.017175,8.8592775,-7.98735,-8.3847,-8.54725,-8.33285,88.9274,90.31465,88.50915,3.7727,-3.8027,-3.36835,-3.0699,-2.72675,-1.284175,0.3550175,-3.07565,-2.906325,-2.6312,-2.502275,-1.1275,0.3474025
1,12.75,-8.9917,-8.9105,-1.5429,-1.358925,-1.79375,-1.407,0.143342,-1.157045,0.581343,0.1558825,8.39983,1.1910925,70.5845,8.15222,110.58525,248.63975,52.947625,265.96575,286.7615,395.495,45.424475,10.0569275,-7.272925,-7.609225,-8.1163,-7.590975,88.80175,90.136925,87.4406,3.600575,-3.77715,-3.363325,-3.0678,-2.720225,-1.275,0.357925,-3.07375,-2.8887,-2.621875,-2.4879,-1.1381,0.3343075
1,13.25,-8.44185,-8.48185,-1.5189,-1.3265,-1.771225,-1.4015,0.17010725,-1.0977525,0.5555545,0.17333125,8.2945475,1.048035,70.4018,6.5068175,120.25,251.2905,53.083075,267.441,286.946,403.65175,44.51445,10.3988,-6.765675,-7.0534,-7.3582,-7.03715,88.739975,89.415525,86.79395,3.64755,-3.763825,-3.354425,-3.06395,-2.71285,-1.265325,0.36588,-3.0628,-2.87265,-2.6127,-2.486175,-1.147625,0.3447775
