DOY2,HR2,CO2,H2O,FC,SC,G_1_1_1,G_1_1_2,G_1_1_4,H,LE,WS,USTAR,TA,PA,RH,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_3_1,TS_1_4_1,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,NEE
1,0.25,406.96625,2.6660675,-0.42655,-0.0705432,-1.785,-1.7755,-4.43,-20.239775,0.3709974,0.95756425,0.092337,-13.235,92.058925,77.33,0.176931,-12.5487,0.09803965,-0.494,-0.271,0.3355,-52.617,0,0,0,0.0975,230.634,254.865,0.433429
1,0.75,406.83025,2.7005275,-0.48653275,-0.082317,-1.78475,-1.776,-4.4,-19.34925,1.0152975,0.950944,0.1011655,-13.33,92.038475,77.305,0.17575375,-12.2717,0.104152,-0.495,-0.26725,0.3335,-50.3478,0,0,0,0.09425,228.596,254.774,0.4339405
1,1.25,406.262,2.79229,-0.420284,-0.12209725,-1.781,-1.7785,-4.372,-21.4819,0.4345905,1.07095,0.109073,-13.57,92.044025,77.39,0.1809545,-12.6639,0.101793,-0.49925,-0.2665,0.329,-52.3948,0,0,0,0.0905,227.131,253.684,0.431594
1,1.75,405.78375,2.772255,-0.249663,-0.12546,-1.787,-1.783,-4.344,-22.5487,0.735725,1.03003,0.105155,-13.5623,92.0476,77.93,0.185889,-12.6423,0.1051115,-0.48825,-0.271,0.3305,-49.9767,0,0,0,0.08875,225.911,252.569,0.43429125
1,2.25,406.1445,2.696695,-0.496747,-0.080507,-1.78125,-1.774,-4.378,-22.6074,0.45040975,1.02709,0.102666,-13.52,92.05585,77.775,0.1888825,-12.75905,0.10868475,-0.495,-0.2735,0.33025,-50.26725,0,0,0,0.067,226.125,251.827,0.4329285
1,2.75,405.958,2.53571,-0.58,-0.1177775,-1.78,-1.77,-4.4,-23.719775,0.2596168,0.9886185,0.107008,-13.6056,92.064475,77.78,0.18754575,-12.89215,0.1047695,-0.49375,-0.27525,0.32775,-47.857975,0,0,0,0.06625,227.849,251.442,0.431779
1,3.25,406.19075,2.6763475,-0.360275,-0.123031,-1.779,-1.77275,-4.415,-23.328625,1.066312,0.9806795,0.103901,-13.91915,92.068525,77.725,0.192209,-13.0855,0.1134915,-0.50025,-0.2745,0.324,-46.1381,0,0,0,0.05625,226.294,251.4,0.4324395
1,3.75,406.147,2.665885,-0.7,-0.1030125,-1.77925,-1.77325,-4.451,-19.6224,1.34411775,0.9878125,0.101946,-13.875,92.0546,77.31,0.18184725,-13.1267,0.103869,-0.50275,-0.27175,0.3205,-43.6482,0,0,0,0.05375,224.572,250.568,0.431383
1,4.25,406.2885,2.5347325,-0.5974865,-0.0988037,-1.78,-1.77175,-4.365,-23.831825,0.41610725,1.0143725,0.10677,-13.805,92.00985,77.76,0.17527625,-13.25915,0.099124825,-0.49475,-0.2675,0.321,-47.32605,0,0,0,0.06825,228.998,251.509,0.437347
1,4.75,407.07225,2.582095,-0.433777,-0.117191,-1.77575,-1.771,-4.365,-24.81395,1.1272175,0.972438,0.104801,-13.885,92.011775,78.01,0.17409975,-13.4984,0.097242,-0.4925,-0.2775,0.32075,-44.149825,0,0,0,0.063,226.558,251.15,0.43371225
