DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA,VPD,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT
1,0.25,458.9151615,10.39644625,2772.98138375,2.1793515,33.343364,-0.540666,7.294038,2.123773,0.2391955,-0.005054,0.6226395,0.328378,16.5899825,0.42373875,102.29,93.6,8.79,1.618969,10.17833325,10.155,10.125,10.37,10.82,-19.38380275,0,0
1,0.75,454.5646355,10.464206,2820.05721375,1.86080025,33.892086,-0.2460235,6.06531375,2.088517,0.241942,-0.00576425,0.606217,0.315111,16.53047,0.423677,102.29,93.9,8.69,1.537004,10.14083325,10.1275,10.11,10.36,10.82,-16.806532,0,0
1,1.25,456.193135,10.295899,2867.53544575,1.96027625,34.16725,-0.24757,7.77573575,1.999197,0.232801,-0.004975,0.59821225,0.32690975,16.235194,0.38097,102.295,94.2,8.6525,1.5159225,10.1,10.14,10.11749975,10.36,10.83,-16.728596,0,0
1,1.75,455.236243,10.624752,2856.7948445,1.525889,36.318756,0.28295,7.41575175,2.161417,0.229573,-0.005388,0.5969385,0.315558,15.914325,0.41068375,102.3,94.425,8.5425,1.525621,10.0683335,10.12,10.109167,10.35,10.8025,-18.4224485,0,0
1,2.25,453.286097,10.570477,2910.9919345,1.89000925,36.496447,0.022659,10.130441,2.23097675,0.239285,-0.004836,0.622827,0.32372925,15.90072325,0.38993625,102.3,94.4,8.4125,1.39014325,10.026667,10.085,10.12416675,10.3525,10.8125,-15.93896,0,0
1,2.75,455.121549,10.068647,2929.5633,1.82813975,33.874241,0.585392,8.02740875,2.21137375,0.23384375,-0.0066035,0.607813,0.302903,15.8622605,0.387678,102.3,94.65,8.29,1.3571115,10.03,10.115,10.14083325,10.36,10.8125,-14.79026325,0,0
1,3.25,458.8579655,10.055009,2939.6864815,1.9638035,36.242216,-0.113457,8.067905,1.995112,0.23435175,-0.004932,0.615071,0.32179975,15.2450235,0.39399625,102.3,94.8,8.155,1.34268525,9.9933335,10.13,10.1566665,10.35,10.82,-14.2048235,0,0
1,3.75,457.324584,9.9883605,2923.19391675,2.01520975,39.003951,1.51348225,9.54176,1.985181,0.22734425,-0.004028,0.6122455,0.3011815,15.350727,0.390238,102.295,94.9,8.035,1.2662695,9.95000025,10.12,10.1575,10.35,10.8075,-14.2429575,0,0
1,4.25,457.999462,10.159882,2888.467239,2.0985825,33.939156,1.3077815,9.166332,1.8421985,0.2197415,-0.003583,0.617101,0.29294475,15.4576995,0.389755,102.27,95.1,7.723,1.187415,9.92583325,10.105,10.10625,10.3475,10.8,-16.03391475,0,0
1,4.75,456.43803025,10.15893325,2848.7443545,1.7518515,34.92196,1.173508,9.3880705,1.893096,0.223094,-0.005039,0.6137825,0.308284,15.5126765,0.4340565,102.28,95.245,7.454,1.1928805,9.89,10.03,10.11,10.35,10.8,-12.394366,0,0
